연도,분기,행정동_코드,행정동_코드_명,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2024,2,11620565,성현동,668,26,24,58
2024,2,11620575,행운동,1406,40,51,141
2024,2,11620585,낙성대동,1419,59,50,188
2024,2,11620595,청룡동,1951,47,73,240
2024,2,11620605,은천동,1351,35,33,143
2024,2,11620615,중앙동,928,20,35,107
2024,2,11620625,인헌동,1004,21,39,94
2024,2,11620630,남현동,904,26,29,101
2024,2,11620645,서원동,1357,33,55,214
2024,2,11620655,신원동,768,23,32,56
2024,2,11620665,서림동,765,21,36,69
2024,2,11620685,신사동,1227,35,44,104
2024,2,11620695,신림동,1794,61,87,173
2024,2,11620715,난향동,336,6,14,23
2024,2,11620725,조원동,1373,42,38,116
2024,2,11620735,대학동,1259,40,51,149
2024,2,11620745,삼성동,613,8,15,22
2024,2,11620765,미성동,1163,35,37,111
2024,2,11620775,난곡동,675,13,19,74
2024,2,11650510,서초1동,3271,65,89,226
2024,2,11650520,서초2동,4175,80,102,278
2024,2,11650530,서초3동,7316,135,136,385
2024,2,11650531,서초4동,3386,65,60,221
2024,2,11650540,잠원동,1992,41,53,131
2024,2,11650550,반포본동,403,3,4,11
2024,2,11650560,반포1동,1832,47,52,129
2024,2,11650570,반포2동,489,24,13,42
2024,2,11650580,반포3동,1228,21,42,79
2024,2,11650581,반포4동,3462,40,73,307
2024,2,11650590,방배본동,1403,23,32,86
2024,2,11650600,방배1동,1487,33,37,141
2024,2,11650610,방배2동,1509,23,33,125
2024,2,11650620,방배3동,729,17,26,50
2024,2,11650621,방배4동,1959,26,49,131
2024,2,11650651,양재1동,3015,61,65,250
2024,2,11650652,양재2동,3708,46,94,201
2024,2,11650660,내곡동,936,14,20,60
2024,2,11680510,신사동,4384,118,90,276
2024,2,11680521,논현1동,4576,124,138,312
2024,2,11680531,논현2동,4992,122,146,357
2024,2,11680545,압구정동,4650,141,136,235
2024,2,11680565,청담동,4640,91,134,193
2024,2,11680580,삼성1동,3969,50,72,293
2024,2,11680590,삼성2동,3284,79,91,221
2024,2,11680600,대치1동,1197,18,27,109
2024,2,11680610,대치2동,3228,58,66,249
2024,2,11680630,대치4동,4214,108,153,384
2024,2,11680640,역삼1동,12327,308,296,935
2024,2,11680650,역삼2동,3368,89,104,226
2024,2,11680655,도곡1동,1419,31,35,121
2024,2,11680656,도곡2동,1645,28,24,109
2024,2,11680660,개포1동,202,3,8,5
2024,2,11680670,개포2동,1026,34,34,92
2024,2,11680690,개포4동,1614,30,48,97
2024,2,11680700,세곡동,1447,45,45,170
2024,2,11680720,일원본동,474,7,13,45
2024,2,11680730,일원1동,798,14,27,88
2024,2,11680740,일원2동,471,10,12,36
2024,2,11680750,수서동,903,13,11,116
2024,2,11710510,풍납1동,486,6,10,34
2024,2,11710520,풍납2동,902,10,14,74
2024,2,11710531,거여1동,626,12,13,53
2024,2,11710532,거여2동,786,21,38,98
2024,2,11710540,마천1동,693,15,22,44
2024,2,11710550,마천2동,976,19,34,70
2024,2,11710561,방이1동,1282,45,41,120
2024,2,11710562,방이2동,2793,100,84,262
2024,2,11710566,오륜동,501,11,12,61
2024,2,11710570,오금동,1853,30,40,128
2024,2,11710580,송파1동,2045,56,63,170
2024,2,11710590,송파2동,915,24,44,95
2024,2,11710600,석촌동,2676,71,88,239
2024,2,11710610,삼전동,1762,44,64,176
2024,2,11710620,가락본동,2735,67,86,238
2024,2,11710631,가락1동,3601,28,37,79
2024,2,11710632,가락2동,1686,35,48,148
2024,2,11710641,문정1동,1233,22,33,92
2024,2,11710642,문정2동,6406,135,153,492
2024,2,11710646,장지동,1050,23,35,96
2024,2,11710647,위례동,1094,38,47,179
2024,2,11710650,잠실본동,3188,83,120,366
2024,2,11710670,잠실2동,982,17,17,109
2024,2,11710680,잠실3동,1808,15,37,158
2024,2,11710690,잠실4동,402,7,10,43
2024,2,11710710,잠실6동,1953,26,46,217
2024,2,11710720,잠실7동,203,3,6,10
2024,2,11740515,강일동,993,37,29,152
2024,2,11740520,상일동,1002,25,24,111
2024,2,11740530,명일1동,1768,42,71,166
2024,2,11740540,명일2동,1171,23,39,148
2024,2,11740550,고덕1동,640,23,19,78
2024,2,11740560,고덕2동,980,35,27,130
2024,2,11740570,암사1동,1437,35,45,115
2024,2,11740580,암사2동,735,19,16,77
2024,2,11740590,암사3동,608,8,19,49
2024,2,11740600,천호1동,1211,33,46,112
2024,2,11740610,천호2동,3336,53,110,284
2024,2,11740620,천호3동,1594,35,52,141
2024,2,11740640,성내1동,1386,23,32,125
2024,2,11740650,성내2동,1545,41,54,121
2024,2,11740660,성내3동,2087,49,72,161
2024,2,11740685,길동,3141,85,128,281
2024,2,11740690,둔촌1동,25,0,0,2
2024,2,11740700,둔촌2동,1177,30,35,85
2024,3,11110515,청운효자동,947,27,26,29
2024,3,11110530,사직동,2867,52,48,202
2024,3,11110540,삼청동,744,14,10,44
2024,3,11110550,부암동,472,10,10,30
2024,3,11110560,평창동,689,11,13,42
2024,3,11110570,무악동,196,4,6,20
2024,3,11110580,교남동,388,9,5,77
2024,3,11110600,가회동,656,17,15,44
2024,3,11110615,종로1·2·3·4가동,10536,170,192,540
2024,3,11110630,종로5·6가동,1994,23,42,98
2024,3,11110640,이화동,810,21,17,135
2024,3,11110650,혜화동,1557,48,46,199
2024,3,11110670,창신1동,1668,29,56,48
2024,3,11110680,창신2동,382,15,16,20
2024,3,11110690,창신3동,183,1,1,16
2024,3,11110700,숭인1동,289,6,10,28
2024,3,11110710,숭인2동,934,31,25,74
2024,3,11140520,소공동,3067,45,71,259
2024,3,11140540,회현동,5111,53,99,242
2024,3,11140550,명동,4751,98,78,512
2024,3,11140570,필동,1259,31,40,134
2024,3,11140580,장충동,537,7,9,36
2024,3,11140590,광희동,5368,52,111,244
2024,3,11140605,을지로동,2986,85,58,134
2024,3,11140615,신당동,11186,48,323,124
2024,3,11140625,다산동,895,15,19,74
2024,3,11140635,약수동,707,9,17,64
2024,3,11140645,청구동,534,12,13,35
2024,3,11140650,신당5동,785,23,24,61
2024,3,11140665,동화동,570,16,17,37
2024,3,11140670,황학동,1428,32,38,87
2024,3,11140680,중림동,722,17,20,69
2024,3,11170510,후암동,885,25,25,55
2024,3,11170520,용산2가동,630,15,19,48
2024,3,11170530,남영동,1374,29,31,167
2024,3,11170555,청파동,1351,41,42,162
2024,3,11170560,원효로1동,1684,25,47,85
2024,3,11170570,원효로2동,923,10,17,51
2024,3,11170580,효창동,359,12,7,27
2024,3,11170590,용문동,592,11,13,44
2024,3,11170625,한강로동,5312,82,117,338
2024,3,11170630,이촌1동,854,14,20,68
2024,3,11170640,이촌2동,326,5,11,22
2024,3,11170650,이태원1동,1681,44,51,100
2024,3,11170660,이태원2동,871,21,32,40
2024,3,11170685,한남동,2401,47,77,129
2024,3,11170690,서빙고동,386,6,3,29
2024,3,11170700,보광동,652,4,28,35
2024,3,11200520,왕십리2동,615,14,17,58
2024,3,11200535,왕십리도선동,2016,54,74,195
2024,3,11200540,마장동,2386,38,52,57
2024,3,11200550,사근동,880,17,32,170
2024,3,11200560,행당1동,1268,22,45,151
2024,3,11200570,행당2동,578,10,9,72
2024,3,11200580,응봉동,292,1,10,21
2024,3,11200590,금호1가동,477,6,15,42
2024,3,11200615,금호2·3가동,923,21,27,86
2024,3,11200620,금호4가동,606,9,12,58
2024,3,11200645,옥수동,915,22,22,84
2024,3,11200650,성수1가1동,1200,32,24,81
2024,3,11200660,성수1가2동,2191,55,62,133
2024,3,11200670,성수2가1동,1625,33,29,92
2024,3,11200690,성수2가3동,3327,68,89,223
2024,3,11200720,송정동,486,13,16,17
2024,3,11200790,용답동,1267,22,32,69
2024,3,11215710,화양동,2515,79,103,361
2024,3,11215730,군자동,1465,40,51,155
2024,3,11215740,중곡1동,1263,30,32,74
2024,3,11215750,중곡2동,1274,28,33,88
2024,3,11215760,중곡3동,918,20,23,85
2024,3,11215770,중곡4동,1120,27,39,83
2024,3,11215780,능동,710,20,25,77
2024,3,11215810,광장동,1189,21,22,120
2024,3,11215820,자양1동,1378,29,31,127
2024,3,11215830,자양2동,1100,24,20,86
2024,3,11215840,자양3동,1405,23,41,140
2024,3,11215847,자양4동,1616,43,48,115
2024,3,11215850,구의1동,1553,36,59,141
2024,3,11215860,구의2동,1069,28,42,104
2024,3,11215870,구의3동,2523,33,62,222
2024,3,11230536,용신동,2918,60,84,220
2024,3,11230545,제기동,3180,66,60,80
2024,3,11230560,전농1동,2165,45,64,220
2024,3,11230570,전농2동,689,12,20,87
2024,3,11230600,답십리1동,1306,28,25,133
2024,3,11230610,답십리2동,1735,16,34,92
2024,3,11230650,장안1동,2904,53,64,239
2024,3,11230660,장안2동,2245,55,67,247
2024,3,11230705,청량리동,1194,22,27,66
2024,3,11230710,회기동,1079,27,35,144
2024,3,11230720,휘경1동,804,23,34,77
2024,3,11230730,휘경2동,651,18,19,71
2024,3,11230740,이문1동,1041,20,30,134
2024,3,11230750,이문2동,510,9,13,42
2024,3,11260520,면목2동,1165,22,34,70
2024,3,11260540,면목4동,621,9,23,48
2024,3,11260550,면목5동,491,5,7,41
2024,3,11260565,면목본동,1746,48,56,118
2024,3,11260570,면목7동,1046,24,42,74
2024,3,11260575,면목3·8동,1474,35,47,127
2024,3,11260580,상봉1동,942,23,30,103
2024,3,11260590,상봉2동,1846,54,61,184
2024,3,11260600,중화1동,683,9,27,50
2024,3,11260610,중화2동,1340,37,41,109
2024,3,11260620,묵1동,1181,23,47,120
2024,3,11260630,묵2동,1005,26,30,64
2024,3,11260655,망우본동,2129,49,82,212
2024,3,11260660,망우3동,573,11,15,42
2024,3,11260680,신내1동,1419,34,34,170
2024,3,11260690,신내2동,823,14,36,90
2024,3,11290525,성북동,1068,17,23,65
2024,3,11290555,삼선동,1587,32,37,117
2024,3,11290575,동선동,1976,43,60,261
2024,3,11290580,돈암1동,390,5,7,24
2024,3,11290590,돈암2동,501,2,15,43
2024,3,11290600,안암동,1206,31,40,206
2024,3,11290610,보문동,790,13,18,56
2024,3,11290620,정릉1동,613,8,21,55
2024,3,11290630,정릉2동,728,11,29,73
2024,3,11290640,정릉3동,528,14,8,44
2024,3,11290650,정릉4동,738,13,21,73
2024,3,11290660,길음1동,1055,37,31,130
2024,3,11290685,길음2동,1249,20,44,113
2024,3,11290705,종암동,1462,33,37,153
2024,3,11290715,월곡1동,956,19,31,100
2024,3,11290725,월곡2동,1140,24,44,142
2024,3,11290760,장위1동,740,14,27,68
2024,3,11290770,장위2동,731,12,13,37
2024,3,11290780,장위3동,455,6,13,54
2024,3,11290810,석관동,1491,43,42,141
2024,3,11305534,삼양동,700,14,31,65
2024,3,11305535,미아동,1319,36,32,108
2024,3,11305545,송중동,1841,30,53,192
2024,3,11305555,송천동,1387,18,42,118
2024,3,11305575,삼각산동,835,17,28,91
2024,3,11305595,번1동,1386,24,47,126
2024,3,11305603,번2동,346,7,7,20
2024,3,11305608,번3동,429,11,13,50
2024,3,11305615,수유1동,1102,24,30,73
2024,3,11305625,수유2동,930,18,25,67
2024,3,11305635,수유3동,2283,73,68,228
2024,3,11305645,우이동,859,20,27,69
2024,3,11305660,인수동,1069,29,31,80
2024,3,11320511,창1동,818,13,24,80
2024,3,11320512,창2동,938,19,26,62
2024,3,11320513,창3동,637,9,19,46
2024,3,11320514,창4동,1061,26,34,121
2024,3,11320515,창5동,1380,50,48,150
2024,3,11320521,도봉1동,1144,30,37,103
2024,3,11320522,도봉2동,973,26,23,58
2024,3,11320660,쌍문1동,582,15,18,55
2024,3,11320670,쌍문2동,974,18,30,94
2024,3,11320680,쌍문3동,804,22,19,76
2024,3,11320681,쌍문4동,478,5,10,48
2024,3,11320690,방학1동,1837,41,69,206
2024,3,11320700,방학2동,809,21,32,49
2024,3,11320710,방학3동,558,4,7,53
2024,3,11350560,월계1동,1070,24,36,152
2024,3,11350570,월계2동,535,9,14,53
2024,3,11350580,월계3동,699,7,16,85
2024,3,11350595,공릉1동,2335,41,65,241
2024,3,11350600,공릉2동,1543,41,52,217
2024,3,11350611,하계1동,859,5,24,97
2024,3,11350612,하계2동,317,5,4,29
2024,3,11350619,중계본동,1234,22,37,108
2024,3,11350621,중계1동,1013,11,22,145
2024,3,11350624,중계4동,914,27,29,92
2024,3,11350625,중계2·3동,1236,23,43,122
2024,3,11350630,상계1동,1503,30,43,165
2024,3,11350640,상계2동,2768,73,100,268
2024,3,11350665,상계3·4동,959,22,28,53
2024,3,11350670,상계5동,1336,37,44,82
2024,3,11350695,상계6·7동,1690,47,52,197
2024,3,11350700,상계8동,433,8,13,47
2024,3,11350710,상계9동,479,11,17,47
2024,3,11350720,상계10동,393,3,6,37
2024,3,11380510,녹번동,1398,17,56,129
2024,3,11380520,불광1동,1371,24,36,134
2024,3,11380530,불광2동,1120,25,26,58
2024,3,11380551,갈현1동,1261,26,45,121
2024,3,11380552,갈현2동,1478,42,60,143
2024,3,11380560,구산동,912,13,32,77
2024,3,11380570,대조동,2338,50,84,201
2024,3,11380580,응암1동,1604,41,47,197
2024,3,11380590,응암2동,712,8,21,60
2024,3,11380600,응암3동,1570,49,67,128
2024,3,11380625,역촌동,2054,55,71,196
2024,3,11380631,신사1동,1019,22,38,99
2024,3,11380632,신사2동,594,14,19,42
2024,3,11380640,증산동,676,13,30,49
2024,3,11380650,수색동,522,13,18,54
2024,3,11380690,진관동,2176,39,72,307
2024,3,11410520,천연동,638,15,21,58
2024,3,11410555,북아현동,696,16,22,69
2024,3,11410565,충현동,1243,26,27,116
2024,3,11410585,신촌동,3877,92,139,507
2024,3,11410615,연희동,2006,33,45,133
2024,3,11410620,홍제1동,807,22,35,98
2024,3,11410640,홍제3동,900,25,25,75
2024,3,11410655,홍제2동,470,7,17,45
2024,3,11410660,홍은1동,743,13,19,56
2024,3,11410685,홍은2동,934,26,34,103
2024,3,11410690,남가좌1동,632,9,25,73
2024,3,11410700,남가좌2동,1269,28,34,160
2024,3,11410710,북가좌1동,478,13,15,54
2024,3,11410720,북가좌2동,1201,28,23,119
2024,3,11440555,아현동,1405,44,50,131
2024,3,11440565,공덕동,1954,42,50,161
2024,3,11440585,도화동,1554,38,48,155
2024,3,11440590,용강동,1775,29,45,169
2024,3,11440600,대흥동,1466,52,41,151
2024,3,11440610,염리동,773,22,22,86
2024,3,11440630,신수동,1085,32,33,71
2024,3,11440655,서강동,1798,56,76,145
2024,3,11440660,서교동,9011,270,312,741
2024,3,11440680,합정동,2093,55,59,144
2024,3,11440690,망원1동,1798,47,83,108
2024,3,11440700,망원2동,1223,31,40,89
2024,3,11440710,연남동,2400,84,96,88
2024,3,11440720,성산1동,1189,37,46,76
2024,3,11440730,성산2동,1559,32,45,147
2024,3,11440740,상암동,2089,76,65,346
2024,3,11470510,목1동,3017,40,92,365
2024,3,11470520,목2동,1072,20,32,86
2024,3,11470530,목3동,1166,32,34,96
2024,3,11470540,목4동,1245,21,36,116
2024,3,11470550,목5동,1684,35,46,187
2024,3,11470560,신월1동,1116,29,52,74
2024,3,11470570,신월2동,682,17,21,51
2024,3,11470580,신월3동,551,5,15,49
2024,3,11470590,신월4동,742,20,21,66
2024,3,11470600,신월5동,634,10,12,56
2024,3,11470610,신월6동,567,13,16,52
2024,3,11470611,신월7동,708,8,18,48
2024,3,11470620,신정1동,1125,21,32,107
2024,3,11470630,신정2동,1014,21,32,89
2024,3,11470640,신정3동,1210,27,45,156
2024,3,11470650,신정4동,2636,63,78,180
2024,3,11470670,신정6동,704,16,21,65
2024,3,11470680,신정7동,881,17,28,112
2024,3,11500510,염창동,1522,26,34,194
2024,3,11500520,등촌1동,1598,27,33,194
2024,3,11500530,등촌2동,590,14,17,65
2024,3,11500535,등촌3동,2067,42,80,211
2024,3,11500540,화곡1동,2489,54,94,236
2024,3,11500550,화곡2동,624,17,23,44
2024,3,11500560,화곡3동,1111,29,32,144
2024,3,11500570,화곡4동,1203,29,32,99
2024,3,11500590,화곡본동,1221,30,39,113
2024,3,11500591,화곡6동,1449,45,44,162
2024,3,11500593,화곡8동,1098,35,43,109
2024,3,11500603,가양1동,5349,187,207,591
2024,3,11500604,가양2동,465,11,12,50
2024,3,11500605,가양3동,379,5,10,31
2024,3,11500611,발산1동,4114,98,110,329
2024,3,11500615,우장산동,1435,36,47,148
2024,3,11500620,공항동,1475,22,44,154
2024,3,11500630,방화1동,2115,49,81,214
2024,3,11500640,방화2동,1651,17,43,144
2024,3,11500641,방화3동,568,7,11,55
2024,3,11530510,신도림동,1974,38,44,223
2024,3,11530520,구로1동,565,16,13,54
2024,3,11530530,구로2동,5018,47,85,124
2024,3,11530540,구로3동,4057,101,123,458
2024,3,11530550,구로4동,1694,41,56,98
2024,3,11530560,구로5동,2924,59,75,252
2024,3,11530595,가리봉동,794,15,26,26
2024,3,11530720,고척1동,1450,31,38,169
2024,3,11530730,고척2동,1138,27,27,89
2024,3,11530740,개봉1동,1314,10,25,118
2024,3,11530750,개봉2동,844,21,30,103
2024,3,11530760,개봉3동,743,12,18,72
2024,3,11530770,오류1동,985,13,30,81
2024,3,11530780,오류2동,1147,18,33,132
2024,3,11530790,수궁동,713,11,20,69
2024,3,11530800,항동,443,18,20,72
2024,3,11545510,가산동,9030,147,233,694
2024,3,11545610,독산1동,2636,52,66,280
2024,3,11545620,독산2동,782,18,25,82
2024,3,11545630,독산3동,1397,40,66,93
2024,3,11545640,독산4동,697,15,26,67
2024,3,11545670,시흥1동,2329,70,85,230
2024,3,11545680,시흥2동,410,12,12,41
2024,3,11545690,시흥3동,994,9,20,32
2024,3,11545700,시흥4동,485,12,17,34
2024,3,11545710,시흥5동,800,19,24,73
2024,3,11560515,영등포본동,1406,23,35,123
2024,3,11560535,영등포동,4256,93,120,414
2024,3,11560540,여의동,5887,141,157,653
2024,3,11560550,당산1동,2733,66,91,197
2024,3,11560560,당산2동,1993,54,69,220
2024,3,11560585,도림동,780,25,23,53
2024,3,11560605,문래동,2958,56,70,231
2024,3,11560610,양평1동,1368,31,22,122
2024,3,11560620,양평2동,1614,33,32,146
2024,3,11560630,신길1동,881,14,28,68
2024,3,11560650,신길3동,782,19,19,53
2024,3,11560660,신길4동,393,11,8,48
2024,3,11560670,신길5동,343,5,14,32
2024,3,11560680,신길6동,1045,28,26,91
2024,3,11560690,신길7동,564,15,16,59
2024,3,11560700,대림1동,819,18,31,80
2024,3,11560710,대림2동,1356,46,55,55
2024,3,11560720,대림3동,1565,40,51,89
2024,3,11590510,노량진1동,1622,37,44,197
2024,3,11590520,노량진2동,1529,64,84,59
2024,3,11590530,상도1동,1639,28,42,225
2024,3,11590540,상도2동,1204,26,28,127
2024,3,11590550,상도3동,811,23,20,69
2024,3,11590560,상도4동,824,25,24,75
2024,3,11590605,흑석동,1344,14,42,168
2024,3,11590620,사당1동,1630,34,42,137
2024,3,11590630,사당2동,1580,36,47,170
2024,3,11590640,사당3동,781,13,21,66
2024,3,11590650,사당4동,589,12,16,59
2024,3,11590651,사당5동,395,14,11,39
2024,3,11590660,대방동,1502,30,45,161
2024,3,11590670,신대방1동,883,16,27,71
2024,3,11590680,신대방2동,1136,19,31,145
2024,3,11620525,보라매동,1339,16,34,105
2024,3,11620545,청림동,428,12,15,36
2024,3,11620565,성현동,657,9,20,56
2024,3,11620575,행운동,1396,39,49,139
2024,3,11620585,낙성대동,1419,44,44,182
2024,3,11620595,청룡동,1922,46,75,238
2024,3,11620605,은천동,1352,41,40,143
2024,3,11620615,중앙동,925,28,31,107
2024,3,11620625,인헌동,996,26,34,95
2024,3,11620630,남현동,902,23,25,101
2024,3,11620645,서원동,1355,46,48,216
2024,3,11620655,신원동,764,17,21,56
2024,3,11620665,서림동,755,14,24,68
2024,3,11620685,신사동,1205,23,45,103
2024,3,11620695,신림동,1775,42,61,170
2024,3,11620715,난향동,331,1,6,24
2024,3,11620725,조원동,1362,27,38,117
2024,3,11620735,대학동,1261,36,34,146
2024,3,11620745,삼성동,613,6,6,21
2024,3,11620765,미성동,1147,18,34,112
2024,3,11620775,난곡동,670,20,25,71
2024,3,11650510,서초1동,3255,60,76,224
2024,3,11650520,서초2동,4139,71,107,275
2024,3,11650530,서초3동,7262,115,169,382
2024,3,11650531,서초4동,3380,65,71,217
2024,3,11650540,잠원동,1979,39,52,132
2024,3,11650550,반포본동,394,2,11,11
2024,3,11650560,반포1동,1826,45,51,124
2024,3,11650570,반포2동,490,9,8,42
2024,3,11650580,반포3동,1205,6,29,78
2024,3,11650581,반포4동,3447,33,48,309
2024,3,11650590,방배본동,1397,25,31,85
2024,3,11650600,방배1동,1475,31,43,140
2024,3,11650610,방배2동,1501,28,36,125
2024,3,11650620,방배3동,729,11,11,51
2024,3,11650621,방배4동,1942,33,50,128
2024,3,11650651,양재1동,2997,57,75,248
2024,3,11650652,양재2동,3688,53,73,204
2024,3,11650660,내곡동,944,18,10,56
2024,3,11680510,신사동,4362,114,136,275
2024,3,11680521,논현1동,4543,110,143,308
2024,3,11680531,논현2동,4952,119,159,348
2024,3,11680545,압구정동,4643,119,126,233
2024,3,11680565,청담동,4637,101,104,201
2024,3,11680580,삼성1동,3925,58,102,292
2024,3,11680590,삼성2동,3266,61,79,220
2024,3,11680600,대치1동,1176,23,44,108
2024,3,11680610,대치2동,3235,75,68,251
2024,3,11680630,대치4동,4201,103,116,383
2024,3,11680640,역삼1동,12269,269,327,929
2024,3,11680650,역삼2동,3358,89,99,221
2024,3,11680655,도곡1동,1427,40,32,115
2024,3,11680656,도곡2동,1625,24,44,104
2024,3,11680660,개포1동,206,7,3,7
2024,3,11680670,개포2동,1036,44,34,93
2024,3,11680690,개포4동,1601,33,46,100
2024,3,11680700,세곡동,1440,41,48,164
2024,3,11680720,일원본동,471,5,8,47
2024,3,11680730,일원1동,785,14,27,89
2024,3,11680740,일원2동,469,3,5,32
2024,3,11680750,수서동,897,15,21,110
2024,3,11710510,풍납1동,478,5,13,33
2024,3,11710520,풍납2동,891,11,22,74
2024,3,11710531,거여1동,617,10,19,53
2024,3,11710532,거여2동,779,15,22,93
2024,3,11710540,마천1동,684,10,19,45
2024,3,11710550,마천2동,968,16,24,72
2024,3,11710561,방이1동,1265,23,40,117
2024,3,11710562,방이2동,2810,94,77,259
2024,3,11710566,오륜동,496,5,10,60
2024,3,11710570,오금동,1840,35,48,126
2024,3,11710580,송파1동,2031,55,69,170
2024,3,11710590,송파2동,919,25,21,95
2024,3,11710600,석촌동,2666,71,81,241
2024,3,11710610,삼전동,1753,44,53,176
2024,3,11710620,가락본동,2713,70,92,237
2024,3,11710631,가락1동,3577,23,47,70
2024,3,11710632,가락2동,1679,40,47,145
2024,3,11710641,문정1동,1229,27,31,93
2024,3,11710642,문정2동,6358,101,149,485
2024,3,11710646,장지동,1041,27,36,96
2024,3,11710647,위례동,1095,43,42,179
2024,3,11710650,잠실본동,3171,92,109,361
2024,3,11710670,잠실2동,963,18,37,103
2024,3,11710680,잠실3동,1804,13,17,157
2024,3,11710690,잠실4동,398,7,11,45
2024,3,11710710,잠실6동,1937,40,56,213
2024,3,11710720,잠실7동,200,1,4,10
2024,3,11740515,강일동,990,33,36,151
2024,3,11740520,상일동,987,28,43,109
2024,3,11740530,명일1동,1739,42,71,162
2024,3,11740540,명일2동,1156,21,36,147
2024,3,11740550,고덕1동,633,14,21,74
2024,3,11740560,고덕2동,988,30,22,135
2024,3,11740570,암사1동,1421,35,51,121
2024,3,11740580,암사2동,719,12,28,76
2024,3,11740590,암사3동,597,9,20,49
2024,3,11740600,천호1동,1192,24,43,110
2024,3,11740610,천호2동,3304,44,76,286
2024,3,11740620,천호3동,1597,44,41,147
2024,3,11740640,성내1동,1372,34,48,123
2024,3,11740650,성내2동,1553,45,37,126
2024,3,11740660,성내3동,2081,38,44,164
2024,3,11740685,길동,3114,90,117,275
2024,3,11740690,둔촌1동,27,2,0,2
2024,3,11740700,둔촌2동,1167,13,23,85
2024,4,11110515,청운효자동,942,14,19,29
2024,4,11110530,사직동,2865,54,55,203
2024,4,11110540,삼청동,754,19,10,44
2024,4,11110550,부암동,468,5,8,29
2024,4,11110560,평창동,685,10,14,44
2024,4,11110570,무악동,193,4,7,19
2024,4,11110580,교남동,390,4,2,76
2024,4,11110600,가회동,655,12,13,42
2024,4,11110615,종로1·2·3·4가동,10531,160,164,530
2024,4,11110630,종로5·6가동,2003,42,32,99
2024,4,11110640,이화동,813,20,17,135
2024,4,11110650,혜화동,1552,27,32,198
2024,4,11110670,창신1동,1651,16,33,48
2024,4,11110680,창신2동,384,10,8,20
2024,4,11110690,창신3동,187,6,2,16
2024,4,11110700,숭인1동,288,7,8,27
2024,4,11110710,숭인2동,924,14,24,77
2024,4,11140520,소공동,3038,23,52,256
2024,4,11140540,회현동,5091,67,88,238
2024,4,11140550,명동,4766,99,85,509
2024,4,11140570,필동,1268,40,31,130
2024,4,11140580,장충동,536,7,8,36
2024,4,11140590,광희동,5309,55,113,238
2024,4,11140605,을지로동,2998,57,44,134
2024,4,11140615,신당동,10981,38,241,124
2024,4,11140625,다산동,897,22,20,74
2024,4,11140635,약수동,700,17,23,59
2024,4,11140645,청구동,526,5,13,34
2024,4,11140650,신당5동,776,13,22,60
2024,4,11140665,동화동,567,12,15,38
2024,4,11140670,황학동,1424,24,28,89
2024,4,11140680,중림동,722,14,13,69
2024,4,11170510,후암동,884,18,19,55
2024,4,11170520,용산2가동,643,19,7,49
2024,4,11170530,남영동,1371,29,32,172
2024,4,11170555,청파동,1348,33,35,162
2024,4,11170560,원효로1동,1681,22,25,86
2024,4,11170570,원효로2동,924,14,13,53
2024,4,11170580,효창동,360,12,11,29
2024,4,11170590,용문동,583,9,18,45
2024,4,11170625,한강로동,5314,82,80,338
2024,4,11170630,이촌1동,846,10,18,68
2024,4,11170640,이촌2동,318,5,13,21
2024,4,11170650,이태원1동,1676,37,41,95
2024,4,11170660,이태원2동,867,18,22,37
2024,4,11170685,한남동,2432,71,41,131
2024,4,11170690,서빙고동,384,5,7,28
2024,4,11170700,보광동,639,7,20,34
2024,4,11200520,왕십리2동,606,11,21,57
2024,4,11200535,왕십리도선동,2003,37,50,190
2024,4,11200540,마장동,2363,13,36,56
2024,4,11200550,사근동,869,15,26,169
2024,4,11200560,행당1동,1269,34,33,152
2024,4,11200570,행당2동,572,7,13,70
2024,4,11200580,응봉동,293,3,2,21
2024,4,11200590,금호1가동,477,9,9,42
2024,4,11200615,금호2·3가동,924,20,20,85
2024,4,11200620,금호4가동,607,18,17,60
2024,4,11200645,옥수동,912,19,22,85
2024,4,11200650,성수1가1동,1203,27,24,79
2024,4,11200660,성수1가2동,2203,68,57,135
2024,4,11200670,성수2가1동,1623,33,35,90
2024,4,11200690,성수2가3동,3321,81,89,216
2024,4,11200720,송정동,485,14,15,16
2024,4,11200790,용답동,1254,18,29,69
2024,4,11215710,화양동,2505,73,81,357
2024,4,11215730,군자동,1445,35,55,150
2024,4,11215740,중곡1동,1262,24,26,70
2024,4,11215750,중곡2동,1272,30,31,90
2024,4,11215760,중곡3동,913,22,27,84
2024,4,11215770,중곡4동,1105,15,30,84
2024,4,11215780,능동,716,23,18,80
2024,4,11215810,광장동,1179,21,31,120
2024,4,11215820,자양1동,1372,21,27,126
2024,4,11215830,자양2동,1099,27,28,85
2024,4,11215840,자양3동,1400,19,24,144
2024,4,11215847,자양4동,1611,45,50,114
2024,4,11215850,구의1동,1539,30,44,135
2024,4,11215860,구의2동,1072,30,26,103
2024,4,11215870,구의3동,2518,45,49,224
2024,4,11230536,용신동,2880,49,87,218
2024,4,11230545,제기동,3178,57,60,80
2024,4,11230560,전농1동,2161,53,57,218
2024,4,11230570,전농2동,693,16,12,85
2024,4,11230600,답십리1동,1297,26,36,129
2024,4,11230610,답십리2동,1727,20,26,89
