연도,분기,행정동_코드,행정동_코드_명,총_유동인구_수
2020,2,11650580,반포3동,2625314
2020,2,11650581,반포4동,5141080
2020,2,11650590,방배본동,5812650
2020,2,11650600,방배1동,4770086
2020,2,11650610,방배2동,5684999
2020,2,11650620,방배3동,4034364
2020,2,11650621,방배4동,6594285
2020,2,11650651,양재1동,8180389
2020,2,11650652,양재2동,6097634
2020,2,11650660,내곡동,2635674
2020,2,11680510,신사동,7405514
2020,2,11680521,논현1동,10627458
2020,2,11680531,논현2동,11200434
2020,2,11680545,압구정동,8393853
2020,2,11680565,청담동,10056763
2020,2,11680580,삼성1동,5170314
2020,2,11680590,삼성2동,9738884
2020,2,11680600,대치1동,4861199
2020,2,11680610,대치2동,6497875
2020,2,11680630,대치4동,9506191
2020,2,11680640,역삼1동,21889550
2020,2,11680650,역삼2동,11437713
2020,2,11680655,도곡1동,5533312
2020,2,11680656,도곡2동,4245811
2020,2,11680660,개포1동,598221
2020,2,11680670,개포2동,1782898
2020,2,11680690,개포4동,3583761
2020,2,11680700,세곡동,3597300
2020,2,11680720,일원본동,3621657
2020,2,11680730,일원1동,3613182
2020,2,11680740,일원2동,929850
2020,2,11680750,수서동,2476393
2020,2,11710510,풍납1동,5309520
2020,2,11710520,풍납2동,7246726
2020,2,11710531,거여1동,3400517
2020,2,11710532,거여2동,3111452
2020,2,11710540,마천1동,4032339
2020,2,11710550,마천2동,5914826
2020,2,11710561,방이1동,3281409
2020,2,11710562,방이2동,6456938
2020,2,11710566,오륜동,802823
2020,2,11710570,오금동,9805798
2020,2,11710580,송파1동,6201970
2020,2,11710590,송파2동,3807987
2020,2,11710600,석촌동,8075923
2020,2,11710610,삼전동,7262346
2020,2,11710620,가락본동,7583776
2020,2,11710631,가락1동,849284
2020,2,11710632,가락2동,7114830
2020,2,11710641,문정1동,4856225
2020,2,11710642,문정2동,3223114
2020,2,11710646,장지동,8235912
2020,2,11710647,위례동,3023298
2020,2,11710650,잠실본동,8066162
2020,2,11710670,잠실2동,2526193
2020,2,11710680,잠실3동,3564457
2020,2,11710690,잠실4동,2304433
2020,2,11710710,잠실6동,2436910
2020,2,11710720,잠실7동,945616
2020,2,11740515,강일동,4537913
2020,2,11740520,상일동,2841954
2020,2,11740530,명일1동,6030919
2020,2,11740540,명일2동,2242173
2020,2,11740550,고덕1동,3683468
2020,2,11740560,고덕2동,2300263
2020,2,11740570,암사1동,8892140
2020,2,11740580,암사2동,2897047
2020,2,11740590,암사3동,1407298
2020,2,11740600,천호1동,10901361
2020,2,11740610,천호2동,12065075
2020,2,11740620,천호3동,8624095
2020,2,11740640,성내1동,6455831
2020,2,11740650,성내2동,9218258
2020,2,11740660,성내3동,6825980
2020,2,11740685,길동,15611214
2020,2,11740690,둔촌1동,10890
2020,2,11740700,둔촌2동,7665678
2020,3,11110515,청운효자동,3670575
2020,3,11110530,사직동,3872536
2020,3,11110540,삼청동,862787
2020,3,11110550,부암동,1262176
2020,3,11110560,평창동,1042166
2020,3,11110570,무악동,1943223
2020,3,11110580,교남동,3210292
2020,3,11110600,가회동,1278240
2020,3,11110615,종로1234가동,12514082
2020,3,11110630,종로56가동,6459605
2020,3,11110640,이화동,3677496
2020,3,11110650,혜화동,8461025
2020,3,11110670,창신1동,3549995
2020,3,11110680,창신2동,5900600
2020,3,11110690,창신3동,899504
2020,3,11110700,숭인1동,2551600
2020,3,11110710,숭인2동,5838147
2020,3,11140520,소공동,2391536
2020,3,11140540,회현동,4177854
2020,3,11140550,명동,4347417
2020,3,11140570,필동,1964982
2020,3,11140580,장충동,2041092
2020,3,11140590,광희동,5867432
2020,3,11140605,을지로동,4822530
2020,3,11140615,신당동,5790153
2020,3,11140625,다산동,4545314
2020,3,11140635,약수동,2776374
2020,3,11140645,청구동,3770634
2020,3,11140650,신당5동,4981455
2020,3,11140665,동화동,3106582
2020,3,11140670,황학동,6076198
2020,3,11140680,중림동,2226145
2020,3,11170510,후암동,4916669
2020,3,11170520,용산2가동,4895447
2020,3,11170530,남영동,2096761
2020,3,11170555,청파동,8122336
2020,3,11170560,원효로1동,5403999
2020,3,11170570,원효로2동,3637632
2020,3,11170580,효창동,4273241
2020,3,11170590,용문동,3225311
2020,3,11170625,한강로동,4752559
2020,3,11170630,이촌1동,5389220
2020,3,11170640,이촌2동,1885304
2020,3,11170650,이태원1동,2059832
2020,3,11170660,이태원2동,3442137
2020,3,11170685,한남동,6302638
2020,3,11170690,서빙고동,2056834
2020,3,11170700,보광동,4532068
2020,3,11200520,왕십리2동,5181971
2020,3,11200535,왕십리도선동,5395529
2020,3,11200540,마장동,6205209
2020,3,11200550,사근동,4317540
2020,3,11200560,행당1동,4601077
2020,3,11200570,행당2동,4457209
2020,3,11200580,응봉동,3305654
2020,3,11200590,금호1가동,3758939
2020,3,11200615,금호23가동,6492655
2020,3,11200620,금호4가동,3580695
2020,3,11200645,옥수동,3371687
2020,3,11200650,성수1가1동,2967197
2020,3,11200660,성수1가2동,6276186
2020,3,11200670,성수2가1동,5654247
2020,3,11200690,성수2가3동,5390059
2020,3,11200720,송정동,3327093
2020,3,11200790,용답동,3184814
2020,3,11215710,화양동,8520874
2020,3,11215730,군자동,5304791
2020,3,11215740,중곡1동,4392682
2020,3,11215750,중곡2동,5233463
2020,3,11215760,중곡3동,5230476
2020,3,11215770,중곡4동,7522511
2020,3,11215780,능동,2553616
2020,3,11215810,광장동,6703507
2020,3,11215820,자양1동,8478804
2020,3,11215830,자양2동,5289607
2020,3,11215840,자양3동,7286764
2020,3,11215847,자양4동,8318337
2020,3,11215850,구의1동,7948386
2020,3,11215860,구의2동,6225374
2020,3,11215870,구의3동,7140306
2020,3,11230536,용신동,14011831
2020,3,11230545,제기동,11950370
2020,3,11230560,전농1동,11368931
2020,3,11230570,전농2동,2846507
2020,3,11230600,답십리1동,7046185
2020,3,11230610,답십리2동,7783187
2020,3,11230650,장안1동,9087210
2020,3,11230660,장안2동,7804521
2020,3,11230705,청량리동,6896608
2020,3,11230710,회기동,5199272
2020,3,11230720,휘경1동,5305258
2020,3,11230730,휘경2동,5191066
2020,3,11230740,이문1동,9095155
2020,3,11230750,이문2동,4876022
2020,3,11260520,면목2동,6758429
2020,3,11260540,면목4동,5494847
2020,3,11260550,면목5동,2391250
2020,3,11260565,면목본동,10921440
2020,3,11260570,면목7동,8071654
2020,3,11260575,면목38동,6700012
2020,3,11260580,상봉1동,5734953
2020,3,11260590,상봉2동,7124919
2020,3,11260600,중화1동,5900115
2020,3,11260610,중화2동,8924895
2020,3,11260620,묵1동,7700329
2020,3,11260630,묵2동,5784247
2020,3,11260655,망우본동,10245366
2020,3,11260660,망우3동,4950158
2020,3,11260680,신내1동,5533308
2020,3,11260690,신내2동,2114815
2020,3,11290525,성북동,4218348
2020,3,11290555,삼선동,10144754
2020,3,11290575,동선동,8582952
2020,3,11290580,돈암1동,3273948
2020,3,11290590,돈암2동,2983116
2020,3,11290600,안암동,5700846
2020,3,11290610,보문동,5969924
2020,3,11290620,정릉1동,5540103
2020,3,11290630,정릉2동,6235187
2020,3,11290640,정릉3동,2855606
2020,3,11290650,정릉4동,3661665
2020,3,11290660,길음1동,7069874
2020,3,11290685,길음2동,4657661
2020,3,11290705,종암동,11657401
2020,3,11290715,월곡1동,7438134
2020,3,11290725,월곡2동,6458101
2020,3,11290760,장위1동,6759061
2020,3,11290770,장위2동,5781957
2020,3,11290780,장위3동,3550668
2020,3,11290810,석관동,10889400
2020,3,11305534,삼양동,11548716
2020,3,11305535,미아동,8229653
2020,3,11305545,송중동,12788724
2020,3,11305555,송천동,13081417
2020,3,11305575,삼각산동,3387980
2020,3,11305595,번1동,8090753
2020,3,11305603,번2동,3374408
2020,3,11305608,번3동,3894080
2020,3,11305615,수유1동,7029614
2020,3,11305625,수유2동,6861792
2020,3,11305635,수유3동,10670504
2020,3,11305645,우이동,4354793
2020,3,11305660,인수동,9233721
2020,3,11320511,창1동,4370797
2020,3,11320512,창2동,9327729
2020,3,11320513,창3동,5216382
2020,3,11320514,창4동,4090556
2020,3,11320515,창5동,4801008
2020,3,11320521,도봉1동,3764061
2020,3,11320522,도봉2동,3216559
2020,3,11320660,쌍문1동,5129749
2020,3,11320670,쌍문2동,5070866
2020,3,11320680,쌍문3동,5182860
2020,3,11320681,쌍문4동,2919599
2020,3,11320690,방학1동,7494935
2020,3,11320700,방학2동,3275663
2020,3,11320710,방학3동,4075077
2020,3,11350560,월계1동,5790258
2020,3,11350570,월계2동,3953230
2020,3,11350580,월계3동,2914737
2020,3,11350595,공릉1동,11383865
2020,3,11350600,공릉2동,7929978
2020,3,11350611,하계1동,4122686
2020,3,11350612,하계2동,2900082
2020,3,11350619,중계본동,5744770
2020,3,11350621,중계1동,4279298
2020,3,11350624,중계4동,3573160
2020,3,11350625,중계23동,5327231
2020,3,11350630,상계1동,8134590
2020,3,11350640,상계2동,11589166
2020,3,11350665,상계34동,9999392
2020,3,11350670,상계5동,7763288
2020,3,11350695,상계67동,5957572
2020,3,11350700,상계8동,1095367
2020,3,11350710,상계9동,1714268
2020,3,11350720,상계10동,2483212
2020,3,11380510,녹번동,7630023
2020,3,11380520,불광1동,6987269
2020,3,11380530,불광2동,6308032
2020,3,11380551,갈현1동,8575629
2020,3,11380552,갈현2동,6799411
2020,3,11380560,구산동,5816113
2020,3,11380570,대조동,9140535
2020,3,11380580,응암1동,6514580
2020,3,11380590,응암2동,4211148
2020,3,11380600,응암3동,8039477
2020,3,11380625,역촌동,11829881
2020,3,11380631,신사1동,6155425
2020,3,11380632,신사2동,4077398
2020,3,11380640,증산동,3345873
2020,3,11380650,수색동,1676067
2020,3,11380690,진관동,7375178
2020,3,11410520,천연동,4693499
2020,3,11410555,북아현동,14005987
2020,3,11410565,충현동,8779297
2020,3,11410585,신촌동,9160955
2020,3,11410615,연희동,9417739
2020,3,11410620,홍제1동,6033940
2020,3,11410640,홍제3동,4599872
2020,3,11410655,홍제2동,2744296
2020,3,11410660,홍은1동,3820795
2020,3,11410685,홍은2동,4675514
2020,3,11410690,남가좌1동,2402499
2020,3,11410700,남가좌2동,6189139
2020,3,11410710,북가좌1동,3225697
2020,3,11410720,북가좌2동,12397439
2020,3,11440555,아현동,6417995
2020,3,11440565,공덕동,14368892
2020,3,11440585,도화동,5443514
2020,3,11440590,용강동,7083834
2020,3,11440600,대흥동,7076500
2020,3,11440610,염리동,3804844
2020,3,11440630,신수동,5638283
2020,3,11440655,서강동,6317299
2020,3,11440660,서교동,16386677
2020,3,11440680,합정동,5592303
2020,3,11440690,망원1동,6717644
2020,3,11440700,망원2동,6723526
2020,3,11440710,연남동,6923665
2020,3,11440720,성산1동,6635855
2020,3,11440730,성산2동,7825810
2020,3,11440740,상암동,5504544
2020,3,11470510,목1동,5490755
2020,3,11470520,목2동,7099107
2020,3,11470530,목3동,5346241
2020,3,11470540,목4동,5781696
2020,3,11470550,목5동,4927734
2020,3,11470560,신월1동,4066395
2020,3,11470570,신월2동,4470360
2020,3,11470580,신월3동,2717494
2020,3,11470590,신월4동,3990375
2020,3,11470600,신월5동,3063464
2020,3,11470610,신월6동,1337800
2020,3,11470611,신월7동,2464978
2020,3,11470620,신정1동,3646758
2020,3,11470630,신정2동,4640397
2020,3,11470640,신정3동,6906727
2020,3,11470650,신정4동,11040055
2020,3,11470670,신정6동,1848074
2020,3,11470680,신정7동,3726364
2020,3,11500510,염창동,8558764
2020,3,11500520,등촌1동,5037826
2020,3,11500530,등촌2동,4209715
2020,3,11500535,등촌3동,5507154
2020,3,11500540,화곡1동,17577704
2020,3,11500550,화곡2동,3690372
2020,3,11500560,화곡3동,4072831
2020,3,11500570,화곡4동,5151312
2020,3,11500590,화곡본동,9260277
2020,3,11500591,화곡6동,5559716
2020,3,11500593,화곡8동,7459946
2020,3,11500603,가양1동,3090178
2020,3,11500604,가양2동,2291251
2020,3,11500605,가양3동,1745525
2020,3,11500611,발산1동,5841237
2020,3,11500615,우장산동,7916637
2020,3,11500620,공항동,6391501
2020,3,11500630,방화1동,7777644
2020,3,11500640,방화2동,6064740
2020,3,11500641,방화3동,3169634
2020,3,11530510,신도림동,6445152
2020,3,11530520,구로1동,2368848
2020,3,11530530,구로2동,9529286
2020,3,11530540,구로3동,7901205
2020,3,11530550,구로4동,6144507
2020,3,11530560,구로5동,6634096
2020,3,11530595,가리봉동,2932766
2020,3,11530720,고척1동,4526565
2020,3,11530730,고척2동,6189951
2020,3,11530740,개봉1동,7336522
2020,3,11530750,개봉2동,4256129
2020,3,11530760,개봉3동,3551414
2020,3,11530770,오류1동,3995451
2020,3,11530780,오류2동,5804670
2020,3,11530790,수궁동,2422016
2020,3,11530800,항동,859978
2020,3,11545510,가산동,4337475
2020,3,11545610,독산1동,4915731
2020,3,11545620,독산2동,3389056
2020,3,11545630,독산3동,5583886
2020,3,11545640,독산4동,4771741
2020,3,11545670,시흥1동,6048611
2020,3,11545680,시흥2동,1707432
2020,3,11545690,시흥3동,1306001
2020,3,11545700,시흥4동,3113007
2020,3,11545710,시흥5동,3639397
2020,3,11560515,영등포본동,7535595
2020,3,11560535,영등포동,10217190
2020,3,11560540,여의동,5484227
2020,3,11560550,당산1동,6200864
2020,3,11560560,당산2동,8617953
2020,3,11560585,도림동,5509951
2020,3,11560605,문래동,10477448
2020,3,11560610,양평1동,5458309
2020,3,11560620,양평2동,5067848
2020,3,11560630,신길1동,5858793
2020,3,11560650,신길3동,6742157
2020,3,11560660,신길4동,2539114
2020,3,11560670,신길5동,2520214
2020,3,11560680,신길6동,5318532
2020,3,11560690,신길7동,3381252
2020,3,11560700,대림1동,4893627
2020,3,11560710,대림2동,4531174
2020,3,11560720,대림3동,7094578
2020,3,11590510,노량진1동,7598456
2020,3,11590520,노량진2동,3643679
2020,3,11590530,상도1동,9001767
2020,3,11590540,상도2동,5689631
2020,3,11590550,상도3동,5591210
2020,3,11590560,상도4동,7409548
2020,3,11590605,흑석동,7715032
2020,3,11590620,사당1동,7488141
2020,3,11590630,사당2동,7817441
2020,3,11590640,사당3동,5314326
2020,3,11590650,사당4동,4006888
2020,3,11590651,사당5동,3806516
2020,3,11590660,대방동,6809779
2020,3,11590670,신대방1동,3244290
2020,3,11590680,신대방2동,5465107
2020,3,11620525,보라매동,4631386
2020,3,11620545,청림동,2732670
2020,3,11620565,성현동,5869542
2020,3,11620575,행운동,7413114
2020,3,11620585,낙성대동,6189588
2020,3,11620595,청룡동,10902409
2020,3,11620605,은천동,8483773
2020,3,11620615,중앙동,6288121
2020,3,11620625,인헌동,6140018
2020,3,11620630,남현동,5372036
2020,3,11620645,서원동,6470344
2020,3,11620655,신원동,5900802
2020,3,11620665,서림동,5874810
2020,3,11620685,신사동,8267920
2020,3,11620695,신림동,9559590
2020,3,11620715,난향동,1426385
2020,3,11620725,조원동,6904391
2020,3,11620735,대학동,6565068
2020,3,11620745,삼성동,7898803
2020,3,11620765,미성동,6260339
2020,3,11620775,난곡동,6234979
2020,3,11650510,서초1동,7182283
2020,3,11650520,서초2동,6215312
2020,3,11650530,서초3동,12064996
2020,3,11650531,서초4동,6591922
2020,3,11650540,잠원동,7204368
2020,3,11650550,반포본동,870387
2020,3,11650560,반포1동,7448480
2020,3,11650570,반포2동,1478880
2020,3,11650580,반포3동,2599867
2020,3,11650581,반포4동,5101605
2020,3,11650590,방배본동,5960249
2020,3,11650600,방배1동,4731005
2020,3,11650610,방배2동,5630019
2020,3,11650620,방배3동,3979796
2020,3,11650621,방배4동,6347749
2020,3,11650651,양재1동,7967349
2020,3,11650652,양재2동,6102926
2020,3,11650660,내곡동,2642745
2020,3,11680510,신사동,7153564
2020,3,11680521,논현1동,10621362
2020,3,11680531,논현2동,11165118
2020,3,11680545,압구정동,8286570
2020,3,11680565,청담동,10140112
2020,3,11680580,삼성1동,5007342
2020,3,11680590,삼성2동,9485309
2020,3,11680600,대치1동,4835939
2020,3,11680610,대치2동,6369744
2020,3,11680630,대치4동,9779528
2020,3,11680640,역삼1동,21647617
2020,3,11680650,역삼2동,11705306
2020,3,11680655,도곡1동,5406279
2020,3,11680656,도곡2동,4188156
2020,3,11680660,개포1동,631922
2020,3,11680670,개포2동,1777340
2020,3,11680690,개포4동,3485493
2020,3,11680700,세곡동,3520367
2020,3,11680720,일원본동,3522048
2020,3,11680730,일원1동,3549951
2020,3,11680740,일원2동,944114
2020,3,11680750,수서동,2468970
2020,3,11710510,풍납1동,5222742
2020,3,11710520,풍납2동,7338032
2020,3,11710531,거여1동,3305319
2020,3,11710532,거여2동,3327092
2020,3,11710540,마천1동,4004291
2020,3,11710550,마천2동,5804410
2020,3,11710561,방이1동,3249401
2020,3,11710562,방이2동,6269355
2020,3,11710566,오륜동,770229
2020,3,11710570,오금동,9694512
2020,3,11710580,송파1동,6190413
2020,3,11710590,송파2동,3691011
2020,3,11710600,석촌동,8195441
2020,3,11710610,삼전동,7094959
2020,3,11710620,가락본동,7643741
2020,3,11710631,가락1동,841436
2020,3,11710632,가락2동,6938037
2020,3,11710641,문정1동,4667712
2020,3,11710642,문정2동,3140308
