연도,분기,행정동_코드,행정동_코드_명,총_유동인구_수
2020,4,11170570,원효로2동,3592241
2020,4,11170580,효창동,4286210
2020,4,11170590,용문동,3185611
2020,4,11170625,한강로동,4970579
2020,4,11170630,이촌1동,5299891
2020,4,11170640,이촌2동,1609518
2020,4,11170650,이태원1동,2165338
2020,4,11170660,이태원2동,3251109
2020,4,11170685,한남동,6137315
2020,4,11170690,서빙고동,2013099
2020,4,11170700,보광동,4521692
2020,4,11200520,왕십리2동,5044051
2020,4,11200535,왕십리도선동,5302422
2020,4,11200540,마장동,6056412
2020,4,11200550,사근동,4329465
2020,4,11200560,행당1동,4322642
2020,4,11200570,행당2동,4495188
2020,4,11200580,응봉동,3257968
2020,4,11200590,금호1가동,3912815
2020,4,11200615,금호23가동,6656318
2020,4,11200620,금호4가동,3463960
2020,4,11200645,옥수동,3312126
2020,4,11200650,성수1가1동,2941758
2020,4,11200660,성수1가2동,6007087
2020,4,11200670,성수2가1동,5571322
2020,4,11200690,성수2가3동,5308158
2020,4,11200720,송정동,3337221
2020,4,11200790,용답동,3287000
2020,4,11215710,화양동,8488134
2020,4,11215730,군자동,5278530
2020,4,11215740,중곡1동,4345561
2020,4,11215750,중곡2동,5101966
2020,4,11215760,중곡3동,5221128
2020,4,11215770,중곡4동,7490490
2020,4,11215780,능동,2537231
2020,4,11215810,광장동,6543634
2020,4,11215820,자양1동,8557386
2020,4,11215830,자양2동,5121059
2020,4,11215840,자양3동,7215615
2020,4,11215847,자양4동,8054334
2020,4,11215850,구의1동,8081790
2020,4,11215860,구의2동,6206518
2020,4,11215870,구의3동,7325639
2020,4,11230536,용신동,14165366
2020,4,11230545,제기동,11830628
2020,4,11230560,전농1동,11553486
2020,4,11230570,전농2동,2853012
2020,4,11230600,답십리1동,6890821
2020,4,11230610,답십리2동,7588133
2020,4,11230650,장안1동,8968062
2020,4,11230660,장안2동,7765970
2020,4,11230705,청량리동,6689863
2020,4,11230710,회기동,5252611
2020,4,11230720,휘경1동,5179183
2020,4,11230730,휘경2동,5046462
2020,4,11230740,이문1동,9312221
2020,4,11230750,이문2동,4837737
2020,4,11260520,면목2동,6787424
2020,4,11260540,면목4동,5535704
2020,4,11260550,면목5동,2254537
2020,4,11260565,면목본동,10713104
2020,4,11260570,면목7동,8105106
2020,4,11260575,면목38동,6612988
2020,4,11260580,상봉1동,5793794
2020,4,11260590,상봉2동,7152143
2020,4,11260600,중화1동,5885824
2020,4,11260610,중화2동,8856470
2020,4,11260620,묵1동,8055560
2020,4,11260630,묵2동,5744471
2020,4,11260655,망우본동,10856799
2020,4,11260660,망우3동,4915445
2020,4,11260680,신내1동,5636430
2020,4,11260690,신내2동,2073848
2020,4,11290525,성북동,4124477
2020,4,11290555,삼선동,10173329
2020,4,11290575,동선동,8358589
2020,4,11290580,돈암1동,3282144
2020,4,11290590,돈암2동,3097909
2020,4,11290600,안암동,5880741
2020,4,11290610,보문동,5868319
2020,4,11290620,정릉1동,5438362
2020,4,11290630,정릉2동,6271576
2020,4,11290640,정릉3동,2908079
2020,4,11290650,정릉4동,3635905
2020,4,11290660,길음1동,7142191
2020,4,11290685,길음2동,4604086
2020,4,11290705,종암동,11773634
2020,4,11290715,월곡1동,7460704
2020,4,11290725,월곡2동,6086217
2020,4,11290760,장위1동,6832733
2020,4,11290770,장위2동,5430488
2020,4,11290780,장위3동,3397049
2020,4,11290810,석관동,11379789
2020,4,11305534,삼양동,11659207
2020,4,11305535,미아동,8195925
2020,4,11305545,송중동,12487476
2020,4,11305555,송천동,12945116
2020,4,11305575,삼각산동,3617297
2020,4,11305595,번1동,7987367
2020,4,11305603,번2동,3486821
2020,4,11305608,번3동,3841025
2020,4,11305615,수유1동,7141020
2020,4,11305625,수유2동,6522903
2020,4,11305635,수유3동,10736779
2020,4,11305645,우이동,4374328
2020,4,11305660,인수동,9247447
2020,4,11320511,창1동,4356409
2020,4,11320512,창2동,9623839
2020,4,11320513,창3동,4841661
2020,4,11320514,창4동,4031839
2020,4,11320515,창5동,4704380
2020,4,11320521,도봉1동,3792751
2020,4,11320522,도봉2동,3399208
2020,4,11320660,쌍문1동,5179711
2020,4,11320670,쌍문2동,5055989
2020,4,11320680,쌍문3동,5235279
2020,4,11320681,쌍문4동,2868909
2020,4,11320690,방학1동,7406058
2020,4,11320700,방학2동,3301090
2020,4,11320710,방학3동,3766161
2020,4,11350560,월계1동,6017795
2020,4,11350570,월계2동,3898503
2020,4,11350580,월계3동,2927892
2020,4,11350595,공릉1동,11222552
2020,4,11350600,공릉2동,8021101
2020,4,11350611,하계1동,4203582
2020,4,11350612,하계2동,2904691
2020,4,11350619,중계본동,5690543
2020,4,11350621,중계1동,4320372
2020,4,11350624,중계4동,3551948
2020,4,11350625,중계23동,5269685
2020,4,11350630,상계1동,8082051
2020,4,11350640,상계2동,11308700
2020,4,11350665,상계34동,9938575
2020,4,11350670,상계5동,7502306
2020,4,11350695,상계67동,6174049
2020,4,11350700,상계8동,1066059
2020,4,11350710,상계9동,1729098
2020,4,11350720,상계10동,2478280
2020,4,11380510,녹번동,7661238
2020,4,11380520,불광1동,6872397
2020,4,11380530,불광2동,6178608
2020,4,11380551,갈현1동,8537359
2020,4,11380552,갈현2동,6704303
2020,4,11380560,구산동,5673492
2020,4,11380570,대조동,8714412
2020,4,11380580,응암1동,6626119
2020,4,11380590,응암2동,4238179
2020,4,11380600,응암3동,7898510
2020,4,11380625,역촌동,12334931
2020,4,11380631,신사1동,6293493
2020,4,11380632,신사2동,4031876
2020,4,11380640,증산동,3261339
2020,4,11380650,수색동,1726300
2020,4,11380690,진관동,7391354
2020,4,11410520,천연동,4794289
2020,4,11410555,북아현동,15701874
2020,4,11410565,충현동,9212409
2020,4,11410585,신촌동,8524868
2020,4,11410615,연희동,9042588
2020,4,11410620,홍제1동,5912469
2020,4,11410640,홍제3동,4509702
2020,4,11410655,홍제2동,2684868
2020,4,11410660,홍은1동,3972882
2020,4,11410685,홍은2동,4901426
2020,4,11410690,남가좌1동,2265231
2020,4,11410700,남가좌2동,6040038
2020,4,11410710,북가좌1동,3246984
2020,4,11410720,북가좌2동,12569139
2020,4,11440555,아현동,6534926
2020,4,11440565,공덕동,14044484
2020,4,11440585,도화동,5393473
2020,4,11440590,용강동,6938685
2020,4,11440600,대흥동,6892117
2020,4,11440610,염리동,3820324
2020,4,11440630,신수동,5676210
2020,4,11440655,서강동,6451510
2020,4,11440660,서교동,15519735
2020,4,11440680,합정동,5449608
2020,4,11440690,망원1동,6680549
2020,4,11440700,망원2동,6630824
2020,4,11440710,연남동,6646075
2020,4,11440720,성산1동,6497973
2020,4,11440730,성산2동,7713036
2020,4,11440740,상암동,5414416
2020,4,11470510,목1동,5332142
2020,4,11470520,목2동,7108092
2020,4,11470530,목3동,5487029
2020,4,11470540,목4동,5961490
2020,4,11470550,목5동,4909786
2020,4,11470560,신월1동,4169782
2020,4,11470570,신월2동,4427187
2020,4,11470580,신월3동,2766337
2020,4,11470590,신월4동,3927029
2020,4,11470600,신월5동,2783927
2020,4,11470610,신월6동,1275052
2020,4,11470611,신월7동,2272353
2020,4,11470620,신정1동,3591596
2020,4,11470630,신정2동,4647542
2020,4,11470640,신정3동,6856419
2020,4,11470650,신정4동,10756358
2020,4,11470670,신정6동,1897727
2020,4,11470680,신정7동,3673837
2020,4,11500510,염창동,8622399
2020,4,11500520,등촌1동,5087890
2020,4,11500530,등촌2동,4047235
2020,4,11500535,등촌3동,5505602
2020,4,11500540,화곡1동,17630152
2020,4,11500550,화곡2동,3862803
2020,4,11500560,화곡3동,4060843
2020,4,11500570,화곡4동,4864279
2020,4,11500590,화곡본동,9192838
2020,4,11500591,화곡6동,5536084
2020,4,11500593,화곡8동,7449547
2020,4,11500603,가양1동,3114078
2020,4,11500604,가양2동,2245479
2020,4,11500605,가양3동,1749766
2020,4,11500611,발산1동,5869763
2020,4,11500615,우장산동,7825895
2020,4,11500620,공항동,6241041
2020,4,11500630,방화1동,7828340
2020,4,11500640,방화2동,5959169
2020,4,11500641,방화3동,3158919
2020,4,11530510,신도림동,6541694
2020,4,11530520,구로1동,2375461
2020,4,11530530,구로2동,9251803
2020,4,11530540,구로3동,7090658
2020,4,11530550,구로4동,6510891
2020,4,11530560,구로5동,6751418
2020,4,11530595,가리봉동,3048422
2020,4,11530720,고척1동,4545313
2020,4,11530730,고척2동,6179258
2020,4,11530740,개봉1동,7397717
2020,4,11530750,개봉2동,4115847
2020,4,11530760,개봉3동,3556902
2020,4,11530770,오류1동,3949626
2020,4,11530780,오류2동,5784521
2020,4,11530790,수궁동,2445457
2020,4,11530800,항동,872522
2020,4,11545510,가산동,4332252
2020,4,11545610,독산1동,4951292
2020,4,11545620,독산2동,3935713
2020,4,11545630,독산3동,5598467
2020,4,11545640,독산4동,4048607
2020,4,11545670,시흥1동,5982653
2020,4,11545680,시흥2동,1763207
2020,4,11545690,시흥3동,1299863
2020,4,11545700,시흥4동,3068930
2020,4,11545710,시흥5동,3775124
2020,4,11560515,영등포본동,7482844
2020,4,11560535,영등포동,10130175
2020,4,11560540,여의동,5446347
2020,4,11560550,당산1동,6221352
2020,4,11560560,당산2동,8501426
2020,4,11560585,도림동,5379087
2020,4,11560605,문래동,10303301
2020,4,11560610,양평1동,5260534
2020,4,11560620,양평2동,4924683
2020,4,11560630,신길1동,5853308
2020,4,11560650,신길3동,6835793
2020,4,11560660,신길4동,2699695
2020,4,11560670,신길5동,2587616
2020,4,11560680,신길6동,5300383
2020,4,11560690,신길7동,3514938
2020,4,11560700,대림1동,5224545
2020,4,11560710,대림2동,4373401
2020,4,11560720,대림3동,7025308
2020,4,11590510,노량진1동,7178786
2020,4,11590520,노량진2동,3715534
2020,4,11590530,상도1동,9114593
2020,4,11590540,상도2동,5629025
2020,4,11590550,상도3동,5590203
2020,4,11590560,상도4동,6929105
2020,4,11590605,흑석동,7256254
2020,4,11590620,사당1동,7664099
2020,4,11590630,사당2동,7482804
2020,4,11590640,사당3동,5147509
2020,4,11590650,사당4동,3981090
2020,4,11590651,사당5동,3456812
2020,4,11590660,대방동,6834570
2020,4,11590670,신대방1동,3221350
2020,4,11590680,신대방2동,5354590
2020,4,11620525,보라매동,4565057
2020,4,11620545,청림동,2718522
2020,4,11620565,성현동,5758808
2020,4,11620575,행운동,7209140
2020,4,11620585,낙성대동,6107027
2020,4,11620595,청룡동,10815373
2020,4,11620605,은천동,8583443
2020,4,11620615,중앙동,6437929
2020,4,11620625,인헌동,6129780
2020,4,11620630,남현동,5422155
2020,4,11620645,서원동,6029493
2020,4,11620655,신원동,6111122
2020,4,11620665,서림동,5717700
2020,4,11620685,신사동,7987805
2020,4,11620695,신림동,9261465
2020,4,11620715,난향동,1382106
2020,4,11620725,조원동,7131106
2020,4,11620735,대학동,6277378
2020,4,11620745,삼성동,7723522
2020,4,11620765,미성동,6006243
2020,4,11620775,난곡동,6239001
2020,4,11650510,서초1동,6797070
2020,4,11650520,서초2동,6377273
2020,4,11650530,서초3동,12320564
2020,4,11650531,서초4동,6439393
2020,4,11650540,잠원동,6919500
2020,4,11650550,반포본동,848583
2020,4,11650560,반포1동,7136819
2020,4,11650570,반포2동,1474328
2020,4,11650580,반포3동,2537065
2020,4,11650581,반포4동,5123902
2020,4,11650590,방배본동,5618200
2020,4,11650600,방배1동,4675858
2020,4,11650610,방배2동,5483908
2020,4,11650620,방배3동,4104081
2020,4,11650621,방배4동,6517242
2020,4,11650651,양재1동,7841713
2020,4,11650652,양재2동,6039047
2020,4,11650660,내곡동,2614982
2020,4,11680510,신사동,6968951
2020,4,11680521,논현1동,10081455
2020,4,11680531,논현2동,10887279
2020,4,11680545,압구정동,7888249
2020,4,11680565,청담동,9750425
2020,4,11680580,삼성1동,4746469
2020,4,11680590,삼성2동,9310529
2020,4,11680600,대치1동,4807976
2020,4,11680610,대치2동,6002268
2020,4,11680630,대치4동,9628627
2020,4,11680640,역삼1동,20382414
2020,4,11680650,역삼2동,11315519
2020,4,11680655,도곡1동,5171072
2020,4,11680656,도곡2동,4380166
2020,4,11680660,개포1동,694340
2020,4,11680670,개포2동,1721868
2020,4,11680690,개포4동,3551856
2020,4,11680700,세곡동,3557735
2020,4,11680720,일원본동,3543852
2020,4,11680730,일원1동,3608693
2020,4,11680740,일원2동,938649
2020,4,11680750,수서동,2402828
2020,4,11710510,풍납1동,5055524
2020,4,11710520,풍납2동,7351247
2020,4,11710531,거여1동,3183200
2020,4,11710532,거여2동,3583544
2020,4,11710540,마천1동,4381010
2020,4,11710550,마천2동,5684047
2020,4,11710561,방이1동,3317876
2020,4,11710562,방이2동,6165562
2020,4,11710566,오륜동,724012
2020,4,11710570,오금동,9871023
2020,4,11710580,송파1동,6197415
2020,4,11710590,송파2동,3565775
2020,4,11710600,석촌동,8299453
2020,4,11710610,삼전동,7012975
2020,4,11710620,가락본동,7588257
2020,4,11710631,가락1동,846748
2020,4,11710632,가락2동,6675287
2020,4,11710641,문정1동,4589861
2020,4,11710642,문정2동,3109117
2020,4,11710646,장지동,8288409
2020,4,11710647,위례동,3188372
2020,4,11710650,잠실본동,7620797
2020,4,11710670,잠실2동,2490877
2020,4,11710680,잠실3동,2954896
2020,4,11710690,잠실4동,2229006
2020,4,11710710,잠실6동,2418937
2020,4,11710720,잠실7동,990149
2020,4,11740515,강일동,4608300
2020,4,11740520,상일동,3041879
2020,4,11740530,명일1동,6010305
2020,4,11740540,명일2동,2218649
2020,4,11740550,고덕1동,3688413
2020,4,11740560,고덕2동,2523373
2020,4,11740570,암사1동,8856545
2020,4,11740580,암사2동,2412565
2020,4,11740590,암사3동,1642451
2020,4,11740600,천호1동,9879312
2020,4,11740610,천호2동,11390005
2020,4,11740620,천호3동,8203963
2020,4,11740640,성내1동,6277857
2020,4,11740650,성내2동,9301142
2020,4,11740660,성내3동,6524101
2020,4,11740685,길동,16015077
2020,4,11740690,둔촌1동,11347
2020,4,11740700,둔촌2동,7273534
2021,1,11110515,청운효자동,3668598
2021,1,11110530,사직동,3686557
2021,1,11110540,삼청동,849581
2021,1,11110550,부암동,1283595
2021,1,11110560,평창동,1041300
2021,1,11110570,무악동,1930634
2021,1,11110580,교남동,3163749
2021,1,11110600,가회동,1200734
2021,1,11110615,종로1234가동,11529957
2021,1,11110630,종로56가동,6357599
2021,1,11110640,이화동,3549213
2021,1,11110650,혜화동,7888102
2021,1,11110670,창신1동,3447091
2021,1,11110680,창신2동,5795279
2021,1,11110690,창신3동,889515
2021,1,11110700,숭인1동,2543633
2021,1,11110710,숭인2동,5516829
2021,1,11140520,소공동,2216750
2021,1,11140540,회현동,3868247
2021,1,11140550,명동,4090146
2021,1,11140570,필동,1910698
2021,1,11140580,장충동,1975671
2021,1,11140590,광희동,5648100
2021,1,11140605,을지로동,4539120
2021,1,11140615,신당동,5564426
2021,1,11140625,다산동,4430567
2021,1,11140635,약수동,2561138
2021,1,11140645,청구동,3785824
2021,1,11140650,신당5동,4773473
2021,1,11140665,동화동,2912356
2021,1,11140670,황학동,6074817
2021,1,11140680,중림동,2149130
2021,1,11170510,후암동,4860459
2021,1,11170520,용산2가동,5020584
2021,1,11170530,남영동,2128470
2021,1,11170555,청파동,7536374
2021,1,11170560,원효로1동,5233852
2021,1,11170570,원효로2동,3638402
2021,1,11170580,효창동,4359848
2021,1,11170590,용문동,3248799
2021,1,11170625,한강로동,5208918
2021,1,11170630,이촌1동,5170814
2021,1,11170640,이촌2동,1580952
2021,1,11170650,이태원1동,2201376
2021,1,11170660,이태원2동,3058790
2021,1,11170685,한남동,6074336
2021,1,11170690,서빙고동,1997783
2021,1,11170700,보광동,4585362
2021,1,11200520,왕십리2동,4970209
2021,1,11200535,왕십리도선동,5336619
2021,1,11200540,마장동,6040599
2021,1,11200550,사근동,4005310
2021,1,11200560,행당1동,4074871
2021,1,11200570,행당2동,4578123
2021,1,11200580,응봉동,3256020
2021,1,11200590,금호1가동,4092035
2021,1,11200615,금호23가동,6610625
2021,1,11200620,금호4가동,3269486
2021,1,11200645,옥수동,3461385
2021,1,11200650,성수1가1동,2994848
2021,1,11200660,성수1가2동,6075555
2021,1,11200670,성수2가1동,5558844
2021,1,11200690,성수2가3동,5395366
2021,1,11200720,송정동,3303721
2021,1,11200790,용답동,3409092
2021,1,11215710,화양동,8243811
2021,1,11215730,군자동,5437714
2021,1,11215740,중곡1동,4402678
2021,1,11215750,중곡2동,5118917
2021,1,11215760,중곡3동,5203198
2021,1,11215770,중곡4동,7536831
2021,1,11215780,능동,2505635
2021,1,11215810,광장동,6260194
2021,1,11215820,자양1동,8618392
2021,1,11215830,자양2동,5131627
2021,1,11215840,자양3동,7208178
2021,1,11215847,자양4동,7866172
2021,1,11215850,구의1동,8185057
2021,1,11215860,구의2동,6054708
2021,1,11215870,구의3동,7460437
2021,1,11230536,용신동,14024191
2021,1,11230545,제기동,11710539
2021,1,11230560,전농1동,11220855
2021,1,11230570,전농2동,2851745
2021,1,11230600,답십리1동,6762066
2021,1,11230610,답십리2동,7396216
2021,1,11230650,장안1동,9077169
2021,1,11230660,장안2동,7604476
2021,1,11230705,청량리동,6350338
2021,1,11230710,회기동,5039875
2021,1,11230720,휘경1동,5190359
2021,1,11230730,휘경2동,4875203
2021,1,11230740,이문1동,8960935
2021,1,11230750,이문2동,4919931
2021,1,11260520,면목2동,6561306
2021,1,11260540,면목4동,5682981
2021,1,11260550,면목5동,2250665
2021,1,11260565,면목본동,10802929
2021,1,11260570,면목7동,8064798
2021,1,11260575,면목38동,6583072
2021,1,11260580,상봉1동,5737549
2021,1,11260590,상봉2동,7277321
2021,1,11260600,중화1동,5925085
2021,1,11260610,중화2동,8881027
2021,1,11260620,묵1동,8144443
2021,1,11260630,묵2동,5867188
2021,1,11260655,망우본동,11255131
2021,1,11260660,망우3동,4734310
2021,1,11260680,신내1동,5685797
2021,1,11260690,신내2동,2056234
2021,1,11290525,성북동,4283858
2021,1,11290555,삼선동,10277438
2021,1,11290575,동선동,9708263
2021,1,11290580,돈암1동,3391171
2021,1,11290590,돈암2동,3139416
2021,1,11290600,안암동,5688819
2021,1,11290610,보문동,5809676
2021,1,11290620,정릉1동,5194632
2021,1,11290630,정릉2동,6163749
2021,1,11290640,정릉3동,2810197
2021,1,11290650,정릉4동,3673667
2021,1,11290660,길음1동,7271557
2021,1,11290685,길음2동,4685232
2021,1,11290705,종암동,11803451
2021,1,11290715,월곡1동,7542799
2021,1,11290725,월곡2동,5991154
2021,1,11290760,장위1동,6707601
2021,1,11290770,장위2동,5203450
2021,1,11290780,장위3동,2979533
2021,1,11290810,석관동,11381270
2021,1,11305534,삼양동,12076656
2021,1,11305535,미아동,8389702
2021,1,11305545,송중동,12199326
2021,1,11305555,송천동,12977711
2021,1,11305575,삼각산동,3823537
2021,1,11305595,번1동,7939343
2021,1,11305603,번2동,3554893
2021,1,11305608,번3동,3789600
2021,1,11305615,수유1동,7022682
2021,1,11305625,수유2동,6365708
2021,1,11305635,수유3동,10602694
2021,1,11305645,우이동,4411382
2021,1,11305660,인수동,9368343
2021,1,11320511,창1동,4302669
2021,1,11320512,창2동,10425677
2021,1,11320513,창3동,4510467
2021,1,11320514,창4동,3881740
2021,1,11320515,창5동,4701385
2021,1,11320521,도봉1동,3848925
2021,1,11320522,도봉2동,3563066
2021,1,11320660,쌍문1동,5215622
2021,1,11320670,쌍문2동,5043285
2021,1,11320680,쌍문3동,5394161
2021,1,11320681,쌍문4동,2930824
2021,1,11320690,방학1동,7460931
2021,1,11320700,방학2동,3791382
2021,1,11320710,방학3동,3635608
2021,1,11350560,월계1동,5597880
2021,1,11350570,월계2동,3732322
2021,1,11350580,월계3동,3008306
2021,1,11350595,공릉1동,11201342
2021,1,11350600,공릉2동,7866721
2021,1,11350611,하계1동,4114667
2021,1,11350612,하계2동,2971375
2021,1,11350619,중계본동,5704560
2021,1,11350621,중계1동,4420206
2021,1,11350624,중계4동,3508948
2021,1,11350625,중계23동,5053496
2021,1,11350630,상계1동,8039313
2021,1,11350640,상계2동,10793379
2021,1,11350665,상계34동,9938576
2021,1,11350670,상계5동,7526978
2021,1,11350695,상계67동,6987890
2021,1,11350700,상계8동,1008494
2021,1,11350710,상계9동,1689829
2021,1,11350720,상계10동,2481481
2021,1,11380510,녹번동,7259258
2021,1,11380520,불광1동,6852610
2021,1,11380530,불광2동,6093691
2021,1,11380551,갈현1동,8517329
2021,1,11380552,갈현2동,6778787
2021,1,11380560,구산동,5776732
2021,1,11380570,대조동,8967811
2021,1,11380580,응암1동,6666174
2021,1,11380590,응암2동,4321886
2021,1,11380600,응암3동,7781432
2021,1,11380625,역촌동,12439537
2021,1,11380631,신사1동,6475301
2021,1,11380632,신사2동,4011844
2021,1,11380640,증산동,3159247
2021,1,11380650,수색동,1718977
2021,1,11380690,진관동,7378907
2021,1,11410520,천연동,4788204
2021,1,11410555,북아현동,16115087
2021,1,11410565,충현동,9277414
2021,1,11410585,신촌동,8489241
2021,1,11410615,연희동,8606905
2021,1,11410620,홍제1동,5908256
2021,1,11410640,홍제3동,4289385
2021,1,11410655,홍제2동,2840743
2021,1,11410660,홍은1동,4111832
2021,1,11410685,홍은2동,4970983
2021,1,11410690,남가좌1동,2269978
2021,1,11410700,남가좌2동,5776276
2021,1,11410710,북가좌1동,3084397
2021,1,11410720,북가좌2동,13191291
2021,1,11440555,아현동,6472028
2021,1,11440565,공덕동,14194077
2021,1,11440585,도화동,5447873
2021,1,11440590,용강동,7105730
2021,1,11440600,대흥동,6396187
2021,1,11440610,염리동,3635016
2021,1,11440630,신수동,5768360
2021,1,11440655,서강동,6313554
2021,1,11440660,서교동,14844660
2021,1,11440680,합정동,5496839
2021,1,11440690,망원1동,6887240
2021,1,11440700,망원2동,6590877
2021,1,11440710,연남동,6866678
2021,1,11440720,성산1동,6456092
2021,1,11440730,성산2동,7748487
2021,1,11440740,상암동,5315031
2021,1,11470510,목1동,5162607
2021,1,11470520,목2동,7233186
2021,1,11470530,목3동,5458863
2021,1,11470540,목4동,5979636
2021,1,11470550,목5동,5118896
2021,1,11470560,신월1동,4225064
2021,1,11470570,신월2동,4524167
2021,1,11470580,신월3동,2801535
2021,1,11470590,신월4동,3887909
2021,1,11470600,신월5동,2795547
2021,1,11470610,신월6동,1247121
2021,1,11470611,신월7동,2216080
2021,1,11470620,신정1동,3565889
2021,1,11470630,신정2동,4691289
2021,1,11470640,신정3동,7191670
2021,1,11470650,신정4동,10808525
2021,1,11470670,신정6동,2128000
2021,1,11470680,신정7동,3670123
2021,1,11500510,염창동,8713046
2021,1,11500520,등촌1동,5333136
2021,1,11500530,등촌2동,3867720
2021,1,11500535,등촌3동,5479176
2021,1,11500540,화곡1동,18330920
2021,1,11500550,화곡2동,3899082
2021,1,11500560,화곡3동,4063855
2021,1,11500570,화곡4동,4912698
2021,1,11500590,화곡본동,9240937
2021,1,11500591,화곡6동,5601973
2021,1,11500593,화곡8동,8071576
2021,1,11500603,가양1동,3072799
2021,1,11500604,가양2동,2248528
2021,1,11500605,가양3동,1725839
2021,1,11500611,발산1동,5878665
2021,1,11500615,우장산동,7710580
2021,1,11500620,공항동,6185410
2021,1,11500630,방화1동,8057271
2021,1,11500640,방화2동,5753557
2021,1,11500641,방화3동,3122596
2021,1,11530510,신도림동,6494229
2021,1,11530520,구로1동,2288503
2021,1,11530530,구로2동,9462520
2021,1,11530540,구로3동,7219595
2021,1,11530550,구로4동,6289989
2021,1,11530560,구로5동,6720172
2021,1,11530595,가리봉동,3253887
2021,1,11530720,고척1동,4537797
2021,1,11530730,고척2동,6178478
2021,1,11530740,개봉1동,7839293
2021,1,11530750,개봉2동,4164846
2021,1,11530760,개봉3동,3626622
2021,1,11530770,오류1동,3780869
2021,1,11530780,오류2동,5812397
2021,1,11530790,수궁동,2465348
2021,1,11530800,항동,909350
2021,1,11545510,가산동,4603792
2021,1,11545610,독산1동,4930077
2021,1,11545620,독산2동,3871161
2021,1,11545630,독산3동,5821769
2021,1,11545640,독산4동,3999619
2021,1,11545670,시흥1동,5960732
2021,1,11545680,시흥2동,1853184
2021,1,11545690,시흥3동,1232318
2021,1,11545700,시흥4동,3154514
2021,1,11545710,시흥5동,3755684
2021,1,11560515,영등포본동,7616392
2021,1,11560535,영등포동,10267744
2021,1,11560540,여의동,5545026
2021,1,11560550,당산1동,6303938
2021,1,11560560,당산2동,8436837
2021,1,11560585,도림동,5376822
2021,1,11560605,문래동,10230164
2021,1,11560610,양평1동,5255225
2021,1,11560620,양평2동,4837939
2021,1,11560630,신길1동,5894730
2021,1,11560650,신길3동,6873657
2021,1,11560660,신길4동,2944874
2021,1,11560670,신길5동,2739422
2021,1,11560680,신길6동,5518124
2021,1,11560690,신길7동,3553686
2021,1,11560700,대림1동,5663041
2021,1,11560710,대림2동,4528153
2021,1,11560720,대림3동,7352263
2021,1,11590510,노량진1동,6652111
2021,1,11590520,노량진2동,3617582
2021,1,11590530,상도1동,9032240
2021,1,11590540,상도2동,5424050
2021,1,11590550,상도3동,5710568
2021,1,11590560,상도4동,7106786
2021,1,11590605,흑석동,7168246
2021,1,11590620,사당1동,7418479
2021,1,11590630,사당2동,7586967
2021,1,11590640,사당3동,5268016
2021,1,11590650,사당4동,4040519
2021,1,11590651,사당5동,3354207
2021,1,11590660,대방동,7105944
2021,1,11590670,신대방1동,3259644
2021,1,11590680,신대방2동,5247204
2021,1,11620525,보라매동,4509430
2021,1,11620545,청림동,3256524
2021,1,11620565,성현동,5585602
2021,1,11620575,행운동,7423124
2021,1,11620585,낙성대동,6093352
2021,1,11620595,청룡동,10824516
2021,1,11620605,은천동,8214333
2021,1,11620615,중앙동,6531050
2021,1,11620625,인헌동,6090204
2021,1,11620630,남현동,5238294
2021,1,11620645,서원동,5938757
2021,1,11620655,신원동,6333446
2021,1,11620665,서림동,5675338
2021,1,11620685,신사동,8130936
2021,1,11620695,신림동,9444146
2021,1,11620715,난향동,1390282
2021,1,11620725,조원동,7313049
2021,1,11620735,대학동,6375178
2021,1,11620745,삼성동,7728428
2021,1,11620765,미성동,6109384
2021,1,11620775,난곡동,6241321
2021,1,11650510,서초1동,7123036
2021,1,11650520,서초2동,6289732
2021,1,11650530,서초3동,12076584
2021,1,11650531,서초4동,6478817
2021,1,11650540,잠원동,6722777
2021,1,11650550,반포본동,845422
2021,1,11650560,반포1동,7034185
2021,1,11650570,반포2동,1451886
2021,1,11650580,반포3동,2588182
2021,1,11650581,반포4동,5242028
2021,1,11650590,방배본동,5595578
2021,1,11650600,방배1동,4684050
2021,1,11650610,방배2동,5468124
2021,1,11650620,방배3동,4187299
2021,1,11650621,방배4동,6489945
2021,1,11650651,양재1동,7960084
2021,1,11650652,양재2동,6047281
2021,1,11650660,내곡동,2604982
2021,1,11680510,신사동,7007734
2021,1,11680521,논현1동,9911878
2021,1,11680531,논현2동,11362882
2021,1,11680545,압구정동,7663872
2021,1,11680565,청담동,9762282
2021,1,11680580,삼성1동,4622374
2021,1,11680590,삼성2동,9385440
2021,1,11680600,대치1동,4741485
2021,1,11680610,대치2동,5886605
2021,1,11680630,대치4동,9662104
2021,1,11680640,역삼1동,20019322
2021,1,11680650,역삼2동,11359424
2021,1,11680655,도곡1동,5209619
2021,1,11680656,도곡2동,4325805
2021,1,11680660,개포1동,724209
2021,1,11680670,개포2동,1654712
2021,1,11680690,개포4동,3605057
2021,1,11680700,세곡동,3621527
2021,1,11680720,일원본동,3548451
2021,1,11680730,일원1동,3663208
2021,1,11680740,일원2동,936876
2021,1,11680750,수서동,2316566
2021,1,11710510,풍납1동,5252868
2021,1,11710520,풍납2동,7388875
2021,1,11710531,거여1동,3321589
2021,1,11710532,거여2동,3662645
2021,1,11710540,마천1동,4087700
2021,1,11710550,마천2동,5742194
2021,1,11710561,방이1동,3327933
