연도,분기,행정동_코드,행정동_코드_명,총_직장_인구_수
2024,2,11650590,방배본동,16801
2024,2,11710561,방이1동,8432
2024,2,11710562,방이2동,40058
2024,2,11320690,방학1동,6018
2024,2,11320700,방학2동,420
2024,2,11320710,방학3동,923
2024,2,11500630,방화1동,3439
2024,2,11500640,방화2동,1685
2024,2,11500641,방화3동,1716
2024,2,11305595,번1동,1761
2024,2,11305603,번2동,1063
2024,2,11305608,번3동,511
2024,2,11170700,보광동,316
2024,2,11620525,보라매동,8912
2024,2,11290610,보문동,2689
2024,2,11110550,부암동,1055
2024,2,11410710,북가좌1동,326
2024,2,11410720,북가좌2동,1266
2024,2,11410555,북아현동,938
2024,2,11380520,불광1동,1687
2024,2,11380530,불광2동,10488
2024,2,11200550,사근동,324
2024,2,11590620,사당1동,2903
2024,2,11590630,사당2동,1408
2024,2,11590640,사당3동,954
2024,2,11590650,사당4동,793
2024,2,11590651,사당5동,1281
2024,2,11110530,사직동,38826
2024,2,11305575,삼각산동,269
2024,2,11290555,삼선동,3678
2024,2,11680580,삼성1동,214989
2024,2,11680590,삼성2동,54523
2024,2,11620745,삼성동,713
2024,2,11305534,삼양동,91
2024,2,11710610,삼전동,3830
2024,2,11110540,삼청동,3669
2024,2,11350720,상계10동,386
2024,2,11350630,상계1동,3429
2024,2,11350640,상계2동,1611
2024,2,11350665,상계3?4동,419
2024,2,11350670,상계5동,866
2024,2,11350695,상계6?7동,7209
2024,2,11350700,상계8동,526
2024,2,11350710,상계9동,925
2024,2,11590530,상도1동,2227
2024,2,11590540,상도2동,805
2024,2,11590550,상도3동,652
2024,2,11590560,상도4동,710
2024,2,11260580,상봉1동,1360
2024,2,11260590,상봉2동,3451
2024,2,11440740,상암동,13325
2024,2,11740520,상일동,1339
2024,2,11440655,서강동,3133
2024,2,11440660,서교동,24904
2024,2,11620665,서림동,1147
2024,2,11170690,서빙고동,7358
2024,2,11620645,서원동,1726
2024,2,11650510,서초1동,41721
2024,2,11650520,서초2동,56400
2024,2,11650530,서초3동,55705
2024,2,11650531,서초4동,32314
2024,2,11290810,석관동,1554
2024,2,11710600,석촌동,6810
2024,2,11740640,성내1동,11908
2024,2,11740650,성내2동,1700
2024,2,11740660,성내3동,5543
2024,2,11290525,성북동,15450
2024,2,11440720,성산1동,4919
2024,2,11440730,성산2동,1476
2024,2,11200650,성수1가1동,2207
2024,2,11200660,성수1가2동,4957
2024,2,11200670,성수2가1동,7294
2024,2,11200690,성수2가3동,40575
2024,2,11620565,성현동,1199
2024,2,11680700,세곡동,224
2024,2,11140520,소공동,96440
2024,2,11200720,송정동,720
2024,2,11305545,송중동,918
2024,2,11305555,송천동,437
2024,2,11710580,송파1동,20397
2024,2,11710590,송파2동,3402
2024,2,11530790,수궁동,1304
2024,2,11380650,수색동,244
2024,2,11680750,수서동,15898
2024,2,11305615,수유1동,870
2024,2,11305625,수유2동,1213
2024,2,11305635,수유3동,2578
2024,2,11110700,숭인1동,195
2024,2,11110710,숭인2동,1439
2024,2,11545670,시흥1동,3572
2024,2,11545680,시흥2동,732
2024,2,11545690,시흥3동,1998
2024,2,11545700,시흥4동,1085
2024,2,11545710,시흥5동,978
2024,2,11560630,신길1동,3295
2024,2,11560650,신길3동,362
2024,2,11560660,신길4동,715
2024,2,11560670,신길5동,785
2024,2,11560680,신길6동,1442
2024,2,11560690,신길7동,1873
2024,2,11260680,신내1동,1252
2024,2,11260690,신내2동,956
2024,2,11140650,신당5동,604
2024,2,11140615,신당동,4003
2024,2,11590670,신대방1동,3097
2024,2,11590680,신대방2동,10847
2024,2,11530510,신도림동,15684
2024,2,11620695,신림동,1202
2024,2,11380631,신사1동,1154
2024,2,11380632,신사2동,775
2024,2,11680510,신사동,25038
2024,2,11620685,신사동,3039
2024,2,11440630,신수동,2170
2024,2,11620655,신원동,432
2024,2,11470560,신월1동,1782
2024,2,11470570,신월2동,1190
2024,2,11470580,신월3동,861
2024,2,11470590,신월4동,960
2024,2,11470600,신월5동,1297
2024,2,11470610,신월6동,536
2024,2,11470611,신월7동,2299
2024,2,11470620,신정1동,6180
2024,2,11470630,신정2동,20043
2024,2,11470640,신정3동,1399
2024,2,11470650,신정4동,7068
2024,2,11470680,신정7동,353
2024,2,11410585,신촌동,1508
2024,2,11320660,쌍문1동,650
2024,2,11320670,쌍문2동,838
2024,2,11320680,쌍문3동,886
2024,2,11320681,쌍문4동,175
2024,2,11440555,아현동,4414
2024,2,11290600,안암동,2475
2024,2,11740570,암사1동,2183
2024,2,11740580,암사2동,1720
2024,2,11680545,압구정동,37832
2024,2,11140635,약수동,9944
2024,2,11650651,양재1동,20452
2024,2,11650652,양재2동,44246
2024,2,11560610,양평1동,8546
2024,2,11560620,양평2동,11342
2024,2,11560540,여의동,201758
2024,2,11680640,역삼1동,157737
2024,2,11680650,역삼2동,68537
2024,2,11380625,역촌동,2751
2024,2,11440710,연남동,2215
2024,2,11410615,연희동,21401
2024,2,11440610,염리동,1815
2024,2,11500510,염창동,2236
2024,2,11560535,영등포동,13005
2024,2,11560515,영등포본동,2560
2024,2,11710570,오금동,20030
2024,2,11530770,오류1동,2151
2024,2,11530780,오류2동,714
2024,2,11710566,오륜동,15516
2024,2,11200645,옥수동,4558
2024,2,11200520,왕십리2동,1014
2024,2,11200535,왕십리도선동,2960
2024,2,11440590,용강동,12219
2024,2,11200790,용답동,2774
2024,2,11170590,용문동,2629
2024,2,11170520,용산2가동,415
2024,2,11230536,용신동,16487
2024,2,11305645,우이동,1300
2024,2,11500615,우장산동,2596
2024,2,11170560,원효로1동,2820
2024,2,11170570,원효로2동,2630
2024,2,11350560,월계1동,919
2024,2,11350570,월계2동,21
2024,2,11350580,월계3동,63
2024,2,11290715,월곡1동,1214
2024,2,11290725,월곡2동,3056
2024,2,11620605,은천동,843
2024,2,11140605,을지로동,15636
2024,2,11200580,응봉동,419
2024,2,11380580,응암1동,1751
2024,2,11380590,응암2동,429
2024,2,11380600,응암3동,1099
2024,2,11230740,이문1동,1176
2024,2,11230750,이문2동,217
2024,2,11170630,이촌1동,4473
2024,2,11170640,이촌2동,1693
2024,2,11170650,이태원1동,18256
2024,2,11170660,이태원2동,755
2024,2,11110640,이화동,1345
2024,2,11305660,인수동,2202
2024,2,11620625,인헌동,909
2024,2,11680730,일원1동,1322
2024,2,11215820,자양1동,7514
2024,2,11215830,자양2동,1864
2024,2,11215840,자양3동,1581
2024,2,11215847,자양4동,329
2024,2,11710670,잠실2동,3642
2024,2,11710680,잠실3동,27271
2024,2,11710690,잠실4동,4260
2024,2,11710710,잠실6동,59905
2024,2,11710650,잠실본동,10964
2024,2,11650540,잠원동,11344
2024,2,11230650,장안1동,12921
2024,2,11230660,장안2동,4530
2024,2,11290760,장위1동,390
2024,2,11290770,장위2동,668
2024,2,11290780,장위3동,283
2024,2,11710646,장지동,3218
2024,2,11140580,장충동,5048
2024,2,11230560,전농1동,387
2024,2,11230570,전농2동,885
2024,2,11290620,정릉1동,471
2024,2,11290630,정릉2동,1024
2024,2,11290640,정릉3동,238
2024,2,11290650,정릉4동,948
2024,2,11230545,제기동,9210
2024,2,11620725,조원동,2571
2024,2,11110615,종로1?2?3?4가동,118299
2024,2,11110630,종로5?6가동,18119
2024,2,11290705,종암동,12167
2024,2,11350621,중계1동,1073
2024,2,11350625,중계2?3동,1011
2024,2,11350624,중계4동,1023
2024,2,11350619,중계본동,642
2024,2,11215740,중곡1동,3334
2024,2,11215750,중곡2동,1991
2024,2,11215760,중곡3동,634
2024,2,11215770,중곡4동,2743
2024,2,11140680,중림동,2924
2024,2,11620615,중앙동,1013
2024,2,11260600,중화1동,893
2024,2,11260610,중화2동,372
2024,2,11380640,증산동,1869
2024,2,11380690,진관동,640
2024,2,11320511,창1동,807
2024,2,11320512,창2동,851
2024,2,11320513,창3동,529
2024,2,11320514,창4동,1452
2024,2,11320515,창5동,4176
2024,2,11110670,창신1동,1699
2024,2,11110680,창신2동,56
2024,2,11110690,창신3동,96
2024,2,11410520,천연동,913
2024,2,11740600,천호1동,5665
2024,2,11740610,천호2동,2423
2024,2,11740620,천호3동,827
2024,2,11140645,청구동,13042
2024,2,11680565,청담동,51520
2024,2,11230705,청량리동,1775
2024,2,11620595,청룡동,3423
2024,2,11620545,청림동,220
2024,2,11110515,청운효자동,5377
2024,2,11170555,청파동,3005
2024,2,11410565,충현동,11306
2024,2,11110560,평창동,10316
2024,2,11710510,풍납1동,549
2024,2,11710520,풍납2동,372
2024,2,11140570,필동,14869
2024,2,11350611,하계1동,439
2024,2,11170625,한강로동,44336
2024,2,11170685,한남동,28708
2024,2,11440680,합정동,5432
2024,2,11200560,행당1동,1334
2024,2,11200570,행당2동,3
2024,2,11620575,행운동,1975
2024,2,11110650,혜화동,4341
2024,2,11410660,홍은1동,2739
2024,2,11410685,홍은2동,1905
2024,2,11410620,홍제1동,3933
2024,2,11410655,홍제2동,239
2024,2,11410640,홍제3동,618
2024,2,11500540,화곡1동,3969
2024,2,11500550,화곡2동,5028
2024,2,11500560,화곡3동,2590
2024,2,11500570,화곡4동,1640
2024,2,11500591,화곡6동,5092
2024,2,11500593,화곡8동,1483
2024,2,11500590,화곡본동,2162
2024,2,11215710,화양동,750
2024,2,11140670,황학동,918
2024,2,11230710,회기동,40
2024,2,11140540,회현동,85852
2024,2,11170580,효창동,1148
2024,2,11170510,후암동,1618
2024,2,11230720,휘경1동,682
2024,2,11230730,휘경2동,844
2024,2,11590605,흑석동,76
2024,3,11710631,가락1동,4765
2024,3,11710632,가락2동,5913
2024,3,11710620,가락본동,24272
2024,3,11530595,가리봉동,563
2024,3,11545510,가산동,95655
2024,3,11500603,가양1동,2416
2024,3,11500605,가양3동,1182
2024,3,11110600,가회동,10719
2024,3,11380551,갈현1동,1802
2024,3,11380552,갈현2동,2652
2024,3,11740515,강일동,149
2024,3,11530740,개봉1동,17477
2024,3,11530750,개봉2동,6326
2024,3,11530760,개봉3동,1071
2024,3,11680660,개포1동,1310
2024,3,11680670,개포2동,8731
2024,3,11680690,개포4동,6678
2024,3,11710531,거여1동,3002
2024,3,11710532,거여2동,1196
2024,3,11740550,고덕1동,653
2024,3,11740560,고덕2동,888
2024,3,11530720,고척1동,2225
2024,3,11530730,고척2동,1156
2024,3,11440565,공덕동,12823
2024,3,11350595,공릉1동,15186
2024,3,11350600,공릉2동,2062
2024,3,11500620,공항동,3909
2024,3,11215810,광장동,5323
2024,3,11140590,광희동,52790
2024,3,11110580,교남동,689
2024,3,11530530,구로2동,10444
2024,3,11530540,구로3동,57713
2024,3,11530550,구로4동,1050
2024,3,11530560,구로5동,10695
2024,3,11380560,구산동,1455
2024,3,11215850,구의1동,2605
2024,3,11215860,구의2동,1846
2024,3,11215870,구의3동,7778
2024,3,11215730,군자동,906
2024,3,11200590,금호1가동,1330
2024,3,11200615,금호2?3가동,238
2024,3,11200620,금호4가동,419
2024,3,11740685,길동,7262
2024,3,11290660,길음1동,3566
2024,3,11290685,길음2동,286
2024,3,11620585,낙성대동,4335
2024,3,11620775,난곡동,847
2024,3,11620715,난향동,325
2024,3,11410690,남가좌1동,906
2024,3,11410700,남가좌2동,903
2024,3,11170530,남영동,16969
2024,3,11620630,남현동,3437
2024,3,11650660,내곡동,1190
2024,3,11590510,노량진1동,2666
2024,3,11590520,노량진2동,3154
2024,3,11380510,녹번동,2119
2024,3,11680521,논현1동,38707
2024,3,11680531,논현2동,56378
2024,3,11215780,능동,1102
2024,3,11140625,다산동,5954
2024,3,11230600,답십리1동,1771
2024,3,11230610,답십리2동,2640
2024,3,11560550,당산1동,5713
2024,3,11560560,당산2동,10350
2024,3,11560700,대림1동,1030
2024,3,11560710,대림2동,2866
2024,3,11560720,대림3동,4344
2024,3,11590660,대방동,6596
2024,3,11380570,대조동,1501
2024,3,11680600,대치1동,14138
2024,3,11680610,대치2동,84405
2024,3,11680630,대치4동,31032
2024,3,11620735,대학동,396
2024,3,11440600,대흥동,3136
2024,3,11680655,도곡1동,28100
2024,3,11680656,도곡2동,114106
2024,3,11560585,도림동,473
2024,3,11320521,도봉1동,1270
2024,3,11320522,도봉2동,608
2024,3,11440585,도화동,11978
2024,3,11545610,독산1동,9731
2024,3,11545620,독산2동,1302
2024,3,11545630,독산3동,2918
2024,3,11545640,독산4동,1104
2024,3,11290580,돈암1동,152
2024,3,11290590,돈암2동,446
2024,3,11290575,동선동,3905
2024,3,11140665,동화동,1010
2024,3,11740700,둔촌2동,2158
2024,3,11500520,등촌1동,4511
2024,3,11500530,등촌2동,1806
2024,3,11500535,등촌3동,10445
2024,3,11200540,마장동,6039
2024,3,11710540,마천1동,503
2024,3,11710550,마천2동,1272
2024,3,11260660,망우3동,196
2024,3,11260655,망우본동,1159
2024,3,11440690,망원1동,2526
2024,3,11440700,망원2동,3385
2024,3,11260520,면목2동,2968
2024,3,11260575,면목3?8동,1509
2024,3,11260540,면목4동,396
2024,3,11260550,면목5동,837
2024,3,11260570,면목7동,581
2024,3,11260565,면목본동,752
2024,3,11140550,명동,127964
2024,3,11740530,명일1동,2757
2024,3,11740540,명일2동,1737
2024,3,11470510,목1동,12735
2024,3,11470520,목2동,2740
2024,3,11470530,목3동,1514
2024,3,11470540,목4동,1884
2024,3,11470550,목5동,11086
2024,3,11110570,무악동,423
2024,3,11260620,묵1동,766
2024,3,11260630,묵2동,1139
2024,3,11560605,문래동,71867
2024,3,11710641,문정1동,26466
2024,3,11710642,문정2동,37090
2024,3,11620765,미성동,2391
2024,3,11305535,미아동,4013
2024,3,11650560,반포1동,7778
2024,3,11650570,반포2동,2380
2024,3,11650580,반포3동,2501
2024,3,11650581,반포4동,63769
2024,3,11650550,반포본동,6068
2024,3,11500611,발산1동,5632
2024,3,11650600,방배1동,17414
2024,3,11650610,방배2동,32778
2024,3,11650620,방배3동,10742
2024,3,11650621,방배4동,14768
2024,3,11650590,방배본동,16801
2024,3,11710561,방이1동,8432
2024,3,11710562,방이2동,40058
2024,3,11320690,방학1동,6018
2024,3,11320700,방학2동,420
2024,3,11320710,방학3동,923
2024,3,11500630,방화1동,3439
2024,3,11500640,방화2동,1685
2024,3,11500641,방화3동,1716
2024,3,11305595,번1동,1761
2024,3,11305603,번2동,1063
2024,3,11305608,번3동,511
2024,3,11170700,보광동,316
2024,3,11620525,보라매동,8912
2024,3,11290610,보문동,2689
2024,3,11110550,부암동,1055
2024,3,11410710,북가좌1동,326
2024,3,11410720,북가좌2동,1266
2024,3,11410555,북아현동,938
2024,3,11380520,불광1동,1687
2024,3,11380530,불광2동,10488
2024,3,11200550,사근동,324
2024,3,11590620,사당1동,2903
2024,3,11590630,사당2동,1408
2024,3,11590640,사당3동,954
2024,3,11590650,사당4동,793
2024,3,11590651,사당5동,1281
2024,3,11110530,사직동,38826
2024,3,11305575,삼각산동,269
2024,3,11290555,삼선동,3678
2024,3,11680580,삼성1동,214989
2024,3,11680590,삼성2동,54523
2024,3,11620745,삼성동,713
2024,3,11305534,삼양동,91
2024,3,11710610,삼전동,3830
2024,3,11110540,삼청동,3669
2024,3,11350720,상계10동,386
2024,3,11350630,상계1동,3429
2024,3,11350640,상계2동,1611
2024,3,11350665,상계3?4동,419
2024,3,11350670,상계5동,866
2024,3,11350695,상계6?7동,7209
2024,3,11350700,상계8동,526
2024,3,11350710,상계9동,925
2024,3,11590530,상도1동,2227
2024,3,11590540,상도2동,805
2024,3,11590550,상도3동,652
2024,3,11590560,상도4동,710
2024,3,11260580,상봉1동,1360
2024,3,11260590,상봉2동,3451
2024,3,11440740,상암동,13325
2024,3,11740520,상일동,1339
2024,3,11440655,서강동,3133
2024,3,11440660,서교동,24904
2024,3,11620665,서림동,1147
2024,3,11170690,서빙고동,7358
2024,3,11620645,서원동,1726
2024,3,11650510,서초1동,41721
2024,3,11650520,서초2동,56400
2024,3,11650530,서초3동,55705
2024,3,11650531,서초4동,32314
2024,3,11290810,석관동,1554
2024,3,11710600,석촌동,6810
2024,3,11740640,성내1동,11908
2024,3,11740650,성내2동,1700
2024,3,11740660,성내3동,5543
2024,3,11290525,성북동,15450
2024,3,11440720,성산1동,4919
2024,3,11440730,성산2동,1476
2024,3,11200650,성수1가1동,2207
2024,3,11200660,성수1가2동,4957
2024,3,11200670,성수2가1동,7294
2024,3,11200690,성수2가3동,40575
2024,3,11620565,성현동,1199
2024,3,11680700,세곡동,224
2024,3,11140520,소공동,96440
2024,3,11200720,송정동,720
2024,3,11305545,송중동,918
2024,3,11305555,송천동,437
2024,3,11710580,송파1동,20397
2024,3,11710590,송파2동,3402
2024,3,11530790,수궁동,1304
2024,3,11380650,수색동,244
2024,3,11680750,수서동,15898
2024,3,11305615,수유1동,870
2024,3,11305625,수유2동,1213
2024,3,11305635,수유3동,2578
2024,3,11110700,숭인1동,195
2024,3,11110710,숭인2동,1439
2024,3,11545670,시흥1동,3572
2024,3,11545680,시흥2동,732
2024,3,11545690,시흥3동,1998
2024,3,11545700,시흥4동,1085
2024,3,11545710,시흥5동,978
2024,3,11560630,신길1동,3295
2024,3,11560650,신길3동,362
2024,3,11560660,신길4동,715
2024,3,11560670,신길5동,785
2024,3,11560680,신길6동,1442
2024,3,11560690,신길7동,1873
2024,3,11260680,신내1동,1252
2024,3,11260690,신내2동,956
2024,3,11140650,신당5동,604
2024,3,11140615,신당동,4003
2024,3,11590670,신대방1동,3097
2024,3,11590680,신대방2동,10847
2024,3,11530510,신도림동,15684
2024,3,11620695,신림동,1202
2024,3,11380631,신사1동,1154
2024,3,11380632,신사2동,775
2024,3,11680510,신사동,25038
2024,3,11620685,신사동,3039
2024,3,11440630,신수동,2170
2024,3,11620655,신원동,432
2024,3,11470560,신월1동,1782
2024,3,11470570,신월2동,1190
2024,3,11470580,신월3동,861
2024,3,11470590,신월4동,960
2024,3,11470600,신월5동,1297
2024,3,11470610,신월6동,536
2024,3,11470611,신월7동,2299
2024,3,11470620,신정1동,6180
2024,3,11470630,신정2동,20043
2024,3,11470640,신정3동,1399
2024,3,11470650,신정4동,7068
2024,3,11470680,신정7동,353
2024,3,11410585,신촌동,1508
2024,3,11320660,쌍문1동,650
2024,3,11320670,쌍문2동,838
2024,3,11320680,쌍문3동,886
2024,3,11320681,쌍문4동,175
2024,3,11440555,아현동,4414
2024,3,11290600,안암동,2475
2024,3,11740570,암사1동,2183
2024,3,11740580,암사2동,1720
2024,3,11680545,압구정동,37832
2024,3,11140635,약수동,9944
2024,3,11650651,양재1동,20452
2024,3,11650652,양재2동,44246
2024,3,11560610,양평1동,8546
2024,3,11560620,양평2동,11342
2024,3,11560540,여의동,201758
2024,3,11680640,역삼1동,157737
2024,3,11680650,역삼2동,68537
2024,3,11380625,역촌동,2751
2024,3,11440710,연남동,2215
2024,3,11410615,연희동,21401
2024,3,11440610,염리동,1815
2024,3,11500510,염창동,2236
2024,3,11560535,영등포동,13005
2024,3,11560515,영등포본동,2560
2024,3,11710570,오금동,20030
2024,3,11530770,오류1동,2151
2024,3,11530780,오류2동,714
2024,3,11710566,오륜동,15516
2024,3,11200645,옥수동,4558
2024,3,11200520,왕십리2동,1014
2024,3,11200535,왕십리도선동,2960
2024,3,11440590,용강동,12219
2024,3,11200790,용답동,2774
2024,3,11170590,용문동,2629
2024,3,11170520,용산2가동,415
2024,3,11230536,용신동,16487
2024,3,11305645,우이동,1300
2024,3,11500615,우장산동,2596
2024,3,11170560,원효로1동,2820
2024,3,11170570,원효로2동,2630
2024,3,11350560,월계1동,919
2024,3,11350570,월계2동,21
2024,3,11350580,월계3동,63
2024,3,11290715,월곡1동,1214
2024,3,11290725,월곡2동,3056
2024,3,11620605,은천동,843
2024,3,11140605,을지로동,15636
2024,3,11200580,응봉동,419
2024,3,11380580,응암1동,1751
2024,3,11380590,응암2동,429
2024,3,11380600,응암3동,1099
2024,3,11230740,이문1동,1176
2024,3,11230750,이문2동,217
2024,3,11170630,이촌1동,4473
2024,3,11170640,이촌2동,1693
2024,3,11170650,이태원1동,18256
2024,3,11170660,이태원2동,755
2024,3,11110640,이화동,1345
2024,3,11305660,인수동,2202
2024,3,11620625,인헌동,909
2024,3,11680730,일원1동,1322
2024,3,11215820,자양1동,7514
2024,3,11215830,자양2동,1864
2024,3,11215840,자양3동,1581
2024,3,11215847,자양4동,329
2024,3,11710670,잠실2동,3642
2024,3,11710680,잠실3동,27271
2024,3,11710690,잠실4동,4260
2024,3,11710710,잠실6동,59905
2024,3,11710650,잠실본동,10964
2024,3,11650540,잠원동,11344
2024,3,11230650,장안1동,12921
2024,3,11230660,장안2동,4530
2024,3,11290760,장위1동,390
2024,3,11290770,장위2동,668
2024,3,11290780,장위3동,283
2024,3,11710646,장지동,3218
2024,3,11140580,장충동,5048
2024,3,11230560,전농1동,387
2024,3,11230570,전농2동,885
2024,3,11290620,정릉1동,471
2024,3,11290630,정릉2동,1024
2024,3,11290640,정릉3동,238
2024,3,11290650,정릉4동,948
2024,3,11230545,제기동,9210
2024,3,11620725,조원동,2571
2024,3,11110615,종로1?2?3?4가동,118299
2024,3,11110630,종로5?6가동,18119
2024,3,11290705,종암동,12167
2024,3,11350621,중계1동,1073
2024,3,11350625,중계2?3동,1011
2024,3,11350624,중계4동,1023
2024,3,11350619,중계본동,642
2024,3,11215740,중곡1동,3334
2024,3,11215750,중곡2동,1991
2024,3,11215760,중곡3동,634
2024,3,11215770,중곡4동,2743
2024,3,11140680,중림동,2924
2024,3,11620615,중앙동,1013
2024,3,11260600,중화1동,893
2024,3,11260610,중화2동,372
2024,3,11380640,증산동,1869
2024,3,11380690,진관동,640
2024,3,11320511,창1동,807
2024,3,11320512,창2동,851
2024,3,11320513,창3동,529
2024,3,11320514,창4동,1452
2024,3,11320515,창5동,4176
2024,3,11110670,창신1동,1699
2024,3,11110680,창신2동,56
2024,3,11110690,창신3동,96
2024,3,11410520,천연동,913
2024,3,11740600,천호1동,5665
2024,3,11740610,천호2동,2423
2024,3,11740620,천호3동,827
2024,3,11140645,청구동,13042
2024,3,11680565,청담동,51520
2024,3,11230705,청량리동,1775
2024,3,11620595,청룡동,3423
2024,3,11620545,청림동,220
2024,3,11110515,청운효자동,5377
2024,3,11170555,청파동,3005
2024,3,11410565,충현동,11306
2024,3,11110560,평창동,10316
2024,3,11710510,풍납1동,549
2024,3,11710520,풍납2동,372
2024,3,11140570,필동,14869
2024,3,11350611,하계1동,439
2024,3,11170625,한강로동,44336
2024,3,11170685,한남동,28708
2024,3,11440680,합정동,5432
2024,3,11200560,행당1동,1334
2024,3,11200570,행당2동,3
2024,3,11620575,행운동,1975
2024,3,11110650,혜화동,4341
2024,3,11410660,홍은1동,2739
2024,3,11410685,홍은2동,1905
2024,3,11410620,홍제1동,3933
2024,3,11410655,홍제2동,239
2024,3,11410640,홍제3동,618
2024,3,11500540,화곡1동,3969
2024,3,11500550,화곡2동,5028
2024,3,11500560,화곡3동,2590
2024,3,11500570,화곡4동,1640
2024,3,11500591,화곡6동,5092
2024,3,11500593,화곡8동,1483
2024,3,11500590,화곡본동,2162
2024,3,11215710,화양동,750
2024,3,11140670,황학동,918
2024,3,11230710,회기동,40
2024,3,11140540,회현동,85852
2024,3,11170580,효창동,1148
2024,3,11170510,후암동,1618
2024,3,11230720,휘경1동,682
2024,3,11230730,휘경2동,844
2024,3,11590605,흑석동,76
2024,4,11710631,가락1동,6121
2024,4,11710632,가락2동,6932
2024,4,11710620,가락본동,27617
2024,4,11530595,가리봉동,577
2024,4,11545510,가산동,106107
2024,4,11500603,가양1동,5314
2024,4,11500605,가양3동,265
2024,4,11110600,가회동,12996
2024,4,11380551,갈현1동,2238
2024,4,11380552,갈현2동,3191
2024,4,11740515,강일동,143
2024,4,11530740,개봉1동,5014
2024,4,11530750,개봉2동,7366
2024,4,11530760,개봉3동,2665
2024,4,11680660,개포1동,3433
2024,4,11680670,개포2동,8854
2024,4,11680690,개포4동,7242
2024,4,11710531,거여1동,2887
2024,4,11710532,거여2동,1556
2024,4,11740550,고덕1동,845
2024,4,11740560,고덕2동,1176
2024,4,11530720,고척1동,2091
2024,4,11530730,고척2동,1601
2024,4,11440565,공덕동,9286
2024,4,11350595,공릉1동,6065
2024,4,11350600,공릉2동,1031
2024,4,11500620,공항동,5425
2024,4,11215810,광장동,8850
2024,4,11140590,광희동,52971
2024,4,11110580,교남동,870
2024,4,11530530,구로2동,10594
2024,4,11530540,구로3동,62687
2024,4,11530550,구로4동,1298
2024,4,11530560,구로5동,12925
2024,4,11380560,구산동,1973
2024,4,11215850,구의1동,3506
2024,4,11215860,구의2동,2960
2024,4,11215870,구의3동,11355
2024,4,11215730,군자동,1002
2024,4,11200590,금호1가동,1732
2024,4,11200615,금호2?3가동,244
2024,4,11200620,금호4가동,507
2024,4,11740685,길동,9734
2024,4,11290660,길음1동,3772
2024,4,11290685,길음2동,303
2024,4,11620585,낙성대동,5994
2024,4,11620775,난곡동,981
2024,4,11620715,난향동,344
2024,4,11410690,남가좌1동,1312
2024,4,11410700,남가좌2동,1052
2024,4,11170530,남영동,18490
2024,4,11620630,남현동,3701
2024,4,11650660,내곡동,1371
2024,4,11590510,노량진1동,2833
2024,4,11590520,노량진2동,4249
2024,4,11380510,녹번동,4336
2024,4,11680521,논현1동,45242
2024,4,11680531,논현2동,57007
2024,4,11215780,능동,1414
2024,4,11140625,다산동,5877
2024,4,11230600,답십리1동,1750
2024,4,11230610,답십리2동,4714
2024,4,11560550,당산1동,8973
2024,4,11560560,당산2동,15502
2024,4,11560700,대림1동,1366
2024,4,11560710,대림2동,3597
2024,4,11560720,대림3동,4260
2024,4,11590660,대방동,7619
2024,4,11380570,대조동,1871
2024,4,11680600,대치1동,18463
2024,4,11680610,대치2동,102922
2024,4,11680630,대치4동,43704
2024,4,11620735,대학동,590
2024,4,11440600,대흥동,3405
2024,4,11680655,도곡1동,32403
2024,4,11680656,도곡2동,84833
2024,4,11560585,도림동,517
2024,4,11320521,도봉1동,1435
2024,4,11320522,도봉2동,1070
2024,4,11440585,도화동,13155
2024,4,11545610,독산1동,10617
2024,4,11545620,독산2동,1291
2024,4,11545630,독산3동,2738
2024,4,11545640,독산4동,1147
2024,4,11290580,돈암1동,228
2024,4,11290590,돈암2동,552
2024,4,11290575,동선동,2040
2024,4,11140665,동화동,1303
2024,4,11740700,둔촌2동,2489
2024,4,11500520,등촌1동,6016
2024,4,11500530,등촌2동,2781
2024,4,11500535,등촌3동,12234
2024,4,11200540,마장동,6924
2024,4,11710540,마천1동,586
2024,4,11710550,마천2동,1312
2024,4,11260660,망우3동,223
2024,4,11260655,망우본동,1426
2024,4,11440690,망원1동,3418
2024,4,11440700,망원2동,3947
2024,4,11260520,면목2동,737
2024,4,11260575,면목3?8동,1762
2024,4,11260540,면목4동,768
2024,4,11260550,면목5동,962
2024,4,11260570,면목7동,509
2024,4,11260565,면목본동,811
2024,4,11140550,명동,120704
2024,4,11740530,명일1동,3986
2024,4,11740540,명일2동,2834
2024,4,11470510,목1동,16732
2024,4,11470520,목2동,3311
2024,4,11470530,목3동,1687
2024,4,11470540,목4동,2148
2024,4,11470550,목5동,15114
2024,4,11110570,무악동,485
2024,4,11260620,묵1동,1165
2024,4,11260630,묵2동,1255
2024,4,11560605,문래동,65200
2024,4,11710641,문정1동,23872
2024,4,11710642,문정2동,78185
2024,4,11620765,미성동,2895
2024,4,11305535,미아동,602
2024,4,11650560,반포1동,8508
2024,4,11650570,반포2동,4018
2024,4,11650580,반포3동,3009
2024,4,11650581,반포4동,49942
2024,4,11650550,반포본동,5670
2024,4,11500611,발산1동,6493
2024,4,11650600,방배1동,17162
2024,4,11650610,방배2동,15603
2024,4,11650620,방배3동,13530
2024,4,11650621,방배4동,16097
2024,4,11650590,방배본동,20669
2024,4,11710561,방이1동,5978
2024,4,11710562,방이2동,40697
2024,4,11320690,방학1동,3898
