연도,분기,행정동_코드,행정동_코드_명,총_직장_인구_수
2021,2,11560620,양평2동,12555
2021,2,11560540,여의동,192171
2021,2,11680640,역삼1동,169130
2021,2,11680650,역삼2동,48471
2021,2,11380625,역촌동,3216
2021,2,11440710,연남동,2885
2021,2,11410615,연희동,7677
2021,2,11440610,염리동,2042
2021,2,11500510,염창동,2900
2021,2,11560535,영등포동,13330
2021,2,11560515,영등포본동,4165
2021,2,11710570,오금동,21745
2021,2,11530770,오류1동,3085
2021,2,11530780,오류2동,736
2021,2,11710566,오륜동,16273
2021,2,11200645,옥수동,2061
2021,2,11200520,왕십리2동,1035
2021,2,11200535,왕십리도선동,3164
2021,2,11440590,용강동,11032
2021,2,11200790,용답동,3201
2021,2,11170590,용문동,2558
2021,2,11170520,용산2가동,721
2021,2,11230536,용신동,19499
2021,2,11305645,우이동,1439
2021,2,11500615,우장산동,3267
2021,2,11170560,원효로1동,2817
2021,2,11170570,원효로2동,2867
2021,2,11350560,월계1동,1349
2021,2,11350570,월계2동,54
2021,2,11350580,월계3동,339
2021,2,11290715,월곡1동,1425
2021,2,11290725,월곡2동,2935
2021,2,11620605,은천동,1140
2021,2,11140605,을지로동,15804
2021,2,11200580,응봉동,368
2021,2,11380580,응암1동,2292
2021,2,11380590,응암2동,404
2021,2,11380600,응암3동,1475
2021,2,11230740,이문1동,915
2021,2,11230750,이문2동,247
2021,2,11170630,이촌1동,5250
2021,2,11170640,이촌2동,2644
2021,2,11170650,이태원1동,18613
2021,2,11170660,이태원2동,1046
2021,2,11110640,이화동,1800
2021,2,11305660,인수동,2941
2021,2,11620625,인헌동,1574
2021,2,11680730,일원1동,1836
2021,2,11215820,자양1동,10193
2021,2,11215830,자양2동,2299
2021,2,11215840,자양3동,1991
2021,2,11215847,자양4동,759
2021,2,11710670,잠실2동,3800
2021,2,11710680,잠실3동,30372
2021,2,11710690,잠실4동,2075
2021,2,11710710,잠실6동,53520
2021,2,11710650,잠실본동,10021
2021,2,11650540,잠원동,11785
2021,2,11230650,장안1동,9768
2021,2,11230660,장안2동,5233
2021,2,11290760,장위1동,547
2021,2,11290770,장위2동,686
2021,2,11290780,장위3동,221
2021,2,11710646,장지동,5323
2021,2,11140580,장충동,5479
2021,2,11230560,전농1동,873
2021,2,11230570,전농2동,1015
2021,2,11290620,정릉1동,526
2021,2,11290630,정릉2동,1094
2021,2,11290640,정릉3동,378
2021,2,11290650,정릉4동,863
2021,2,11230545,제기동,4704
2021,2,11620725,조원동,2942
2021,2,11110615,종로1?2?3?4가동,115053
2021,2,11110630,종로5?6가동,22084
2021,2,11290705,종암동,16164
2021,2,11350621,중계1동,950
2021,2,11350625,중계2?3동,1294
2021,2,11350624,중계4동,1121
2021,2,11350619,중계본동,904
2021,2,11215740,중곡1동,4132
2021,2,11215750,중곡2동,2348
2021,2,11215760,중곡3동,919
2021,2,11215770,중곡4동,3121
2021,2,11140680,중림동,3238
2021,2,11620615,중앙동,1264
2021,2,11260600,중화1동,1158
2021,2,11260610,중화2동,794
2021,2,11380640,증산동,2370
2021,2,11380690,진관동,539
2021,2,11320511,창1동,900
2021,2,11320512,창2동,1112
2021,2,11320513,창3동,589
2021,2,11320514,창4동,1631
2021,2,11320515,창5동,5138
2021,2,11110670,창신1동,1940
2021,2,11110680,창신2동,183
2021,2,11110690,창신3동,111
2021,2,11410520,천연동,1117
2021,2,11740600,천호1동,1785
2021,2,11740610,천호2동,2915
2021,2,11740620,천호3동,1293
2021,2,11140645,청구동,2028
2021,2,11680565,청담동,54369
2021,2,11230705,청량리동,2798
2021,2,11620595,청룡동,3071
2021,2,11620545,청림동,308
2021,2,11110515,청운효자동,6252
2021,2,11170555,청파동,3013
2021,2,11410565,충현동,12196
2021,2,11110560,평창동,11836
2021,2,11710510,풍납1동,1007
2021,2,11710520,풍납2동,473
2021,2,11140570,필동,13408
2021,2,11350611,하계1동,557
2021,2,11170625,한강로동,43804
2021,2,11170685,한남동,37600
2021,2,11440680,합정동,5238
2021,2,11200560,행당1동,1566
2021,2,11200570,행당2동,17
2021,2,11620575,행운동,2006
2021,2,11110650,혜화동,5345
2021,2,11410660,홍은1동,2582
2021,2,11410685,홍은2동,1579
2021,2,11410620,홍제1동,1864
2021,2,11410655,홍제2동,347
2021,2,11410640,홍제3동,857
2021,2,11500540,화곡1동,4355
2021,2,11500550,화곡2동,1371
2021,2,11500560,화곡3동,3555
2021,2,11500570,화곡4동,2169
2021,2,11500591,화곡6동,7642
2021,2,11500593,화곡8동,1592
2021,2,11500590,화곡본동,2358
2021,2,11215710,화양동,1232
2021,2,11140670,황학동,806
2021,2,11230710,회기동,131
2021,2,11140540,회현동,78140
2021,2,11170580,효창동,1167
2021,2,11170510,후암동,1731
2021,2,11230720,휘경1동,809
2021,2,11230730,휘경2동,1022
2021,2,11590605,흑석동,126
2021,3,11710631,가락1동,5873
2021,3,11710632,가락2동,6689
2021,3,11710620,가락본동,26146
2021,3,11530595,가리봉동,778
2021,3,11545510,가산동,92112
2021,3,11500603,가양1동,1652
2021,3,11500605,가양3동,260
2021,3,11110600,가회동,12809
2021,3,11380551,갈현1동,2245
2021,3,11380552,갈현2동,2987
2021,3,11740515,강일동,204
2021,3,11530740,개봉1동,2726
2021,3,11530750,개봉2동,7179
2021,3,11530760,개봉3동,1461
2021,3,11680660,개포1동,549
2021,3,11680670,개포2동,8495
2021,3,11680690,개포4동,6683
2021,3,11710531,거여1동,3043
2021,3,11710532,거여2동,1463
2021,3,11740550,고덕1동,802
2021,3,11740560,고덕2동,1104
2021,3,11530720,고척1동,2425
2021,3,11530730,고척2동,1674
2021,3,11440565,공덕동,9224
2021,3,11350595,공릉1동,4652
2021,3,11350600,공릉2동,1001
2021,3,11500620,공항동,5655
2021,3,11215810,광장동,6986
2021,3,11140590,광희동,59306
2021,3,11110580,교남동,725
2021,3,11530530,구로2동,11348
2021,3,11530540,구로3동,61322
2021,3,11530550,구로4동,1589
2021,3,11530560,구로5동,12514
2021,3,11380560,구산동,1383
2021,3,11215850,구의1동,3417
2021,3,11215860,구의2동,2121
2021,3,11215870,구의3동,8848
2021,3,11215730,군자동,1480
2021,3,11200590,금호1가동,1533
2021,3,11200615,금호2?3가동,394
2021,3,11200620,금호4가동,709
2021,3,11740685,길동,8361
2021,3,11290660,길음1동,4044
2021,3,11290685,길음2동,438
2021,3,11620585,낙성대동,5501
2021,3,11620775,난곡동,883
2021,3,11620715,난향동,430
2021,3,11410690,남가좌1동,1636
2021,3,11410700,남가좌2동,838
2021,3,11170530,남영동,16510
2021,3,11620630,남현동,3374
2021,3,11650660,내곡동,1029
2021,3,11590510,노량진1동,4359
2021,3,11590520,노량진2동,3919
2021,3,11380510,녹번동,2625
2021,3,11680521,논현1동,40917
2021,3,11680531,논현2동,51348
2021,3,11215780,능동,1455
2021,3,11140625,다산동,6479
2021,3,11230600,답십리1동,2039
2021,3,11230610,답십리2동,2849
2021,3,11560550,당산1동,7122
2021,3,11560560,당산2동,11854
2021,3,11560700,대림1동,1614
2021,3,11560710,대림2동,3511
2021,3,11560720,대림3동,5000
2021,3,11590660,대방동,8214
2021,3,11380570,대조동,2240
2021,3,11680600,대치1동,16887
2021,3,11680610,대치2동,93548
2021,3,11680630,대치4동,33644
2021,3,11620735,대학동,659
2021,3,11440600,대흥동,3932
2021,3,11680655,도곡1동,29536
2021,3,11680656,도곡2동,87366
2021,3,11560585,도림동,652
2021,3,11320521,도봉1동,1620
2021,3,11320522,도봉2동,815
2021,3,11440585,도화동,12792
2021,3,11545610,독산1동,11527
2021,3,11545620,독산2동,1495
2021,3,11545630,독산3동,3541
2021,3,11545640,독산4동,1481
2021,3,11290580,돈암1동,126
2021,3,11290590,돈암2동,433
2021,3,11290575,동선동,2026
2021,3,11140665,동화동,1168
2021,3,11740700,둔촌2동,2952
2021,3,11500520,등촌1동,5411
2021,3,11500530,등촌2동,2931
2021,3,11500535,등촌3동,13188
2021,3,11200540,마장동,6815
2021,3,11710540,마천1동,671
2021,3,11710550,마천2동,1374
2021,3,11260660,망우3동,371
2021,3,11260655,망우본동,1494
2021,3,11440690,망원1동,3131
2021,3,11440700,망원2동,4504
2021,3,11260520,면목2동,1106
2021,3,11260575,면목3?8동,1963
2021,3,11260540,면목4동,801
2021,3,11260550,면목5동,954
2021,3,11260570,면목7동,786
2021,3,11260565,면목본동,1210
2021,3,11140550,명동,122900
2021,3,11740530,명일1동,3976
2021,3,11740540,명일2동,2635
2021,3,11470510,목1동,14424
2021,3,11470520,목2동,3017
2021,3,11470530,목3동,1768
2021,3,11470540,목4동,1836
2021,3,11470550,목5동,15086
2021,3,11110570,무악동,431
2021,3,11260620,묵1동,967
2021,3,11260630,묵2동,1404
2021,3,11560605,문래동,56797
2021,3,11710641,문정1동,31815
2021,3,11710642,문정2동,37095
2021,3,11620765,미성동,2518
2021,3,11305535,미아동,984
2021,3,11650560,반포1동,7464
2021,3,11650570,반포2동,2283
2021,3,11650580,반포3동,2674
2021,3,11650581,반포4동,57270
2021,3,11650550,반포본동,11178
2021,3,11500611,발산1동,2494
2021,3,11650600,방배1동,15710
2021,3,11650610,방배2동,14220
2021,3,11650620,방배3동,15432
2021,3,11650621,방배4동,15577
2021,3,11650590,방배본동,23491
2021,3,11710561,방이1동,8038
2021,3,11710562,방이2동,40198
2021,3,11320690,방학1동,2999
2021,3,11320700,방학2동,793
2021,3,11320710,방학3동,1081
2021,3,11500630,방화1동,4389
2021,3,11500640,방화2동,2100
2021,3,11500641,방화3동,2437
2021,3,11305595,번1동,2157
2021,3,11305603,번2동,289
2021,3,11305608,번3동,226
2021,3,11170700,보광동,547
2021,3,11620525,보라매동,2155
2021,3,11290610,보문동,3466
2021,3,11110550,부암동,1712
2021,3,11410710,북가좌1동,351
2021,3,11410720,북가좌2동,1495
2021,3,11410555,북아현동,1257
2021,3,11380520,불광1동,1884
2021,3,11380530,불광2동,1998
2021,3,11200550,사근동,399
2021,3,11590620,사당1동,3709
2021,3,11590630,사당2동,2002
2021,3,11590640,사당3동,893
2021,3,11590650,사당4동,1203
2021,3,11590651,사당5동,1463
2021,3,11110530,사직동,45807
2021,3,11305575,삼각산동,296
2021,3,11290555,삼선동,4713
2021,3,11680580,삼성1동,169811
2021,3,11680590,삼성2동,57038
2021,3,11620745,삼성동,780
2021,3,11305534,삼양동,345
2021,3,11710610,삼전동,3629
2021,3,11110540,삼청동,3007
2021,3,11350720,상계10동,401
2021,3,11350630,상계1동,3668
2021,3,11350640,상계2동,2063
2021,3,11350665,상계3?4동,617
2021,3,11350670,상계5동,1096
2021,3,11350695,상계6?7동,3737
2021,3,11350700,상계8동,576
2021,3,11350710,상계9동,1126
2021,3,11590530,상도1동,3353
2021,3,11590540,상도2동,1019
2021,3,11590550,상도3동,966
2021,3,11590560,상도4동,1114
2021,3,11260580,상봉1동,1862
2021,3,11260590,상봉2동,4569
2021,3,11440740,상암동,11462
2021,3,11740520,상일동,1070
2021,3,11440655,서강동,3181
2021,3,11440660,서교동,26231
2021,3,11620665,서림동,1534
2021,3,11170690,서빙고동,6671
2021,3,11620645,서원동,2073
2021,3,11650510,서초1동,42533
2021,3,11650520,서초2동,60995
2021,3,11650530,서초3동,61450
2021,3,11650531,서초4동,33312
2021,3,11290810,석관동,2596
2021,3,11710600,석촌동,8142
2021,3,11740640,성내1동,13587
2021,3,11740650,성내2동,2250
2021,3,11740660,성내3동,4018
2021,3,11290525,성북동,19885
2021,3,11440720,성산1동,4809
2021,3,11440730,성산2동,2037
2021,3,11200650,성수1가1동,2307
2021,3,11200660,성수1가2동,5397
2021,3,11200670,성수2가1동,7627
2021,3,11200690,성수2가3동,22671
2021,3,11620565,성현동,1713
2021,3,11680700,세곡동,407
2021,3,11140520,소공동,93047
2021,3,11200720,송정동,862
2021,3,11305545,송중동,1341
2021,3,11305555,송천동,821
2021,3,11710580,송파1동,9835
2021,3,11710590,송파2동,5342
2021,3,11530790,수궁동,1741
2021,3,11380650,수색동,216
2021,3,11680750,수서동,18199
2021,3,11305615,수유1동,1155
2021,3,11305625,수유2동,1284
2021,3,11305635,수유3동,3062
2021,3,11110700,숭인1동,225
2021,3,11110710,숭인2동,1620
2021,3,11545670,시흥1동,4369
2021,3,11545680,시흥2동,978
2021,3,11545690,시흥3동,1826
2021,3,11545700,시흥4동,1242
2021,3,11545710,시흥5동,1300
2021,3,11560630,신길1동,2505
2021,3,11560650,신길3동,463
2021,3,11560660,신길4동,777
2021,3,11560670,신길5동,804
2021,3,11560680,신길6동,1857
2021,3,11560690,신길7동,2428
2021,3,11260680,신내1동,2084
2021,3,11260690,신내2동,686
2021,3,11140650,신당5동,742
2021,3,11140615,신당동,5257
2021,3,11590670,신대방1동,3834
2021,3,11590680,신대방2동,13567
2021,3,11530510,신도림동,9259
2021,3,11620695,신림동,1677
2021,3,11380631,신사1동,1272
2021,3,11380632,신사2동,1084
2021,3,11680510,신사동,26498
2021,3,11620685,신사동,3751
2021,3,11440630,신수동,2357
2021,3,11620655,신원동,569
2021,3,11470560,신월1동,2094
2021,3,11470570,신월2동,1607
2021,3,11470580,신월3동,1019
2021,3,11470590,신월4동,1334
2021,3,11470600,신월5동,1521
2021,3,11470610,신월6동,691
2021,3,11470611,신월7동,2522
2021,3,11470620,신정1동,7480
2021,3,11470630,신정2동,12667
2021,3,11470640,신정3동,2050
2021,3,11470650,신정4동,5168
2021,3,11470680,신정7동,298
2021,3,11410585,신촌동,1969
2021,3,11320660,쌍문1동,802
2021,3,11320670,쌍문2동,1004
2021,3,11320680,쌍문3동,1035
2021,3,11320681,쌍문4동,250
2021,3,11440555,아현동,5681
2021,3,11290600,안암동,2246
2021,3,11740570,암사1동,2488
2021,3,11740580,암사2동,2162
2021,3,11680545,압구정동,40086
2021,3,11140635,약수동,9774
2021,3,11650651,양재1동,26213
2021,3,11650652,양재2동,32728
2021,3,11560610,양평1동,8762
2021,3,11560620,양평2동,12555
2021,3,11560540,여의동,192171
2021,3,11680640,역삼1동,169130
2021,3,11680650,역삼2동,48471
2021,3,11380625,역촌동,3216
2021,3,11440710,연남동,2885
2021,3,11410615,연희동,7677
2021,3,11440610,염리동,2042
2021,3,11500510,염창동,2900
2021,3,11560535,영등포동,13330
2021,3,11560515,영등포본동,4165
2021,3,11710570,오금동,21745
2021,3,11530770,오류1동,3085
2021,3,11530780,오류2동,736
2021,3,11710566,오륜동,16273
2021,3,11200645,옥수동,2061
2021,3,11200520,왕십리2동,1035
2021,3,11200535,왕십리도선동,3164
2021,3,11440590,용강동,11032
2021,3,11200790,용답동,3201
2021,3,11170590,용문동,2558
2021,3,11170520,용산2가동,721
2021,3,11230536,용신동,19499
2021,3,11305645,우이동,1439
2021,3,11500615,우장산동,3267
2021,3,11170560,원효로1동,2817
2021,3,11170570,원효로2동,2867
2021,3,11350560,월계1동,1349
2021,3,11350570,월계2동,54
2021,3,11350580,월계3동,339
2021,3,11290715,월곡1동,1425
2021,3,11290725,월곡2동,2935
2021,3,11620605,은천동,1140
2021,3,11140605,을지로동,15804
2021,3,11200580,응봉동,368
2021,3,11380580,응암1동,2292
2021,3,11380590,응암2동,404
2021,3,11380600,응암3동,1475
2021,3,11230740,이문1동,915
2021,3,11230750,이문2동,247
2021,3,11170630,이촌1동,5250
2021,3,11170640,이촌2동,2644
2021,3,11170650,이태원1동,18613
2021,3,11170660,이태원2동,1046
2021,3,11110640,이화동,1800
2021,3,11305660,인수동,2941
2021,3,11620625,인헌동,1574
2021,3,11680730,일원1동,1836
2021,3,11215820,자양1동,10193
2021,3,11215830,자양2동,2299
2021,3,11215840,자양3동,1991
2021,3,11215847,자양4동,759
2021,3,11710670,잠실2동,3800
2021,3,11710680,잠실3동,30372
2021,3,11710690,잠실4동,2075
2021,3,11710710,잠실6동,53520
2021,3,11710650,잠실본동,10021
2021,3,11650540,잠원동,11785
2021,3,11230650,장안1동,9768
2021,3,11230660,장안2동,5233
2021,3,11290760,장위1동,547
2021,3,11290770,장위2동,686
2021,3,11290780,장위3동,221
2021,3,11710646,장지동,5323
2021,3,11140580,장충동,5479
2021,3,11230560,전농1동,873
2021,3,11230570,전농2동,1015
2021,3,11290620,정릉1동,526
2021,3,11290630,정릉2동,1094
2021,3,11290640,정릉3동,378
2021,3,11290650,정릉4동,863
2021,3,11230545,제기동,4704
2021,3,11620725,조원동,2942
2021,3,11110615,종로1?2?3?4가동,115053
2021,3,11110630,종로5?6가동,22084
2021,3,11290705,종암동,16164
2021,3,11350621,중계1동,950
2021,3,11350625,중계2?3동,1294
2021,3,11350624,중계4동,1121
2021,3,11350619,중계본동,904
2021,3,11215740,중곡1동,4132
2021,3,11215750,중곡2동,2348
2021,3,11215760,중곡3동,919
2021,3,11215770,중곡4동,3121
2021,3,11140680,중림동,3238
2021,3,11620615,중앙동,1264
2021,3,11260600,중화1동,1158
2021,3,11260610,중화2동,794
2021,3,11380640,증산동,2370
2021,3,11380690,진관동,539
2021,3,11320511,창1동,900
2021,3,11320512,창2동,1112
2021,3,11320513,창3동,589
2021,3,11320514,창4동,1631
2021,3,11320515,창5동,5138
2021,3,11110670,창신1동,1940
2021,3,11110680,창신2동,183
2021,3,11110690,창신3동,111
2021,3,11410520,천연동,1117
2021,3,11740600,천호1동,1785
2021,3,11740610,천호2동,2915
2021,3,11740620,천호3동,1293
2021,3,11140645,청구동,2028
2021,3,11680565,청담동,54369
2021,3,11230705,청량리동,2798
2021,3,11620595,청룡동,3071
2021,3,11620545,청림동,308
2021,3,11110515,청운효자동,6252
2021,3,11170555,청파동,3013
2021,3,11410565,충현동,12196
2021,3,11110560,평창동,11836
2021,3,11710510,풍납1동,1007
2021,3,11710520,풍납2동,473
2021,3,11140570,필동,13408
2021,3,11350611,하계1동,557
2021,3,11170625,한강로동,43804
2021,3,11170685,한남동,37600
2021,3,11440680,합정동,5238
2021,3,11200560,행당1동,1566
2021,3,11200570,행당2동,17
2021,3,11620575,행운동,2006
2021,3,11110650,혜화동,5345
2021,3,11410660,홍은1동,2582
2021,3,11410685,홍은2동,1579
2021,3,11410620,홍제1동,1864
2021,3,11410655,홍제2동,347
2021,3,11410640,홍제3동,857
2021,3,11500540,화곡1동,4355
2021,3,11500550,화곡2동,1371
2021,3,11500560,화곡3동,3555
2021,3,11500570,화곡4동,2169
2021,3,11500591,화곡6동,7642
2021,3,11500593,화곡8동,1592
2021,3,11500590,화곡본동,2358
2021,3,11215710,화양동,1232
2021,3,11140670,황학동,806
2021,3,11230710,회기동,131
2021,3,11140540,회현동,78140
2021,3,11170580,효창동,1167
2021,3,11170510,후암동,1731
2021,3,11230720,휘경1동,809
2021,3,11230730,휘경2동,1022
2021,3,11590605,흑석동,126
2021,4,11710631,가락1동,5833
2021,4,11710632,가락2동,7197
2021,4,11710620,가락본동,28995
2021,4,11530595,가리봉동,853
2021,4,11545510,가산동,92197
2021,4,11500603,가양1동,1970
2021,4,11500605,가양3동,344
2021,4,11110600,가회동,13017
2021,4,11380551,갈현1동,2156
2021,4,11380552,갈현2동,3042
2021,4,11740515,강일동,156
2021,4,11530740,개봉1동,9334
2021,4,11530750,개봉2동,8545
2021,4,11530760,개봉3동,1488
2021,4,11680660,개포1동,466
2021,4,11680670,개포2동,9957
2021,4,11680690,개포4동,7461
2021,4,11710531,거여1동,3417
2021,4,11710532,거여2동,1508
2021,4,11740550,고덕1동,799
2021,4,11740560,고덕2동,1034
2021,4,11530720,고척1동,2678
2021,4,11530730,고척2동,1686
2021,4,11440565,공덕동,10155
2021,4,11350595,공릉1동,7314
2021,4,11350600,공릉2동,1067
2021,4,11500620,공항동,5500
2021,4,11215810,광장동,7266
2021,4,11140590,광희동,58515
2021,4,11110580,교남동,846
2021,4,11530530,구로2동,11788
2021,4,11530540,구로3동,60830
2021,4,11530550,구로4동,1750
2021,4,11530560,구로5동,11842
2021,4,11380560,구산동,1741
2021,4,11215850,구의1동,3276
2021,4,11215860,구의2동,2079
2021,4,11215870,구의3동,9627
2021,4,11215730,군자동,1273
2021,4,11200590,금호1가동,1721
2021,4,11200615,금호2?3가동,373
2021,4,11200620,금호4가동,716
2021,4,11740685,길동,8563
2021,4,11290660,길음1동,4493
2021,4,11290685,길음2동,466
2021,4,11620585,낙성대동,5270
2021,4,11620775,난곡동,1030
2021,4,11620715,난향동,319
2021,4,11410690,남가좌1동,1684
2021,4,11410700,남가좌2동,970
2021,4,11170530,남영동,17331
2021,4,11620630,남현동,3481
2021,4,11650660,내곡동,1187
2021,4,11590510,노량진1동,3339
2021,4,11590520,노량진2동,4035
2021,4,11380510,녹번동,2163
2021,4,11680521,논현1동,40861
2021,4,11680531,논현2동,50355
2021,4,11215780,능동,1400
2021,4,11140625,다산동,6650
2021,4,11230600,답십리1동,2154
2021,4,11230610,답십리2동,2968
2021,4,11560550,당산1동,6841
2021,4,11560560,당산2동,11914
2021,4,11560700,대림1동,1513
2021,4,11560710,대림2동,3597
2021,4,11560720,대림3동,5117
2021,4,11590660,대방동,8638
2021,4,11380570,대조동,2133
2021,4,11680600,대치1동,18253
2021,4,11680610,대치2동,91102
2021,4,11680630,대치4동,31644
2021,4,11620735,대학동,608
2021,4,11440600,대흥동,3465
2021,4,11680655,도곡1동,29691
2021,4,11680656,도곡2동,95884
2021,4,11560585,도림동,654
2021,4,11320521,도봉1동,1591
2021,4,11320522,도봉2동,820
2021,4,11440585,도화동,12595
2021,4,11545610,독산1동,11210
2021,4,11545620,독산2동,1576
2021,4,11545630,독산3동,3389
2021,4,11545640,독산4동,1411
2021,4,11290580,돈암1동,151
2021,4,11290590,돈암2동,723
2021,4,11290575,동선동,1974
2021,4,11140665,동화동,1157
2021,4,11740700,둔촌2동,2597
2021,4,11500520,등촌1동,5353
2021,4,11500530,등촌2동,3208
2021,4,11500535,등촌3동,11934
2021,4,11200540,마장동,6750
2021,4,11710540,마천1동,666
2021,4,11710550,마천2동,1523
2021,4,11260660,망우3동,320
2021,4,11260655,망우본동,1514
2021,4,11440690,망원1동,2880
2021,4,11440700,망원2동,4460
2021,4,11260520,면목2동,1036
2021,4,11260575,면목3?8동,1762
2021,4,11260540,면목4동,818
2021,4,11260550,면목5동,1081
2021,4,11260570,면목7동,717
2021,4,11260565,면목본동,1074
2021,4,11140550,명동,124112
2021,4,11740530,명일1동,4140
2021,4,11740540,명일2동,2429
2021,4,11470510,목1동,15358
2021,4,11470520,목2동,3478
2021,4,11470530,목3동,2011
2021,4,11470540,목4동,2018
2021,4,11470550,목5동,15139
2021,4,11110570,무악동,519
2021,4,11260620,묵1동,977
2021,4,11260630,묵2동,1381
2021,4,11560605,문래동,56252
2021,4,11710641,문정1동,34806
2021,4,11710642,문정2동,36301
2021,4,11620765,미성동,2922
2021,4,11305535,미아동,1307
2021,4,11650560,반포1동,8126
2021,4,11650570,반포2동,2973
2021,4,11650580,반포3동,2930
2021,4,11650581,반포4동,56426
2021,4,11650550,반포본동,11741
2021,4,11500611,발산1동,4028
2021,4,11650600,방배1동,16153
2021,4,11650610,방배2동,16039
2021,4,11650620,방배3동,15415
2021,4,11650621,방배4동,15039
2021,4,11650590,방배본동,24123
2021,4,11710561,방이1동,8235
2021,4,11710562,방이2동,41991
2021,4,11320690,방학1동,3254
2021,4,11320700,방학2동,719
2021,4,11320710,방학3동,1084
2021,4,11500630,방화1동,4120
2021,4,11500640,방화2동,2178
2021,4,11500641,방화3동,2479
2021,4,11305595,번1동,2055
2021,4,11305603,번2동,340
2021,4,11305608,번3동,240
2021,4,11170700,보광동,510
2021,4,11620525,보라매동,2630
2021,4,11290610,보문동,3405
2021,4,11110550,부암동,1636
2021,4,11410710,북가좌1동,450
2021,4,11410720,북가좌2동,1369
2021,4,11410555,북아현동,1212
2021,4,11380520,불광1동,2024
2021,4,11380530,불광2동,4506
2021,4,11200550,사근동,350
2021,4,11590620,사당1동,3631
2021,4,11590630,사당2동,1925
2021,4,11590640,사당3동,920
2021,4,11590650,사당4동,1404
2021,4,11590651,사당5동,1687
2021,4,11110530,사직동,44521
2021,4,11305575,삼각산동,354
2021,4,11290555,삼선동,4526
2021,4,11680580,삼성1동,169509
2021,4,11680590,삼성2동,57932
2021,4,11620745,삼성동,910
2021,4,11305534,삼양동,288
2021,4,11710610,삼전동,3736
2021,4,11110540,삼청동,3999
2021,4,11350720,상계10동,357
2021,4,11350630,상계1동,3568
2021,4,11350640,상계2동,1909
2021,4,11350665,상계3?4동,716
2021,4,11350670,상계5동,1030
2021,4,11350695,상계6?7동,4587
2021,4,11350700,상계8동,761
2021,4,11350710,상계9동,1445
2021,4,11590530,상도1동,3332
2021,4,11590540,상도2동,1151
2021,4,11590550,상도3동,1093
2021,4,11590560,상도4동,1213
2021,4,11260580,상봉1동,1976
2021,4,11260590,상봉2동,4445
2021,4,11440740,상암동,11548
2021,4,11740520,상일동,1403
2021,4,11440655,서강동,3033
2021,4,11440660,서교동,26146
2021,4,11620665,서림동,1862
2021,4,11170690,서빙고동,7751
2021,4,11620645,서원동,2096
2021,4,11650510,서초1동,43719
2021,4,11650520,서초2동,59592
2021,4,11650530,서초3동,60960
2021,4,11650531,서초4동,34065
2021,4,11290810,석관동,2355
2021,4,11710600,석촌동,8871
2021,4,11740640,성내1동,10609
2021,4,11740650,성내2동,2005
2021,4,11740660,성내3동,4116
2021,4,11290525,성북동,18657
2021,4,11440720,성산1동,5214
2021,4,11440730,성산2동,2020
2021,4,11200650,성수1가1동,2080
2021,4,11200660,성수1가2동,5470
2021,4,11200670,성수2가1동,8111
2021,4,11200690,성수2가3동,22812
2021,4,11620565,성현동,1766
2021,4,11680700,세곡동,360
2021,4,11140520,소공동,93326
2021,4,11200720,송정동,896
2021,4,11305545,송중동,1276
2021,4,11305555,송천동,720
2021,4,11710580,송파1동,15471
2021,4,11710590,송파2동,6409
2021,4,11530790,수궁동,1801
2021,4,11380650,수색동,259
2021,4,11680750,수서동,17525
2021,4,11305615,수유1동,1076
2021,4,11305625,수유2동,1277
2021,4,11305635,수유3동,2985
2021,4,11110700,숭인1동,258
2021,4,11110710,숭인2동,1586
2021,4,11545670,시흥1동,4584
2021,4,11545680,시흥2동,954
2021,4,11545690,시흥3동,1638
2021,4,11545700,시흥4동,1307
2021,4,11545710,시흥5동,1501
2021,4,11560630,신길1동,2758
2021,4,11560650,신길3동,585
2021,4,11560660,신길4동,1041
2021,4,11560670,신길5동,974
2021,4,11560680,신길6동,1838
2021,4,11560690,신길7동,2622
2021,4,11260680,신내1동,1561
2021,4,11260690,신내2동,734
2021,4,11140650,신당5동,708
2021,4,11140615,신당동,5055
2021,4,11590670,신대방1동,3759
2021,4,11590680,신대방2동,13749
2021,4,11530510,신도림동,9297
2021,4,11620695,신림동,1587
2021,4,11380631,신사1동,1335
2021,4,11380632,신사2동,980
2021,4,11680510,신사동,26570
2021,4,11620685,신사동,3706
2021,4,11440630,신수동,2396
2021,4,11620655,신원동,540
2021,4,11470560,신월1동,2065
2021,4,11470570,신월2동,1863
2021,4,11470580,신월3동,1027
2021,4,11470590,신월4동,1264
2021,4,11470600,신월5동,1638
2021,4,11470610,신월6동,665
2021,4,11470611,신월7동,2510
2021,4,11470620,신정1동,8070
2021,4,11470630,신정2동,13393
2021,4,11470640,신정3동,2165
2021,4,11470650,신정4동,5292
2021,4,11470680,신정7동,229
2021,4,11410585,신촌동,1807
2021,4,11320660,쌍문1동,753
2021,4,11320670,쌍문2동,982
2021,4,11320680,쌍문3동,1010
2021,4,11320681,쌍문4동,314
2021,4,11440555,아현동,5614
2021,4,11290600,안암동,2171
2021,4,11740570,암사1동,2678
2021,4,11740580,암사2동,2007
2021,4,11680545,압구정동,39740
2021,4,11140635,약수동,10507
2021,4,11650651,양재1동,25679
2021,4,11650652,양재2동,34416
2021,4,11560610,양평1동,10467
2021,4,11560620,양평2동,12638
