연도,분기,행정동_코드,행정동_코드_명,점포_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2024,4,11410700,남가좌2동,1105,1267,35,37,162
2024,4,11410710,북가좌1동,412,466,11,23,54
2024,4,11410720,북가좌2동,1078,1199,26,28,121
2024,4,11440555,아현동,1281,1411,28,21,130
2024,4,11440565,공덕동,1780,1942,41,53,162
2024,4,11440585,도화동,1403,1559,39,34,156
2024,4,11440590,용강동,1608,1774,42,43,166
2024,4,11440600,대흥동,1309,1460,35,41,151
2024,4,11440610,염리동,682,767,14,20,85
2024,4,11440630,신수동,1020,1093,30,23,73
2024,4,11440655,서강동,1638,1782,43,59,144
2024,4,11440660,서교동,8249,8985,259,286,736
2024,4,11440680,합정동,1946,2092,51,52,146
2024,4,11440690,망원1동,1713,1822,61,37,109
2024,4,11440700,망원2동,1134,1221,31,33,87
2024,4,11440710,연남동,2316,2402,68,68,86
2024,4,11440720,성산1동,1111,1185,31,34,74
2024,4,11440730,성산2동,1413,1560,28,26,147
2024,4,11440740,상암동,1749,2095,52,46,346
2024,4,11470510,목1동,2620,2979,43,81,359
2024,4,11470520,목2동,985,1072,30,31,87
2024,4,11470530,목3동,1064,1156,26,36,92
2024,4,11470540,목4동,1128,1238,32,40,110
2024,4,11470550,목5동,1483,1670,28,42,187
2024,4,11470560,신월1동,1036,1108,24,32,72
2024,4,11470570,신월2동,637,689,18,11,52
2024,4,11470580,신월3동,502,552,13,11,50
2024,4,11470590,신월4동,667,733,13,22,66
2024,4,11470600,신월5동,575,631,17,20,56
2024,4,11470610,신월6동,510,563,10,14,53
2024,4,11470611,신월7동,664,714,16,10,50
2024,4,11470620,신정1동,1003,1111,25,40,108
2024,4,11470630,신정2동,918,1007,16,23,89
2024,4,11470640,신정3동,1046,1202,19,28,156
2024,4,11470650,신정4동,2429,2607,52,78,178
2024,4,11470670,신정6동,640,706,10,8,66
2024,4,11470680,신정7동,770,876,17,23,106
2024,4,11500510,염창동,1332,1529,39,33,197
2024,4,11500520,등촌1동,1387,1580,34,53,193
2024,4,11500530,등촌2동,521,584,15,21,63
2024,4,11500535,등촌3동,1838,2046,25,45,208
2024,4,11500540,화곡1동,2229,2464,76,100,235
2024,4,11500550,화곡2동,585,624,19,19,39
2024,4,11500560,화곡3동,962,1105,24,29,143
2024,4,11500570,화곡4동,1103,1201,33,35,98
2024,4,11500590,화곡본동,1100,1212,18,27,112
2024,4,11500591,화곡6동,1278,1438,43,54,160
2024,4,11500593,화곡8동,981,1092,33,39,111
2024,4,11500603,가양1동,4744,5339,162,168,595
2024,4,11500604,가양2동,404,454,3,14,50
2024,4,11500605,가양3동,341,372,2,9,31
2024,4,11500611,발산1동,3807,4135,117,96,328
2024,4,11500615,우장산동,1272,1417,26,45,145
2024,4,11500620,공항동,1324,1479,34,31,155
2024,4,11500630,방화1동,1888,2102,61,74,214
2024,4,11500640,방화2동,1499,1643,21,29,144
2024,4,11500641,방화3동,506,561,9,16,55
2024,4,11530510,신도림동,1740,1964,26,36,224
2024,4,11530520,구로1동,516,566,15,14,50
2024,4,11530530,구로2동,4872,4996,42,63,124
2024,4,11530540,구로3동,3586,4045,94,105,459
2024,4,11530550,구로4동,1597,1695,56,55,98
2024,4,11530560,구로5동,2651,2898,38,63,247
2024,4,11530595,가리봉동,768,794,22,22,26
2024,4,11530720,고척1동,1259,1424,35,60,165
2024,4,11530730,고척2동,1039,1128,23,33,89
2024,4,11530740,개봉1동,1198,1317,33,30,119
2024,4,11530750,개봉2동,734,838,17,23,104
2024,4,11530760,개봉3동,674,743,27,27,69
2024,4,11530770,오류1동,898,977,16,24,79
2024,4,11530780,오류2동,1000,1129,13,31,129
2024,4,11530790,수궁동,634,702,6,17,68
2024,4,11530800,항동,372,444,17,15,72
2024,4,11545510,가산동,8291,8989,161,201,698
2024,4,11545610,독산1동,2323,2602,46,80,279
2024,4,11545620,독산2동,695,775,12,19,80
2024,4,11545630,독산3동,1301,1397,36,36,96
2024,4,11545640,독산4동,623,688,16,25,65
2024,4,11545670,시흥1동,2081,2310,41,61,229
2024,4,11545680,시흥2동,373,413,11,8,40
2024,4,11545690,시흥3동,954,988,9,15,34
2024,4,11545700,시흥4동,450,483,9,11,33
2024,4,11545710,시흥5동,722,792,9,18,70
2024,4,11560515,영등포본동,1279,1400,35,41,121
2024,4,11560535,영등포동,3839,4248,90,96,409
2024,4,11560540,여의동,5256,5898,129,119,642
2024,4,11560550,당산1동,2540,2736,75,72,196
2024,4,11560560,당산2동,1791,2002,55,45,211
2024,4,11560585,도림동,718,773,14,21,55
2024,4,11560605,문래동,2743,2970,70,58,227
2024,4,11560610,양평1동,1248,1369,31,30,121
2024,4,11560620,양평2동,1466,1612,32,35,146
2024,4,11560630,신길1동,812,880,21,24,68
2024,4,11560650,신길3동,716,770,13,25,54
2024,4,11560660,신길4동,348,393,14,14,45
2024,4,11560670,신길5동,306,337,6,12,31
2024,4,11560680,신길6동,954,1047,23,21,93
2024,4,11560690,신길7동,504,566,15,13,62
2024,4,11560700,대림1동,733,814,15,20,81
2024,4,11560710,대림2동,1281,1335,29,50,54
2024,4,11560720,대림3동,1468,1554,43,55,86
2024,4,11590510,노량진1동,1427,1625,40,37,198
2024,4,11590520,노량진2동,1452,1511,22,40,59
2024,4,11590530,상도1동,1407,1629,36,46,222
2024,4,11590540,상도2동,1074,1204,28,28,130
2024,4,11590550,상도3동,734,805,12,18,71
2024,4,11590560,상도4동,737,812,8,20,75
2024,4,11590605,흑석동,1180,1350,35,29,170
2024,4,11590620,사당1동,1492,1630,40,40,138
2024,4,11590630,사당2동,1390,1557,33,55,167
2024,4,11590640,사당3동,707,772,12,20,65
2024,4,11590650,사당4동,527,584,12,17,57
2024,4,11590651,사당5동,358,397,11,9,39
2024,4,11590660,대방동,1336,1498,37,41,162
2024,4,11590670,신대방1동,814,883,21,21,69
2024,4,11590680,신대방2동,983,1128,22,30,145
2024,4,11620525,보라매동,1219,1323,16,32,104
2024,4,11620545,청림동,387,421,9,16,34
2024,4,11620565,성현동,594,649,6,14,55
2024,4,11620575,행운동,1263,1403,30,23,140
2024,4,11620585,낙성대동,1225,1402,39,56,177
2024,4,11620595,청룡동,1675,1907,43,58,232
2024,4,11620605,은천동,1210,1350,34,36,140
2024,4,11620615,중앙동,821,926,25,24,105
2024,4,11620625,인헌동,892,983,21,34,91
2024,4,11620630,남현동,787,886,14,29,99
2024,4,11620645,서원동,1126,1337,38,57,211
2024,4,11620655,신원동,702,757,13,20,55
2024,4,11620665,서림동,672,740,11,26,68
2024,4,11620685,신사동,1087,1189,31,47,102
2024,4,11620695,신림동,1597,1767,47,56,170
2024,4,11620715,난향동,310,333,9,7,23
2024,4,11620725,조원동,1243,1359,31,34,116
2024,4,11620735,대학동,1107,1252,27,36,145
2024,4,11620745,삼성동,583,604,4,13,21
2024,4,11620765,미성동,1031,1141,19,25,110
2024,4,11620775,난곡동,589,654,9,24,65
2024,4,11650510,서초1동,3032,3258,59,56,226
2024,4,11650520,서초2동,3843,4122,71,88,279
2024,4,11650530,서초3동,6876,7257,119,127,381
2024,4,11650531,서초4동,3166,3379,61,62,213
2024,4,11650540,잠원동,1836,1964,30,44,128
2024,4,11650550,반포본동,377,386,2,10,9
2024,4,11650560,반포1동,1706,1833,44,37,127
2024,4,11650570,반포2동,458,500,17,7,42
2024,4,11650580,반포3동,1115,1195,15,25,80
2024,4,11650581,반포4동,3125,3436,42,53,311
2024,4,11650590,방배본동,1317,1402,26,20,85
2024,4,11650600,방배1동,1326,1466,23,32,140
2024,4,11650610,방배2동,1367,1490,23,34,123
2024,4,11650620,방배3동,682,729,14,13,47
2024,4,11650621,방배4동,1815,1943,44,43,128
2024,4,11650651,양재1동,2750,3001,64,59,251
2024,4,11650652,양재2동,3455,3659,48,76,204
2024,4,11650660,내곡동,895,951,20,13,56
2024,4,11680510,신사동,4089,4355,95,104,266
2024,4,11680521,논현1동,4217,4512,109,137,295
2024,4,11680531,논현2동,4603,4952,112,114,349
2024,4,11680545,압구정동,4432,4664,121,102,232
2024,4,11680565,청담동,4463,4665,101,71,202
2024,4,11680580,삼성1동,3628,3921,62,66,293
2024,4,11680590,삼성2동,3041,3270,74,68,229
2024,4,11680600,대치1동,1050,1158,17,35,108
2024,4,11680610,대치2동,2984,3239,58,55,255
2024,4,11680630,대치4동,3797,4178,106,127,381
2024,4,11680640,역삼1동,11339,12263,267,268,924
2024,4,11680650,역삼2동,3137,3361,88,85,224
2024,4,11680655,도곡1동,1318,1437,41,31,119
2024,4,11680656,도곡2동,1531,1634,30,22,103
2024,4,11680660,개포1동,196,204,5,6,8
2024,4,11680670,개포2동,954,1050,30,17,96
2024,4,11680690,개포4동,1481,1584,34,52,103
2024,4,11680700,세곡동,1265,1429,28,39,164
2024,4,11680720,일원본동,424,471,7,7,47
2024,4,11680730,일원1동,691,782,18,21,91
2024,4,11680740,일원2동,434,466,4,7,32
2024,4,11680750,수서동,783,894,14,16,111
2024,4,11710510,풍납1동,445,477,9,10,32
2024,4,11710520,풍납2동,812,885,11,17,73
2024,4,11710531,거여1동,564,614,10,13,50
2024,4,11710532,거여2동,687,780,19,18,93
2024,4,11710540,마천1동,618,660,5,29,42
2024,4,11710550,마천2동,893,967,15,16,74
2024,4,11710561,방이1동,1158,1276,33,22,118
2024,4,11710562,방이2동,2560,2810,81,81,250
2024,4,11710566,오륜동,438,500,9,5,62
2024,4,11710570,오금동,1715,1837,44,47,122
2024,4,11710580,송파1동,1863,2032,52,50,169
2024,4,11710590,송파2동,823,918,27,29,95
2024,4,11710600,석촌동,2411,2649,63,79,238
2024,4,11710610,삼전동,1583,1758,47,42,175
2024,4,11710620,가락본동,2458,2692,66,87,234
2024,4,11710631,가락1동,3500,3574,31,34,74
2024,4,11710632,가락2동,1535,1678,40,41,143
2024,4,11710641,문정1동,1129,1218,33,44,89
2024,4,11710642,문정2동,5838,6316,106,145,478
2024,4,11710646,장지동,945,1040,17,18,95
2024,4,11710647,위례동,919,1100,43,37,181
2024,4,11710650,잠실본동,2783,3144,75,102,361
2024,4,11710670,잠실2동,855,958,12,17,103
2024,4,11710680,잠실3동,1613,1767,10,47,154
2024,4,11710690,잠실4동,348,394,2,6,46
2024,4,11710710,잠실6동,1710,1931,27,33,221
2024,4,11710720,잠실7동,188,198,1,3,10
2024,4,11740515,강일동,836,991,27,27,155
2024,4,11740520,상일동,874,982,25,30,108
2024,4,11740530,명일1동,1551,1710,35,64,159
2024,4,11740540,명일2동,1007,1152,29,33,145
2024,4,11740550,고덕1동,554,628,10,15,74
2024,4,11740560,고덕2동,853,988,35,36,135
2024,4,11740570,암사1동,1292,1415,35,40,123
2024,4,11740580,암사2동,638,713,11,17,75
2024,4,11740590,암사3동,543,596,12,13,53
2024,4,11740600,천호1동,1073,1183,25,32,110
2024,4,11740610,천호2동,2992,3270,55,89,278
2024,4,11740620,천호3동,1438,1580,27,44,142
2024,4,11740640,성내1동,1244,1367,22,27,123
2024,4,11740650,성내2동,1424,1549,37,42,125
2024,4,11740660,성내3동,1903,2070,54,66,167
2024,4,11740685,길동,2829,3103,70,81,274
2024,4,11740690,둔촌1동,28,32,6,0,4
2024,4,11740700,둔촌2동,1081,1165,20,23,84
2025,1,11110515,청운효자동,907,935,16,22,28
2025,1,11110530,사직동,2649,2856,56,68,207
2025,1,11110540,삼청동,705,750,15,19,45
2025,1,11110550,부암동,438,468,11,11,30
2025,1,11110560,평창동,628,669,2,18,41
2025,1,11110570,무악동,167,187,3,9,20
2025,1,11110580,교남동,306,381,5,14,75
2025,1,11110600,가회동,615,658,18,14,43
2025,1,11110615,종로1?2?3?4가동,9922,10445,134,212,523
2025,1,11110630,종로5?6가동,1884,1982,33,54,98
2025,1,11110640,이화동,673,809,16,18,136
2025,1,11110650,혜화동,1343,1543,31,40,200
2025,1,11110670,창신1동,1563,1611,15,56,48
2025,1,11110680,창신2동,357,377,6,12,20
2025,1,11110690,창신3동,165,180,3,10,15
2025,1,11110700,숭인1동,259,286,4,6,27
2025,1,11110710,숭인2동,833,908,14,28,75
2025,1,11140520,소공동,2752,3004,33,67,252
2025,1,11140540,회현동,4781,5014,46,120,233
2025,1,11140550,명동,4242,4745,75,95,503
2025,1,11140570,필동,1144,1274,31,24,130
2025,1,11140580,장충동,495,533,8,11,38
2025,1,11140590,광희동,5011,5248,52,110,237
2025,1,11140605,을지로동,2856,2985,44,57,129
2025,1,11140615,신당동,10604,10726,37,284,122
2025,1,11140625,다산동,813,888,14,25,75
2025,1,11140635,약수동,641,699,16,17,58
2025,1,11140645,청구동,476,506,4,23,30
2025,1,11140650,신당5동,715,772,10,14,57
2025,1,11140665,동화동,522,560,8,15,38
2025,1,11140670,황학동,1325,1413,21,30,88
2025,1,11140680,중림동,642,708,6,18,66
2025,1,11170510,후암동,818,875,14,21,57
2025,1,11170520,용산2가동,588,633,18,28,45
2025,1,11170530,남영동,1188,1359,25,38,171
2025,1,11170555,청파동,1175,1338,24,34,163
2025,1,11170560,원효로1동,1574,1655,18,46,81
2025,1,11170570,원효로2동,861,915,12,22,54
2025,1,11170580,효창동,329,358,6,8,29
2025,1,11170590,용문동,526,572,9,20,46
2025,1,11170625,한강로동,4916,5255,67,121,339
2025,1,11170630,이촌1동,753,818,7,34,65
2025,1,11170640,이촌2동,287,307,6,17,20
2025,1,11170650,이태원1동,1570,1663,28,41,93
2025,1,11170660,이태원2동,829,865,18,20,36
2025,1,11170685,한남동,2285,2409,48,70,124
2025,1,11170690,서빙고동,353,381,4,7,28
2025,1,11170700,보광동,582,614,3,28,32
2025,1,11200520,왕십리2동,546,603,16,18,57
2025,1,11200535,왕십리도선동,1786,1975,38,66,189
2025,1,11200540,마장동,2275,2329,13,45,54
2025,1,11200550,사근동,698,859,21,31,161
2025,1,11200560,행당1동,1100,1247,20,41,147
2025,1,11200570,행당2동,504,574,14,13,70
2025,1,11200580,응봉동,268,290,4,7,22
2025,1,11200590,금호1가동,424,464,9,23,40
2025,1,11200615,금호2?3가동,821,907,10,27,86
2025,1,11200620,금호4가동,537,596,8,18,59
2025,1,11200645,옥수동,816,903,12,21,87
2025,1,11200650,성수1가1동,1102,1181,21,41,79
2025,1,11200660,성수1가2동,2063,2199,51,55,136
2025,1,11200670,성수2가1동,1528,1620,30,33,92
2025,1,11200690,성수2가3동,3090,3302,78,93,212
2025,1,11200720,송정동,468,483,13,16,15
2025,1,11200790,용답동,1171,1240,12,25,69
2025,1,11215710,화양동,2119,2468,58,94,349
2025,1,11215730,군자동,1271,1422,32,55,151
2025,1,11215740,중곡1동,1179,1250,21,34,71
2025,1,11215750,중곡2동,1168,1254,21,39,86
2025,1,11215760,중곡3동,802,888,13,37,86
2025,1,11215770,중곡4동,1007,1090,22,37,83
2025,1,11215780,능동,629,706,9,19,77
2025,1,11215810,광장동,1042,1159,27,46,117
2025,1,11215820,자양1동,1234,1359,26,39,125
2025,1,11215830,자양2동,993,1078,17,39,85
2025,1,11215840,자양3동,1225,1371,15,43,146
2025,1,11215847,자양4동,1477,1589,27,51,112
2025,1,11215850,구의1동,1404,1536,29,32,132
2025,1,11215860,구의2동,951,1049,22,44,98
2025,1,11215870,구의3동,2256,2474,37,78,218
2025,1,11230536,용신동,2629,2846,42,75,217
2025,1,11230545,제기동,3081,3158,52,68,77
2025,1,11230560,전농1동,1950,2167,55,48,217
2025,1,11230570,전농2동,597,679,7,20,82
2025,1,11230600,답십리1동,1146,1272,18,43,126
2025,1,11230610,답십리2동,1620,1703,20,43,83
2025,1,11230650,장안1동,2615,2851,54,85,236
2025,1,11230660,장안2동,1973,2220,52,56,247
2025,1,11230705,청량리동,1117,1179,20,26,62
2025,1,11230710,회기동,912,1051,29,46,139
2025,1,11230720,휘경1동,687,763,14,52,76
2025,1,11230730,휘경2동,562,629,10,30,67
2025,1,11230740,이문1동,885,1017,54,60,132
2025,1,11230750,이문2동,456,494,15,27,38
2025,1,11260520,면목2동,1071,1140,15,44,69
2025,1,11260540,면목4동,559,603,12,25,44
2025,1,11260550,면목5동,444,484,8,20,40
2025,1,11260565,면목본동,1583,1696,21,57,113
2025,1,11260570,면목7동,936,1004,22,42,68
2025,1,11260575,면목3?8동,1317,1443,35,58,126
2025,1,11260580,상봉1동,830,931,25,29,101
2025,1,11260590,상봉2동,1645,1822,43,63,177
2025,1,11260600,중화1동,617,669,12,21,52
2025,1,11260610,중화2동,1214,1316,27,50,102
2025,1,11260620,묵1동,1040,1158,13,38,118
2025,1,11260630,묵2동,913,979,21,40,66
2025,1,11260655,망우본동,1917,2132,55,60,215
2025,1,11260660,망우3동,521,561,9,17,40
2025,1,11260680,신내1동,1229,1393,26,40,164
2025,1,11260690,신내2동,703,795,15,31,92
2025,1,11290525,성북동,988,1047,17,38,59
2025,1,11290555,삼선동,1456,1572,27,35,116
2025,1,11290575,동선동,1713,1966,54,57,253
2025,1,11290580,돈암1동,355,377,4,11,22
2025,1,11290590,돈암2동,439,482,8,21,43
2025,1,11290600,안암동,996,1210,35,32,214
2025,1,11290610,보문동,721,776,17,28,55
2025,1,11290620,정릉1동,544,598,7,13,54
2025,1,11290630,정릉2동,637,710,14,24,73
2025,1,11290640,정릉3동,489,533,11,11,44
2025,1,11290650,정릉4동,632,701,7,26,69
2025,1,11290660,길음1동,909,1040,21,31,131
2025,1,11290685,길음2동,1100,1212,21,39,112
2025,1,11290705,종암동,1280,1430,29,41,150
2025,1,11290715,월곡1동,841,940,27,37,99
2025,1,11290725,월곡2동,989,1131,23,42,142
2025,1,11290760,장위1동,661,723,11,18,62
2025,1,11290770,장위2동,669,706,6,21,37
2025,1,11290780,장위3동,389,443,5,11,54
2025,1,11290810,석관동,1310,1452,23,55,142
2025,1,11305534,삼양동,635,699,17,27,64
2025,1,11305535,미아동,1175,1289,27,46,114
2025,1,11305545,송중동,1606,1800,36,53,194
2025,1,11305555,송천동,1225,1339,19,58,114
2025,1,11305575,삼각산동,703,791,10,30,88
2025,1,11305595,번1동,1249,1373,34,45,124
2025,1,11305603,번2동,311,333,0,12,22
2025,1,11305608,번3동,365,410,7,15,45
2025,1,11305615,수유1동,1003,1070,14,37,67
2025,1,11305625,수유2동,844,907,15,29,63
2025,1,11305635,수유3동,1998,2225,49,75,227
2025,1,11305645,우이동,776,841,23,36,65
2025,1,11305660,인수동,952,1029,17,36,77
2025,1,11320511,창1동,731,808,18,28,77
2025,1,11320512,창2동,859,923,23,29,64
2025,1,11320513,창3동,572,622,14,23,50
2025,1,11320514,창4동,917,1035,26,43,118
2025,1,11320515,창5동,1299,1446,112,53,147
2025,1,11320521,도봉1동,1027,1130,23,34,103
2025,1,11320522,도봉2동,896,955,18,24,59
2025,1,11320660,쌍문1동,517,572,11,15,55
2025,1,11320670,쌍문2동,873,966,25,24,93
2025,1,11320680,쌍문3동,706,779,8,27,73
2025,1,11320681,쌍문4동,418,468,7,18,50
2025,1,11320690,방학1동,1605,1811,34,49,206
2025,1,11320700,방학2동,725,773,14,35,48
2025,1,11320710,방학3동,490,543,7,16,53
2025,1,11350560,월계1동,916,1062,19,23,146
2025,1,11350570,월계2동,468,521,12,20,53
2025,1,11350580,월계3동,596,681,8,12,85
2025,1,11350595,공릉1동,2052,2289,50,75,237
2025,1,11350600,공릉2동,1303,1519,35,53,216
2025,1,11350611,하계1동,728,824,14,48,96
2025,1,11350612,하계2동,281,309,7,12,28
2025,1,11350619,중계본동,1107,1211,18,35,104
2025,1,11350621,중계1동,849,991,21,33,142
2025,1,11350624,중계4동,791,882,15,32,91
2025,1,11350625,중계2?3동,1069,1195,9,37,126
2025,1,11350630,상계1동,1316,1478,29,47,162
2025,1,11350640,상계2동,2447,2703,49,86,256
2025,1,11350665,상계3?4동,868,920,7,26,52
2025,1,11350670,상계5동,1203,1283,29,64,80
2025,1,11350695,상계6?7동,1454,1651,30,58,197
2025,1,11350700,상계8동,382,425,6,15,43
2025,1,11350710,상계9동,426,472,7,16,46
2025,1,11350720,상계10동,351,388,11,16,37
2025,1,11380510,녹번동,1247,1372,27,51,125
2025,1,11380520,불광1동,1198,1332,18,32,134
2025,1,11380530,불광2동,1035,1095,17,36,60
2025,1,11380551,갈현1동,1087,1200,23,61,113
2025,1,11380552,갈현2동,1299,1440,38,58,141
2025,1,11380560,구산동,805,877,12,30,72
2025,1,11380570,대조동,2081,2278,34,82,197
2025,1,11380580,응암1동,1359,1550,25,65,191
2025,1,11380590,응암2동,633,693,15,30,60
2025,1,11380600,응암3동,1408,1534,25,52,126
2025,1,11380625,역촌동,1832,2029,40,61,197
2025,1,11380631,신사1동,904,1003,20,42,99
2025,1,11380632,신사2동,531,569,8,26,38
2025,1,11380640,증산동,612,665,16,21,53
2025,1,11380650,수색동,453,504,8,18,51
2025,1,11380690,진관동,1843,2142,39,61,299
2025,1,11410520,천연동,570,628,8,14,58
2025,1,11410555,북아현동,613,681,10,19,68
2025,1,11410565,충현동,1114,1227,20,33,113
2025,1,11410585,신촌동,3288,3780,63,141,492
2025,1,11410615,연희동,1859,1992,45,65,133
2025,1,11410620,홍제1동,685,776,12,28,91
2025,1,11410640,홍제3동,798,873,19,33,75
2025,1,11410655,홍제2동,410,455,10,18,45
2025,1,11410660,홍은1동,675,731,10,22,56
2025,1,11410685,홍은2동,803,903,12,32,100
2025,1,11410690,남가좌1동,559,632,9,13,73
2025,1,11410700,남가좌2동,1082,1245,16,35,163
2025,1,11410710,북가좌1동,407,460,12,19,53
2025,1,11410720,북가좌2동,1056,1176,22,46,120
2025,1,11440555,아현동,1262,1393,25,43,131
2025,1,11440565,공덕동,1766,1925,31,48,159
2025,1,11440585,도화동,1386,1540,27,46,154
2025,1,11440590,용강동,1588,1746,21,50,158
2025,1,11440600,대흥동,1296,1444,26,41,148
2025,1,11440610,염리동,676,761,20,23,85
2025,1,11440630,신수동,1010,1081,30,40,71
2025,1,11440655,서강동,1601,1751,36,66,150
2025,1,11440660,서교동,8133,8870,233,339,737
2025,1,11440680,합정동,1932,2075,43,57,143
2025,1,11440690,망원1동,1683,1794,40,68,111
2025,1,11440700,망원2동,1123,1209,19,31,86
2025,1,11440710,연남동,2300,2385,82,95,85
2025,1,11440720,성산1동,1084,1157,21,46,73
2025,1,11440730,성산2동,1401,1547,30,43,146
2025,1,11440740,상암동,1737,2080,57,74,343
2025,1,11470510,목1동,2586,2942,38,74,356
2025,1,11470520,목2동,960,1049,12,33,89
2025,1,11470530,목3동,1052,1144,24,34,92
2025,1,11470540,목4동,1111,1219,22,40,108
2025,1,11470550,목5동,1471,1659,33,45,188
2025,1,11470560,신월1동,1031,1102,18,24,71
2025,1,11470570,신월2동,629,681,8,15,52
2025,1,11470580,신월3동,502,556,22,16,54
2025,1,11470590,신월4동,666,732,10,10,66
2025,1,11470600,신월5동,559,612,12,29,53
2025,1,11470610,신월6동,496,551,12,24,55
2025,1,11470611,신월7동,661,707,12,19,46
2025,1,11470620,신정1동,1002,1107,26,31,105
2025,1,11470630,신정2동,914,1004,17,21,90
2025,1,11470640,신정3동,1027,1183,21,40,156
2025,1,11470650,신정4동,2385,2559,59,108,174
2025,1,11470670,신정6동,635,700,19,25,65
2025,1,11470680,신정7동,757,862,10,25,105
2025,1,11500510,염창동,1314,1501,33,60,187
2025,1,11500520,등촌1동,1370,1560,29,47,190
2025,1,11500530,등촌2동,507,566,9,27,59
2025,1,11500535,등촌3동,1806,2012,32,65,206
2025,1,11500540,화곡1동,2176,2407,49,106,231
2025,1,11500550,화곡2동,572,611,12,25,39
2025,1,11500560,화곡3동,951,1094,24,35,143
2025,1,11500570,화곡4동,1085,1183,30,47,98
2025,1,11500590,화곡본동,1086,1199,23,36,113
2025,1,11500591,화곡6동,1257,1415,33,56,158
2025,1,11500593,화곡8동,965,1075,23,40,110
2025,1,11500603,가양1동,4665,5254,128,216,589
2025,1,11500604,가양2동,405,453,8,9,48
2025,1,11500605,가양3동,332,363,3,12,31
2025,1,11500611,발산1동,3750,4066,88,151,316
2025,1,11500615,우장산동,1265,1413,36,39,148
2025,1,11500620,공항동,1302,1452,29,53,150
2025,1,11500630,방화1동,1869,2091,57,67,222
2025,1,11500640,방화2동,1462,1605,20,58,143
2025,1,11500641,방화3동,498,550,9,20,52
2025,1,11530510,신도림동,1729,1951,32,45,222
2025,1,11530520,구로1동,512,562,7,11,50
2025,1,11530530,구로2동,4809,4930,30,93,121
2025,1,11530540,구로3동,3510,3956,60,144,446
2025,1,11530550,구로4동,1570,1664,23,54,94
2025,1,11530560,구로5동,2608,2854,28,72,246
2025,1,11530595,가리봉동,741,765,10,37,24
2025,1,11530720,고척1동,1255,1414,33,43,159
2025,1,11530730,고척2동,1027,1115,20,33,88
2025,1,11530740,개봉1동,1189,1308,25,34,119
2025,1,11530750,개봉2동,731,842,31,27,111
2025,1,11530760,개봉3동,659,730,14,26,71
2025,1,11530770,오류1동,879,958,11,30,79
2025,1,11530780,오류2동,979,1106,18,41,127
2025,1,11530790,수궁동,628,696,11,17,68
2025,1,11530800,항동,363,433,6,16,70
2025,1,11545510,가산동,8131,8827,113,266,696
2025,1,11545610,독산1동,2295,2564,41,77,269
2025,1,11545620,독산2동,687,767,11,19,80
2025,1,11545630,독산3동,1275,1368,29,54,93
2025,1,11545640,독산4동,616,681,10,17,65
2025,1,11545670,시흥1동,2056,2282,46,70,226
2025,1,11545680,시흥2동,364,403,8,18,39
2025,1,11545690,시흥3동,947,982,8,13,35
2025,1,11545700,시흥4동,435,468,9,24,33
2025,1,11545710,시흥5동,709,783,24,31,74
2025,1,11560515,영등포본동,1253,1374,9,33,121
2025,1,11560535,영등포동,3793,4204,63,106,411
2025,1,11560540,여의동,5200,5833,100,162,633
2025,1,11560550,당산1동,2477,2676,49,106,199
2025,1,11560560,당산2동,1776,1985,37,53,209
2025,1,11560585,도림동,705,760,16,27,55
2025,1,11560605,문래동,2701,2931,49,86,230
2025,1,11560610,양평1동,1233,1349,28,44,116
2025,1,11560620,양평2동,1450,1597,31,46,147
2025,1,11560630,신길1동,807,876,18,24,69
2025,1,11560650,신길3동,711,764,11,17,53
2025,1,11560660,신길4동,343,386,3,10,43
2025,1,11560670,신길5동,302,334,10,12,32
2025,1,11560680,신길6동,956,1053,30,23,97
2025,1,11560690,신길7동,482,542,6,30,60
2025,1,11560700,대림1동,724,802,22,34,78
2025,1,11560710,대림2동,1246,1302,35,68,56
2025,1,11560720,대림3동,1452,1536,24,36,84
2025,1,11590510,노량진1동,1389,1582,30,73,193
2025,1,11590520,노량진2동,1425,1484,16,41,59
2025,1,11590530,상도1동,1384,1604,40,65,220
2025,1,11590540,상도2동,1049,1179,13,38,130
2025,1,11590550,상도3동,727,798,9,16,71
2025,1,11590560,상도4동,730,804,9,17,74
2025,1,11590605,흑석동,1166,1336,21,35,170
2025,1,11590620,사당1동,1480,1623,39,45,143
2025,1,11590630,사당2동,1369,1533,30,54,164
2025,1,11590640,사당3동,684,749,8,30,65
2025,1,11590650,사당4동,521,577,10,16,56
2025,1,11590651,사당5동,353,395,6,8,42
2025,1,11590660,대방동,1305,1462,20,56,157
2025,1,11590670,신대방1동,816,884,18,17,68
2025,1,11590680,신대방2동,966,1107,14,33,141
2025,1,11620525,보라매동,1192,1292,21,50,100
2025,1,11620545,청림동,377,409,10,22,32
2025,1,11620565,성현동,583,639,14,24,56
2025,1,11620575,행운동,1238,1379,25,49,141
2025,1,11620585,낙성대동,1211,1387,30,45,176
2025,1,11620595,청룡동,1656,1882,37,60,226
2025,1,11620605,은천동,1186,1327,35,59,141
2025,1,11620615,중앙동,809,915,16,27,106
2025,1,11620625,인헌동,875,967,19,33,92
2025,1,11620630,남현동,757,853,9,32,96
2025,1,11620645,서원동,1106,1314,30,52,208
2025,1,11620655,신원동,693,747,16,26,54
