연도,분기,행정동_코드,행정동_코드_명,점포_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2020,4,11500550,화곡2동,585,619,26,13,34
2020,4,11500560,화곡3동,878,1008,37,37,130
2020,4,11500570,화곡4동,1051,1150,51,25,99
2020,4,11500590,화곡본동,1104,1206,44,27,102
2020,4,11500591,화곡6동,1219,1362,56,34,143
2020,4,11500593,화곡8동,976,1061,40,27,85
2020,4,11500603,가양1동,3939,4495,277,137,556
2020,4,11500604,가양2동,388,439,12,12,51
2020,4,11500605,가양3동,341,387,9,8,46
2020,4,11500611,발산1동,2975,3228,158,62,253
2020,4,11500615,우장산동,1264,1395,58,41,131
2020,4,11500620,공항동,1246,1386,37,46,140
2020,4,11500630,방화1동,1762,1977,72,48,215
2020,4,11500640,방화2동,1493,1644,58,50,151
2020,4,11500641,방화3동,495,549,16,9,54
2020,4,11530510,신도림동,1603,1818,56,35,215
2020,4,11530520,구로1동,488,547,4,17,59
2020,4,11530530,구로2동,4928,5058,96,91,130
2020,4,11530540,구로3동,3419,3857,171,105,438
2020,4,11530550,구로4동,1562,1658,70,39,96
2020,4,11530560,구로5동,2601,2836,77,85,235
2020,4,11530595,가리봉동,799,826,33,20,27
2020,4,11530720,고척1동,1171,1321,40,30,150
2020,4,11530730,고척2동,983,1055,36,22,72
2020,4,11530740,개봉1동,1212,1335,60,32,123
2020,4,11530750,개봉2동,756,851,26,17,95
2020,4,11530760,개봉3동,667,734,23,14,67
2020,4,11530770,오류1동,858,933,35,28,75
2020,4,11530780,오류2동,973,1089,39,31,116
2020,4,11530790,수궁동,689,747,31,18,58
2020,4,11530800,항동,198,234,17,7,36
2020,4,11545510,가산동,7095,7669,281,165,574
2020,4,11545610,독산1동,2243,2485,86,76,242
2020,4,11545620,독산2동,698,758,25,24,60
2020,4,11545630,독산3동,1291,1378,66,38,87
2020,4,11545640,독산4동,629,692,27,17,63
2020,4,11545670,시흥1동,2008,2227,74,74,219
2020,4,11545680,시흥2동,374,409,17,8,35
2020,4,11545690,시흥3동,997,1031,20,19,34
2020,4,11545700,시흥4동,449,485,10,16,36
2020,4,11545710,시흥5동,746,819,24,12,73
2020,4,11560515,영등포본동,1353,1486,49,66,133
2020,4,11560535,영등포동,3786,4178,112,90,392
2020,4,11560540,여의동,4708,5295,162,121,587
2020,4,11560550,당산1동,2259,2415,96,68,156
2020,4,11560560,당산2동,1621,1825,71,41,204
2020,4,11560585,도림동,676,717,28,20,41
2020,4,11560605,문래동,2461,2693,102,68,232
2020,4,11560610,양평1동,1152,1255,50,36,103
2020,4,11560620,양평2동,1379,1510,44,39,131
2020,4,11560630,신길1동,832,902,48,22,70
2020,4,11560650,신길3동,691,743,37,26,52
2020,4,11560660,신길4동,307,343,33,16,36
2020,4,11560670,신길5동,301,335,21,16,34
2020,4,11560680,신길6동,920,999,36,23,79
2020,4,11560690,신길7동,488,545,25,18,57
2020,4,11560700,대림1동,737,806,31,24,69
2020,4,11560710,대림2동,1189,1239,65,44,50
2020,4,11560720,대림3동,1489,1572,59,49,83
2020,4,11590510,노량진1동,1455,1670,48,43,215
2020,4,11590520,노량진2동,1593,1652,36,31,59
2020,4,11590530,상도1동,1334,1566,67,32,232
2020,4,11590540,상도2동,1085,1212,60,34,127
2020,4,11590550,상도3동,718,778,24,17,60
2020,4,11590560,상도4동,720,807,41,25,87
2020,4,11590605,흑석동,1189,1358,47,41,169
2020,4,11590620,사당1동,1366,1496,62,41,130
2020,4,11590630,사당2동,1370,1538,53,36,168
2020,4,11590640,사당3동,672,740,26,20,68
2020,4,11590650,사당4동,501,554,17,13,53
2020,4,11590651,사당5동,323,361,4,6,38
2020,4,11590660,대방동,1305,1469,56,39,164
2020,4,11590670,신대방1동,782,845,31,29,63
2020,4,11590680,신대방2동,875,1004,30,24,129
2020,4,11620525,보라매동,1206,1310,50,45,104
2020,4,11620545,청림동,376,411,23,17,35
2020,4,11620565,성현동,570,621,28,22,51
2020,4,11620575,행운동,1182,1314,70,43,132
2020,4,11620585,낙성대동,1089,1262,57,46,173
2020,4,11620595,청룡동,1620,1825,108,65,205
2020,4,11620605,은천동,1118,1241,50,38,123
2020,4,11620615,중앙동,791,894,25,23,103
2020,4,11620625,인헌동,872,961,42,28,89
2020,4,11620630,남현동,725,825,38,22,100
2020,4,11620645,서원동,1064,1265,47,52,201
2020,4,11620655,신원동,700,741,36,19,41
2020,4,11620665,서림동,680,744,27,24,64
2020,4,11620685,신사동,1073,1171,59,38,98
2020,4,11620695,신림동,1575,1746,81,63,171
2020,4,11620715,난향동,286,307,21,7,21
2020,4,11620725,조원동,1200,1295,58,37,95
2020,4,11620735,대학동,1133,1274,50,32,141
2020,4,11620745,삼성동,650,671,21,16,21
2020,4,11620765,미성동,1056,1162,59,39,106
2020,4,11620775,난곡동,589,655,24,12,66
2020,4,11650510,서초1동,2821,3028,94,56,207
2020,4,11650520,서초2동,3440,3676,156,81,236
2020,4,11650530,서초3동,6451,6817,244,144,366
2020,4,11650531,서초4동,2954,3204,93,66,250
2020,4,11650540,잠원동,1859,1985,62,62,126
2020,4,11650550,반포본동,567,606,12,11,39
2020,4,11650560,반포1동,1554,1686,42,39,132
2020,4,11650570,반포2동,343,365,3,6,22
2020,4,11650580,반포3동,1105,1188,42,26,83
2020,4,11650581,반포4동,3086,3374,78,81,288
2020,4,11650590,방배본동,1300,1393,25,31,93
2020,4,11650600,방배1동,1182,1323,35,45,141
2020,4,11650610,방배2동,1297,1420,54,31,123
2020,4,11650620,방배3동,693,747,19,14,54
2020,4,11650621,방배4동,1742,1852,53,43,110
2020,4,11650651,양재1동,2511,2742,82,60,231
2020,4,11650652,양재2동,3376,3585,87,70,209
2020,4,11650660,내곡동,880,918,21,17,38
2020,4,11680510,신사동,3688,3982,107,115,294
2020,4,11680521,논현1동,4012,4313,169,116,301
2020,4,11680531,논현2동,4146,4494,171,104,348
2020,4,11680545,압구정동,3926,4153,144,90,227
2020,4,11680565,청담동,4143,4339,147,101,196
2020,4,11680580,삼성1동,3332,3629,121,75,297
2020,4,11680590,삼성2동,2694,2920,116,72,226
2020,4,11680600,대치1동,1050,1180,22,15,130
2020,4,11680610,대치2동,2880,3121,96,68,241
2020,4,11680630,대치4동,3503,3876,154,128,373
2020,4,11680640,역삼1동,10577,11543,402,318,966
2020,4,11680650,역삼2동,2927,3128,146,92,201
2020,4,11680655,도곡1동,1215,1330,45,30,115
2020,4,11680656,도곡2동,1420,1520,53,40,100
2020,4,11680660,개포1동,183,188,2,1,5
2020,4,11680670,개포2동,724,787,25,17,63
2020,4,11680690,개포4동,1321,1406,45,41,85
2020,4,11680700,세곡동,1118,1264,55,39,146
2020,4,11680720,일원본동,423,463,14,8,40
2020,4,11680730,일원1동,658,739,13,15,81
2020,4,11680740,일원2동,425,461,14,10,36
2020,4,11680750,수서동,758,877,21,14,119
2020,4,11710510,풍납1동,491,529,15,11,38
2020,4,11710520,풍납2동,843,919,21,17,76
2020,4,11710531,거여1동,574,624,14,16,50
2020,4,11710532,거여2동,608,674,41,18,66
2020,4,11710540,마천1동,647,689,20,14,42
2020,4,11710550,마천2동,907,977,35,20,70
2020,4,11710561,방이1동,1052,1167,46,35,115
2020,4,11710562,방이2동,2362,2586,112,68,224
2020,4,11710566,오륜동,432,484,12,12,52
2020,4,11710570,오금동,1660,1781,42,44,121
2020,4,11710580,송파1동,1693,1849,70,50,156
2020,4,11710590,송파2동,811,896,34,26,85
2020,4,11710600,석촌동,2284,2518,128,76,234
2020,4,11710610,삼전동,1517,1675,65,62,158
2020,4,11710620,가락본동,2383,2613,105,93,230
2020,4,11710631,가락1동,3514,3581,42,38,67
2020,4,11710632,가락2동,1433,1568,52,40,135
2020,4,11710641,문정1동,1082,1162,41,34,80
2020,4,11710642,문정2동,5371,5836,198,131,465
2020,4,11710646,장지동,951,1035,59,43,84
2020,4,11710647,위례동,673,820,64,47,147
2020,4,11710650,잠실본동,2616,2975,118,81,359
2020,4,11710670,잠실2동,836,940,37,23,104
2020,4,11710680,잠실3동,1640,1795,43,39,155
2020,4,11710690,잠실4동,381,424,18,4,43
2020,4,11710710,잠실6동,1679,1902,58,46,223
2020,4,11710720,잠실7동,195,210,7,3,15
2020,4,11740515,강일동,643,749,66,19,106
2020,4,11740520,상일동,743,821,36,18,78
2020,4,11740530,명일1동,1328,1485,62,36,157
2020,4,11740540,명일2동,939,1076,44,21,137
2020,4,11740550,고덕1동,550,623,35,21,73
2020,4,11740560,고덕2동,668,749,68,36,81
2020,4,11740570,암사1동,1295,1404,54,39,109
2020,4,11740580,암사2동,620,686,18,16,66
2020,4,11740590,암사3동,485,532,20,6,47
2020,4,11740600,천호1동,966,1084,27,22,118
2020,4,11740610,천호2동,3025,3301,132,81,276
2020,4,11740620,천호3동,1395,1524,49,44,129
2020,4,11740640,성내1동,1156,1275,39,34,119
2020,4,11740650,성내2동,1337,1459,41,35,122
2020,4,11740660,성내3동,1841,1996,61,35,155
2020,4,11740685,길동,2680,2953,144,92,273
2020,4,11740690,둔촌1동,29,32,0,0,3
2020,4,11740700,둔촌2동,1076,1170,47,38,94
2021,1,11110515,청운효자동,807,832,33,19,25
2021,1,11110530,사직동,2499,2682,61,83,183
2021,1,11110540,삼청동,620,666,10,19,46
2021,1,11110550,부암동,436,469,15,12,33
2021,1,11110560,평창동,630,665,7,10,35
2021,1,11110570,무악동,170,191,4,6,21
2021,1,11110580,교남동,319,377,10,6,58
2021,1,11110600,가회동,546,593,13,11,47
2021,1,11110615,종로1·2·3·4가동,9929,10491,154,210,562
2021,1,11110630,종로5·6가동,1897,1993,43,29,96
2021,1,11110640,이화동,630,767,16,29,137
2021,1,11110650,혜화동,1265,1464,32,38,199
2021,1,11110670,창신1동,1795,1847,38,52,52
2021,1,11110680,창신2동,374,397,10,15,23
2021,1,11110690,창신3동,155,173,2,9,18
2021,1,11110700,숭인1동,265,297,13,12,32
2021,1,11110710,숭인2동,844,912,15,27,68
2021,1,11140520,소공동,2769,3018,82,70,249
2021,1,11140540,회현동,5139,5382,107,106,243
2021,1,11140550,명동,4009,4506,60,144,497
2021,1,11140570,필동,1070,1198,30,20,128
2021,1,11140580,장충동,483,516,7,15,33
2021,1,11140590,광희동,5358,5605,77,177,247
2021,1,11140605,을지로동,2744,2865,41,33,121
2021,1,11140615,신당동,11828,11952,354,357,124
2021,1,11140625,다산동,784,862,12,21,78
2021,1,11140635,약수동,610,676,14,24,66
2021,1,11140645,청구동,494,533,9,15,39
2021,1,11140650,신당5동,700,753,23,22,53
2021,1,11140665,동화동,522,563,11,12,41
2021,1,11140670,황학동,1330,1407,28,24,77
2021,1,11140680,중림동,643,714,19,13,71
2021,1,11170510,후암동,752,799,12,28,47
2021,1,11170520,용산2가동,539,581,18,23,42
2021,1,11170530,남영동,1128,1282,31,40,154
2021,1,11170555,청파동,1064,1211,31,32,147
2021,1,11170560,원효로1동,1616,1700,27,38,84
2021,1,11170570,원효로2동,891,936,16,22,45
2021,1,11170580,효창동,330,358,6,10,28
2021,1,11170590,용문동,518,558,14,10,40
2021,1,11170625,한강로동,4707,5013,115,109,306
2021,1,11170630,이촌1동,790,864,10,19,74
2021,1,11170640,이촌2동,274,295,6,8,21
2021,1,11170650,이태원1동,1486,1570,22,45,84
2021,1,11170660,이태원2동,750,792,29,33,42
2021,1,11170685,한남동,2136,2264,60,69,128
2021,1,11170690,서빙고동,351,379,10,14,28
2021,1,11170700,보광동,721,759,11,19,38
2021,1,11200520,왕십리2동,475,535,14,14,60
2021,1,11200535,왕십리도선동,1711,1896,69,54,185
2021,1,11200540,마장동,2317,2377,34,40,60
2021,1,11200550,사근동,703,887,9,26,184
2021,1,11200560,행당1동,1067,1217,41,30,150
2021,1,11200570,행당2동,481,550,15,16,69
2021,1,11200580,응봉동,276,296,5,7,20
2021,1,11200590,금호1가동,429,473,15,8,44
2021,1,11200615,금호2·3가동,795,871,20,27,76
2021,1,11200620,금호4가동,512,570,14,17,58
2021,1,11200645,옥수동,805,891,32,26,86
2021,1,11200650,성수1가1동,966,1038,32,25,72
2021,1,11200660,성수1가2동,1676,1794,66,39,118
2021,1,11200670,성수2가1동,1395,1503,41,35,108
2021,1,11200690,성수2가3동,2742,2957,86,68,215
2021,1,11200720,송정동,431,449,7,16,18
2021,1,11200790,용답동,1215,1289,26,27,74
2021,1,11215710,화양동,1975,2358,84,57,383
2021,1,11215730,군자동,1170,1301,41,37,131
2021,1,11215740,중곡1동,1091,1165,23,29,74
2021,1,11215750,중곡2동,1104,1195,46,35,91
2021,1,11215760,중곡3동,848,915,23,25,67
2021,1,11215770,중곡4동,1022,1095,30,34,73
2021,1,11215780,능동,603,668,22,10,65
2021,1,11215810,광장동,1047,1156,36,28,109
2021,1,11215820,자양1동,1225,1343,32,35,118
2021,1,11215830,자양2동,1012,1098,43,22,86
2021,1,11215840,자양3동,1237,1378,41,31,141
2021,1,11215847,자양4동,1419,1542,22,45,123
2021,1,11215850,구의1동,1377,1516,43,36,139
2021,1,11215860,구의2동,910,1000,27,19,90
2021,1,11215870,구의3동,2339,2559,51,64,220
2021,1,11230536,용신동,2550,2738,74,63,188
2021,1,11230545,제기동,3103,3176,59,72,73
2021,1,11230560,전농1동,1845,2038,68,49,193
2021,1,11230570,전농2동,557,642,20,22,85
2021,1,11230600,답십리1동,1097,1191,39,31,94
2021,1,11230610,답십리2동,1597,1680,36,33,83
2021,1,11230650,장안1동,2584,2786,81,69,202
2021,1,11230660,장안2동,1979,2224,63,69,245
2021,1,11230705,청량리동,1081,1141,29,30,60
2021,1,11230710,회기동,851,993,29,32,142
2021,1,11230720,휘경1동,658,735,28,16,77
2021,1,11230730,휘경2동,516,576,18,24,60
2021,1,11230740,이문1동,853,966,26,29,113
2021,1,11230750,이문2동,466,506,17,16,40
2021,1,11260520,면목2동,1066,1130,22,33,64
2021,1,11260540,면목4동,565,603,18,23,38
2021,1,11260550,면목5동,426,464,25,16,38
2021,1,11260565,면목본동,1544,1661,49,51,117
2021,1,11260570,면목7동,959,1020,28,28,61
2021,1,11260575,면목3·8동,1311,1433,31,38,122
2021,1,11260580,상봉1동,831,920,39,27,89
2021,1,11260590,상봉2동,1453,1610,43,35,157
2021,1,11260600,중화1동,596,641,18,22,45
2021,1,11260610,중화2동,1213,1309,34,31,96
2021,1,11260620,묵1동,1030,1144,32,29,114
2021,1,11260630,묵2동,877,940,20,21,63
2021,1,11260655,망우본동,1657,1812,52,60,155
2021,1,11260660,망우3동,533,573,16,14,40
2021,1,11260680,신내1동,1132,1278,42,34,146
2021,1,11260690,신내2동,645,734,13,16,89
2021,1,11290525,성북동,913,977,13,34,64
2021,1,11290555,삼선동,1386,1487,40,31,101
2021,1,11290575,동선동,1616,1872,45,52,256
2021,1,11290580,돈암1동,361,387,12,10,26
2021,1,11290590,돈암2동,413,456,16,20,43
2021,1,11290600,안암동,922,1104,37,35,182
2021,1,11290610,보문동,671,736,24,22,65
2021,1,11290620,정릉1동,526,582,15,20,56
2021,1,11290630,정릉2동,614,681,17,13,67
2021,1,11290640,정릉3동,436,495,19,13,59
2021,1,11290650,정릉4동,652,724,21,24,72
2021,1,11290660,길음1동,809,916,28,24,107
2021,1,11290685,길음2동,1011,1124,40,17,113
2021,1,11290705,종암동,1255,1392,37,34,137
2021,1,11290715,월곡1동,816,902,22,21,86
2021,1,11290725,월곡2동,994,1132,33,33,138
2021,1,11290760,장위1동,605,649,25,17,44
2021,1,11290770,장위2동,707,740,18,21,33
2021,1,11290780,장위3동,426,467,15,20,41
2021,1,11290810,석관동,1285,1412,42,58,127
2021,1,11305534,삼양동,629,691,21,30,62
2021,1,11305535,미아동,1179,1283,45,34,104
2021,1,11305545,송중동,1646,1847,69,45,201
2021,1,11305555,송천동,1326,1453,59,41,127
2021,1,11305575,삼각산동,672,748,22,11,76
2021,1,11305595,번1동,1261,1378,33,36,117
2021,1,11305603,번2동,327,347,15,11,20
2021,1,11305608,번3동,354,406,9,8,52
2021,1,11305615,수유1동,1024,1081,33,40,57
2021,1,11305625,수유2동,805,861,34,29,56
2021,1,11305635,수유3동,1914,2115,74,55,201
2021,1,11305645,우이동,770,832,32,22,62
2021,1,11305660,인수동,956,1033,36,34,77
2021,1,11320511,창1동,719,794,16,20,75
2021,1,11320512,창2동,842,908,32,31,66
2021,1,11320513,창3동,588,624,16,22,36
2021,1,11320514,창4동,882,981,36,40,99
2021,1,11320515,창5동,1003,1141,27,26,138
2021,1,11320521,도봉1동,1041,1132,23,30,91
2021,1,11320522,도봉2동,868,913,32,18,45
2021,1,11320660,쌍문1동,522,575,21,17,53
2021,1,11320670,쌍문2동,858,952,38,19,94
2021,1,11320680,쌍문3동,689,758,22,19,69
2021,1,11320681,쌍문4동,391,441,12,13,50
2021,1,11320690,방학1동,1658,1841,39,51,183
2021,1,11320700,방학2동,770,812,25,12,42
2021,1,11320710,방학3동,498,541,12,9,43
2021,1,11350560,월계1동,938,1081,33,31,143
2021,1,11350570,월계2동,474,518,15,19,44
2021,1,11350580,월계3동,638,719,23,18,81
2021,1,11350595,공릉1동,1958,2165,60,59,207
2021,1,11350600,공릉2동,1211,1407,48,40,196
2021,1,11350611,하계1동,786,883,40,34,97
2021,1,11350612,하계2동,271,296,7,10,25
2021,1,11350619,중계본동,1095,1196,34,30,101
2021,1,11350621,중계1동,859,999,34,36,140
2021,1,11350624,중계4동,772,857,31,33,85
2021,1,11350625,중계2·3동,1123,1242,34,38,119
2021,1,11350630,상계1동,1398,1546,46,49,148
2021,1,11350640,상계2동,2482,2785,110,79,303
2021,1,11350665,상계3·4동,833,878,31,19,45
2021,1,11350670,상계5동,1178,1267,48,36,89
2021,1,11350695,상계6·7동,1357,1531,51,63,174
2021,1,11350700,상계8동,385,423,12,13,38
2021,1,11350710,상계9동,428,471,14,12,43
2021,1,11350720,상계10동,314,344,21,9,30
2021,1,11380510,녹번동,1227,1334,38,46,107
2021,1,11380520,불광1동,1233,1363,29,43,130
2021,1,11380530,불광2동,1020,1079,27,35,59
2021,1,11380551,갈현1동,1191,1332,35,34,141
2021,1,11380552,갈현2동,1328,1478,60,54,150
2021,1,11380560,구산동,802,880,31,33,78
2021,1,11380570,대조동,2070,2261,80,62,191
2021,1,11380580,응암1동,1289,1461,58,45,172
2021,1,11380590,응암2동,576,622,20,22,46
2021,1,11380600,응암3동,1432,1545,40,31,113
2021,1,11380625,역촌동,1811,1994,45,53,183
2021,1,11380631,신사1동,915,995,22,35,80
2021,1,11380632,신사2동,536,573,19,10,37
2021,1,11380640,증산동,620,668,23,16,48
2021,1,11380650,수색동,390,415,7,4,25
2021,1,11380690,진관동,1712,2012,64,51,300
2021,1,11410520,천연동,581,633,14,15,52
2021,1,11410555,북아현동,635,700,18,13,65
2021,1,11410565,충현동,1119,1234,29,15,115
2021,1,11410585,신촌동,3299,3811,114,142,512
2021,1,11410615,연희동,1798,1937,54,65,139
2021,1,11410620,홍제1동,694,784,28,19,90
2021,1,11410640,홍제3동,763,833,9,22,70
2021,1,11410655,홍제2동,404,449,13,11,45
2021,1,11410660,홍은1동,633,694,20,20,61
2021,1,11410685,홍은2동,790,887,27,32,97
2021,1,11410690,남가좌1동,536,585,8,23,49
2021,1,11410700,남가좌2동,1069,1211,38,22,142
2021,1,11410710,북가좌1동,397,452,11,17,55
2021,1,11410720,북가좌2동,1011,1129,32,34,118
2021,1,11440555,아현동,1207,1326,33,35,119
2021,1,11440565,공덕동,1758,1894,54,61,136
2021,1,11440585,도화동,1373,1524,38,26,151
2021,1,11440590,용강동,1566,1710,40,45,144
2021,1,11440600,대흥동,1205,1347,29,33,142
2021,1,11440610,염리동,610,680,16,12,70
2021,1,11440630,신수동,943,1008,33,25,65
2021,1,11440655,서강동,1515,1649,58,55,134
2021,1,11440660,서교동,7138,7897,264,276,759
2021,1,11440680,합정동,1774,1916,45,47,142
2021,1,11440690,망원1동,1419,1517,49,47,98
2021,1,11440700,망원2동,1057,1144,38,37,87
2021,1,11440710,연남동,1903,1988,96,54,85
2021,1,11440720,성산1동,1033,1109,30,28,76
2021,1,11440730,성산2동,1341,1486,32,35,145
2021,1,11440740,상암동,1614,1916,58,44,302
2021,1,11470510,목1동,2481,2829,93,84,348
2021,1,11470520,목2동,972,1052,25,26,80
2021,1,11470530,목3동,1009,1108,29,26,99
2021,1,11470540,목4동,1082,1191,35,32,109
2021,1,11470550,목5동,1454,1636,53,37,182
2021,1,11470560,신월1동,1070,1135,27,25,65
2021,1,11470570,신월2동,620,666,25,12,46
2021,1,11470580,신월3동,529,577,13,20,48
2021,1,11470590,신월4동,649,713,21,18,64
2021,1,11470600,신월5동,584,654,21,18,70
2021,1,11470610,신월6동,443,488,27,11,45
2021,1,11470611,신월7동,691,748,17,20,57
2021,1,11470620,신정1동,987,1083,37,23,96
2021,1,11470630,신정2동,871,968,38,23,97
2021,1,11470640,신정3동,1021,1147,47,30,126
2021,1,11470650,신정4동,2189,2365,64,67,176
2021,1,11470670,신정6동,629,699,20,12,70
2021,1,11470680,신정7동,710,824,22,25,114
2021,1,11500510,염창동,1276,1460,40,29,184
2021,1,11500520,등촌1동,1192,1353,50,36,161
2021,1,11500530,등촌2동,511,559,17,23,48
2021,1,11500535,등촌3동,1726,1951,80,66,225
2021,1,11500540,화곡1동,2188,2413,81,89,225
2021,1,11500550,화곡2동,586,622,17,14,36
2021,1,11500560,화곡3동,880,1009,33,32,129
2021,1,11500570,화곡4동,1055,1155,43,38,100
2021,1,11500590,화곡본동,1096,1201,38,43,105
2021,1,11500591,화곡6동,1212,1356,41,47,144
2021,1,11500593,화곡8동,964,1051,32,42,87
2021,1,11500603,가양1동,3978,4538,186,143,560
2021,1,11500604,가양2동,380,432,10,17,52
2021,1,11500605,가양3동,338,382,12,17,44
2021,1,11500611,발산1동,3062,3322,163,69,260
2021,1,11500615,우장산동,1258,1389,36,42,131
2021,1,11500620,공항동,1237,1374,46,58,137
2021,1,11500630,방화1동,1773,1986,66,57,213
2021,1,11500640,방화2동,1483,1632,44,56,149
2021,1,11500641,방화3동,488,543,13,19,55
2021,1,11530510,신도림동,1618,1832,53,39,214
2021,1,11530520,구로1동,495,555,17,9,60
2021,1,11530530,구로2동,4905,5028,64,94,123
2021,1,11530540,구로3동,3419,3857,107,107,438
2021,1,11530550,구로4동,1568,1662,37,33,94
2021,1,11530560,구로5동,2590,2822,54,68,232
2021,1,11530595,가리봉동,804,832,19,13,28
2021,1,11530720,고척1동,1164,1313,30,38,149
2021,1,11530730,고척2동,989,1062,25,18,73
2021,1,11530740,개봉1동,1205,1329,33,39,124
2021,1,11530750,개봉2동,749,846,22,27,97
2021,1,11530760,개봉3동,671,740,22,16,69
2021,1,11530770,오류1동,839,914,17,36,75
2021,1,11530780,오류2동,967,1088,28,29,121
2021,1,11530790,수궁동,683,742,22,27,59
2021,1,11530800,항동,213,253,25,6,40
2021,1,11545510,가산동,7171,7746,244,167,575
2021,1,11545610,독산1동,2241,2495,78,68,254
2021,1,11545620,독산2동,694,760,22,20,66
2021,1,11545630,독산3동,1292,1380,28,26,88
2021,1,11545640,독산4동,632,696,23,19,64
2021,1,11545670,시흥1동,2010,2231,50,46,221
2021,1,11545680,시흥2동,376,409,13,13,33
2021,1,11545690,시흥3동,994,1026,14,19,32
2021,1,11545700,시흥4동,448,487,17,15,39
2021,1,11545710,시흥5동,744,818,18,19,74
2021,1,11560515,영등포본동,1357,1491,43,38,134
2021,1,11560535,영등포동,3766,4165,94,107,399
2021,1,11560540,여의동,4797,5397,244,142,600
2021,1,11560550,당산1동,2234,2390,44,69,156
2021,1,11560560,당산2동,1616,1816,48,57,200
2021,1,11560585,도림동,669,711,16,22,42
2021,1,11560605,문래동,2453,2680,57,70,227
2021,1,11560610,양평1동,1150,1250,32,37,100
2021,1,11560620,양평2동,1367,1495,24,39,128
2021,1,11560630,신길1동,823,895,17,24,72
2021,1,11560650,신길3동,689,741,20,22,52
2021,1,11560660,신길4동,313,352,20,11,39
2021,1,11560670,신길5동,304,336,10,9,32
2021,1,11560680,신길6동,919,1001,32,30,82
2021,1,11560690,신길7동,484,544,16,17,60
2021,1,11560700,대림1동,733,805,34,35,72
2021,1,11560710,대림2동,1202,1253,57,43,51
2021,1,11560720,대림3동,1493,1578,42,36,85
2021,1,11590510,노량진1동,1446,1659,35,46,213
2021,1,11590520,노량진2동,1593,1651,27,28,58
2021,1,11590530,상도1동,1331,1561,36,41,230
2021,1,11590540,상도2동,1084,1215,33,30,131
2021,1,11590550,상도3동,725,784,20,14,59
2021,1,11590560,상도4동,709,795,18,30,86
2021,1,11590605,흑석동,1187,1356,38,40,169
2021,1,11590620,사당1동,1364,1490,43,49,126
2021,1,11590630,사당2동,1379,1546,49,41,167
2021,1,11590640,사당3동,671,740,18,18,69
2021,1,11590650,사당4동,504,561,16,9,57
2021,1,11590651,사당5동,317,356,5,10,39
2021,1,11590660,대방동,1303,1467,37,39,164
2021,1,11590670,신대방1동,778,839,16,22,61
2021,1,11590680,신대방2동,873,1003,22,23,130
2021,1,11620525,보라매동,1213,1321,51,40,108
2021,1,11620545,청림동,369,405,17,23,36
2021,1,11620565,성현동,580,633,30,18,53
2021,1,11620575,행운동,1175,1311,37,40,136
2021,1,11620585,낙성대동,1087,1262,32,32,175
2021,1,11620595,청룡동,1629,1833,59,51,204
2021,1,11620605,은천동,1132,1256,49,34,124
2021,1,11620615,중앙동,791,896,22,20,105
2021,1,11620625,인헌동,873,962,21,20,89
2021,1,11620630,남현동,716,816,22,31,100
2021,1,11620645,서원동,1062,1262,34,37,200
2021,1,11620655,신원동,692,736,14,19,44
2021,1,11620665,서림동,687,751,25,18,64
2021,1,11620685,신사동,1058,1159,34,46,101
2021,1,11620695,신림동,1562,1733,60,73,171
2021,1,11620715,난향동,284,306,11,12,22
2021,1,11620725,조원동,1214,1309,40,26,95
2021,1,11620735,대학동,1133,1271,34,37,138
2021,1,11620745,삼성동,648,669,12,14,21
2021,1,11620765,미성동,1052,1160,40,42,108
2021,1,11620775,난곡동,586,651,17,21,65
2021,1,11650510,서초1동,2845,3058,92,62,213
2021,1,11650520,서초2동,3476,3717,151,110,241
2021,1,11650530,서초3동,6470,6840,194,171,370
2021,1,11650531,서초4동,2956,3210,80,74,254
2021,1,11650540,잠원동,1846,1975,53,63,129
2021,1,11650550,반포본동,548,586,2,22,38
2021,1,11650560,반포1동,1538,1669,41,58,131
2021,1,11650570,반포2동,346,369,18,14,23
2021,1,11650580,반포3동,1116,1202,46,32,86
2021,1,11650581,반포4동,3100,3389,74,59,289
2021,1,11650590,방배본동,1297,1391,33,35,94
2021,1,11650600,방배1동,1184,1328,29,24,144
2021,1,11650610,방배2동,1286,1408,35,47,122
2021,1,11650620,방배3동,682,735,8,20,53
2021,1,11650621,방배4동,1741,1853,43,42,112
2021,1,11650651,양재1동,2509,2744,69,67,235
2021,1,11650652,양재2동,3362,3579,80,86,217
2021,1,11650660,내곡동,870,911,21,28,41
2021,1,11680510,신사동,3701,3998,108,92,297
2021,1,11680521,논현1동,4015,4318,125,120,303
2021,1,11680531,논현2동,4161,4507,147,134,346
2021,1,11680545,압구정동,3929,4154,101,100,225
2021,1,11680565,청담동,4145,4340,114,113,195
2021,1,11680580,삼성1동,3365,3660,106,75,295
2021,1,11680590,삼성2동,2708,2935,87,72,227
2021,1,11680600,대치1동,1045,1172,30,38,127
2021,1,11680610,대치2동,2874,3119,86,88,245
2021,1,11680630,대치4동,3544,3920,150,106,376
2021,1,11680640,역삼1동,10545,11513,301,331,968
2021,1,11680650,역삼2동,3020,3221,174,81,201
2021,1,11680655,도곡1동,1214,1325,35,40,111
2021,1,11680656,도곡2동,1419,1521,35,34,102
2021,1,11680660,개포1동,183,188,2,2,5
