연도,분기,행정동_코드,행정동_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2022,4,11110600,가회동,63,5.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,22.0
2022,4,11110615,종로1?2?3?4가동,500,19.0,35.0,,,47.0,1.0,2.0,,,4.0,,1.0,5.0,17.0,,,,5.0,72.0
2022,4,11110630,종로5?6가동,212,7.0,8.0,,,31.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,23.0
2022,4,11110640,이화동,119,4.0,4.0,1.0,,11.0,,,2.0,,37.0,,,,,,,,1.0,28.0
2022,4,11110650,혜화동,145,6.0,5.0,,,16.0,3.0,1.0,1.0,4.0,26.0,,,1.0,,,,,,36.0
2022,4,11110670,창신1동,111,3.0,4.0,,,9.0,,2.0,,,,,1.0,,7.0,,,,2.0,11.0
2022,4,11110680,창신2동,38,2.0,1.0,,,5.0,,,,,,,,,,,,,,
2022,4,11110690,창신3동,24,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,5.0
2022,4,11110700,숭인1동,43,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,14.0
2022,4,11110710,숭인2동,89,4.0,3.0,,1.0,4.0,,,,,,,2.0,,3.0,,,,2.0,6.0
2022,4,11140520,소공동,231,13.0,29.0,,,10.0,,1.0,4.0,3.0,,1.0,,3.0,3.0,,,,3.0,37.0
2022,4,11140540,회현동,211,9.0,17.0,,,16.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,6.0,35.0
2022,4,11140550,명동,542,20.0,46.0,,,35.0,,1.0,,,4.0,,,3.0,12.0,,,,1.0,29.0
2022,4,11140570,필동,123,6.0,9.0,1.0,,7.0,,2.0,,1.0,19.0,,,2.0,1.0,,,,2.0,15.0
2022,4,11140580,장충동,63,6.0,2.0,,,1.0,,1.0,,,3.0,,,1.0,2.0,,,,1.0,13.0
2022,4,11140590,광희동,185,3.0,16.0,1.0,,14.0,,,1.0,,,,1.0,3.0,11.0,,,,3.0,19.0
2022,4,11140605,을지로동,145,5.0,10.0,,,13.0,,,,,,,1.0,2.0,3.0,,,,4.0,20.0
2022,4,11140615,신당동,99,7.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,2.0,8.0
2022,4,11140625,다산동,86,3.0,4.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,7.0
2022,4,11140635,약수동,87,4.0,2.0,,1.0,12.0,2.0,,,,,,,,,,,,2.0,12.0
2022,4,11140645,청구동,34,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,5.0
2022,4,11140650,신당5동,65,4.0,2.0,,,5.0,,1.0,,2.0,,,,,,,,,,12.0
2022,4,11140665,동화동,47,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,2.0,4.0
2022,4,11140670,황학동,76,1.0,6.0,,,10.0,,,,,,,,,7.0,,,,,6.0
2022,4,11140680,중림동,77,3.0,2.0,,,7.0,,1.0,,2.0,1.0,,,,5.0,,,,,14.0
2022,4,11170510,후암동,80,6.0,1.0,,,7.0,1.0,2.0,,1.0,,,2.0,,,,,,,18.0
2022,4,11170520,용산2가동,63,3.0,,,,4.0,,1.0,2.0,2.0,,,,,,,,,1.0,29.0
2022,4,11170530,남영동,147,7.0,5.0,,,14.0,,,1.0,,,,,,12.0,,,,3.0,26.0
2022,4,11170555,청파동,128,7.0,2.0,,1.0,11.0,,2.0,2.0,4.0,22.0,,1.0,,1.0,,,,,35.0
2022,4,11170560,원효로1동,94,6.0,3.0,,,6.0,1.0,1.0,,,3.0,,4.0,,,,,,,31.0
2022,4,11170570,원효로2동,69,4.0,2.0,,,4.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,27.0
2022,4,11170580,효창동,66,1.0,1.0,,,5.0,,1.0,,1.0,1.0,,,,,,,,2.0,22.0
2022,4,11170590,용문동,54,1.0,,,,3.0,,,,,,,,,,,,,,22.0
2022,4,11170625,한강로동,242,19.0,19.0,,,21.0,,2.0,,1.0,,,5.0,3.0,2.0,,,,7.0,41.0
2022,4,11170630,이촌1동,102,4.0,9.0,,1.0,12.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,14.0
2022,4,11170640,이촌2동,26,2.0,,,,1.0,,,,,,,,,,,,,,11.0
2022,4,11170650,이태원1동,71,8.0,5.0,,,3.0,,1.0,,,,,3.0,,,,,,1.0,14.0
2022,4,11170660,이태원2동,60,8.0,5.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,,22.0
2022,4,11170685,한남동,171,30.0,11.0,1.0,,13.0,3.0,1.0,,,,,3.0,,,,,,2.0,36.0
2022,4,11170690,서빙고동,61,15.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,21.0
2022,4,11170700,보광동,70,4.0,1.0,,,8.0,1.0,,1.0,1.0,6.0,,,,,,,,,14.0
2022,4,11200520,왕십리2동,63,2.0,,,,5.0,1.0,1.0,,,,,,,,,,,1.0,18.0
2022,4,11200535,왕십리도선동,189,4.0,4.0,,2.0,20.0,2.0,2.0,,2.0,,,,,,,,,,26.0
2022,4,11200540,마장동,111,6.0,5.0,,,8.0,2.0,2.0,2.0,,,,,,,,,,1.0,29.0
2022,4,11200550,사근동,128,5.0,3.0,1.0,,10.0,,2.0,1.0,2.0,52.0,,1.0,,,,,,2.0,34.0
2022,4,11200560,행당1동,130,9.0,4.0,,2.0,13.0,1.0,1.0,,,,,1.0,1.0,,,,,4.0,30.0
2022,4,11200570,행당2동,79,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0
2022,4,11200580,응봉동,56,3.0,,,,2.0,,1.0,1.0,,,,,,,,,,1.0,30.0
2022,4,11200590,금호1가동,88,2.0,,,,6.0,1.0,1.0,,1.0,,,,,,,,,1.0,45.0
2022,4,11200615,금호2?3가동,135,3.0,2.0,,,13.0,,1.0,,,,,,,,,,,,46.0
2022,4,11200620,금호4가동,84,3.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,27.0
2022,4,11200645,옥수동,129,4.0,2.0,,,10.0,2.0,2.0,1.0,1.0,,,,,,,,,2.0,45.0
2022,4,11200650,성수1가1동,83,4.0,2.0,,,4.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,33.0
2022,4,11200660,성수1가2동,79,3.0,6.0,,,6.0,,,1.0,1.0,1.0,,,,,,,,1.0,12.0
2022,4,11200670,성수2가1동,109,3.0,3.0,,,13.0,,1.0,2.0,1.0,,,2.0,,1.0,,,,,38.0
2022,4,11200690,성수2가3동,104,3.0,16.0,,,11.0,,2.0,,,,,,1.0,,,,,1.0,20.0
2022,4,11200720,송정동,44,2.0,,,1.0,5.0,,1.0,,,,,,,,,,,,17.0
2022,4,11200790,용답동,82,7.0,2.0,,,8.0,,1.0,,,,,1.0,,,,,,2.0,11.0
2022,4,11215710,화양동,167,3.0,5.0,1.0,,17.0,,2.0,2.0,1.0,34.0,,,1.0,,,,,2.0,16.0
2022,4,11215730,군자동,135,5.0,5.0,,1.0,12.0,1.0,2.0,,,20.0,,,1.0,,,,,,23.0
2022,4,11215740,중곡1동,74,2.0,,,,10.0,1.0,,,,,,1.0,,,,,,,19.0
2022,4,11215750,중곡2동,104,2.0,4.0,,,14.0,1.0,1.0,,,,,,,,,,,2.0,21.0
2022,4,11215760,중곡3동,97,3.0,1.0,,1.0,9.0,,2.0,,,,,1.0,,,,,,1.0,29.0
2022,4,11215770,중곡4동,105,2.0,2.0,,,7.0,,1.0,1.0,2.0,,,,,,,,,,37.0
2022,4,11215780,능동,47,4.0,,,1.0,5.0,,1.0,,1.0,,,,,,,,,1.0,5.0
2022,4,11215810,광장동,139,5.0,9.0,,,9.0,3.0,3.0,3.0,1.0,11.0,,,,,,,,1.0,32.0
2022,4,11215820,자양1동,106,3.0,4.0,1.0,,14.0,1.0,1.0,,,2.0,,,,,,,,,17.0
2022,4,11215830,자양2동,95,2.0,1.0,,,8.0,2.0,4.0,2.0,1.0,,,1.0,,,,,,,21.0
2022,4,11215840,자양3동,105,2.0,6.0,,,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,30.0
2022,4,11215847,자양4동,106,5.0,2.0,,1.0,15.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,16.0
2022,4,11215850,구의1동,77,2.0,4.0,,,9.0,1.0,,1.0,1.0,,,,,,,,,1.0,16.0
2022,4,11215860,구의2동,112,3.0,2.0,,1.0,9.0,3.0,2.0,,,1.0,,,,,,,,1.0,24.0
2022,4,11215870,구의3동,133,5.0,4.0,,,16.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,25.0
2022,4,11230536,용신동,231,10.0,8.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,5.0,41.0
2022,4,11230545,제기동,288,4.0,5.0,,1.0,22.0,2.0,2.0,2.0,1.0,1.0,,3.0,,14.0,,,,1.0,30.0
2022,4,11230560,전농1동,152,5.0,2.0,,1.0,13.0,3.0,1.0,1.0,1.0,,,,1.0,5.0,,,,3.0,35.0
2022,4,11230570,전농2동,102,2.0,2.0,,,12.0,3.0,3.0,2.0,1.0,27.0,,,,,,,,,15.0
2022,4,11230600,답십리1동,124,4.0,5.0,,,9.0,,2.0,1.0,,,,,,,,,,,25.0
2022,4,11230610,답십리2동,108,3.0,2.0,,2.0,13.0,3.0,1.0,,,,,3.0,,,,,,,19.0
2022,4,11230650,장안1동,192,5.0,11.0,,4.0,26.0,2.0,2.0,2.0,,,,,,,,,,1.0,43.0
2022,4,11230660,장안2동,168,3.0,2.0,,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,38.0
2022,4,11230705,청량리동,154,9.0,4.0,1.0,,16.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,34.0
2022,4,11230710,회기동,84,3.0,5.0,1.0,,10.0,1.0,3.0,1.0,1.0,14.0,,,,,,,,,10.0
2022,4,11230720,휘경1동,82,2.0,1.0,,,12.0,,,,,,,,,1.0,,,,3.0,18.0
2022,4,11230730,휘경2동,84,5.0,1.0,1.0,,5.0,1.0,2.0,3.0,3.0,4.0,,,,,,,,,27.0
2022,4,11230740,이문1동,147,5.0,2.0,,,13.0,3.0,,,2.0,30.0,,,,,,,,1.0,26.0
2022,4,11230750,이문2동,71,2.0,,,,6.0,1.0,1.0,,,2.0,,,,,,,,1.0,17.0
2022,4,11260520,면목2동,112,3.0,,,1.0,11.0,2.0,2.0,,,,,8.0,,1.0,,,,,25.0
2022,4,11260540,면목4동,61,2.0,,,,5.0,1.0,1.0,1.0,,,,,,,,,,1.0,15.0
2022,4,11260550,면목5동,42,2.0,1.0,,,3.0,,,,,,,4.0,,,,,,,13.0
2022,4,11260565,면목본동,168,4.0,2.0,,,18.0,1.0,2.0,,,,,13.0,,1.0,,,,1.0,30.0
2022,4,11260570,면목7동,108,2.0,2.0,,1.0,11.0,,1.0,,,,,1.0,,,,,,,18.0
2022,4,11260575,면목3?8동,150,4.0,1.0,1.0,,17.0,1.0,2.0,2.0,1.0,8.0,,,,1.0,,,,1.0,34.0
2022,4,11260580,상봉1동,78,3.0,1.0,,1.0,8.0,2.0,1.0,2.0,1.0,,,,,,,,,4.0,12.0
2022,4,11260590,상봉2동,127,4.0,3.0,,1.0,10.0,,,,,,,,2.0,2.0,,,1.0,1.0,18.0
2022,4,11260600,중화1동,79,2.0,1.0,,1.0,7.0,1.0,2.0,2.0,1.0,,,,,,,,,,14.0
2022,4,11260610,중화2동,123,2.0,3.0,,,14.0,,,,,,,2.0,,,,,,3.0,32.0
2022,4,11260620,묵1동,144,4.0,2.0,,2.0,11.0,2.0,1.0,2.0,2.0,,,,,,,,,,34.0
2022,4,11260630,묵2동,92,3.0,4.0,,,7.0,,2.0,,,,,,1.0,,,,,1.0,19.0
2022,4,11260655,망우본동,238,9.0,4.0,1.0,4.0,25.0,1.0,2.0,3.0,4.0,,,9.0,,2.0,,,,2.0,54.0
2022,4,11260660,망우3동,54,1.0,1.0,,1.0,3.0,,2.0,,1.0,,,3.0,,,,,,,11.0
2022,4,11260680,신내1동,160,3.0,2.0,1.0,,13.0,2.0,2.0,,,,,,,,,,,1.0,53.0
2022,4,11260690,신내2동,104,6.0,3.0,,,12.0,3.0,4.0,,,,,,,,,,,,21.0
2022,4,11290525,성북동,166,6.0,4.0,,,6.0,2.0,1.0,3.0,2.0,5.0,,,,,,,,,55.0
2022,4,11290555,삼선동,163,7.0,5.0,,,14.0,,1.0,1.0,2.0,14.0,,,,,,,,2.0,46.0
2022,4,11290575,동선동,146,1.0,4.0,,1.0,13.0,1.0,2.0,2.0,1.0,12.0,,,1.0,,,,,1.0,19.0
2022,4,11290580,돈암1동,42,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,15.0
2022,4,11290590,돈암2동,88,4.0,2.0,,,4.0,6.0,1.0,,,,,,1.0,,,,,,38.0
2022,4,11290600,안암동,167,4.0,6.0,1.0,1.0,10.0,,1.0,1.0,1.0,71.0,,,,,,,,1.0,35.0
2022,4,11290610,보문동,77,4.0,4.0,,,6.0,,2.0,,,,,,,1.0,,,,2.0,10.0
2022,4,11290620,정릉1동,63,2.0,,,,6.0,2.0,,,,1.0,,,,,,,,,19.0
2022,4,11290630,정릉2동,110,4.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,50.0
2022,4,11290640,정릉3동,124,4.0,1.0,,,2.0,,1.0,3.0,1.0,28.0,,,,,,,,,38.0
2022,4,11290650,정릉4동,133,7.0,3.0,,,12.0,2.0,1.0,,2.0,11.0,,,,,,,,1.0,40.0
2022,4,11290660,길음1동,129,3.0,4.0,,,10.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,26.0
2022,4,11290685,길음2동,112,5.0,,,3.0,14.0,,,,,,,,,,,,,,23.0
2022,4,11290705,종암동,189,7.0,2.0,,1.0,17.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,56.0
2022,4,11290715,월곡1동,108,2.0,3.0,,,10.0,,2.0,1.0,1.0,,,,,1.0,,,,,30.0
2022,4,11290725,월곡2동,135,6.0,4.0,,,12.0,2.0,,1.0,,12.0,,,,,,,,2.0,34.0
2022,4,11290760,장위1동,103,4.0,1.0,,,8.0,6.0,1.0,1.0,,,,,,,,,,,37.0
2022,4,11290770,장위2동,89,3.0,2.0,,,11.0,1.0,3.0,,,,,,,,,,,1.0,27.0
2022,4,11290780,장위3동,82,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,39.0
2022,4,11290810,석관동,154,6.0,3.0,,,16.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,2.0,32.0
2022,4,11305534,삼양동,165,4.0,1.0,,,14.0,3.0,2.0,,1.0,,,,,,,,,3.0,34.0
2022,4,11305535,미아동,144,3.0,3.0,,1.0,14.0,,,,1.0,4.0,,,,,,,,1.0,28.0
2022,4,11305545,송중동,212,4.0,1.0,,2.0,18.0,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,69.0
2022,4,11305555,송천동,164,9.0,5.0,,1.0,17.0,,1.0,2.0,2.0,,,2.0,,,,,,1.0,24.0
2022,4,11305575,삼각산동,114,2.0,1.0,,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,,36.0
2022,4,11305595,번1동,136,3.0,3.0,,1.0,14.0,1.0,1.0,1.0,,,,,1.0,,,,,,30.0
2022,4,11305603,번2동,110,5.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,54.0
2022,4,11305608,번3동,95,3.0,1.0,,,8.0,,2.0,,,,,,,,,,,,37.0
2022,4,11305615,수유1동,153,4.0,2.0,,,12.0,,2.0,3.0,1.0,,,1.0,,,,,,1.0,40.0
2022,4,11305625,수유2동,85,3.0,,,,12.0,3.0,,,,,,,,,,,,1.0,15.0
2022,4,11305635,수유3동,158,4.0,6.0,,1.0,16.0,,,1.0,,,,,1.0,,,,,1.0,30.0
2022,4,11305645,우이동,132,2.0,,,,7.0,1.0,,1.0,,2.0,,,,,,,,3.0,54.0
2022,4,11305660,인수동,175,13.0,2.0,1.0,2.0,14.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,57.0
2022,4,11320511,창1동,94,3.0,2.0,,,7.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,28.0
2022,4,11320512,창2동,95,3.0,,,1.0,8.0,1.0,1.0,,,,,,,,,,,,44.0
2022,4,11320513,창3동,66,1.0,,,,7.0,1.0,2.0,,,,,1.0,,,,,,,25.0
2022,4,11320514,창4동,130,7.0,4.0,,,8.0,1.0,2.0,1.0,2.0,,,,,,,,,,51.0
2022,4,11320515,창5동,119,7.0,3.0,,3.0,12.0,1.0,3.0,,,,,,2.0,,,,,2.0,24.0
2022,4,11320521,도봉1동,122,4.0,1.0,,,9.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,38.0
2022,4,11320522,도봉2동,127,8.0,3.0,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,3.0,49.0
2022,4,11320660,쌍문1동,126,6.0,1.0,,1.0,4.0,1.0,3.0,,1.0,17.0,,,,,,,,,54.0
2022,4,11320670,쌍문2동,87,3.0,1.0,,1.0,10.0,1.0,1.0,1.0,,,,,,2.0,,,,,19.0
2022,4,11320680,쌍문3동,78,3.0,3.0,1.0,,12.0,,,1.0,,,,,,1.0,,,,1.0,17.0
2022,4,11320681,쌍문4동,64,1.0,,,,4.0,5.0,2.0,2.0,3.0,,,,,,,,,,23.0
2022,4,11320690,방학1동,148,6.0,6.0,,2.0,15.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,39.0
2022,4,11320700,방학2동,64,3.0,,,,7.0,,1.0,1.0,,,,,,,,,,,23.0
2022,4,11320710,방학3동,112,3.0,3.0,,,6.0,3.0,3.0,1.0,,,,,,,,,,,47.0
2022,4,11350560,월계1동,159,4.0,2.0,,,10.0,2.0,1.0,1.0,1.0,17.0,,,,,,,,,59.0
2022,4,11350570,월계2동,136,4.0,,,,5.0,3.0,2.0,3.0,4.0,11.0,,,,,,,,1.0,64.0
2022,4,11350580,월계3동,135,5.0,3.0,,,8.0,4.0,3.0,1.0,,,,,,,,,,2.0,47.0
2022,4,11350595,공릉1동,211,4.0,6.0,,4.0,21.0,3.0,3.0,,,1.0,,1.0,,,,,,3.0,54.0
2022,4,11350600,공릉2동,271,7.0,6.0,1.0,,14.0,3.0,4.0,4.0,2.0,64.0,,1.0,,,,,,1.0,63.0
2022,4,11350611,하계1동,133,4.0,3.0,1.0,,9.0,1.0,1.0,2.0,4.0,16.0,,,,,,,,,41.0
2022,4,11350612,하계2동,67,2.0,1.0,,,4.0,2.0,2.0,1.0,,,,,,,,,,1.0,28.0
2022,4,11350619,중계본동,95,5.0,2.0,,,7.0,3.0,2.0,,3.0,,,,,,,,,,21.0
2022,4,11350621,중계1동,85,2.0,3.0,,,7.0,,2.0,1.0,2.0,,,,,,,,,,18.0
2022,4,11350624,중계4동,81,2.0,3.0,,,14.0,1.0,1.0,3.0,2.0,,,,,,,,,,6.0
2022,4,11350625,중계2?3동,142,7.0,2.0,,,10.0,4.0,4.0,1.0,3.0,,,,2.0,,,,,1.0,39.0
2022,4,11350630,상계1동,190,5.0,2.0,,,14.0,3.0,3.0,2.0,1.0,,,,1.0,,,,,1.0,38.0
2022,4,11350640,상계2동,182,2.0,1.0,,2.0,19.0,1.0,1.0,1.0,,,,,1.0,,,,,2.0,33.0
2022,4,11350665,상계3?4동,107,4.0,1.0,,,9.0,3.0,2.0,,,1.0,,,,2.0,,,,1.0,11.0
2022,4,11350670,상계5동,105,2.0,1.0,,,11.0,,1.0,,,,,,,3.0,,,,1.0,36.0
2022,4,11350695,상계6?7동,253,9.0,11.0,1.0,1.0,29.0,,3.0,2.0,1.0,4.0,,,1.0,,,,,,40.0
2022,4,11350700,상계8동,92,3.0,3.0,,,7.0,,,1.0,,,,,,,,,,1.0,15.0
2022,4,11350710,상계9동,78,3.0,4.0,,,6.0,1.0,3.0,2.0,2.0,,,,,,,,,,18.0
2022,4,11350720,상계10동,64,3.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,30.0
2022,4,11380510,녹번동,148,8.0,3.0,,2.0,12.0,1.0,3.0,,,,,1.0,1.0,,,,,2.0,35.0
2022,4,11380520,불광1동,198,6.0,4.0,,1.0,17.0,4.0,2.0,,,,,,1.0,,,,,3.0,49.0
2022,4,11380530,불광2동,113,6.0,1.0,,,5.0,,3.0,3.0,1.0,,,3.0,,,,,,,32.0
2022,4,11380551,갈현1동,133,2.0,2.0,1.0,,13.0,1.0,,,,,,,,,,,,2.0,48.0
2022,4,11380552,갈현2동,121,3.0,1.0,,1.0,15.0,5.0,2.0,1.0,5.0,,,,,,,,,1.0,34.0
2022,4,11380560,구산동,127,3.0,,,1.0,8.0,3.0,3.0,2.0,3.0,,,,,,,,,,38.0
2022,4,11380570,대조동,205,3.0,5.0,,1.0,24.0,,2.0,,2.0,,,,1.0,,,,,,32.0
2022,4,11380580,응암1동,133,5.0,5.0,,1.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,27.0
2022,4,11380590,응암2동,91,3.0,1.0,,1.0,10.0,2.0,1.0,,,,,,,,,,,,37.0
2022,4,11380600,응암3동,138,3.0,3.0,,1.0,16.0,1.0,1.0,2.0,1.0,,,2.0,,,,,,,31.0
2022,4,11380625,역촌동,176,5.0,5.0,,2.0,18.0,2.0,1.0,,,,,,,,,,,,51.0
2022,4,11380631,신사1동,94,3.0,,,,8.0,3.0,,1.0,,5.0,,,,,,,,1.0,22.0
2022,4,11380632,신사2동,82,4.0,,,,5.0,,3.0,1.0,1.0,,,,,,,,,1.0,35.0
2022,4,11380640,증산동,83,3.0,,,,8.0,1.0,1.0,2.0,,,,2.0,,,,,,1.0,16.0
2022,4,11380650,수색동,60,5.0,2.0,,,5.0,1.0,1.0,,,,,2.0,,,,,,1.0,22.0
2022,4,11380690,진관동,242,6.0,6.0,,,22.0,6.0,6.0,2.0,4.0,,,,1.0,,,,,1.0,81.0
2022,4,11410520,천연동,127,4.0,1.0,,,4.0,,1.0,1.0,1.0,11.0,,,,1.0,,,,,44.0
2022,4,11410555,북아현동,76,2.0,2.0,,1.0,7.0,1.0,1.0,,1.0,,,,,,,,,,17.0
2022,4,11410565,충현동,184,9.0,8.0,,,7.0,1.0,3.0,1.0,2.0,24.0,,,,,,,,3.0,58.0
2022,4,11410585,신촌동,368,6.0,10.0,1.0,,22.0,1.0,3.0,1.0,1.0,109.0,1.0,,4.0,3.0,,,,2.0,60.0
2022,4,11410615,연희동,201,7.0,7.0,,1.0,16.0,,1.0,3.0,1.0,13.0,,,1.0,1.0,,,,,70.0
2022,4,11410620,홍제1동,135,3.0,2.0,,,10.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,40.0
2022,4,11410640,홍제3동,129,3.0,3.0,,2.0,14.0,1.0,2.0,1.0,,3.0,,4.0,,6.0,,,,1.0,46.0
2022,4,11410655,홍제2동,56,1.0,,,,6.0,3.0,,,,,,,,1.0,,,,,15.0
2022,4,11410660,홍은1동,86,3.0,,,,7.0,1.0,1.0,,,,,,,1.0,,,,,32.0
2022,4,11410685,홍은2동,161,4.0,2.0,1.0,,8.0,,2.0,3.0,1.0,12.0,,,,,,,,,83.0
2022,4,11410690,남가좌1동,94,2.0,3.0,,1.0,9.0,,1.0,,,,,1.0,,1.0,,,,1.0,20.0
2022,4,11410700,남가좌2동,117,4.0,4.0,,,12.0,4.0,1.0,1.0,,8.0,,,,,,,,,24.0
2022,4,11410710,북가좌1동,60,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,13.0
2022,4,11410720,북가좌2동,115,3.0,3.0,,,12.0,2.0,,,,,,,,,,,,,39.0
2022,4,11440555,아현동,145,5.0,8.0,,,16.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,23.0
2022,4,11440565,공덕동,172,7.0,9.0,,,21.0,1.0,3.0,,,,,2.0,,,,,,4.0,39.0
2022,4,11440585,도화동,144,4.0,7.0,,,15.0,2.0,1.0,,,,,,1.0,1.0,,,,1.0,38.0
2022,4,11440590,용강동,90,7.0,6.0,,1.0,10.0,2.0,1.0,,,,,,,,,,,1.0,24.0
2022,4,11440600,대흥동,209,5.0,5.0,,,18.0,,3.0,1.0,1.0,27.0,,,,3.0,,,,3.0,38.0
2022,4,11440610,염리동,52,3.0,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,2.0,,,,,10.0
2022,4,11440630,신수동,76,4.0,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,24.0
2022,4,11440655,서강동,156,6.0,4.0,,,7.0,1.0,1.0,,,20.0,,,,,,,,2.0,64.0
2022,4,11440660,서교동,358,13.0,22.0,,,31.0,1.0,1.0,,,2.0,,,5.0,3.0,,,,7.0,88.0
2022,4,11440680,합정동,109,4.0,3.0,,,10.0,1.0,1.0,1.0,,,,,,,,,,,32.0
2022,4,11440690,망원1동,95,2.0,2.0,,,11.0,,,,,,,,,1.0,,,,,23.0
2022,4,11440700,망원2동,83,4.0,1.0,,,6.0,1.0,2.0,,,,,,,,,,,,33.0
2022,4,11440710,연남동,52,2.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,,23.0
2022,4,11440720,성산1동,86,4.0,2.0,,,5.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,29.0
2022,4,11440730,성산2동,158,6.0,3.0,,,13.0,2.0,3.0,2.0,,,,1.0,1.0,,,,,2.0,47.0
2022,4,11440740,상암동,247,10.0,11.0,,,14.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,4.0,104.0
2022,4,11470510,목1동,190,5.0,12.0,,1.0,21.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,2.0,29.0
2022,4,11470520,목2동,97,3.0,2.0,,1.0,13.0,3.0,1.0,,,,,,,1.0,,,,1.0,18.0
2022,4,11470530,목3동,96,3.0,4.0,,,11.0,1.0,,1.0,,,,,,,,,,,7.0
2022,4,11470540,목4동,84,3.0,3.0,,,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,14.0
2022,4,11470550,목5동,143,8.0,9.0,1.0,,12.0,4.0,3.0,2.0,2.0,,,,,,,,,,52.0
2022,4,11470560,신월1동,71,3.0,3.0,,,12.0,1.0,,,,,,,,,,,,,9.0
2022,4,11470570,신월2동,65,3.0,1.0,,,6.0,1.0,2.0,2.0,,,,,,,,,,,12.0
2022,4,11470580,신월3동,70,2.0,1.0,,,7.0,1.0,1.0,2.0,3.0,,,,,,,,,,8.0
2022,4,11470590,신월4동,63,2.0,1.0,,,6.0,3.0,1.0,,,,,,,,,,,,11.0
2022,4,11470600,신월5동,54,3.0,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,12.0
2022,4,11470610,신월6동,47,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,15.0
2022,4,11470611,신월7동,74,6.0,1.0,,,10.0,2.0,,1.0,,,,,,,,,,,21.0
2022,4,11470620,신정1동,94,7.0,3.0,,,9.0,2.0,2.0,1.0,,,,,,,,,,,26.0
2022,4,11470630,신정2동,71,3.0,1.0,,,7.0,1.0,2.0,1.0,,,,,,,,,,,20.0
2022,4,11470640,신정3동,203,4.0,1.0,,,15.0,1.0,3.0,1.0,4.0,,,,,,,,,1.0,81.0
