연도,분기,NM,행정동_코드,전체,1층,1층외,영역_면적
2020,2,망우본동,11260655,70381,84079,56682,2948109
2020,2,망원1동,11440690,118567,146018,91116,1101005
2020,2,망원2동,11440700,102442,114986,89898,676411
2020,2,면목2동,11260520,64081,89245,38917,763122
2020,2,면목38동,11260575,75375,95767,54983,1614117
2020,2,면목4동,11260540,61161,71150,51172,843466
2020,2,면목5동,11260550,55722,71432,40012,704936
2020,2,면목7동,11260570,82540,116040,49041,1236134
2020,2,면목본동,11260565,73332,95040,51625,849019
2020,2,명동,11140550,194329,257799,130858,969729
2020,2,명일1동,11740530,89941,115613,64269,634942
2020,2,명일2동,11740540,98949,143253,54645,914329
2020,2,목1동,11470510,139837,167303,112372,1433111
2020,2,목2동,11470520,101697,123602,79792,1021355
2020,2,목3동,11470530,94707,129992,59423,531850
2020,2,목4동,11470540,78171,109560,46782,577493
2020,2,목5동,11470550,154189,225344,83033,1766361
2020,2,무악동,11110570,131596,162791,100402,369520
2020,2,묵1동,11260620,88739,119657,57821,1238436
2020,2,묵2동,11260630,80122,84731,75513,669204
2020,2,문래동,11560605,96114,106184,86045,1786708
2020,2,문정1동,11710641,88632,102419,74845,612546
2020,2,문정2동,11710642,159848,207509,112187,2242033
2020,2,미성동,11620765,83745,105343,62147,1359429
2020,2,미아동,11305535,83301,109104,57498,841204
2020,2,반포1동,11650560,140756,155522,125990,992368
2020,2,반포2동,11650570,230791,295833,165749,1396031
2020,2,반포3동,11650580,172139,224457,119820,1251708
2020,2,반포4동,11650581,162491,182582,142400,1427141
2020,2,반포본동,11650550,96585,117101,76069,972536
2020,2,발산1동,11500611,97098,130124,64072,2887669
2020,2,방배1동,11650600,107497,133015,81979,689244
2020,2,방배2동,11650610,115698,124352,107044,1904030
2020,2,방배3동,11650620,87652,114923,60380,2375134
2020,2,방배4동,11650621,101067,121448,80686,949527
2020,2,방배본동,11650590,93368,122414,64321,677510
2020,2,방이1동,11710561,91533,129212,53854,609259
2020,2,방이2동,11710562,110049,144311,75787,769841
2020,2,방학1동,11320690,76134,103418,48851,1040857
2020,2,방학2동,11320700,57297,85839,28756,1092814
2020,2,방학3동,11320710,84017,85367,82667,1951026
2020,2,방화1동,11500630,103550,142739,64361,1475606
2020,2,방화2동,11500640,81373,85806,76941,6157541
2020,2,방화3동,11500641,100632,138970,62294,2558908
2020,2,번1동,11305595,77806,95557,60055,627036
2020,2,번2동,11305603,81668,70717,92619,974298
2020,2,번3동,11305608,67877,97154,38600,1081177
2020,2,보광동,11170700,89756,111432,68079,715096
2020,2,보라매동,11620525,86807,103544,70070,750225
2020,2,보문동,11290610,75824,90104,61543,553006
2020,2,부암동,11110550,100555,104196,96915,2274739
2020,2,북가좌1동,11410710,97066,111765,82367,577979
2020,2,북가좌2동,11410720,78049,100277,55820,824866
2020,2,북아현동,11410555,115534,134726,96341,458945
2020,2,불광1동,11380520,94224,128478,59970,3124927
2020,2,불광2동,11380530,108363,144442,72285,1396089
2020,2,사근동,11200550,117240,140472,94008,1169216
2020,2,사당1동,11590620,94934,120344,69523,635172
2020,2,사당2동,11590630,132622,182644,82601,2763201
2020,2,사당3동,11590640,111264,125161,97366,907684
2020,2,사당4동,11590650,112637,175360,49914,436148
2020,2,사당5동,11590651,75550,86960,64139,682199
2020,2,사직동,11110530,153017,200198,105836,1158536
2020,2,삼각산동,11305575,128931,127057,130806,621911
2020,2,삼선동,11290555,88038,116038,60038,926227
2020,2,삼성1동,11680580,177707,181339,174076,1944629
2020,2,삼성2동,11680590,146905,172438,121373,1242271
2020,2,삼성동,11620745,63240,74483,51998,2604386
2020,2,삼양동,11305534,81650,84721,78580,924092
2020,2,삼전동,11710610,101940,142871,61009,953338
2020,2,삼청동,11110540,124398,183892,64904,1479255
2020,2,상계10동,11350720,123048,188675,57421,809214
2020,2,상계1동,11350630,87883,124155,51611,5402614
2020,2,상계2동,11350640,118292,151049,85535,623125
2020,2,상계34동,11350665,68053,90160,45947,5211708
2020,2,상계5동,11350670,70573,102078,39068,906891
2020,2,상계67동,11350695,144517,198330,90704,1450295
2020,2,상계8동,11350700,111261,163237,59285,666348
2020,2,상계9동,11350710,129738,204162,55313,719445
2020,2,상도1동,11590530,93924,117707,70142,1488648
2020,2,상도2동,11590540,106105,132651,79559,772865
2020,2,상도3동,11590550,107082,157731,56433,637199
2020,2,상도4동,11590560,90563,112427,68700,939562
2020,2,상봉1동,11260580,80705,96036,65375,854219
2020,2,상봉2동,11260590,85993,109255,62730,677445
2020,2,상암동,11440740,146018,182696,109340,8402415
2020,2,상일동,11740520,83068,124857,41278,1813623
2020,2,서강동,11440655,132710,150010,115409,1478577
2020,2,서교동,11440660,141336,167382,115290,1678981
2020,2,서림동,11620665,115663,97431,133895,941252
2020,2,서빙고동,11170690,66279,62635,69923,2821948
2020,2,서원동,11620645,126739,155004,98474,647532
2020,2,서초1동,11650510,107391,128043,86738,1382685
2020,2,서초2동,11650520,168080,191125,145034,1230924
2020,2,서초3동,11650530,118586,142860,94311,2998572
2020,2,서초4동,11650531,145838,174247,117430,879773
2020,2,석관동,11290810,72784,94920,50649,1705061
2020,2,석촌동,11710600,110582,147191,73973,946914
2020,2,성내1동,11740640,92529,126344,58714,663675
2020,2,성내2동,11740650,86024,97042,75006,625147
2020,2,성내3동,11740660,118284,136060,100508,647356
2020,2,성북동,11290525,114258,139800,88716,2879912
2020,2,성산1동,11440720,88625,109252,67998,859254
2020,2,성산2동,11440730,104181,123196,85165,1978724
2020,2,성수1가1동,11200650,99274,120978,77570,1885875
2020,2,성수1가2동,11200660,103630,124653,82607,930086
2020,2,성수2가1동,11200670,76576,93779,59373,1184964
2020,2,성수2가3동,11200690,97882,108298,87467,1054501
2020,2,성현동,11620565,84843,111480,58206,678223
2020,2,세곡동,11680700,124381,146949,101813,6367772
2020,2,소공동,11140520,169759,221939,117578,943795
2020,2,송정동,11200720,75194,82140,68248,681916
2020,2,송중동,11305545,98181,119842,76519,1075796
2020,2,송천동,11305555,67482,90665,44299,929913
2020,2,송파1동,11710580,109072,123838,94306,686925
2020,2,송파2동,11710590,80708,108827,52590,631023
2020,2,수궁동,11530790,79386,95966,62805,2661352
2020,2,수색동,11380650,58926,80087,37764,1290258
2020,2,수서동,11680750,145390,184392,106389,1629403
2020,2,수유1동,11305615,68403,99017,37790,1649963
2020,2,수유2동,11305625,67917,80314,55519,581617
2020,2,수유3동,11305635,96281,121017,71545,745645
2020,2,숭인1동,11110700,79116,100845,57388,239396
2020,2,숭인2동,11110710,87958,120870,55046,351906
2020,2,시흥1동,11545670,105580,136440,74720,1524148
2020,2,시흥2동,11545680,114629,152894,76365,1308882
2020,2,시흥3동,11545690,121296,110290,132303,1261391
2020,2,시흥4동,11545700,83704,99453,67956,821709
2020,2,시흥5동,11545710,73039,110252,35826,1386972
2020,2,신길1동,11560630,101826,129279,74372,722925
2020,2,신길3동,11560650,68096,89922,46269,520083
2020,2,신길4동,11560660,55725,52660,58789,292127
2020,2,신길5동,11560670,75423,99342,51505,494653
2020,2,신길6동,11560680,82540,102609,62472,653511
2020,2,신길7동,11560690,109354,117875,100833,642487
2020,2,신내1동,11260680,80347,99522,61171,2606949
2020,2,신내2동,11260690,90971,128149,53793,911281
2020,2,신당5동,11140650,116370,129345,103395,319706
2020,2,신당동,11140615,383293,367247,399339,534942
2020,2,신대방1동,11590670,91079,118103,64055,675281
2020,2,신대방2동,11590680,119722,160773,78670,977033
2020,2,신도림동,11530510,123013,127137,118890,1392788
2020,2,신림동,11620695,126371,161686,91055,541240
2020,2,신사1동,11380631,84709,93252,76167,808314
2020,2,신사2동,11380632,83550,84341,82759,1046222
2020,2,신사동,11620685,91719,132995,50443,641031
2020,2,신사동,11680510,136793,173290,100295,2059234
2020,2,신수동,11440630,101268,112775,89761,797879
2020,2,신원동,11620655,92931,125867,59995,544977
2020,2,신월1동,11470560,58535,83042,34027,622400
2020,2,신월2동,11470570,68004,85564,50444,606811
2020,2,신월3동,11470580,62315,83498,41133,918039
2020,2,신월4동,11470590,65029,84868,45191,469873
2020,2,신월5동,11470600,63386,82168,44604,638302
2020,2,신월6동,11470610,65246,86665,43828,444286
2020,2,신월7동,11470611,65139,89006,41271,1230628
2020,2,신정1동,11470620,86921,110205,63638,747568
2020,2,신정2동,11470630,88058,104776,71340,525899
2020,2,신정3동,11470640,97468,142228,52709,2756536
2020,2,신정4동,11470650,85416,106319,64513,997144
2020,2,신정6동,11470670,146547,204418,88675,940885
2020,2,신정7동,11470680,110965,138659,83271,1234130
2020,2,신촌동,11410585,137024,187060,86988,2720364
2020,2,쌍문1동,11320660,53813,70214,37413,1175774
2020,2,쌍문2동,11320670,69853,94134,45571,541193
2020,2,쌍문3동,11320680,82881,121258,44503,504805
2020,2,쌍문4동,11320681,86473,114171,58775,554868
2020,2,아현동,11440555,122246,159789,84704,744328
2020,2,안암동,11290600,96347,134392,58301,1379571
2020,2,암사1동,11740570,93804,107218,80390,735480
2020,2,암사2동,11740580,95308,134084,56531,2174329
2020,2,암사3동,11740590,106384,116392,96377,1799368
2020,2,압구정동,11680545,151340,203676,99003,2345057
2020,2,약수동,11140635,122241,167356,77126,486369
2020,2,양재1동,11650651,112498,136925,88071,5765358
2020,2,양재2동,11650652,80143,93580,66706,7562268
2020,2,양평1동,11560610,90159,94279,86038,974912
2020,2,양평2동,11560620,90500,114266,66733,2874596
2020,2,여의동,11560540,150635,204094,97177,8437543
2020,2,역삼1동,11680640,150163,169188,131139,2362133
2020,2,역삼2동,11680650,157857,193215,122500,1135029
2020,2,역촌동,11380625,76748,96218,57278,1157542
2020,2,연남동,11440710,119923,134783,105063,647438
2020,2,연희동,11410615,92590,94928,90252,2929172
2020,2,염리동,11440610,111486,156230,66743,491468
2020,2,염창동,11500510,84688,103649,65727,1732856
2020,2,영등포동,11560535,123978,136441,111514,1372094
2020,2,영등포본동,11560515,116024,89692,142357,846370
2020,2,오금동,11710570,75891,104174,47608,1648868
2020,2,오류1동,11530770,119775,149505,90045,727414
2020,2,오류2동,11530780,89468,107969,70967,3061018
2020,2,오륜동,11710566,279883,345767,213999,3085088
2020,2,옥수동,11200645,142934,164465,121404,1922027
2020,2,왕십리2동,11200520,93863,113212,74513,372425
2020,2,왕십리도선동,11200535,109525,125761,93288,710285
2020,2,용강동,11440590,132257,163062,101452,790602
2020,2,용답동,11200790,92093,125259,58927,2377148
2020,2,용문동,11170590,80536,101189,59884,277531
2020,2,용산2가동,11170520,97928,104591,91266,1966853
2020,2,용신동,11230536,81785,103155,60416,1618399
2020,2,우이동,11305645,63614,80774,46454,10587752
2020,2,우장산동,11500615,105545,141462,69628,1261588
2020,2,원효로1동,11170560,85177,100664,69690,589017
2020,2,원효로2동,11170570,93683,107100,80266,708975
2020,2,월계1동,11350560,98494,138209,58779,1107461
2020,2,월계2동,11350570,87289,88552,86025,2004785
2020,2,월계3동,11350580,134175,190722,77628,1168283
2020,2,월곡1동,11290715,81242,97281,65203,801757
2020,2,월곡2동,11290725,72905,105170,40640,1364901
2020,2,위례동,11710647,147312,206886,87738,2537372
2020,2,은천동,11620605,105923,138511,73335,776212
2020,2,을지로동,11140605,141194,186177,96212,611524
2020,2,응봉동,11200580,108911,139653,78170,553662
2020,2,응암1동,11380580,82258,114290,50225,1109863
2020,2,응암2동,11380590,94885,94917,94853,755247
2020,2,응암3동,11380600,80643,109235,52050,752773
2020,2,이문1동,11230740,98862,141471,56253,1039602
2020,2,이문2동,11230750,73316,86038,60594,723890
2020,2,이촌1동,11170630,209094,301294,116895,2872767
2020,2,이촌2동,11170640,118952,70071,167833,1205543
2020,2,이태원1동,11170650,168653,199088,138217,582899
2020,2,이태원2동,11170660,119102,127369,110835,874243
2020,2,이화동,11110640,121320,162176,80465,782395
2020,2,인수동,11305660,58343,65162,51524,2998011
2020,2,인헌동,11620625,95759,139326,52192,1089078
2020,2,일원1동,11680730,91080,131773,50388,953471
2020,2,일원2동,11680740,130553,156133,104973,1300290
2020,2,일원본동,11680720,152934,199699,106170,2354625
2020,2,자양1동,11215820,99011,121920,76102,568868
2020,2,자양2동,11215830,83773,85428,82118,1657523
2020,2,자양3동,11215840,120975,124891,117059,1196419
2020,2,자양4동,11215847,106732,148193,65272,1180023
2020,2,잠실2동,11710670,323771,451144,196398,2686850
2020,2,잠실3동,11710680,253604,252070,255137,1542643
2020,2,잠실4동,11710690,267465,336928,198003,780204
2020,2,잠실6동,11710710,172555,199164,145946,1508001
2020,2,잠실7동,11710720,108105,168896,47313,723486
2020,2,잠실본동,11710650,121672,166724,76621,1028997
2020,2,잠원동,11650540,122284,132407,112162,1756867
2020,2,장안1동,11230650,77099,97830,56368,1342167
2020,2,장안2동,11230660,84139,114050,54227,996640
2020,2,장위1동,11290760,46406,61785,31028,708546
2020,2,장위2동,11290770,69474,79768,59180,679894
2020,2,장위3동,11290780,66103,95326,36881,652601
2020,2,장지동,11710646,92684,127557,57810,1278355
2020,2,장충동,11140580,89181,114518,63844,1017925
2020,2,전농1동,11230560,83840,98157,69523,1126695
2020,2,전농2동,11230570,102993,122622,83364,977568
2020,2,정릉1동,11290620,79670,99725,59614,412365
2020,2,정릉2동,11290630,71664,91397,51931,1094889
2020,2,정릉3동,11290640,62306,80501,44111,3327126
2020,2,정릉4동,11290650,81984,107430,56538,3570914
2020,2,제기동,11230545,100939,137237,64640,1181705
2020,2,조원동,11620725,76706,102115,51298,666607
2020,2,종로1234가동,11110615,185579,249923,121235,2417171
2020,2,종로56가동,11110630,243667,255336,231997,603167
2020,2,종암동,11290705,75349,96620,54079,1404527
2020,2,중계1동,11350621,159699,228056,91343,623451
2020,2,중계23동,11350625,130406,176838,83975,919083
2020,2,중계4동,11350624,105308,152226,58390,1519449
2020,2,중계본동,11350619,101142,128484,73800,2183234
2020,2,중곡1동,11215740,72117,86663,57571,614505
2020,2,중곡2동,11215750,70469,90423,50515,545542
2020,2,중곡3동,11215760,65560,94090,37031,601866
2020,2,중곡4동,11215770,78531,108720,48342,2313468
2020,2,중림동,11140680,122290,136658,107923,484384
2020,2,중앙동,11620615,91837,115033,68642,384728
2020,2,중화1동,11260600,63258,79493,47024,641493
2020,2,중화2동,11260610,75005,103687,46323,1016955
2020,2,증산동,11380640,79255,104629,53881,807409
2020,2,진관동,11380690,115135,124679,105591,11565110
2020,2,창1동,11320511,81041,100710,61372,1122171
2020,2,창2동,11320512,64415,90065,38765,654442
2020,2,창3동,11320513,56937,79993,33881,655485
2020,2,창4동,11320514,126725,173094,80357,1140172
2020,2,창5동,11320515,96098,132260,59935,701480
2020,2,창신1동,11110670,165098,197134,133063,305337
2020,2,창신2동,11110680,73666,90776,56555,257323
2020,2,창신3동,11110690,88229,98319,78140,216835
2020,2,천연동,11410520,99965,133552,66379,982817
2020,2,천호1동,11740600,89370,111019,67720,668998
2020,2,천호2동,11740610,111170,123504,98836,1850853
2020,2,천호3동,11740620,109693,144388,74998,561872
2020,2,청구동,11140645,93639,103145,84133,342571
2020,2,청담동,11680565,144329,167299,121358,2329217
2020,2,청량리동,11230705,70609,88812,52405,1204398
2020,2,청룡동,11620595,106890,130694,83086,1195604
2020,2,청림동,11620545,62048,75670,48426,297155
2020,2,청운효자동,11110515,131133,160242,102023,2568432
2020,2,청파동,11170555,102300,133706,70893,886225
2020,2,충현동,11410565,93309,114423,72195,1116001
2020,2,평창동,11110560,85758,82299,89218,8947328
2020,2,풍납1동,11710510,67225,87904,46546,1075294
2020,2,풍납2동,11710520,83856,113474,54237,2564554
2020,2,필동,11140570,122123,159193,85052,1464686
2020,2,하계1동,11350611,87089,100393,73784,1527061
2020,2,하계2동,11350612,134827,174586,95067,500023
2020,2,한강로동,11170625,122166,142638,101694,2869816
2020,2,한남동,11170685,115341,135270,95413,3031897
2020,2,합정동,11440680,129521,136834,122209,1712389
