"연도","분기","행정동_코드","행정동_코드_명","점포_수","유사_업종_점포_수","개업_점포_수","폐업_점포_수","프랜차이즈_점포_수","총_유동인구_수","총_상주인구_수","총_직장_인구_수","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수","추정매출액","전체","첫번째층","첫번째층외","영역_면적"
2024,4,"11620605","은천동",1210,1350,34,36,140,8382716,32359,1371,123,6,,,,9,3,1,,1,,,,,,,,,,43,37939690788,101527,141949,61104,776212
2024,4,"11620615","중앙동",821,926,25,24,105,5400796,15126,1301,83,1,3,,1,14,,1,,,,,,,,,,,1,12,36665846964,109099,150292,67906,384728
2024,4,"11620625","인헌동",892,983,21,34,91,6054479,25385,1623,105,2,5,,,14,1,,1,1,,,2,,,,,,1,23,41550432071,112021,137179,86864,1089078
2024,4,"11620630","남현동",787,886,14,29,99,4460757,17668,3701,70,3,1,,,6,1,1,,,1,,,,,,,,,6,29801671002,102090,99675,104506,3281024
2024,4,"11620645","서원동",1126,1337,38,57,211,5445153,22908,2303,94,3,1,1,1,9,,,1,,,,,1,,,,,,27,58512146754,153749,177504,129994,647532
2024,4,"11620655","신원동",702,757,13,20,55,6061297,17484,398,54,6,1,,,7,,1,,,1,,,,,,,,,10,21120094741,160949,154469,167429,544977
2024,4,"11620665","서림동",672,740,11,26,68,5108418,23319,1424,74,2,,,,5,1,1,1,,,,,,,,,,,34,14048565053,149220,96110,202330,941252
2024,4,"11620685","신사동",1087,1189,31,47,102,7426606,21969,3137,79,3,2,,1,10,1,1,,,1,,1,,,,,,,21,29046287082,99606,121361,77851,641031
2024,4,"11620695","신림동",1597,1767,47,56,170,9939231,22622,1310,168,2,3,,,17,,,,,,,,,4,,,,1,16,67042840770,138909,181010,96807,541240
2024,4,"11620715","난향동",310,333,9,7,23,1472600,14726,344,68,1,,,,5,,1,,,,,,,,,,,,34,4190063708,57111,65289,48932,821397
2024,4,"11620725","조원동",1243,1359,31,34,116,7590687,19598,2688,96,3,1,,1,12,,1,,,,,1,,,,,,,30,70319156510,104460,115382,93538,666607
2024,4,"11620735","대학동",1107,1252,27,36,145,6174888,24237,590,283,5,6,,,11,,1,1,2,140,,,,,,,,,73,29144196618,104111,148494,59727,8405183
2024,4,"11620745","삼성동",583,604,4,13,21,7029660,19970,880,94,3,,,,7,,2,,1,,,,,3,,,,,44,11828659691,84661,96747,72575,2604386
2024,4,"11620765","미성동",1031,1141,19,25,110,5219036,29526,2895,126,3,3,,1,11,1,2,2,2,,,,,1,,,,,44,27395523384,93144,96244,90044,1359429
2024,4,"11620775","난곡동",589,654,9,24,65,5676991,25257,981,95,2,1,,,11,2,1,2,1,,,1,,,,,,,28,19635212961,109346,107395,111298,972373
2024,4,"11650510","서초1동",3032,3258,59,56,226,7677901,20154,47656,194,4,10,,1,14,,2,,,13,,,,,,,,2,38,70401571929,140759,151057,130461,1382685
2024,4,"11650520","서초2동",3843,4122,71,88,279,6916415,24636,66239,217,8,26,,,24,,1,1,1,,,,,1,,,,2,47,138642177269,186890,225819,147961,1230924
2024,4,"11650530","서초3동",6876,7257,119,127,381,12161523,31862,51852,332,25,30,,3,30,1,1,1,3,2,,,,,,,1,2,77,204759822982,139523,159052,119994,2998572
2024,4,"11650531","서초4동",3166,3379,61,62,213,6470190,30281,40288,257,2,13,,1,31,2,2,1,,,,,1,,,,,,36,192353537978,181688,237406,125970,879773
2024,4,"11650540","잠원동",1836,1964,30,44,128,6274053,26800,14890,135,3,8,,,13,1,1,1,,,,,,,,,,2,23,83230855546,141754,148056,135451,1756867
2024,4,"11650550","반포본동",377,386,2,10,9,457075,117,5670,33,1,3,,,2,,1,2,2,,,1,,,,,,1,5,1388276471,67011,67011,,972536
2024,4,"11650560","반포1동",1706,1833,44,37,127,6803734,33740,8508,140,6,6,,1,20,1,2,1,1,,,,,,,,,1,26,81380346307,141481,160202,122760,992368
2024,4,"11650570","반포2동",458,500,17,7,42,1823776,23322,4018,74,4,5,,,5,,2,1,,,,1,,,,,,1,25,31699088220,317831,361341,274321,1396031
2024,4,"11650580","반포3동",1115,1195,15,25,80,3473949,23761,3009,109,3,7,,,11,,1,1,,,,,,,,,,,18,101494108115,199268,202231,196306,1251708
2024,4,"11650581","반포4동",3125,3436,42,53,311,5520357,18474,49942,130,7,12,1,,12,,,1,,3,,,1,,,,,3,33,112459800387,159835,194735,124935,1427141
2024,4,"11650590","방배본동",1317,1402,26,20,85,4676868,20401,20669,103,2,6,,,16,,1,,,,,1,,,,,,,25,54020248553,116908,148667,85149,677510
2024,4,"11650600","방배1동",1326,1466,23,32,140,4407367,16479,17162,102,3,4,,1,10,,1,,,3,,1,,,,,,1,19,73314388068,139449,167216,111683,689244
2024,4,"11650610","방배2동",1367,1490,23,34,123,4703151,18010,15603,114,4,2,,,3,,1,1,1,,,1,,1,,,,1,37,49343912624,137812,154252,121371,1904030
2024,4,"11650620","방배3동",682,729,14,13,47,3440637,15757,13530,112,4,3,,2,6,,2,,1,7,,,,,,,,,50,26068224971,83233,112398,54068,2375134
2024,4,"11650621","방배4동",1815,1943,44,43,128,6248929,22754,16097,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31,60990197371,125724,143208,108240,949527
2024,4,"11650651","양재1동",2750,3001,64,59,251,8479727,41970,24087,263,12,11,,1,20,3,4,1,,1,,,,,,,,2,86,124804612776,119614,153891,85337,5765358
2024,4,"11650652","양재2동",3455,3659,48,76,204,5762853,21157,33724,147,2,16,,,11,,1,2,1,,,1,,,,,,1,57,143542263672,117514,109931,125097,7562268
2024,4,"11650660","내곡동",895,951,20,13,56,1868280,17000,1371,161,5,1,,1,2,2,1,,,3,,1,,,,,,1,85,5791070260,148375,169170,127579,12708880
2024,4,"11680510","신사동",4089,4355,95,104,266,6754835,15436,27674,260,3,14,,,36,2,1,1,2,,1,,1,,,,,1,12,269858465257,194399,225196,163601,2059234
2024,4,"11680521","논현1동",4217,4512,109,137,295,9719047,20996,45242,300,4,15,,4,42,,1,,,,,1,8,,,,,3,23,255795965881,198149,242951,153348,1258744
2024,4,"11680531","논현2동",4603,4952,112,114,349,11959099,20369,57007,240,8,16,,5,29,1,1,1,,4,,,2,,,,,1,33,205510752948,186698,213465,159932,1458524
2024,4,"11680545","압구정동",4432,4664,121,102,232,7653846,26119,50479,313,4,25,,5,30,1,1,2,2,,2,1,3,,,,,2,18,358412369367,184213,263566,104861,2345057
2024,4,"11680565","청담동",4463,4665,101,71,202,8941227,24535,58171,288,11,19,,4,27,2,2,1,1,1,,,,,,,,3,23,298013619487,240003,310855,169151,2329217
2024,4,"11680580","삼성1동",3628,3921,62,66,293,4710934,12134,189339,199,6,26,,3,13,1,1,1,1,,1,,1,,,,,3,38,237420128715,259058,210700,307416,1944629
2024,4,"11680590","삼성2동",3041,3270,74,68,229,9037134,30579,70662,177,10,11,,,11,,1,1,,1,,,,,,,,4,28,91125820666,201274,228209,174340,1242271
2024,4,"11680600","대치1동",1050,1158,17,35,108,4444153,23878,18463,130,4,11,,,13,1,1,1,2,1,,,,,,,,,24,132887088195,197821,,197821,809823
2024,4,"11680610","대치2동",2984,3239,58,55,255,6212447,38212,102922,210,6,26,,2,20,,2,1,1,,,,,,,,,2,39,177171856690,197375,229849,164900,1837367
2024,4,"11680630","대치4동",3797,4178,106,127,381,10298784,18614,43704,159,4,12,1,1,18,,1,,,1,1,,,,,,,,14,219098512025,186366,245211,127521,701081
2024,4,"11680640","역삼1동",11339,12263,267,268,924,20368338,34082,202016,542,15,49,1,3,64,1,1,,,,,,3,1,,,,1,44,522602512643,198929,205870,191989,2362133
2024,4,"11680650","역삼2동",3137,3361,88,85,224,12125350,36348,55876,195,3,14,,2,25,,1,2,1,1,,,,,,,,,31,93637515168,230806,274001,187612,1135029
2024,4,"11680655","도곡1동",1318,1437,41,31,119,8054766,20005,32403,142,4,9,1,4,20,2,1,2,1,,,,,,,,,1,27,67801682646,264773,231177,298368,1050609
2024,4,"11680656","도곡2동",1531,1634,30,22,103,3962722,32648,84833,118,7,23,,,10,2,1,1,2,,,,,,,,,3,25,77025896879,135967,156242,115693,990763
2024,4,"11680660","개포1동",196,204,5,6,8,2181727,6765,3433,38,1,1,,,1,,1,2,,,,,,,,,,,29,468655894,,,,1449952
2024,4,"11680670","개포2동",954,1050,30,17,96,2194161,41708,8854,135,3,3,,,9,5,4,1,3,,,,,,,,,3,50,29700899135,245653,246592,244714,2243338
2024,4,"11680690","개포4동",1481,1584,34,52,103,3374242,23151,7242,115,3,4,,,7,,2,1,1,,,,,,,,,,49,55688368227,119470,108924,130015,1665461
2024,4,"11680700","세곡동",1265,1429,28,39,164,3535553,45513,379,191,4,1,,,9,3,4,1,1,,,,,,,,,,95,36877756762,193591,236656,150526,6367772
2024,4,"11680720","일원본동",424,471,7,7,47,2438645,22796,,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32,11011725707,,,,2354625
2024,4,"11680730","일원1동",691,782,18,21,91,2573034,14550,1822,74,4,1,,,11,1,2,,1,,,,,,,,,,18,33054483018,63599,61399,65799,953471
2024,4,"11680740","일원2동",434,466,4,7,32,1380291,16833,,66,3,3,,,6,2,1,1,,,,,,,,,,1,13,4216824104,87900,,87900,1300290
2024,4,"11680750","수서동",783,894,14,16,111,2244274,14026,19403,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23,55981636314,153604,,153604,1629403
2024,4,"11710510","풍납1동",445,477,9,10,32,4741152,11750,651,48,3,,,1,6,1,1,,,,,,,,,,,,6,10498444540,132466,132466,,1075294
2024,4,"11710520","풍납2동",812,885,11,17,73,4933329,23552,475,125,5,5,1,,26,2,2,3,1,3,,,,,,,,1,24,23722533347,72827,95254,50400,2564554
2024,4,"11710531","거여1동",564,614,10,13,50,3325039,12011,2887,48,2,,,,2,,1,,1,,,,,1,,,,1,6,16212190257,111991,170079,53902,522308
2024,4,"11710532","거여2동",687,780,19,18,93,3601237,23596,1556,78,3,3,,1,12,1,1,1,,,,,,,,,,,11,25725467705,97500,153750,41250,612901
2024,4,"11710540","마천1동",618,660,5,29,42,3306419,17982,586,73,4,1,,,8,1,1,,,,,,,1,,,,1,15,33887419164,73675,99345,48005,575258
2024,4,"11710550","마천2동",893,967,15,16,74,4871883,17575,1312,93,3,2,,,14,,1,,,,,,,,,,,,12,40494032404,98023,110384,85662,890688
2024,4,"11710561","방이1동",1158,1276,33,22,118,3543175,15091,5978,73,2,1,,,10,2,2,1,1,,,,,,,,,1,11,48008284099,133333,130787,135879,609259
2024,4,"11710562","방이2동",2560,2810,81,81,250,6402445,26094,40697,164,3,5,,,18,,1,1,,,,,,,,,,1,13,127236863426,155887,195547,116227,769841
2024,4,"11710566","오륜동",438,500,9,5,62,701628,17799,15658,74,4,6,,,6,1,2,2,3,11,,,,,,,,3,15,5436510507,157185,,157185,3085088
2024,4,"11710570","오금동",1715,1837,44,47,122,9846199,37341,21434,134,5,5,,,13,3,3,4,2,,,,,,,,,3,27,72185749663,88561,92653,84468,1648868
2024,4,"11710580","송파1동",1863,2032,52,50,169,6082497,23353,10911,102,2,4,,3,14,1,1,,,,,,,,,,,2,13,69707085410,114187,148454,79921,686925
2024,4,"11710590","송파2동",823,918,27,29,95,3149044,18476,4268,79,3,1,,,11,3,1,2,3,,,,,,,,,,7,24921902662,104937,117576,92298,631023
2024,4,"11710600","석촌동",2411,2649,63,79,238,6722225,30682,9531,159,3,7,,2,27,3,2,,,,,,,,,,,,20,97692557333,125754,161852,89656,946914
2024,4,"11710610","삼전동",1583,1758,47,42,175,6262320,29062,4352,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12,75630324863,125108,161963,88254,953338
2024,4,"11710620","가락본동",2458,2692,66,87,234,8452301,25171,27617,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21,70603879126,116342,123975,108708,1014738
2024,4,"11710631","가락1동",3500,3574,31,34,74,786269,27469,6121,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16,459353974753,147809,122122,173496,1393228
2024,4,"11710632","가락2동",1535,1678,40,41,143,6139814,31181,6932,143,3,6,,,17,4,2,1,,,,,,,,,,1,22,57250391398,96943,141025,52861,932311
2024,4,"11710641","문정1동",1129,1218,33,44,89,4159107,19502,23872,70,3,1,,,5,1,1,1,,,,,,,,,,,19,33435258260,91339,105158,77521,612546
2024,4,"11710642","문정2동",5838,6316,106,145,478,2771583,28782,78185,149,10,12,,1,22,,1,,,,,,2,,,,,3,14,147463008502,156959,191207,122712,2242033
2024,4,"11710646","장지동",945,1040,17,18,95,7691981,28473,3961,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41,32735485120,99916,131871,67961,1278355
2024,4,"11710647","위례동",919,1100,43,37,181,3195352,44857,,84,3,1,,,5,2,2,1,,,,,,,,,,,32,6883643012,154659,213934,95385,2537372
2024,4,"11710650","잠실본동",2783,3144,75,102,361,8318624,27731,12201,192,5,9,,1,24,,1,,,,,,,,,,,1,12,157456031189,142553,184347,100759,1028997
2024,4,"11710670","잠실2동",855,958,12,17,103,2188144,34909,4063,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5,64410591458,326200,435848,216552,2686850
2024,4,"11710680","잠실3동",1613,1767,10,47,154,3783765,33805,38665,103,5,9,,,11,1,3,,1,,,,,,,,,,16,68808149395,243579,320851,166307,1542643
2024,4,"11710690","잠실4동",348,394,2,6,46,2274963,21192,4438,74,3,3,,,10,1,2,,1,,,,,,,,,2,7,13472902927,281388,378370,184407,780204
2024,4,"11710710","잠실6동",1710,1931,27,33,221,2393418,16514,83532,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13,249733521949,175266,231603,118928,1508001
2024,4,"11710720","잠실7동",188,198,1,3,10,673142,9419,,30,2,4,,,4,,1,2,1,,,,,,,,,2,3,4592916256,86528,124475,48582,723486
2024,4,"11740515","강일동",836,991,27,27,155,3794253,44257,143,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79,15089735519,140179,189082,91276,3647520
2024,4,"11740520","상일동",874,982,25,30,108,3404948,39307,1291,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37,18902623994,164134,175134,153134,1813623
2024,4,"11740530","명일1동",1551,1710,35,64,159,4868734,25279,3986,151,5,6,,2,17,,1,,,,,,,,,,,1,22,61346697570,133391,176562,90220,634942
2024,4,"11740540","명일2동",1007,1152,29,33,145,2128834,17034,2834,107,3,6,,,18,4,2,,1,,,,,,,,,,18,80892724713,130096,170980,89212,914329
2024,4,"11740550","고덕1동",554,628,10,15,74,3742773,23932,845,92,3,,,,4,1,2,1,1,,,,,,,,,1,26,8157721648,111931,135288,88574,1518495
2024,4,"11740560","고덕2동",853,988,35,36,135,2151832,22684,1176,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25,25561722913,161216,185840,136592,2206786
2024,4,"11740570","암사1동",1292,1415,35,40,123,8738334,33825,3050,90,2,1,,,8,1,1,,,1,,1,,,,,,,13,38129503216,98687,127824,69550,735480
2024,4,"11740580","암사2동",638,713,11,17,75,2354087,14825,1552,61,1,3,,,6,1,2,,,,,,,,,,,1,6,24258762138,152234,226088,78379,2174329
2024,4,"11740590","암사3동",543,596,12,13,53,1525729,17136,,50,2,1,,,5,1,,2,1,,,,,,,,,,12,17946864739,155894,193129,118658,1799368
2024,4,"11740600","천호1동",1073,1183,25,32,110,10570083,25942,1673,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11,29887012097,88963,96175,81751,668998
2024,4,"11740610","천호2동",2992,3270,55,89,278,11197776,32694,2893,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22,142784418677,119966,131566,108366,1850853
2024,4,"11740620","천호3동",1438,1580,27,44,142,7473840,25969,1173,115,4,3,,2,14,,,1,,,,,,1,,,,,11,40254160822,124115,125893,122337,561872
2024,4,"11740640","성내1동",1244,1367,22,27,123,5736284,19392,13187,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20,46228612142,98742,121186,76298,663675
2024,4,"11740650","성내2동",1424,1549,37,42,125,8428419,23452,1852,113,2,3,,4,14,,,,,,,,1,,,,,3,16,51876010744,112928,139056,86800,625147
2024,4,"11740660","성내3동",1903,2070,54,66,167,6657677,22433,3676,136,4,5,,,13,2,,,,2,,,,,,,,1,13,73061329568,110335,127454,93217,647356
2024,4,"11740685","길동",2829,3103,70,81,274,17701811,44395,9734,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36,107767348722,114030,146998,81063,1631616
2024,4,"11740700","둔촌2동",1081,1165,20,23,84,6665385,24228,2489,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32,23843041009,100855,140110,61599,1550455
2025,1,"11110515","청운효자동",907,935,16,22,28,3322244,11328,5324,93,6,3,,,4,1,1,2,2,8,,,,,,,,,26,23027279079,133792,193484,74099,2568432
2025,1,"11110530","사직동",2649,2856,56,68,207,3978820,8992,45215,206,18,24,,,15,,1,,1,1,,,3,,,,,2,34,94427981856,184144,237923,130366,1158536
2025,1,"11110540","삼청동",705,750,15,19,45,948998,2247,4210,49,10,4,,1,1,,,1,1,2,,,,,,,,,16,31073600148,141937,183831,100044,1479255
2025,1,"11110550","부암동",438,468,11,11,30,902967,9034,1509,84,4,2,,,1,1,2,1,1,14,,,,,,,,,38,6260291393,122759,151851,93667,2274739
2025,1,"11110560","평창동",628,669,2,18,41,901766,17366,14903,162,6,2,,1,5,1,,,1,2,,,,,,,,,91,7531899743,80260,83163,77358,8947328
2025,1,"11110570","무악동",167,187,3,9,20,1725058,7963,485,42,2,1,1,,4,1,1,,,,,,,,,,,1,7,7226739942,,,,369520
2025,1,"11110580","교남동",306,381,5,14,75,4219937,9715,870,78,4,3,2,,17,,,,1,1,,,,,,,,,26,9365685668,209438,221892,196984,346926
2025,1,"11110600","가회동",615,658,18,14,43,1222404,3849,12996,63,5,3,,,1,1,1,1,2,1,,,,,,,,,22,23147087261,167750,221554,113946,539955
2025,1,"11110615","종로1234가동",9922,10445,134,212,523,13650465,6658,109733,500,19,35,,,47,1,2,,,4,,1,5,17,,,,5,72,555746757776,198282,264939,131624,2417171
2025,1,"11110630","종로56가동",1884,1982,33,54,98,4952892,5376,18962,212,7,8,,,31,,1,,,1,,4,,3,,,,1,23,100517703199,234267,233066,235468,603167
2025,1,"11110640","이화동",673,809,16,18,136,4574168,6891,1632,119,4,4,1,,11,,,2,,37,,,,,,,,1,28,34584606296,115284,160882,69686,782395
2025,1,"11110650","혜화동",1343,1543,31,40,200,8475034,15833,4377,145,6,5,,,16,3,1,1,4,26,,,1,,,,,,36,50362611740,136613,171287,101940,1132421
2025,1,"11110670","창신1동",1563,1611,15,56,48,2729728,4523,1733,111,3,4,,,9,,2,,,,,1,,7,,,,2,11,65279138937,235923,299027,172819,305337
2025,1,"11110680","창신2동",357,377,6,12,20,4956177,7511,28,38,2,1,,,5,,,,,,,,,,,,,,,11631452309,109144,120144,98145,257323
2025,1,"11110690","창신3동",165,180,3,10,15,947256,6338,77,24,3,,,,1,,1,,1,,,,,,,,,1,5,429393515,163407,256216,70599,216835
2025,1,"11110700","숭인1동",259,286,4,6,27,2278647,5768,211,43,3,1,,,3,1,,,,,,,,,,,,,14,3759851909,91283,125837,56729,239396
2025,1,"11110710","숭인2동",833,908,14,28,75,5496846,9499,1325,89,4,3,,1,4,,,,,,,2,,3,,,,2,6,24338822104,163932,182494,145369,351906
2025,1,"11140520","소공동",2752,3004,33,67,252,2518864,2178,92258,231,13,29,,,10,,1,4,3,,1,,3,3,,,,3,37,165513963713,241063,272963,209163,943795
2025,1,"11140540","회현동",4781,5014,46,120,233,4372857,4380,69985,211,9,17,,,16,1,,,,2,,2,1,2,,,,6,35,218793339662,343013,433087,252939,897827
2025,1,"11140550","명동",4242,4745,75,95,503,5596335,2392,120704,542,20,46,,,35,,1,,,4,,,3,12,,,,1,29,223284548127,225067,255135,195000,969729
2025,1,"11140570","필동",1144,1274,31,24,130,2431879,4012,16151,123,6,9,1,,7,,2,,1,19,,,2,1,,,,2,15,35847599769,151184,171382,130987,1464686
2025,1,"11140580","장충동",495,533,8,11,38,2014597,4549,4450,63,6,2,,,1,,1,,,3,,,1,2,,,,1,13,18557069468,165272,204047,126496,1017925
2025,1,"11140590","광희동",5011,5248,52,110,237,6312868,5676,52971,185,3,16,1,,14,,,1,,,,1,3,11,,,,3,19,162057685236,240575,245714,235436,737204
2025,1,"11140605","을지로동",2856,2985,44,57,129,4679139,3208,17430,145,5,10,,,13,,,,,,,1,2,3,,,,4,20,204928295784,193776,258252,129299,611524
2025,1,"11140615","신당동",10604,10726,37,284,122,5270807,7385,4203,99,7,5,,1,12,,1,1,3,,,3,,1,,,,2,8,66808036833,392945,355713,430178,534942
2025,1,"11140625","다산동",813,888,14,25,75,4170031,13221,5877,86,3,4,,1,9,,1,1,1,,,,,1,,,,1,7,41920111941,164701,156925,172476,523971
2025,1,"11140635","약수동",641,699,16,17,58,1911171,16086,13696,87,4,2,,1,12,2,,,,,,,,,,,,2,12,28629659459,199184,213074,185295,486369
2025,1,"11140645","청구동",476,506,4,23,30,3094257,12955,2178,34,2,,,,3,1,2,1,1,,,,,,,,,,5,8425309306,221771,179711,263831,342571
2025,1,"11140650","신당5동",715,772,10,14,57,3291975,10151,622,65,4,2,,,5,,1,,2,,,,,,,,,,12,26259029397,145303,162124,128481,319706
2025,1,"11140665","동화동",522,560,8,15,38,3540342,9941,1303,47,3,1,,,5,,1,1,,,,,,,,,,2,4,21599799019,189648,174980,204316,327045
2025,1,"11140670","황학동",1325,1413,21,30,88,5930183,12685,796,76,1,6,,,10,,,,,,,,,7,,,,,6,52156262310,158283,154895,161671,328640
2025,1,"11140680","중림동",642,708,6,18,66,1994734,12142,3863,77,3,2,,,7,,1,,2,1,,,,5,,,,,14,28998330542,167550,204275,130825,484384
2025,1,"11170510","후암동",818,875,14,21,57,3950206,16020,1885,80,6,1,,,7,1,2,,1,,,2,,,,,,,18,21222892541,107254,123015,91493,865892
2025,1,"11170520","용산2가동",588,633,18,28,45,4654921,8866,479,63,3,,,,4,,1,2,2,,,,,,,,,1,29,12944981489,84975,100587,69363,1966853
2025,1,"11170530","남영동",1188,1359,25,38,171,2035223,6819,18490,147,7,5,,,14,,,1,,,,,,12,,,,3,26,63644623008,115793,127254,104331,1177788
2025,1,"11170555","청파동",1175,1338,24,34,163,7508006,18842,3226,128,7,2,,1,11,,2,2,4,22,,1,,1,,,,,35,35312481663,107952,128163,87741,886225
2025,1,"11170560","원효로1동",1574,1655,18,46,81,5005893,16956,2961,94,6,3,,,6,1,1,,,3,,4,,,,,,,31,101140032903,95297,111829,78765,589017
2025,1,"11170570","원효로2동",861,915,12,22,54,3772138,13626,3004,69,4,2,,,4,2,1,1,1,,,2,,,,,,,27,44581491930,78995,92607,65384,708975
2025,1,"11170580","효창동",329,358,6,8,29,3741020,10665,1419,66,1,1,,,5,,1,,1,1,,,,,,,,2,22,12445794759,153338,146636,160040,446197
2025,1,"11170590","용문동",526,572,9,20,46,2438921,11380,3079,54,1,,,,3,,,,,,,,,,,,,,22,28925516759,105241,146642,63839,277531
2025,1,"11170625","한강로동",4916,5255,67,121,339,5623799,20977,58448,242,19,19,,,21,,2,,1,,,5,3,2,,,,7,41,535654969178,136282,159684,112880,2869816
2025,1,"11170630","이촌1동",753,818,7,34,65,4525395,24933,5907,102,4,9,,1,12,2,1,1,1,,,1,,,,,,,14,31466832505,223992,287754,160231,2872767
2025,1,"11170640","이촌2동",287,307,6,17,20,1509320,7870,2035,26,2,,,,1,,,,,,,,,,,,,,11,6481969549,76305,76305,,1205543
2025,1,"11170650","이태원1동",1570,1663,28,41,93,2450278,6015,18302,71,8,5,,,3,,1,,,,,3,,,,,,1,14,67842662141,161275,174064,148486,582899
2025,1,"11170660","이태원2동",829,865,18,20,36,2796648,8657,875,60,8,5,,,3,1,1,,1,,,,,,,,,,22,14910147957,143620,173013,114227,874243
2025,1,"11170685","한남동",2285,2409,48,70,124,4489139,17711,45554,171,30,11,1,,13,3,1,,,,,3,,,,,,2,36,82555985523,157927,193823,122031,3031897
2025,1,"11170690","서빙고동",353,381,4,7,28,1718079,12443,10106,61,15,1,,,1,,1,1,,,,,,,,,,1,21,5836225004,82941,64618,101264,2821948
2025,1,"11170700","보광동",582,614,3,28,32,2559323,11134,254,70,4,1,,,8,1,,1,1,6,,,,,,,,,14,8584066033,87671,116721,58621,715096
2025,1,"11200520","왕십리2동",546,603,16,18,57,4360022,15974,1287,63,2,,,,5,1,1,,,,,,,,,,,1,18,12057803579,105443,146079,64807,372425
2025,1,"11200535","왕십리도선동",1786,1975,38,66,189,5508931,26181,3005,189,4,4,,2,20,2,2,,2,,,,,,,,,,26,36811047310,140310,162798,117822,710285
2025,1,"11200540","마장동",2275,2329,13,45,54,4981711,21556,6924,111,6,5,,,8,2,2,2,,,,,,,,,,1,29,27125091058,119399,155931,82867,1035276
2025,1,"11200550","사근동",698,859,21,31,161,4007275,11936,438,128,5,3,1,,10,,2,1,2,52,,1,,,,,,2,34,32559216013,115407,156529,74285,1169216
2025,1,"11200560","행당1동",1100,1247,20,41,147,5881662,13629,1709,130,9,4,,2,13,1,1,,,,,1,1,,,,,4,30,40358248646,162376,174990,149763,573566
2025,1,"11200570","행당2동",504,574,14,13,70,4673750,22851,3,79,2,2,,,4,1,1,1,1,,,,,,,,,1,24,5502515071,126500,153875,99125,457669
2025,1,"11200580","응봉동",268,290,4,7,22,2725450,14940,542,56,3,,,,2,,1,1,,,,,,,,,,1,30,2404309679,76210,84441,67980,553662
2025,1,"11200590","금호1가동",424,464,9,23,40,3355320,14750,1732,88,2,,,,6,1,1,,1,,,,,,,,,1,45,5461011262,105489,138823,72155,444872
2025,1,"11200615","금호23가동",821,907,10,27,86,5938234,21946,244,135,3,2,,,13,,1,,,,,,,,,,,,46,16636121588,117788,150048,85528,631196
2025,1,"11200620","금호4가동",537,596,8,18,59,2812858,14142,507,84,3,3,,,6,1,2,,,,,,,,,,,1,27,16444820346,140364,164380,116349,832333
2025,1,"11200645","옥수동",816,903,12,21,87,2889064,25399,3197,129,4,2,,,10,2,2,1,1,,,,,,,,,2,45,11581455092,134471,145423,123519,1922027
2025,1,"11200650","성수1가1동",1102,1181,21,41,79,3228521,15394,3325,83,4,2,,,4,1,2,1,1,,,,1,,,,,1,33,18081989779,111901,120351,103451,1885875
2025,1,"11200660","성수1가2동",2063,2199,51,55,136,5572767,11932,8657,79,3,6,,,6,,,1,1,1,,,,,,,,1,12,70981479041,156769,156883,156655,930086
2025,1,"11200670","성수2가1동",1528,1620,30,33,92,5012000,14544,7660,109,3,3,,,13,,1,2,1,,,2,,1,,,,,38,71940688193,99417,108766,90067,1184964
2025,1,"11200690","성수2가3동",3090,3302,78,93,212,5517020,10021,31123,104,3,16,,,11,,2,,,,,,1,,,,,1,20,113327089861,154118,169619,138617,1054501
2025,1,"11200720","송정동",468,483,13,16,15,3154163,9719,748,44,2,,,1,5,,1,,,,,,,,,,,,17,6794804704,97608,109058,86157,681916
2025,1,"11200790","용답동",1171,1240,12,25,69,3245657,11809,2556,82,7,2,,,8,,1,,,,,1,,,,,,2,11,30046961261,121060,175827,66293,2377148
2025,1,"11215710","화양동",2119,2468,58,94,349,8973121,24821,872,167,3,5,1,,17,,2,2,1,34,,,1,,,,,2,16,84563262065,157957,178150,137763,1166008
2025,1,"11215730","군자동",1271,1422,32,55,151,6541558,19048,1002,135,5,5,,1,12,1,2,,,20,,,1,,,,,,23,37819709541,108508,118313,98703,738025
