연도,분기,행정동_코드_명,행정동_코드,시세_전체,시세_1층,시세_1층외,영역_면적,월평균소득금액,지출총금액,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,폐업률,개업률,업종_밀도,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,집객시설_총계,총_유동인구_수,총_상주인구_수,총_직장인구_수
2023,4,잠실6동,11710710,180656.0,191668.0,169643.0,1508001,5237775.0,40611738000.0,300579883843.0,1999,49,39,221,1.95,2.45,0.13,144.0,4.0,17.0,0.0,1.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,207.0,2455198,16514,59905.0
2023,4,잠실7동,11710720,,,,723486,6014516.0,414610000.0,4733100304.0,210,6,7,10,3.33,2.86,0.03,30.0,2.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,49.0,708823,9419,
2023,4,잠실본동,11710650,127996.0,169182.0,86811.0,1028997,3079387.0,18710643000.0,162935372509.0,3235,124,85,376,2.63,3.83,0.31,192.0,5.0,9.0,0.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,245.0,8248690,27731,10964.0
2023,4,잠원동,11650540,112993.0,131902.0,94085.0,1756867,5458458.0,8865160000.0,80507153943.0,2018,58,40,136,1.98,2.87,0.11,135.0,3.0,8.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,187.0,6393973,26800,11344.0
2023,4,장안1동,11230650,87754.0,113970.0,61538.0,1342167,2863708.0,11874054000.0,165160714617.0,2936,74,68,230,2.32,2.52,0.22,192.0,5.0,11.0,0.0,4.0,26.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,288.0,9026666,37191,12921.0
2023,4,장안2동,11230660,85880.0,114767.0,56994.0,996640,2920490.0,9938044000.0,95864195239.0,2255,53,44,240,1.95,2.35,0.23,168.0,3.0,2.0,0.0,2.0,21.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,241.0,7623440,32376,4530.0
2023,4,장위1동,11290760,99020.0,101633.0,96408.0,708546,2231978.0,1623463000.0,11793509243.0,769,13,22,71,2.86,1.69,0.11,103.0,4.0,1.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,161.0,7242267,23354,390.0
2023,4,장위2동,11290770,154704.0,187414.0,121993.0,679894,2411293.0,2156486000.0,13720881316.0,756,26,20,34,2.65,3.44,0.11,89.0,3.0,2.0,0.0,0.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,137.0,5059795,13080,668.0
2023,4,장위3동,11290780,94931.0,123206.0,66655.0,652601,3113825.0,1629460000.0,7180357991.0,479,11,21,57,4.38,2.3,0.07,82.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,133.0,2923982,15519,283.0
2023,4,장지동,11710646,107081.0,153581.0,60580.0,1278355,3263464.0,3857653000.0,34666824013.0,1070,37,27,95,2.52,3.46,0.08,136.0,4.0,3.0,0.0,0.0,10.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,203.0,8079116,28473,3218.0
2023,4,장충동,11140580,198080.0,182386.0,213773.0,1017925,2895026.0,2851861000.0,28948431952.0,537,8,8,34,1.49,1.49,0.05,63.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0,93.0,2247393,4549,5048.0
2023,4,전농1동,11230560,92187.0,120735.0,63639.0,1126695,3070695.0,6410764000.0,46275951404.0,2187,85,55,203,2.51,3.89,0.19,152.0,5.0,2.0,0.0,1.0,13.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,35.0,223.0,11227426,32107,387.0
2023,4,전농2동,11230570,79777.0,114250.0,45303.0,977568,3136080.0,1764834000.0,16788825932.0,715,19,15,92,2.1,2.66,0.07,102.0,2.0,2.0,0.0,0.0,12.0,3.0,3.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,169.0,2602633,17954,885.0
2023,4,정릉1동,11290620,94586.0,99101.0,90071.0,412365,3341356.0,1601887000.0,11697176414.0,634,12,15,57,2.37,1.89,0.15,63.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,93.0,5007659,17732,471.0
2023,4,정릉2동,11290630,133302.0,96801.0,169804.0,1094889,2934717.0,3726668000.0,15724447275.0,748,15,17,72,2.27,2.01,0.07,110.0,4.0,3.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,177.0,5978019,22510,1024.0
2023,4,정릉3동,11290640,82480.0,82480.0,,3327126,2482564.0,2435746000.0,11913393918.0,530,24,13,41,2.45,4.53,0.02,124.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,202.0,3021182,14934,238.0
2023,4,정릉4동,11290650,86993.0,117434.0,56552.0,3570914,3038165.0,3836293000.0,23214028296.0,762,22,28,67,3.67,2.89,0.02,133.0,7.0,3.0,0.0,0.0,12.0,2.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,212.0,3570257,24009,948.0
2023,4,제기동,11230545,96448.0,131380.0,61515.0,1181705,2792227.0,10111408000.0,719886503960.0,3197,62,55,75,1.72,1.94,0.27,288.0,4.0,5.0,0.0,1.0,22.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,30.0,376.0,12658658,22962,9210.0
2023,4,조원동,11620725,88628.0,114655.0,62602.0,666607,2523192.0,5622417000.0,64246719319.0,1363,56,48,114,3.52,4.11,0.2,96.0,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,145.0,7180954,19598,2571.0
2023,4,종로1234가동,11110615,202131.0,278121.0,126141.0,2417171,3245251.0,104614593000.0,605920032609.0,10630,167,171,533,1.61,1.57,0.44,500.0,19.0,35.0,0.0,0.0,47.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,17.0,0.0,0.0,0.0,5.0,72.0,708.0,14303604,6658,118299.0
2023,4,종로56가동,11110630,297493.0,295874.0,299112.0,603167,2531450.0,9876132000.0,118401598144.0,2021,43,41,97,2.03,2.13,0.34,212.0,7.0,8.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,23.0,291.0,6253394,5376,18119.0
2023,4,종암동,11290705,87423.0,119587.0,55260.0,1404527,3381883.0,6713830000.0,40390342621.0,1478,45,26,152,1.76,3.04,0.11,189.0,7.0,2.0,0.0,1.0,17.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,282.0,11092184,37648,12167.0
2023,4,중계1동,11350621,137501.0,195133.0,79869.0,623451,4623227.0,4640147000.0,11954828233.0,1045,23,24,144,2.3,2.2,0.17,85.0,2.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,120.0,3771775,26318,1073.0
2023,4,중계23동,11350625,142141.0,184560.0,99723.0,919083,2936682.0,10768620000.0,60657852086.0,1301,37,32,118,2.46,2.84,0.14,142.0,7.0,2.0,0.0,0.0,10.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,39.0,215.0,4370438,32502,1011.0
2023,4,중계4동,11350624,112542.0,148826.0,76259.0,1519449,3196660.0,6246314000.0,46050242815.0,936,28,15,88,1.6,2.99,0.06,81.0,2.0,3.0,0.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,113.0,3017891,19114,1023.0
2023,4,중계본동,11350619,89605.0,116771.0,62439.0,2183234,4197248.0,5940184000.0,43057732732.0,1277,55,44,118,3.45,4.31,0.06,95.0,5.0,2.0,0.0,0.0,7.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,138.0,4028320,23040,642.0
2023,4,중곡1동,11215740,96823.0,97162.0,96485.0,614505,2542359.0,4571879000.0,54024394006.0,1267,35,31,74,2.45,2.76,0.21,74.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,107.0,3983330,15218,3334.0
2023,4,중곡2동,11215750,77020.0,88131.0,65909.0,545542,2555101.0,3818447000.0,39045963907.0,1277,45,40,85,3.13,3.52,0.23,104.0,2.0,4.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,149.0,4746332,20512,1991.0
2023,4,중곡3동,11215760,76924.0,95536.0,58313.0,601866,2390961.0,2577389000.0,20384947459.0,935,22,24,85,2.57,2.35,0.16,97.0,3.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,144.0,4699649,15681,634.0
2023,4,중곡4동,11215770,108630.0,143222.0,74039.0,2313468,2523958.0,3733559000.0,35044332087.0,1159,26,31,81,2.67,2.24,0.05,105.0,2.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,157.0,6448030,27499,2743.0
2023,4,중림동,11140680,267097.0,363833.0,170362.0,484384,4435938.0,3093327000.0,28249367324.0,730,8,9,70,1.23,1.1,0.15,77.0,3.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,112.0,1968500,12142,2924.0
2023,4,중앙동,11620615,99599.0,138563.0,60636.0,384728,2633493.0,5812413000.0,38605158147.0,949,28,34,107,3.58,2.95,0.25,83.0,1.0,3.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,116.0,5669608,15126,1013.0
2023,4,중화1동,11260600,67544.0,78189.0,56899.0,641493,2518956.0,1515566000.0,18558941816.0,699,30,26,47,3.72,4.29,0.11,79.0,2.0,1.0,0.0,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,110.0,5291210,18698,893.0
2023,4,중화2동,11260610,90395.0,118966.0,61823.0,1016955,2253552.0,4018753000.0,43000611914.0,1356,41,38,104,2.8,3.02,0.13,123.0,2.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,179.0,8013747,23768,372.0
2023,4,증산동,11380640,77624.0,89543.0,65705.0,807409,2838450.0,2735504000.0,15260344528.0,722,13,13,50,1.8,1.8,0.09,83.0,3.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,117.0,3297057,18240,1869.0
2023,4,진관동,11380690,121616.0,144494.0,98738.0,11565110,4070863.0,17625995000.0,36448586494.0,2243,62,69,313,3.08,2.76,0.02,242.0,6.0,6.0,0.0,0.0,22.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0,377.0,7040462,54368,640.0
2023,4,창1동,11320511,125557.0,163265.0,87848.0,1122171,3038009.0,3589256000.0,28579815173.0,838,33,34,73,4.06,3.94,0.07,94.0,3.0,2.0,0.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,140.0,3787947,23774,807.0
2023,4,창2동,11320512,148008.0,158062.0,137954.0,654442,2551630.0,3364870000.0,21551296181.0,937,26,31,68,3.31,2.77,0.14,95.0,3.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,153.0,10314770,28172,851.0
2023,4,창3동,11320513,88558.0,110483.0,66633.0,655485,2229423.0,1422018000.0,16571950268.0,645,17,11,46,1.71,2.64,0.1,66.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,103.0,4054782,13163,529.0
2023,4,창4동,11320514,189144.0,263091.0,115197.0,1140172,3547959.0,3736286000.0,22648785277.0,1063,36,22,119,2.07,3.39,0.09,130.0,7.0,4.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,206.0,3629870,26168,1452.0
2023,4,창5동,11320515,172051.0,205500.0,138603.0,701480,3298026.0,6020722000.0,59780315150.0,1359,170,31,153,2.28,12.51,0.19,119.0,7.0,3.0,0.0,3.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,24.0,176.0,4159364,23884,4176.0
2023,4,창신1동,11110670,201752.0,250732.0,152773.0,305337,2393308.0,2712784000.0,81710329876.0,1740,25,34,49,1.95,1.44,0.57,111.0,3.0,4.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,11.0,150.0,3070684,4523,1699.0
2023,4,창신2동,11110680,120410.0,173746.0,67073.0,257323,2112817.0,1174851000.0,13089892006.0,393,13,14,22,3.56,3.31,0.15,38.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4993878,7511,56.0
2023,4,창신3동,11110690,,,,216835,3006052.0,421557000.0,461580873.0,187,3,4,16,2.14,1.6,0.09,24.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,36.0,1220621,6338,96.0
2023,4,천연동,11410520,125252.0,206984.0,43520.0,982817,4197718.0,2652020000.0,20054514876.0,656,18,19,57,2.9,2.74,0.07,127.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,195.0,3992435,16547,913.0
2023,4,천호1동,11740600,110633.0,110054.0,111213.0,668998,2473111.0,3014987000.0,29714323151.0,1272,45,35,123,2.75,3.54,0.19,92.0,4.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,125.0,10244259,25942,5665.0
2023,4,천호2동,11740610,111186.0,138249.0,84122.0,1850853,2749741.0,72558441000.0,146640611339.0,3434,76,84,284,2.45,2.21,0.19,203.0,4.0,3.0,0.0,1.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,265.0,11202019,32694,2423.0
2023,4,천호3동,11740620,129825.0,149435.0,110215.0,561872,3165328.0,5422146000.0,38547020857.0,1621,60,47,150,2.9,3.7,0.29,115.0,4.0,3.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,151.0,7401954,25969,827.0
2023,4,청구동,11140645,168833.0,171752.0,165914.0,342571,3566241.0,1538818000.0,10287013693.0,551,18,8,36,1.45,3.27,0.16,34.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,3291551,12955,13042.0
2023,4,청담동,11680565,178123.0,168898.0,187348.0,2329217,5010204.0,33340082000.0,277107285270.0,4710,139,92,193,1.95,2.95,0.2,288.0,11.0,19.0,0.0,4.0,27.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,382.0,9218571,24535,51520.0
2023,4,청량리동,11230705,78615.0,105521.0,51708.0,1204398,2860315.0,4841280000.0,54260687470.0,1217,29,24,67,1.97,2.38,0.1,154.0,9.0,4.0,1.0,0.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,226.0,6700919,18688,1775.0
2023,4,청룡동,11620595,127187.0,144810.0,109564.0,1195604,2768161.0,8944563000.0,78657044416.0,1993,70,62,233,3.11,3.51,0.17,147.0,5.0,6.0,0.0,1.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,208.0,10703851,35627,3423.0
2023,4,청림동,11620545,139653.0,139653.0,,297155,3682775.0,1299017000.0,4257294863.0,436,12,12,36,2.75,2.75,0.15,50.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,67.0,3113226,14726,220.0
2023,4,청운효자동,11110515,124821.0,176449.0,73193.0,2568432,3780222.0,2884020000.0,26610829822.0,944,19,28,27,2.97,2.01,0.04,93.0,6.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,146.0,3605198,11328,5377.0
2023,4,청파동,11170555,126321.0,130201.0,122442.0,886225,2608804.0,3423277000.0,45439627478.0,1378,43,45,164,3.27,3.12,0.16,128.0,7.0,2.0,0.0,1.0,11.0,0.0,2.0,2.0,4.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,216.0,7593231,18842,3005.0
2023,4,충현동,11410565,138780.0,137751.0,139808.0,1116001,3210231.0,3711421000.0,33838980696.0,1252,28,32,119,2.56,2.24,0.11,184.0,9.0,8.0,0.0,0.0,7.0,1.0,3.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,300.0,10774529,19682,11306.0
2023,4,평창동,11110560,121357.0,134264.0,108450.0,8947328,4504006.0,2797686000.0,9821112493.0,686,14,19,43,2.77,2.04,0.01,162.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,271.0,791963,17366,10316.0
2023,4,풍납1동,11710510,134567.0,134567.0,,1075294,3011150.0,1496979000.0,10892119249.0,503,6,7,33,1.39,1.19,0.05,48.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,4673066,11750,549.0
2023,4,풍납2동,11710520,87395.0,125123.0,49667.0,2564554,3891704.0,5389168000.0,27330799755.0,920,17,15,78,1.63,1.85,0.04,125.0,5.0,5.0,1.0,0.0,26.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,198.0,5438893,23552,372.0
2023,4,필동,11140570,167874.0,156715.0,179032.0,1464686,3033044.0,5610353000.0,36618028336.0,1262,24,20,134,1.58,1.9,0.09,123.0,6.0,9.0,1.0,0.0,7.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,15.0,188.0,2569085,4012,14869.0
2023,4,하계1동,11350611,89475.0,105010.0,73940.0,1527061,3611061.0,7779114000.0,59049124731.0,896,25,29,100,3.24,2.79,0.06,133.0,4.0,3.0,1.0,0.0,9.0,1.0,1.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,215.0,3835969,26128,439.0
2023,4,하계2동,11350612,142567.0,179540.0,105594.0,500023,3625940.0,680171000.0,2805133560.0,320,6,10,27,3.12,1.88,0.06,67.0,2.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,108.0,2750746,21306,
2023,4,한강로동,11170625,139632.0,161761.0,117502.0,2869816,4948344.0,32090416000.0,673838858369.0,5365,108,104,339,1.94,2.01,0.19,242.0,19.0,19.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,7.0,41.0,362.0,5813521,20977,44336.0
2023,4,한남동,11170685,141613.0,162586.0,120640.0,3031897,4381088.0,13689620000.0,99267312742.0,2451,46,48,132,1.96,1.88,0.08,171.0,30.0,11.0,1.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,271.0,5613231,17711,28708.0
2023,4,합정동,11440680,127740.0,164523.0,90958.0,1712389,3195027.0,10729026000.0,69331169209.0,2091,68,56,143,2.68,3.25,0.12,109.0,4.0,3.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,161.0,4762900,16310,5432.0
2023,4,항동,11530800,163123.0,216036.0,110209.0,1446941,3007261.0,1258466000.0,185442337.0,441,16,14,74,3.17,3.63,0.03,64.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,116.0,1132572,16335,
2023,4,행당1동,11200560,175756.0,139920.0,211592.0,573566,3900841.0,7948226000.0,42112670914.0,1272,36,35,153,2.75,2.83,0.22,130.0,9.0,4.0,0.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,30.0,196.0,5335133,13629,1334.0
2023,4,행당2동,11200570,174233.0,222371.0,126095.0,457669,4408744.0,1588138000.0,5988134597.0,571,11,10,73,1.75,1.93,0.12,79.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,116.0,4515011,22851,3.0
2023,4,행운동,11620575,151982.0,154538.0,149427.0,718235,2889475.0,6527914000.0,39745919559.0,1417,47,43,136,3.03,3.32,0.2,111.0,3.0,3.0,1.0,2.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,153.0,7230236,28758,1975.0
2023,4,혜화동,11110650,119510.0,149060.0,89960.0,1132421,3333112.0,11028876000.0,59967095828.0,1553,47,36,203,2.32,3.03,0.14,145.0,6.0,5.0,0.0,0.0,16.0,3.0,1.0,1.0,4.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,244.0,9575649,15833,4341.0
2023,4,홍은1동,11410660,138796.0,86417.0,191176.0,1615140,3093859.0,1372373000.0,20748933091.0,771,17,15,59,1.95,2.2,0.05,86.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,131.0,3987087,22158,2739.0
2023,4,홍은2동,11410685,131799.0,111542.0,152055.0,2075085,2874442.0,3750620000.0,22257476828.0,971,44,36,108,3.71,4.53,0.05,161.0,4.0,2.0,1.0,0.0,8.0,0.0,2.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,277.0,4446448,28505,1905.0
2023,4,홍제1동,11410620,117299.0,174936.0,59662.0,1235632,3459117.0,3714679000.0,21315193886.0,817,18,24,99,2.94,2.2,0.07,135.0,3.0,2.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,197.0,6486133,24704,3933.0
2023,4,홍제2동,11410655,109225.0,78561.0,139889.0,699978,3664523.0,1732365000.0,10847299517.0,485,15,12,49,2.47,3.09,0.07,56.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,82.0,2019391,13186,239.0
2023,4,홍제3동,11410640,100744.0,127268.0,74220.0,1192508,2807766.0,4251383000.0,60930451771.0,902,28,18,79,2.0,3.1,0.08,129.0,3.0,3.0,0.0,2.0,14.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,46.0,215.0,3800505,17665,618.0
2023,4,화곡1동,11500540,119316.0,122950.0,115682.0,1197746,2485455.0,11538813000.0,93799852790.0,2590,105,95,251,3.67,4.05,0.22,226.0,3.0,2.0,0.0,2.0,26.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,292.0,16215184,50743,3969.0
2023,4,화곡2동,11500550,137081.0,121392.0,152770.0,454621,2385531.0,1988276000.0,11084866852.0,657,17,13,45,1.98,2.59,0.14,65.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,103.0,3353248,17041,5028.0
2023,4,화곡3동,11500560,109057.0,114915.0,103199.0,521858,3132782.0,4328082000.0,29793885357.0,1122,56,42,137,3.74,4.99,0.22,87.0,4.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,116.0,3492068,21093,2590.0
2023,4,화곡4동,11500570,82401.0,111912.0,52890.0,852049,2423768.0,4762802000.0,40436485736.0,1228,39,44,97,3.58,3.18,0.14,101.0,4.0,2.0,0.0,0.0,14.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,157.0,4497476,19720,1640.0
2023,4,화곡6동,11500591,114622.0,144832.0,84412.0,1037911,3040513.0,7715661000.0,41981821038.0,1427,57,61,163,4.27,3.99,0.14,118.0,7.0,5.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,179.0,5462515,24357,5092.0
2023,4,화곡8동,11500593,95434.0,125708.0,65161.0,593322,2473381.0,4496128000.0,32640494146.0,1125,39,24,114,2.13,3.47,0.19,95.0,2.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,143.0,8038067,23468,1483.0
