연도,분기,행정동코드,행정동명,당월매출금액
2022,3,11680720,일원본동,12152477847
2022,3,11680730,일원1동,28602103755
2022,3,11680740,일원2동,4218181450
2022,3,11680750,수서동,61341771836
2022,3,11710510,풍납1동,10768394289
2022,3,11710520,풍납2동,28855945529
2022,3,11710531,거여1동,18648982361
2022,3,11710532,거여2동,26147624013
2022,3,11710540,마천1동,29469470712
2022,3,11710550,마천2동,38805307689
2022,3,11710561,방이1동,37995663664
2022,3,11710562,방이2동,114988644001
2022,3,11710566,오륜동,5495148404
2022,3,11710570,오금동,80226583126
2022,3,11710580,송파1동,67334192662
2022,3,11710590,송파2동,31121086297
2022,3,11710600,석촌동,84472106647
2022,3,11710610,삼전동,76553622473
2022,3,11710620,가락본동,74325983116
2022,3,11710631,가락1동,481565142609
2022,3,11710632,가락2동,60699557949
2022,3,11710641,문정1동,25999367695
2022,3,11710642,문정2동,133180117195
2022,3,11710646,장지동,32475829134
2022,3,11710647,위례동,6937081321
2022,3,11710650,잠실본동,157491378395
2022,3,11710670,잠실2동,53355271185
2022,3,11710680,잠실3동,36093213391
2022,3,11710690,잠실4동,12374143793
2022,3,11710710,잠실6동,45380207863
2022,3,11710720,잠실7동,6648537463
2022,3,11740515,강일동,13987736954
2022,3,11740520,상일동,16071541319
2022,3,11740530,명일1동,58424988627
2022,3,11740540,명일2동,77149595662
2022,3,11740550,고덕1동,7978112458
2022,3,11740560,고덕2동,21787987260
2022,3,11740570,암사1동,36175954504
2022,3,11740580,암사2동,24275380207
2022,3,11740590,암사3동,16136812364
2022,3,11740600,천호1동,27868142600
2022,3,11740610,천호2동,157167573796
2022,3,11740620,천호3동,35212122367
2022,3,11740640,성내1동,42755740015
2022,3,11740650,성내2동,46406010376
2022,3,11740660,성내3동,75396049384
2022,3,11740685,길동,104127423430
2022,3,11740700,둔촌2동,30346887856
2022,4,11110515,청운효자동,26087653457
2022,4,11110530,사직동,107191595177
2022,4,11110540,삼청동,48634733593
2022,4,11110550,부암동,8315198567
2022,4,11110560,평창동,8851775787
2022,4,11110570,무악동,8257676764
2022,4,11110580,교남동,9904741362
2022,4,11110600,가회동,33390875570
2022,4,11110615,종로1·2·3·4가동,609884241000
2022,4,11110630,종로5·6가동,110165404815
2022,4,11110640,이화동,39293854342
2022,4,11110650,혜화동,57993371852
2022,4,11110670,창신1동,101515034888
2022,4,11110680,창신2동,14176089965
2022,4,11110690,창신3동,409503376
2022,4,11110700,숭인1동,3582209687
2022,4,11110710,숭인2동,31139572931
2022,4,11140520,소공동,135873153163
2022,4,11140540,회현동,237354749394
2022,4,11140550,명동,239172641841
2022,4,11140570,필동,36858026778
2022,4,11140580,장충동,26746264846
2022,4,11140590,광희동,131877668021
2022,4,11140605,을지로동,263002172258
2022,4,11140615,신당동,83009948795
2022,4,11140625,다산동,42293900448
2022,4,11140635,약수동,25566712276
2022,4,11140645,청구동,9992501384
2022,4,11140650,신당5동,27902087312
2022,4,11140665,동화동,15633746713
2022,4,11140670,황학동,57774156716
2022,4,11140680,중림동,33504008345
2022,4,11170510,후암동,21012950911
2022,4,11170520,용산2가동,12592688209
2022,4,11170530,남영동,61694724697
2022,4,11170555,청파동,45631724501
2022,4,11170560,원효로1동,125479582433
2022,4,11170570,원효로2동,42880730110
2022,4,11170580,효창동,12747502316
2022,4,11170590,용문동,26697981613
2022,4,11170625,한강로동,850223909589
2022,4,11170630,이촌1동,34220555899
2022,4,11170640,이촌2동,7555198304
2022,4,11170650,이태원1동,73822795497
2022,4,11170660,이태원2동,17445716642
2022,4,11170685,한남동,96183385220
2022,4,11170690,서빙고동,4033601020
2022,4,11170700,보광동,19495724978
2022,4,11200520,왕십리2동,13221205329
2022,4,11200535,왕십리도선동,43183550666
2022,4,11200540,마장동,30781369512
2022,4,11200550,사근동,44366374718
2022,4,11200560,행당1동,39050851400
2022,4,11200570,행당2동,5759560183
2022,4,11200580,응봉동,2759186103
2022,4,11200590,금호1가동,5176829867
2022,4,11200615,금호2·3가동,19623743366
2022,4,11200620,금호4가동,15552638309
2022,4,11200645,옥수동,10991493233
2022,4,11200650,성수1가1동,25713272430
2022,4,11200660,성수1가2동,58567549051
2022,4,11200670,성수2가1동,93902163163
2022,4,11200690,성수2가3동,127481761485
2022,4,11200720,송정동,7664452386
2022,4,11200790,용답동,34075730420
2022,4,11215710,화양동,100915855561
2022,4,11215730,군자동,45063936928
2022,4,11215740,중곡1동,52856527793
2022,4,11215750,중곡2동,39445828462
2022,4,11215760,중곡3동,21173038102
2022,4,11215770,중곡4동,34117311377
2022,4,11215780,능동,25867175550
2022,4,11215810,광장동,36307973008
2022,4,11215820,자양1동,37275645177
2022,4,11215830,자양2동,20090143093
2022,4,11215840,자양3동,39470185354
2022,4,11215847,자양4동,44569230665
2022,4,11215850,구의1동,59421314044
2022,4,11215860,구의2동,29125033858
2022,4,11215870,구의3동,123109180615
2022,4,11230536,용신동,104536117753
2022,4,11230545,제기동,595430081423
2022,4,11230560,전농1동,36505418240
2022,4,11230570,전농2동,16474688120
2022,4,11230600,답십리1동,36154583397
2022,4,11230610,답십리2동,30840050689
2022,4,11230650,장안1동,147000062397
2022,4,11230660,장안2동,86282687617
2022,4,11230705,청량리동,50496017095
2022,4,11230710,회기동,37678847453
2022,4,11230720,휘경1동,19887896102
2022,4,11230730,휘경2동,16043333289
2022,4,11230740,이문1동,26785338692
2022,4,11230750,이문2동,8445002058
2022,4,11260520,면목2동,27769425889
2022,4,11260540,면목4동,14424959028
2022,4,11260550,면목5동,7106198029
2022,4,11260565,면목본동,55965859697
2022,4,11260570,면목7동,42196015706
2022,4,11260575,면목3·8동,38496803096
2022,4,11260580,상봉1동,13216521561
2022,4,11260590,상봉2동,69437987760
2022,4,11260600,중화1동,15103573061
2022,4,11260610,중화2동,41882634393
2022,4,11260620,묵1동,37949760032
2022,4,11260630,묵2동,26666840540
2022,4,11260655,망우본동,66869986537
2022,4,11260660,망우3동,15435931392
2022,4,11260680,신내1동,37214566776
2022,4,11260690,신내2동,30859125395
2022,4,11290525,성북동,24854751292
2022,4,11290555,삼선동,59538141191
2022,4,11290575,동선동,71023057772
2022,4,11290580,돈암1동,9602632974
2022,4,11290590,돈암2동,7591895936
2022,4,11290600,안암동,43446587139
2022,4,11290610,보문동,12482097291
2022,4,11290620,정릉1동,12126226275
2022,4,11290630,정릉2동,14731630391
2022,4,11290640,정릉3동,11753880356
2022,4,11290650,정릉4동,22701387703
2022,4,11290660,길음1동,12397363637
2022,4,11290685,길음2동,25893661866
2022,4,11290705,종암동,41273483373
2022,4,11290715,월곡1동,17566491346
2022,4,11290725,월곡2동,32870092891
2022,4,11290760,장위1동,12685831393
2022,4,11290770,장위2동,14193437526
2022,4,11290780,장위3동,7495146680
2022,4,11290810,석관동,40352355694
2022,4,11305534,삼양동,20215256867
2022,4,11305535,미아동,46648603246
2022,4,11305545,송중동,79253410540
2022,4,11305555,송천동,42616186488
2022,4,11305575,삼각산동,12937906908
2022,4,11305595,번1동,60901649251
2022,4,11305603,번2동,8215600344
2022,4,11305608,번3동,13267055538
2022,4,11305615,수유1동,56795933673
2022,4,11305625,수유2동,27213542959
2022,4,11305635,수유3동,92691849656
2022,4,11305645,우이동,29311708651
2022,4,11305660,인수동,20855719703
2022,4,11320511,창1동,27708398422
2022,4,11320512,창2동,21779201830
2022,4,11320513,창3동,15879992266
2022,4,11320514,창4동,20533599515
2022,4,11320515,창5동,59884654979
2022,4,11320521,도봉1동,52055744383
2022,4,11320522,도봉2동,13607303887
2022,4,11320660,쌍문1동,13718271708
2022,4,11320670,쌍문2동,28992715843
2022,4,11320680,쌍문3동,34858487629
2022,4,11320681,쌍문4동,14053631686
2022,4,11320690,방학1동,53995481643
2022,4,11320700,방학2동,51739669179
2022,4,11320710,방학3동,12663752760
2022,4,11350560,월계1동,24982142872
2022,4,11350570,월계2동,5179336536
2022,4,11350580,월계3동,8217533866
2022,4,11350595,공릉1동,64110619772
2022,4,11350600,공릉2동,40242255847
2022,4,11350611,하계1동,58590904194
2022,4,11350612,하계2동,2093718912
2022,4,11350619,중계본동,40251784807
2022,4,11350621,중계1동,10367905913
2022,4,11350624,중계4동,36761618913
2022,4,11350625,중계2·3동,60882616239
2022,4,11350630,상계1동,51205241593
2022,4,11350640,상계2동,95420109001
2022,4,11350665,상계3·4동,13122340253
2022,4,11350670,상계5동,24577598433
2022,4,11350695,상계6·7동,95244484219
2022,4,11350700,상계8동,12481096793
2022,4,11350710,상계9동,15206372351
2022,4,11350720,상계10동,3583290864
2022,4,11380510,녹번동,44708574496
2022,4,11380520,불광1동,46843427372
2022,4,11380530,불광2동,29388679764
2022,4,11380551,갈현1동,47061970564
2022,4,11380552,갈현2동,56893762034
2022,4,11380560,구산동,15425814554
2022,4,11380570,대조동,62079489804
2022,4,11380580,응암1동,43297364461
2022,4,11380590,응암2동,15325486404
2022,4,11380600,응암3동,48290829332
2022,4,11380625,역촌동,40516942674
2022,4,11380631,신사1동,23046828414
2022,4,11380632,신사2동,11403574288
2022,4,11380640,증산동,16285225583
2022,4,11380650,수색동,5388399740
2022,4,11380690,진관동,35467219962
2022,4,11410520,천연동,20012317642
2022,4,11410555,북아현동,14724188489
2022,4,11410565,충현동,33898196576
2022,4,11410585,신촌동,142053233766
2022,4,11410615,연희동,65343137001
2022,4,11410620,홍제1동,22110363480
2022,4,11410640,홍제3동,53029184038
2022,4,11410655,홍제2동,9617669513
2022,4,11410660,홍은1동,19598832468
2022,4,11410685,홍은2동,23481236300
2022,4,11410690,남가좌1동,15470404181
2022,4,11410700,남가좌2동,29288440763
2022,4,11410710,북가좌1동,4934492835
2022,4,11410720,북가좌2동,43180192563
2022,4,11440555,아현동,36885246797
2022,4,11440565,공덕동,51055702994
2022,4,11440585,도화동,60189916511
2022,4,11440590,용강동,84789406485
2022,4,11440600,대흥동,62758952096
2022,4,11440610,염리동,18750733803
2022,4,11440630,신수동,16901368913
2022,4,11440655,서강동,38472795185
2022,4,11440660,서교동,369242759211
2022,4,11440680,합정동,65877024191
2022,4,11440690,망원1동,53141369257
2022,4,11440700,망원2동,30189994488
2022,4,11440710,연남동,44249321009
2022,4,11440720,성산1동,41386266735
2022,4,11440730,성산2동,31912440514
2022,4,11440740,상암동,85057524339
2022,4,11470510,목1동,82214222765
2022,4,11470520,목2동,33423173425
2022,4,11470530,목3동,36540987234
2022,4,11470540,목4동,29203950088
2022,4,11470550,목5동,65818534708
2022,4,11470560,신월1동,32232031266
2022,4,11470570,신월2동,15917559121
2022,4,11470580,신월3동,10846694136
2022,4,11470590,신월4동,17173819996
2022,4,11470600,신월5동,17748960399
2022,4,11470610,신월6동,19358363654
2022,4,11470611,신월7동,16142104784
2022,4,11470620,신정1동,33287856835
2022,4,11470630,신정2동,32645967250
2022,4,11470640,신정3동,36394174672
2022,4,11470650,신정4동,84618743903
2022,4,11470670,신정6동,9142992170
2022,4,11470680,신정7동,36689257801
2022,4,11500510,염창동,58401023696
2022,4,11500520,등촌1동,69333130512
2022,4,11500530,등촌2동,10036623571
2022,4,11500535,등촌3동,67200995158
2022,4,11500540,화곡1동,85998971521
2022,4,11500550,화곡2동,11988077335
2022,4,11500560,화곡3동,29854028522
2022,4,11500570,화곡4동,41510416948
2022,4,11500590,화곡본동,39820558999
2022,4,11500591,화곡6동,39892371962
2022,4,11500593,화곡8동,33532462256
2022,4,11500603,가양1동,108799639767
2022,4,11500604,가양2동,23784438159
2022,4,11500605,가양3동,8165363575
2022,4,11500611,발산1동,185972771356
2022,4,11500615,우장산동,29939491240
2022,4,11500620,공항동,39191504692
2022,4,11500630,방화1동,63059380446
2022,4,11500640,방화2동,28121703957
2022,4,11500641,방화3동,12583099464
2022,4,11530510,신도림동,35171100817
2022,4,11530520,구로1동,12525260011
2022,4,11530530,구로2동,190910095625
2022,4,11530540,구로3동,170123594766
2022,4,11530550,구로4동,52082462271
2022,4,11530560,구로5동,92848744004
2022,4,11530595,가리봉동,21409791596
2022,4,11530720,고척1동,52870899930
2022,4,11530730,고척2동,27721817411
2022,4,11530740,개봉1동,30329290721
2022,4,11530750,개봉2동,27738772977
2022,4,11530760,개봉3동,18684186126
2022,4,11530770,오류1동,33899363352
2022,4,11530780,오류2동,22146209433
2022,4,11530790,수궁동,12960002529
2022,4,11530800,항동,247265230
2022,4,11545510,가산동,773725214841
2022,4,11545610,독산1동,241689565748
2022,4,11545620,독산2동,22635547795
2022,4,11545630,독산3동,39913397250
2022,4,11545640,독산4동,18372811399
2022,4,11545670,시흥1동,89944469362
2022,4,11545680,시흥2동,4217815332
2022,4,11545690,시흥3동,14086967908
2022,4,11545700,시흥4동,12874648995
2022,4,11545710,시흥5동,32722748849
2022,4,11560515,영등포본동,62137689193
2022,4,11560535,영등포동,291361066171
2022,4,11560540,여의동,346717243159
2022,4,11560550,당산1동,113446769234
2022,4,11560560,당산2동,63595168345
2022,4,11560585,도림동,15530872406
2022,4,11560605,문래동,113570014940
2022,4,11560610,양평1동,28031817024
2022,4,11560620,양평2동,74556619563
2022,4,11560630,신길1동,35036359647
2022,4,11560650,신길3동,22556456952
2022,4,11560660,신길4동,8091174693
2022,4,11560670,신길5동,12229955493
2022,4,11560680,신길6동,35485423034
2022,4,11560690,신길7동,9790359573
2022,4,11560700,대림1동,30623497594
2022,4,11560710,대림2동,41725903846
2022,4,11560720,대림3동,132166791878
2022,4,11590510,노량진1동,429673897761
2022,4,11590520,노량진2동,917016419527
2022,4,11590530,상도1동,59146387720
2022,4,11590540,상도2동,25996239615
2022,4,11590550,상도3동,37552856148
2022,4,11590560,상도4동,23396187997
2022,4,11590605,흑석동,56218009130
2022,4,11590620,사당1동,66774150037
2022,4,11590630,사당2동,78834285555
2022,4,11590640,사당3동,13891445148
2022,4,11590650,사당4동,21516090523
2022,4,11590651,사당5동,5106144176
2022,4,11590660,대방동,55387071684
2022,4,11590670,신대방1동,16347154876
2022,4,11590680,신대방2동,41309785656
2022,4,11620525,보라매동,28725626868
2022,4,11620545,청림동,4705791781
2022,4,11620565,성현동,9897740824
2022,4,11620575,행운동,42404912532
2022,4,11620585,낙성대동,52934639558
2022,4,11620595,청룡동,87298375784
2022,4,11620605,은천동,40128162690
2022,4,11620615,중앙동,39273878564
2022,4,11620625,인헌동,42484022613
2022,4,11620630,남현동,28198695936
2022,4,11620645,서원동,63816402982
2022,4,11620655,신원동,20089940915
2022,4,11620665,서림동,16507589171
2022,4,11620685,신사동,31597037389
2022,4,11620695,신림동,78678671116
2022,4,11620715,난향동,4760004082
2022,4,11620725,조원동,62317041886
2022,4,11620735,대학동,33020660655
2022,4,11620745,삼성동,13180399837
2022,4,11620765,미성동,27107094231
2022,4,11620775,난곡동,18581843568
2022,4,11650510,서초1동,71343745970
2022,4,11650520,서초2동,138817460050
2022,4,11650530,서초3동,200887770957
2022,4,11650531,서초4동,188134358174
2022,4,11650540,잠원동,75806638524
2022,4,11650550,반포본동,1996478591
2022,4,11650560,반포1동,73776797353
2022,4,11650570,반포2동,25778670934
2022,4,11650580,반포3동,87207679086
2022,4,11650581,반포4동,109240899632
2022,4,11650590,방배본동,51072884633
2022,4,11650600,방배1동,68538585527
2022,4,11650610,방배2동,48475516508
2022,4,11650620,방배3동,26042016357
2022,4,11650621,방배4동,63281581995
2022,4,11650651,양재1동,113880667520
2022,4,11650652,양재2동,143318213467
2022,4,11650660,내곡동,5677887558
2022,4,11680510,신사동,280328244657
2022,4,11680521,논현1동,273632076522
2022,4,11680531,논현2동,221667688993
2022,4,11680545,압구정동,365712966215
2022,4,11680565,청담동,295816181542
2022,4,11680580,삼성1동,314623116932
2022,4,11680590,삼성2동,97241071838
2022,4,11680600,대치1동,120520787411
2022,4,11680610,대치2동,164239197435
2022,4,11680630,대치4동,226652845886
2022,4,11680640,역삼1동,550704585319
2022,4,11680650,역삼2동,105028019423
2022,4,11680655,도곡1동,69364958323
2022,4,11680656,도곡2동,71055740458
2022,4,11680660,개포1동,38351352
2022,4,11680670,개포2동,22114979363
2022,4,11680690,개포4동,60165270029
2022,4,11680700,세곡동,34229134672
2022,4,11680720,일원본동,12406805182
2022,4,11680730,일원1동,27526534007
2022,4,11680740,일원2동,5019121121
2022,4,11680750,수서동,61837519807
2022,4,11710510,풍납1동,11381915897
2022,4,11710520,풍납2동,28272541404
2022,4,11710531,거여1동,18549121087
2022,4,11710532,거여2동,26702525031
2022,4,11710540,마천1동,34463643492
2022,4,11710550,마천2동,41092843949
2022,4,11710561,방이1동,40784421819
2022,4,11710562,방이2동,120782388617
2022,4,11710566,오륜동,5361841337
2022,4,11710570,오금동,82762361907
2022,4,11710580,송파1동,68508608023
2022,4,11710590,송파2동,26328526443
2022,4,11710600,석촌동,84764393594
2022,4,11710610,삼전동,74114419018
2022,4,11710620,가락본동,78132734481
2022,4,11710631,가락1동,511139895654
2022,4,11710632,가락2동,57047466717
2022,4,11710641,문정1동,31929947465
2022,4,11710642,문정2동,137793096307
2022,4,11710646,장지동,35355087067
2022,4,11710647,위례동,7161488276
2022,4,11710650,잠실본동,163449485696
2022,4,11710670,잠실2동,48756488243
2022,4,11710680,잠실3동,34575278988
2022,4,11710690,잠실4동,13117802294
2022,4,11710710,잠실6동,48379564278
2022,4,11710720,잠실7동,6610490765
2022,4,11740515,강일동,14239277623
2022,4,11740520,상일동,16321274911
2022,4,11740530,명일1동,59127487862
2022,4,11740540,명일2동,74861740589
2022,4,11740550,고덕1동,8057624540
2022,4,11740560,고덕2동,22990906180
2022,4,11740570,암사1동,38455325952
2022,4,11740580,암사2동,24001040134
2022,4,11740590,암사3동,13889406113
2022,4,11740600,천호1동,27084442169
2022,4,11740610,천호2동,157949548139
2022,4,11740620,천호3동,36556911285
2022,4,11740640,성내1동,44032038344
2022,4,11740650,성내2동,47994148005
2022,4,11740660,성내3동,71803771629
2022,4,11740685,길동,107772982790
2022,4,11740700,둔촌2동,31459854434
2023,1,11110515,청운효자동,25095837542
2023,1,11110530,사직동,96882252207
2023,1,11110540,삼청동,40348316093
2023,1,11110550,부암동,6457026670
2023,1,11110560,평창동,8069357153
2023,1,11110570,무악동,7968152790
2023,1,11110580,교남동,9806855312
2023,1,11110600,가회동,29926695625
2023,1,11110615,종로1·2·3·4가동,566069273016
2023,1,11110630,종로5·6가동,106940660550
2023,1,11110640,이화동,36378863928
2023,1,11110650,혜화동,55107319562
2023,1,11110670,창신1동,74311907708
2023,1,11110680,창신2동,12892380435
2023,1,11110690,창신3동,441866406
2023,1,11110700,숭인1동,3095269178
2023,1,11110710,숭인2동,30145053817
2023,1,11140520,소공동,142191559552
2023,1,11140540,회현동,225069851748
2023,1,11140550,명동,229262050906
2023,1,11140570,필동,33365145598
2023,1,11140580,장충동,22912962663
2023,1,11140590,광희동,144845703867
2023,1,11140605,을지로동,220428855108
2023,1,11140615,신당동,65025708908
2023,1,11140625,다산동,42915040491
2023,1,11140635,약수동,25764532700
2023,1,11140645,청구동,8829442596
2023,1,11140650,신당5동,26691078618
2023,1,11140665,동화동,13781182179
2023,1,11140670,황학동,58688309144
2023,1,11140680,중림동,24759465730
2023,1,11170510,후암동,19570470550
2023,1,11170520,용산2가동,11662260415
2023,1,11170530,남영동,61320366176
2023,1,11170555,청파동,41402638448
2023,1,11170560,원효로1동,121419750814
2023,1,11170570,원효로2동,41585716445
2023,1,11170580,효창동,11431840963
2023,1,11170590,용문동,25181334580
2023,1,11170625,한강로동,688952034150
2023,1,11170630,이촌1동,34326110022
2023,1,11170640,이촌2동,4987646075
2023,1,11170650,이태원1동,62111899861
2023,1,11170660,이태원2동,14286730912
2023,1,11170685,한남동,94011384307
2023,1,11170690,서빙고동,3861186004
2023,1,11170700,보광동,17655454737
2023,1,11200520,왕십리2동,11937648950
2023,1,11200535,왕십리도선동,40602143480
2023,1,11200540,마장동,27909922972
2023,1,11200550,사근동,40399660328
2023,1,11200560,행당1동,40355400923
2023,1,11200570,행당2동,5393906113
2023,1,11200580,응봉동,2577785936
2023,1,11200590,금호1가동,6503077055
2023,1,11200615,금호2·3가동,18875381565
2023,1,11200620,금호4가동,15155806812
2023,1,11200645,옥수동,10024508480
2023,1,11200650,성수1가1동,20409859897
2023,1,11200660,성수1가2동,62079374161
2023,1,11200670,성수2가1동,85895017237
2023,1,11200690,성수2가3동,114956734178
2023,1,11200720,송정동,6661445953
2023,1,11200790,용답동,29443406645
2023,1,11215710,화양동,96877649597
2023,1,11215730,군자동,44715387801
2023,1,11215740,중곡1동,51301242454
2023,1,11215750,중곡2동,37951901887
2023,1,11215760,중곡3동,18729199230
2023,1,11215770,중곡4동,37270194408
2023,1,11215780,능동,25280885635
2023,1,11215810,광장동,37833303877
2023,1,11215820,자양1동,36196771041
2023,1,11215830,자양2동,19011117185
2023,1,11215840,자양3동,44726939058
2023,1,11215847,자양4동,43967107766
2023,1,11215850,구의1동,55218299174
2023,1,11215860,구의2동,28532894645
2023,1,11215870,구의3동,112406191690
2023,1,11230536,용신동,102310686793
2023,1,11230545,제기동,612496469653
2023,1,11230560,전농1동,45056076336
2023,1,11230570,전농2동,16118535972
2023,1,11230600,답십리1동,34614118346
2023,1,11230610,답십리2동,30807039045
2023,1,11230650,장안1동,141739409176
2023,1,11230660,장안2동,89755120757
2023,1,11230705,청량리동,49377358453
2023,1,11230710,회기동,34238178854
2023,1,11230720,휘경1동,19400317078
2023,1,11230730,휘경2동,16022125287
2023,1,11230740,이문1동,26833025246
2023,1,11230750,이문2동,8083410025
2023,1,11260520,면목2동,26430098288
2023,1,11260540,면목4동,13013329723
2023,1,11260550,면목5동,7025249940
2023,1,11260565,면목본동,55554795896
2023,1,11260570,면목7동,40695269191
2023,1,11260575,면목3·8동,36877947707
2023,1,11260580,상봉1동,13027229949
2023,1,11260590,상봉2동,64842242473
2023,1,11260600,중화1동,17543763726
2023,1,11260610,중화2동,40839995410
2023,1,11260620,묵1동,38426228827
2023,1,11260630,묵2동,28790817307
2023,1,11260655,망우본동,66482306837
2023,1,11260660,망우3동,14273852223
2023,1,11260680,신내1동,37379124931
2023,1,11260690,신내2동,29983172856
2023,1,11290525,성북동,25909275387
2023,1,11290555,삼선동,55391680839
2023,1,11290575,동선동,70568614882
2023,1,11290580,돈암1동,9562947409
2023,1,11290590,돈암2동,6671044649
2023,1,11290600,안암동,37913046856
2023,1,11290610,보문동,14700169561
2023,1,11290620,정릉1동,10966960204
2023,1,11290630,정릉2동,13760997748
2023,1,11290640,정릉3동,11222788572
2023,1,11290650,정릉4동,22388179514
2023,1,11290660,길음1동,12834016985
2023,1,11290685,길음2동,24581931408
2023,1,11290705,종암동,37489031625
2023,1,11290715,월곡1동,16892302840
2023,1,11290725,월곡2동,28662111596
2023,1,11290760,장위1동,12213848077
2023,1,11290770,장위2동,12732331199
2023,1,11290780,장위3동,7421452639
2023,1,11290810,석관동,39516908537
2023,1,11305534,삼양동,19264547198
2023,1,11305535,미아동,47629119978
2023,1,11305545,송중동,74613542910
2023,1,11305555,송천동,41358113024
2023,1,11305575,삼각산동,12745277264
2023,1,11305595,번1동,59585453698
2023,1,11305603,번2동,6288331760
2023,1,11305608,번3동,14727853244
2023,1,11305615,수유1동,52366352287
2023,1,11305625,수유2동,23375292278
2023,1,11305635,수유3동,90407830089
2023,1,11305645,우이동,25952198718
2023,1,11305660,인수동,18768910383
2023,1,11320511,창1동,27216109930
2023,1,11320512,창2동,20181259287
2023,1,11320513,창3동,15779000800
2023,1,11320514,창4동,20552792423
2023,1,11320515,창5동,57843340336
2023,1,11320521,도봉1동,46585266913
2023,1,11320522,도봉2동,11629545970
2023,1,11320660,쌍문1동,12297549469
2023,1,11320670,쌍문2동,28441415542
2023,1,11320680,쌍문3동,30496496299
2023,1,11320681,쌍문4동,14236152760
2023,1,11320690,방학1동,52493457227
2023,1,11320700,방학2동,48730769084
2023,1,11320710,방학3동,13084995723
2023,1,11350560,월계1동,23767567049
2023,1,11350570,월계2동,5457814781
2023,1,11350580,월계3동,7992530493
2023,1,11350595,공릉1동,60837920717
2023,1,11350600,공릉2동,38894915856
2023,1,11350611,하계1동,57787317367
2023,1,11350612,하계2동,2765906716
2023,1,11350619,중계본동,41810267199
2023,1,11350621,중계1동,11669625975
2023,1,11350624,중계4동,41971744875
2023,1,11350625,중계2·3동,56957250746
2023,1,11350630,상계1동,48804899616
2023,1,11350640,상계2동,89051012603
2023,1,11350665,상계3·4동,13248809330
2023,1,11350670,상계5동,23592325647
2023,1,11350695,상계6·7동,101449966751
2023,1,11350700,상계8동,12015284600
2023,1,11350710,상계9동,17566110526
2023,1,11350720,상계10동,4865559082
2023,1,11380510,녹번동,44941897010
2023,1,11380520,불광1동,49385448048
2023,1,11380530,불광2동,29515565810
2023,1,11380551,갈현1동,46241820946
2023,1,11380552,갈현2동,54592196201
2023,1,11380560,구산동,15995939555
2023,1,11380570,대조동,61325323081
2023,1,11380580,응암1동,41017188987
2023,1,11380590,응암2동,18076993623
2023,1,11380600,응암3동,47295934004
2023,1,11380625,역촌동,37485208664
2023,1,11380631,신사1동,24394203501
2023,1,11380632,신사2동,12223885405
2023,1,11380640,증산동,15087326040
2023,1,11380650,수색동,5170142722
2023,1,11380690,진관동,32661953181
2023,1,11410520,천연동,19680026298
2023,1,11410555,북아현동,12478182169
2023,1,11410565,충현동,30608311972
2023,1,11410585,신촌동,130701812796
2023,1,11410615,연희동,63576856734
2023,1,11410620,홍제1동,19753332717
2023,1,11410640,홍제3동,51370606689
2023,1,11410655,홍제2동,8562901175
2023,1,11410660,홍은1동,21164547009
2023,1,11410685,홍은2동,23831063593
2023,1,11410690,남가좌1동,16829782537
2023,1,11410700,남가좌2동,25534338763
2023,1,11410710,북가좌1동,4523206967
2023,1,11410720,북가좌2동,41363686920
2023,1,11440555,아현동,39425723218
2023,1,11440565,공덕동,46618789315
2023,1,11440585,도화동,53375049482
2023,1,11440590,용강동,74709885290
2023,1,11440600,대흥동,53396693373
2023,1,11440610,염리동,18390315004
2023,1,11440630,신수동,17252455278
2023,1,11440655,서강동,34688293401
2023,1,11440660,서교동,359581389464
2023,1,11440680,합정동,55728475043
2023,1,11440690,망원1동,51734539026
2023,1,11440700,망원2동,30644416761
2023,1,11440710,연남동,39075648354
2023,1,11440720,성산1동,45173552668
2023,1,11440730,성산2동,32435912381
2023,1,11440740,상암동,80845744364
2023,1,11470510,목1동,81339028071
2023,1,11470520,목2동,31911757059
2023,1,11470530,목3동,34499265594
2023,1,11470540,목4동,29797382875
2023,1,11470550,목5동,70690013726
2023,1,11470560,신월1동,31689459609
2023,1,11470570,신월2동,15587788897
2023,1,11470580,신월3동,10640074696
2023,1,11470590,신월4동,17451750877
2023,1,11470600,신월5동,16438111717
2023,1,11470610,신월6동,19095064871
2023,1,11470611,신월7동,15692604328
2023,1,11470620,신정1동,34875152699
2023,1,11470630,신정2동,33185822289
2023,1,11470640,신정3동,36608088586
2023,1,11470650,신정4동,83696789497
2023,1,11470670,신정6동,9824551079
2023,1,11470680,신정7동,37406328877
2023,1,11500510,염창동,52524123121
2023,1,11500520,등촌1동,78409584453
2023,1,11500530,등촌2동,8981893604
2023,1,11500535,등촌3동,68304267254
2023,1,11500540,화곡1동,86948069577
2023,1,11500550,화곡2동,11015510865
2023,1,11500560,화곡3동,29740553405
2023,1,11500570,화곡4동,37268745770
2023,1,11500590,화곡본동,37881884246
2023,1,11500591,화곡6동,39554528093
2023,1,11500593,화곡8동,34337954923
2023,1,11500603,가양1동,106565397131
2023,1,11500604,가양2동,23466325178
2023,1,11500605,가양3동,14957234725
2023,1,11500611,발산1동,174651288184
2023,1,11500615,우장산동,29366581683
2023,1,11500620,공항동,40743647691
2023,1,11500630,방화1동,61687533735
2023,1,11500640,방화2동,27387689415
2023,1,11500641,방화3동,11120800480
2023,1,11530510,신도림동,35057772382
