연도,분기,행정동_코드,행정동_코드_명,추정매출액,월평균소득금액,지출_총금액,총_유동인구_수,총_상주인구_수,총_직장_인구_수,전체_임대시세,1층_임대시세,1층외_임대시세,영역_면적,집객시설_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2023,2,11500550,화곡2동,11484921716,2385531,2075186000,3183499,19772,2050.0,149536.0,173573.0,125499.0,454621.0,65,660,26,27,47
2023,2,11500560,화곡3동,32272731658,3132782,4551751000,3447997,23012,3629.0,118521.0,109741.0,127301.0,521858.0,87,1096,41,30,138
2023,2,11500570,화곡4동,38287892444,2423768,4602792000,4906469,22351,2050.0,96037.0,136471.0,55603.0,852049.0,101,1211,40,46,94
2023,2,11500591,화곡6동,38022506516,3040513,7779479000,5097565,24725,4632.0,145878.0,152126.0,139631.0,1037911.0,118,1444,57,61,159
2023,2,11500593,화곡8동,34033662472,2473381,4581142000,7623238,26703,1587.0,99191.0,128620.0,69761.0,593322.0,95,1113,35,31,120
2023,2,11500590,화곡본동,39314140491,2398795,6619110000,8280287,36422,2359.0,117646.0,131677.0,103614.0,972735.0,145,1259,58,54,115
2023,2,11215710,화양동,100343722376,2470026,21392332000,9836755,20588,1100.0,128875.0,157048.0,100703.0,1166008.0,167,2540,112,79,397
2023,2,11140670,황학동,64012047086,3247840,4286018000,6001117,11965,733.0,206978.0,219031.0,194925.0,328640.0,76,1443,42,37,85
2023,2,11230710,회기동,38209556335,3217279,11006920000,5842652,10009,74.0,106797.0,143524.0,70071.0,766917.0,84,1084,42,38,151
2023,2,11140540,회현동,233830732076,4442451,542751555000,4705920,4305,79592.0,333760.0,402204.0,265317.0,897827.0,211,5291,76,101,242
2023,2,11170580,효창동,10949326970,3523201,1054033000,3578903,9063,1309.0,135790.0,177888.0,93691.0,446197.0,66,359,16,9,24
2023,2,11170510,후암동,19848350447,3013677,2064425000,4084302,18208,1833.0,87841.0,128452.0,47231.0,865892.0,80,870,35,20,46
2023,2,11230720,휘경1동,21595764025,2722774,3990451000,6038387,12887,696.0,81286.0,114584.0,47987.0,521796.0,82,803,41,28,79
2023,2,11230730,휘경2동,16510162485,3071586,2558259000,5084212,23906,922.0,72965.0,82740.0,63189.0,1113609.0,84,631,23,29,72
2023,2,11590605,흑석동,57176731122,4224946,10820992000,6929435,29016,115.0,117443.0,147722.0,87164.0,1708306.0,195,1360,33,33,171
2023,3,11710631,가락1동,456023962578,4973588,5759869000,798003,735,4845.0,128373.0,92931.0,163815.0,1393228.0,82,3637,37,37,69
2023,3,11710632,가락2동,57017643234,3910198,6483593000,6213391,31488,6446.0,106984.0,140921.0,73046.0,932311.0,143,1729,76,66,154
2023,3,11710620,가락본동,71337789352,3521561,8735470000,7734028,27265,26378.0,139346.0,170644.0,108048.0,1014738.0,144,2762,85,74,235
2023,3,11530595,가리봉동,19044387561,2336331,1194082000,3072719,10098,709.0,120224.0,142261.0,98187.0,410996.0,74,840,26,17,27
2023,3,11545510,가산동,764059659100,2567594,35094745000,4977599,18712,92030.0,131085.0,165944.0,96227.0,2512852.0,304,9195,516,213,669
2023,3,11500603,가양1동,107920537833,3560388,71335956000,3482277,26585,1846.0,171279.0,224104.0,118455.0,4970691.0,279,5374,256,222,595
2023,3,11500604,가양2동,22534078169,3065320,3405778000,2126365,16549,,98146.0,,98146.0,823874.0,75,479,20,15,51
2023,3,11500605,가양3동,11967207097,3047051,605738000,1834060,17796,747.0,124658.0,,124658.0,474228.0,52,400,21,7,34
2023,3,11110600,가회동,27944434769,3479766,2855503000,1281834,4350,11445.0,156995.0,203272.0,110717.0,539955.0,63,653,17,21,44
2023,3,11380551,갈현1동,46246583833,2481200,5411979000,6385403,24611,1987.0,84599.0,115148.0,54050.0,961071.0,133,1313,39,53,135
2023,3,11380552,갈현2동,57046962848,2539257,6382950000,6132097,28906,2981.0,85467.0,107842.0,63092.0,985165.0,121,1531,46,53,156
2023,3,11740515,강일동,15835257678,3073250,3595457000,4282479,34450,156.0,154243.0,213132.0,95354.0,3647520.0,187,967,53,35,145
2023,3,11530740,개봉1동,31758943346,2805757,4697308000,7944815,32447,6356.0,109899.0,116178.0,103619.0,1320319.0,163,1367,53,40,131
2023,3,11530750,개봉2동,26085419739,3068971,3467687000,4094567,34282,7124.0,158155.0,142062.0,174248.0,782524.0,116,848,22,24,100
2023,3,11530760,개봉3동,19881963043,2512790,3027233000,3550231,20217,1510.0,93613.0,93613.0,,828418.0,81,761,23,24,74
2023,3,11680660,개포1동,40153785,5336373,292174000,699371,6308,522.0,,,,1449952.0,38,205,21,5,6
2023,3,11680670,개포2동,25797602875,5195802,2426139000,2005709,14194,8866.0,187591.0,157316.0,217866.0,2243338.0,135,1014,47,29,98
2023,3,11680690,개포4동,57264623050,3550527,3665257000,3666604,18031,6664.0,93972.0,118846.0,69099.0,1665461.0,115,1603,64,44,95
2023,3,11710531,거여1동,17619549352,2789100,1916545000,3620142,11495,2894.0,102527.0,160600.0,44454.0,522308.0,48,635,21,25,54
2023,3,11710532,거여2동,26378400731,3033238,3298851000,3643100,17995,1455.0,193081.0,296450.0,89712.0,612901.0,78,795,44,22,92
2023,3,11740550,고덕1동,8719619407,4618641,1923026000,3711358,16057,812.0,139166.0,186527.0,91805.0,1518495.0,92,644,27,20,74
2023,3,11740560,고덕2동,23486585525,2465499,2970097000,2219896,8110,887.0,157741.0,165536.0,149946.0,2206786.0,78,926,68,28,116
2023,3,11530720,고척1동,53673239001,2972418,6027590000,4618570,24431,2509.0,111102.0,137579.0,84625.0,1151238.0,135,1470,37,39,176
2023,3,11530730,고척2동,27955310729,2882639,2865017000,5192923,28625,1513.0,95344.0,95264.0,95425.0,1025572.0,128,1141,41,34,87
2023,3,11440565,공덕동,47229419119,4047702,5438358000,13659417,37133,8589.0,124235.0,133552.0,114919.0,1019197.0,172,1970,58,51,158
2023,3,11350595,공릉1동,66070205413,2786137,12501160000,11002244,37367,5486.0,87943.0,114579.0,61306.0,1263261.0,211,2367,90,62,235
2023,3,11350600,공릉2동,40462008361,3394877,8146699000,7925904,41090,1111.0,117300.0,132475.0,102125.0,6983449.0,271,1520,69,50,216
2023,3,11500620,공항동,39425165481,2896818,8324547000,5419135,21949,4040.0,111639.0,138186.0,85092.0,10861768.0,176,1505,62,55,150
2023,3,11215810,광장동,39345688237,5284540,5035576000,5968625,33732,7150.0,117841.0,162266.0,73417.0,2393761.0,139,1229,42,32,132
2023,3,11140590,광희동,167193557804,3229604,11540693000,6133269,4896,54531.0,229385.0,238794.0,219976.0,737204.0,185,5532,137,121,234
2023,3,11110580,교남동,9946688547,4616890,2340844000,3816801,4425,664.0,,,,346926.0,78,389,8,8,74
2023,3,11530520,구로1동,11969965021,3368067,1852155000,1950756,20644,,138878.0,198232.0,79524.0,1008892.0,88,578,10,8,58
2023,3,11530530,구로2동,185575373890,2453690,13006781000,8993695,27306,11083.0,123630.0,137774.0,109486.0,1703350.0,197,5113,83,81,134
2023,3,11530540,구로3동,150920050246,2888444,1311851185000,7035330,26146,61432.0,164706.0,185139.0,144273.0,1040120.0,187,4118,127,132,480
2023,3,11530550,구로4동,53742801686,2617060,5642103000,7796048,22308,1586.0,137171.0,136642.0,137701.0,524507.0,139,1749,57,48,97
2023,3,11530560,구로5동,97231614639,3213284,15079830000,7199558,29629,12682.0,122119.0,141177.0,103061.0,1012473.0,167,3009,100,95,260
2023,3,11380560,구산동,16468962376,2602334,2560164000,5163228,31839,1573.0,80048.0,101171.0,58926.0,1389775.0,127,941,28,31,82
2023,3,11215850,구의1동,53572355813,2683701,4669263000,7204653,22151,3261.0,105023.0,128461.0,81585.0,565313.0,77,1591,49,41,150
2023,3,11215860,구의2동,28414108136,2948328,4628588000,5257821,24579,2394.0,100941.0,132595.0,69286.0,1388041.0,112,1096,46,38,102
2023,3,11215870,구의3동,122951713020,4010979,12121976000,6429669,28444,10223.0,103183.0,119593.0,86773.0,1027561.0,133,2595,66,57,233
2023,3,11215730,군자동,44671279031,2604535,6965007000,6052153,19686,1164.0,124806.0,127231.0,122382.0,738025.0,135,1493,38,55,152
2023,3,11200590,금호1가동,4819336419,4010011,1402728000,3202194,13659,1693.0,184490.0,184275.0,184704.0,444872.0,88,482,20,14,42
2023,3,11200615,금호2·3가동,19373821185,3751434,2884235000,6508017,24420,352.0,179505.0,171679.0,187331.0,631196.0,135,925,29,18,84
2023,3,11200620,금호4가동,16016847848,4442144,3148954000,2956902,14290,648.0,221042.0,247301.0,194783.0,832333.0,84,608,18,13,64
2023,3,11740685,길동,108326340295,2840603,13425758000,16988146,46207,8662.0,108537.0,131131.0,85943.0,1631616.0,242,3161,103,94,282
2023,3,11290660,길음1동,12538704445,4462339,4894871000,6641645,38001,3802.0,147683.0,153324.0,142041.0,797310.0,129,1045,22,30,117
2023,3,11290685,길음2동,23695024601,3736133,6035097000,4884145,11218,381.0,160011.0,209664.0,110359.0,588002.0,112,1297,69,59,126
2023,3,11620585,낙성대동,52002556841,3225725,9197078000,6049584,15762,6105.0,133919.0,196058.0,71779.0,2262818.0,148,1384,73,43,189
2023,3,11620775,난곡동,18460713592,2268676,2851035000,5775750,29317,951.0,82248.0,101036.0,63459.0,972373.0,95,682,28,17,70
2023,3,11620715,난향동,4372027547,3262195,823245000,1408135,17130,676.0,87537.0,87537.0,,821397.0,68,336,14,9,24
2023,3,11410690,남가좌1동,18694396704,4622839,3221239000,1022352,15986,841.0,123169.0,149476.0,96861.0,475536.0,94,661,23,8,80
2023,3,11410700,남가좌2동,26757825118,3237719,5010148000,5846637,22912,895.0,162771.0,151020.0,174521.0,783775.0,117,1289,39,37,156
2023,3,11170530,남영동,59963946905,3183091,50812228000,2243624,6632,14729.0,126215.0,136675.0,115756.0,1177788.0,147,1369,24,26,168
2023,3,11620630,남현동,27765573212,3234026,5721795000,4519806,18394,3416.0,149477.0,159173.0,139782.0,3281024.0,70,891,36,18,106
2023,3,11650660,내곡동,6329814010,4047063,2445489000,1886821,18416,876.0,104667.0,,104667.0,12708880.0,161,941,19,9,55
2023,3,11590510,노량진1동,326535912895,3583099,7072303000,6363244,30860,3694.0,140237.0,176587.0,103888.0,1613446.0,180,1633,53,35,199
2023,3,11590520,노량진2동,713486809843,2420761,5167374000,3441662,13262,3449.0,227754.0,309185.0,146323.0,600568.0,72,1578,23,28,60
2023,3,11380510,녹번동,47427865786,3055864,5558766000,6914013,31623,3103.0,95699.0,100830.0,90568.0,1794215.0,148,1455,30,37,130
2023,3,11680521,논현1동,261931539903,3277066,35441344000,10090612,23747,40540.0,164182.0,217008.0,111355.0,1258744.0,300,4594,143,116,317
2023,3,11680531,논현2동,187167891140,3973993,25773309000,11843356,21289,52320.0,141155.0,160138.0,122173.0,1458524.0,240,4963,181,140,356
2023,3,11215780,능동,27033878692,2846023,6306936000,2120134,11129,1521.0,118504.0,129943.0,107064.0,1092105.0,47,716,30,21,78
2023,3,11140625,다산동,39048675858,2679845,3541866000,4138947,15434,6586.0,196129.0,207753.0,184505.0,523971.0,86,917,27,21,78
2023,3,11230600,답십리1동,35900620183,3538405,4670399000,6740148,23777,2158.0,104763.0,135938.0,73588.0,788242.0,124,1302,41,38,126
2023,3,11230610,답십리2동,30236346772,3049260,5406773000,6450532,29117,2990.0,83130.0,111781.0,54479.0,875745.0,108,1757,35,43,106
2023,3,11560550,당산1동,157013825531,3536432,6302454000,6873877,20148,5576.0,110212.0,127571.0,92853.0,745305.0,131,2804,127,68,207
2023,3,11560560,당산2동,58276024210,4130932,9322123000,8352953,33422,10688.0,126362.0,153457.0,99267.0,1581310.0,192,2002,85,57,219
2023,3,11560700,대림1동,30935963996,2582442,4949054000,4563988,13474,1358.0,93232.0,111481.0,74983.0,498978.0,81,852,28,25,76
2023,3,11560710,대림2동,41504606684,2686240,4178172000,5530806,13629,3551.0,111297.0,152273.0,70321.0,572540.0,86,1383,60,66,58
2023,3,11560720,대림3동,127398067690,2907933,8053686000,7070029,24878,5334.0,100487.0,122459.0,78515.0,921696.0,126,1588,55,55,86
2023,3,11590660,대방동,55721442431,3524765,6388619000,7053733,39072,8512.0,110024.0,112138.0,107910.0,1544903.0,199,1519,45,44,162
2023,3,11380570,대조동,65121602459,2535013,7800214000,12205663,30107,2110.0,110354.0,129586.0,91122.0,851692.0,205,2429,58,82,205
2023,3,11680600,대치1동,130354235451,7421305,16469000000,4859439,24865,23114.0,247573.0,305810.0,189335.0,809823.0,130,1199,27,28,106
2023,3,11680610,대치2동,174995719369,6017362,32687061000,6251194,40398,55807.0,150218.0,162389.0,138046.0,1837367.0,210,3244,78,71,240
2023,3,11680630,대치4동,216614636891,4101144,55565890000,10565258,20756,32469.0,160216.0,195400.0,125031.0,701081.0,159,4287,138,142,387
2023,3,11620735,대학동,33956105643,2622408,7328696000,6716679,22444,539.0,88379.0,122623.0,54135.0,8405183.0,283,1252,38,46,142
2023,3,11440600,대흥동,58676798573,3421062,5891005000,7728490,11549,3481.0,127776.0,184127.0,71426.0,858570.0,209,1426,51,48,154
2023,3,11680655,도곡1동,69018383595,5412484,40434804000,7310623,21644,29972.0,144111.0,177849.0,110374.0,1050609.0,142,1406,36,34,114
2023,3,11680656,도곡2동,68583644232,6567504,59065623000,3851167,24138,73377.0,200584.0,200019.0,201149.0,990763.0,118,1622,38,34,109
2023,3,11560585,도림동,14410162167,3031484,2679865000,5408050,19997,560.0,99882.0,119790.0,79974.0,585885.0,66,779,23,27,52
2023,3,11320521,도봉1동,44662505268,2275377,4615774000,3577495,22048,1496.0,98449.0,121605.0,75292.0,8451468.0,122,1167,32,29,100
2023,3,11320522,도봉2동,11874328249,2811820,2511679000,3219005,28223,842.0,108173.0,130810.0,85536.0,1119031.0,127,954,33,21,51
2023,3,11440585,도화동,50587263491,4217433,8617678000,3982190,22198,11392.0,117759.0,162558.0,72960.0,625018.0,144,1565,42,31,159
2023,3,11545610,독산1동,234658659312,3000453,9577406000,5013923,29172,11171.0,101692.0,110677.0,92706.0,2061921.0,217,2701,72,76,291
2023,3,11545620,독산2동,21429657074,2251577,2606403000,3562757,20805,1566.0,84796.0,84796.0,,617174.0,73,807,27,16,81
2023,3,11545630,독산3동,40035537926,2386851,4641750000,4763968,24757,3350.0,86801.0,104347.0,69254.0,934985.0,119,1447,51,50,96
2023,3,11545640,독산4동,19006502794,2255044,2164701000,3900985,16891,1392.0,90035.0,123716.0,56354.0,591045.0,64,723,23,16,69
2023,3,11290580,돈암1동,10349509237,3583117,1088967000,2816738,15258,123.0,,,,488898.0,42,407,10,8,24
2023,3,11290590,돈암2동,8049989390,4297592,915820000,2778172,23961,643.0,83309.0,,83309.0,518335.0,88,524,17,10,45
2023,3,11290575,동선동,73374939156,2821008,11370502000,7731305,15848,1953.0,146005.0,146293.0,145717.0,724957.0,146,1992,77,63,271
2023,3,11140665,동화동,14949309124,3621349,1709603000,3105627,11648,1134.0,167994.0,144011.0,191978.0,327045.0,47,587,15,17,37
2023,3,11740700,둔촌2동,30015045929,3414406,4519805000,7175487,27231,2509.0,86112.0,110138.0,62085.0,1550455.0,129,1172,31,32,84
2023,3,11500520,등촌1동,73024741499,3322838,15951160000,5337510,21207,4379.0,114290.0,128183.0,100397.0,650741.0,95,1573,63,31,182
2023,3,11500530,등촌2동,9953473263,3352636,2456060000,3863817,21918,2692.0,119867.0,127756.0,111979.0,910666.0,58,604,17,22,60
2023,3,11500535,등촌3동,72345038476,3403390,9519598000,6901892,34687,7914.0,112812.0,147229.0,78396.0,1060362.0,184,2134,85,66,219
2023,3,11200540,마장동,27315509318,3021967,5331921000,5331964,22343,6693.0,155919.0,175136.0,136703.0,1035276.0,111,2439,41,43,56
2023,3,11710540,마천1동,37993392742,2435636,1503387000,3622432,22624,689.0,71761.0,76527.0,66994.0,575258.0,73,703,20,12,42
2023,3,11710550,마천2동,37548395709,2339431,3854820000,5068044,19813,1669.0,190219.0,181615.0,198823.0,890688.0,93,1005,23,33,75
2023,3,11260660,망우3동,15115391156,2231082,1298527000,4394936,17398,322.0,52710.0,66696.0,38724.0,962561.0,54,581,16,23,47
2023,3,11260655,망우본동,67881529669,2443681,7210230000,10631785,31010,1519.0,87039.0,103347.0,70730.0,2948109.0,238,2036,66,48,199
2023,3,11440690,망원1동,52851421782,2802536,7031361000,6637926,21608,2837.0,133894.0,159672.0,108115.0,1101005.0,95,1877,76,70,116
2023,3,11440700,망원2동,31940057800,2912810,3793927000,5750885,19167,4654.0,100690.0,125839.0,75540.0,676411.0,83,1248,45,33,91
2023,3,11260520,면목2동,27553513537,2322173,3447157000,5879488,26072,962.0,63813.0,88762.0,38863.0,763122.0,112,1171,43,41,67
2023,3,11260575,면목3·8동,39648015803,2354962,4295613000,6305947,24806,1718.0,75990.0,106840.0,45140.0,1614117.0,150,1509,56,53,128
2023,3,11260540,면목4동,12819476276,2573570,1103363000,5154351,20660,710.0,66950.0,71686.0,62213.0,843466.0,61,635,29,33,51
2023,3,11260550,면목5동,7387792289,2233073,2779749000,2327237,9670,898.0,62999.0,78060.0,47938.0,704936.0,42,494,15,20,40
2023,3,11260570,면목7동,44044643385,2655671,4398451000,6709673,22266,653.0,86481.0,108558.0,64403.0,1236134.0,108,1069,24,37,72
2023,3,11260565,면목본동,57268951617,2336892,4555462000,9493741,34196,954.0,92326.0,119903.0,64749.0,849019.0,168,1771,66,69,128
2023,3,11140550,명동,229750132119,3733600,101722932000,5325091,2450,116772.0,282864.0,365478.0,200250.0,969729.0,542,4635,146,82,511
2023,3,11740530,명일1동,60641106207,3540203,7217013000,4819618,23041,3610.0,119132.0,149998.0,88266.0,634942.0,151,1845,98,72,167
2023,3,11740540,명일2동,86053866867,4514278,6723134000,2211318,18340,2419.0,146852.0,226648.0,67056.0,914329.0,107,1178,43,41,153
2023,3,11470510,목1동,87053008979,5667672,26944733000,4925054,27807,14314.0,144385.0,178978.0,109793.0,1433111.0,190,3105,104,90,367
2023,3,11470520,목2동,31883752409,3244963,5262261000,6835456,31200,3493.0,103638.0,103157.0,104120.0,1021355.0,97,1111,44,33,96
2023,3,11470530,목3동,36412608181,3101712,6378786000,4894638,21251,1795.0,141454.0,128732.0,154177.0,531850.0,96,1172,54,28,104
2023,3,11470540,목4동,27960573024,3426858,5295556000,5589710,26950,1871.0,102735.0,105983.0,99487.0,577493.0,84,1284,37,42,126
2023,3,11470550,목5동,69650720612,5987821,12917259000,4482034,44710,13754.0,173137.0,229422.0,116852.0,1766361.0,143,1709,52,56,183
2023,3,11110570,무악동,7795326456,5136717,2627200000,1916171,8491,495.0,,,,369520.0,42,200,4,7,21
2023,3,11260620,묵1동,44923108621,3120718,4700607000,7216846,34443,900.0,85587.0,99776.0,71398.0,1238436.0,144,1210,53,28,123
2023,3,11260630,묵2동,26012818234,2533867,3756234000,5692590,18734,1328.0,107369.0,91561.0,123177.0,669204.0,92,990,40,37,57
2023,3,11560605,문래동,123175420858,4019445,12366634000,9175467,32692,50992.0,101707.0,113275.0,90138.0,1786708.0,185,2950,96,69,231
2023,3,11710641,문정1동,31392046180,3568357,3449170000,4591948,21688,31928.0,91597.0,122956.0,60238.0,612546.0,70,1248,36,35,93
2023,3,11710642,문정2동,133009223185,4425648,23020108000,2923702,19802,24239.0,156887.0,207530.0,106244.0,2242033.0,149,6528,216,167,515
2023,3,11620765,미성동,27157072351,2676537,4167718000,5501065,30775,2812.0,99419.0,97620.0,101218.0,1359429.0,126,1169,34,42,110
2023,3,11305535,미아동,45774295843,2318870,5482389000,7957358,22868,1001.0,95413.0,109688.0,81139.0,841204.0,144,1345,42,42,104
2023,3,11650560,반포1동,80594242322,5338302,8270774000,6653673,28508,7309.0,169177.0,216237.0,122118.0,992368.0,140,1830,43,41,131
2023,3,11650570,반포2동,31760158668,6812331,1997039000,1515669,12641,3273.0,190214.0,,190214.0,1396031.0,74,441,70,3,44
2023,3,11650580,반포3동,97642361324,6140775,4937112000,3240349,17389,3075.0,116398.0,,116398.0,1251708.0,109,1252,35,15,80
2023,3,11650581,반포4동,109564091046,5280483,30386964000,5260856,19165,55827.0,154321.0,192795.0,115847.0,1427141.0,130,3518,70,86,304
2023,3,11650550,반포본동,2096996654,5583021,569418000,318040,12869,10981.0,,,,972536.0,33,418,6,13,13
2023,3,11500611,발산1동,164323132016,3192517,24836452000,5530972,39598,3925.0,128911.0,156698.0,101124.0,2887669.0,246,4057,162,120,335
2023,3,11650600,방배1동,78698976048,4069239,6753220000,4597485,17063,16740.0,123126.0,149621.0,96631.0,689244.0,102,1449,83,41,147
2023,3,11650610,방배2동,46287706066,3864301,78458142000,5036277,20416,15032.0,120764.0,128529.0,112998.0,1904030.0,114,1519,49,46,125
2023,3,11650620,방배3동,26188298200,4681587,3907281000,3116302,21866,13996.0,126620.0,158632.0,94608.0,2375134.0,112,749,22,14,51
2023,3,11650621,방배4동,58873649607,4557937,6131206000,6463377,22692,16058.0,107798.0,142520.0,73077.0,949527.0,156,1989,50,35,128
2023,3,11650590,방배본동,52371993947,4856162,16307204000,4164717,21003,24244.0,104418.0,128092.0,80743.0,677510.0,103,1430,42,38,89
2023,3,11710561,방이1동,45394409207,3970520,5729040000,3528019,16181,7882.0,93046.0,96695.0,89396.0,609259.0,73,1289,37,37,119
2023,3,11710562,방이2동,118178799137,2928271,16248668000,6401259,24312,41941.0,140538.0,159047.0,122030.0,769841.0,164,2778,103,85,254
2023,3,11320690,방학1동,54225588649,2895702,9219829000,6401013,30854,3274.0,156864.0,175053.0,138674.0,1040857.0,148,1904,48,53,204
2023,3,11320700,방학2동,57777392770,2099146,2441187000,2979633,21677,629.0,94895.0,112885.0,76904.0,1092814.0,64,831,23,26,48
2023,3,11320710,방학3동,13222147798,2962092,2127690000,3490867,29657,1210.0,128133.0,156831.0,99436.0,1951026.0,112,576,15,22,53
2023,3,11500630,방화1동,61363720176,3407916,7282136000,7394002,44245,3807.0,110107.0,128045.0,92169.0,1475606.0,200,2191,64,60,229
2023,3,11500640,방화2동,28797724705,2708397,8187960000,4731425,23158,1702.0,100156.0,79333.0,120979.0,6157541.0,124,1715,62,39,143
2023,3,11500641,방화3동,12300850882,3044446,1937273000,2850703,25941,2458.0,113963.0,155689.0,72237.0,2558908.0,83,589,22,16,57
2023,3,11305595,번1동,62123664307,2303972,6829124000,6840047,19824,1918.0,78281.0,89012.0,67550.0,627036.0,136,1451,49,36,128
2023,3,11305603,번2동,6166917876,2308539,1056226000,3031535,18104,406.0,59158.0,72377.0,45938.0,974298.0,110,352,8,12,20
2023,3,11305608,번3동,14697727745,2548326,2056095000,3414950,20018,236.0,80003.0,94648.0,65357.0,1081177.0,95,433,14,11,54
2023,3,11170700,보광동,16525614593,2545653,1249468000,4144432,14985,412.0,95911.0,119076.0,72745.0,715096.0,70,772,25,22,47
2023,3,11620525,보라매동,27155241128,2529995,13785143000,3712198,24290,3041.0,113120.0,117976.0,108264.0,750225.0,83,1380,48,34,114
2023,3,11290610,보문동,11865034263,3162623,3075810000,5510826,12473,3655.0,76677.0,103291.0,50062.0,553006.0,77,824,32,30,59
2023,3,11110550,부암동,8211492292,3647449,1517135000,1131589,9744,1241.0,113768.0,113768.0,,2274739.0,84,484,15,11,30
2023,3,11410710,북가좌1동,5331799633,4005416,2027767000,2816542,19466,346.0,103862.0,94392.0,113332.0,577979.0,60,485,10,11,58
2023,3,11410720,북가좌2동,53740099081,2590646,3914352000,11338495,34442,1478.0,96176.0,109098.0,83254.0,824866.0,115,1222,36,25,132
2023,3,11410555,북아현동,15220461331,4172659,2457548000,18608472,9826,963.0,89177.0,117491.0,60863.0,458945.0,76,710,19,15,71
2023,3,11380520,불광1동,45537424512,3182963,7128145000,5013461,42306,1996.0,87325.0,113248.0,61402.0,3124927.0,198,1425,56,46,139
2023,3,11380530,불광2동,29773171283,2396457,4656540000,5616708,28518,2252.0,90054.0,91659.0,88450.0,1396089.0,113,1133,37,23,62
2023,3,11200550,사근동,39100209058,3099614,5805257000,3962515,10998,363.0,284256.0,251492.0,317021.0,1169216.0,128,883,26,18,182
2023,3,11590620,사당1동,63513486891,2855173,8987846000,6812424,22033,3588.0,122940.0,156315.0,89565.0,635172.0,126,1643,65,51,131
2023,3,11590630,사당2동,78225498148,3884988,8234163000,7542958,28458,1900.0,141076.0,172880.0,109272.0,2763201.0,179,1595,58,50,169
2023,3,11590640,사당3동,13973849674,3890035,2932221000,5554327,23901,1344.0,101749.0,98090.0,105409.0,907684.0,88,798,30,26,68
2023,3,11590650,사당4동,20765900117,2844168,2247924000,4006312,14300,1156.0,198604.0,256651.0,140558.0,436148.0,62,598,23,21,59
2023,3,11590651,사당5동,4930761574,3047661,878589000,3333465,11517,2139.0,104878.0,127465.0,82291.0,682199.0,61,389,7,6,38
2023,3,11110530,사직동,98985007334,5007768,55426378000,3866927,8486,35094.0,151294.0,196249.0,106339.0,1158536.0,206,2830,62,63,195
2023,3,11305575,삼각산동,13770608622,3734477,2928890000,3018494,34820,373.0,110878.0,107577.0,114179.0,621911.0,114,835,56,21,84
2023,3,11290555,삼선동,57563862346,3057377,6057866000,9914756,23746,4554.0,99189.0,142988.0,55391.0,926227.0,163,1598,53,52,118
2023,3,11680580,삼성1동,281551771523,5098096,42957639000,4758823,12969,142941.0,218043.0,99286.0,336801.0,1944629.0,199,4043,130,68,302
2023,3,11680590,삼성2동,88567034494,5055114,17126057000,9372983,29555,53614.0,174492.0,158317.0,190667.0,1242271.0,177,3287,76,79,221
2023,3,11620745,삼성동,12977488472,2593695,1971650000,7123932,25864,886.0,69850.0,69850.0,,2604386.0,94,628,15,12,23
2023,3,11305534,삼양동,18977858151,2473211,3349215000,11056603,26436,210.0,88505.0,99415.0,77594.0,924092.0,165,725,18,21,65
2023,3,11710610,삼전동,73537643864,2779980,7367398000,6492824,33572,3627.0,136532.0,150173.0,122891.0,953338.0,118,1756,72,62,171
2023,3,11110540,삼청동,35196411364,3442534,2957151000,940763,2597,4036.0,165382.0,165382.0,,1479255.0,49,748,18,27,45
2023,3,11350720,상계10동,4740430118,3132098,984017000,1919356,17781,482.0,135503.0,201889.0,69117.0,809214.0,64,388,14,9,38
2023,3,11350630,상계1동,50786731105,3030316,9175324000,7332942,41426,3876.0,87147.0,115685.0,58608.0,5402614.0,190,1549,41,41,159
2023,3,11350640,상계2동,92151527568,3122902,20276388000,10347891,21559,1822.0,138715.0,159404.0,118026.0,623125.0,182,2851,108,95,292
2023,3,11350665,상계3·4동,16394567155,2644186,1674370000,8187691,27744,628.0,145374.0,95417.0,195332.0,5211708.0,107,988,45,34,49
2023,3,11350670,상계5동,24050718559,2481440,2493745000,6357954,27306,1039.0,89170.0,118185.0,60154.0,906891.0,105,1357,43,36,95
2023,3,11350695,상계6·7동,99963659874,3152836,14296811000,6624377,36633,3853.0,144911.0,184246.0,105577.0,1450295.0,253,1716,60,51,191
2023,3,11350700,상계8동,12565710528,3153561,1626653000,1012025,26740,528.0,162639.0,231781.0,93497.0,666348.0,92,461,24,12,47
2023,3,11350710,상계9동,16455592328,2955988,1788662000,1890408,23749,1278.0,134226.0,147981.0,120472.0,719445.0,78,487,15,14,47
2023,3,11590530,상도1동,60778429894,3875896,7749083000,7721879,46157,2904.0,141594.0,155889.0,127299.0,1488648.0,201,1652,59,52,227
2023,3,11590540,상도2동,25888860397,3826699,4492545000,4936413,24850,839.0,140845.0,183063.0,98628.0,772865.0,154,1219,31,24,128
2023,3,11590550,상도3동,37884228181,2575897,4910651000,4896652,25055,829.0,114673.0,142701.0,86644.0,637199.0,113,798,19,20,65
2023,3,11590560,상도4동,22767171636,2563258,2054615000,5695478,28952,885.0,91671.0,114733.0,68610.0,939562.0,112,842,29,23,76
2023,3,11260580,상봉1동,13416579501,2969913,3854477000,4919855,25886,1902.0,91210.0,105488.0,76931.0,854219.0,78,968,32,32,95
