요청구,연도,분기,NM,GUBUN,전체,1층,1층외
강서구,2025,2,화곡8동,dong,134022.0,177288.0,90755.0
강서구,2025,2,가양1동,dong,175676.0,240920.0,110432.0
강서구,2025,2,가양2동,dong,122710.0,160543.0,84877.0
강서구,2025,2,가양3동,dong,108701.0,,108701.0
강서구,2025,2,발산1동,dong,135617.0,171509.0,99724.0
강서구,2025,2,우장산동,dong,113562.0,124670.0,102455.0
강서구,2025,2,공항동,dong,107741.0,111194.0,104289.0
강서구,2025,2,방화1동,dong,146283.0,161279.0,131286.0
강서구,2025,2,방화2동,dong,110136.0,88194.0,132079.0
강서구,2025,2,방화3동,dong,96770.0,116498.0,77042.0
강서구,2025,3,강서구,gu,136254.0,165966.0,106543.0
강서구,2025,3,염창동,dong,134147.0,145128.0,123166.0
강서구,2025,3,등촌1동,dong,120490.0,130967.0,110014.0
강서구,2025,3,등촌2동,dong,149842.0,200553.0,99131.0
강서구,2025,3,등촌3동,dong,147937.0,191885.0,103988.0
강서구,2025,3,화곡1동,dong,116642.0,142426.0,90858.0
강서구,2025,3,화곡2동,dong,105882.0,117408.0,94357.0
강서구,2025,3,화곡3동,dong,116308.0,130000.0,102616.0
강서구,2025,3,화곡4동,dong,114274.0,151747.0,76801.0
강서구,2025,3,화곡본동,dong,111046.0,139782.0,82309.0
강서구,2025,3,화곡6동,dong,113630.0,139475.0,87786.0
강서구,2025,3,화곡8동,dong,141949.0,196300.0,87597.0
강서구,2025,3,가양1동,dong,185509.0,253940.0,117078.0
강서구,2025,3,가양2동,dong,125459.0,157875.0,93043.0
강서구,2025,3,가양3동,dong,133326.0,,133326.0
강서구,2025,3,발산1동,dong,132017.0,170197.0,93837.0
강서구,2025,3,우장산동,dong,135042.0,137970.0,132114.0
강서구,2025,3,공항동,dong,111991.0,111931.0,112050.0
강서구,2025,3,방화1동,dong,145191.0,171064.0,119318.0
강서구,2025,3,방화2동,dong,116730.0,95681.0,137778.0
강서구,2025,3,방화3동,dong,93472.0,122831.0,64114.0
강서구,2025,4,강서구,gu,,,
강서구,2025,4,염창동,dong,,,
강서구,2025,4,등촌1동,dong,,,
강서구,2025,4,등촌2동,dong,,,
강서구,2025,4,등촌3동,dong,,,
강서구,2025,4,화곡1동,dong,,,
강서구,2025,4,화곡2동,dong,,,
강서구,2025,4,화곡3동,dong,,,
강서구,2025,4,화곡4동,dong,,,
강서구,2025,4,화곡본동,dong,,,
강서구,2025,4,화곡6동,dong,,,
강서구,2025,4,화곡8동,dong,,,
강서구,2025,4,가양1동,dong,,,
강서구,2025,4,가양2동,dong,,,
강서구,2025,4,가양3동,dong,,,
강서구,2025,4,발산1동,dong,,,
강서구,2025,4,우장산동,dong,,,
강서구,2025,4,공항동,dong,,,
강서구,2025,4,방화1동,dong,,,
강서구,2025,4,방화2동,dong,,,
강서구,2025,4,방화3동,dong,,,
구로구,2020,1,구로구,gu,102512.0,119986.0,85037.0
구로구,2020,1,신도림동,dong,114667.0,135559.0,93775.0
구로구,2020,1,구로1동,dong,107554.0,153878.0,61229.0
구로구,2020,1,구로2동,dong,96611.0,111513.0,81709.0
구로구,2020,1,구로3동,dong,129661.0,155814.0,103508.0
구로구,2020,1,구로4동,dong,114282.0,152001.0,76562.0
구로구,2020,1,구로5동,dong,103827.0,96066.0,111589.0
구로구,2020,1,가리봉동,dong,84657.0,117551.0,51764.0
구로구,2020,1,고척1동,dong,98670.0,142898.0,54441.0
구로구,2020,1,고척2동,dong,66239.0,84911.0,47568.0
구로구,2020,1,개봉1동,dong,70155.0,85716.0,54595.0
구로구,2020,1,개봉2동,dong,116430.0,122771.0,110089.0
구로구,2020,1,개봉3동,dong,72488.0,95081.0,49895.0
구로구,2020,1,오류1동,dong,122701.0,168058.0,77344.0
구로구,2020,1,오류2동,dong,79643.0,102656.0,56631.0
구로구,2020,1,수궁동,dong,56456.0,81349.0,31563.0
구로구,2020,1,항동,dong,,,
구로구,2020,2,구로구,gu,108377.0,125076.0,91678.0
구로구,2020,2,신도림동,dong,123013.0,127137.0,118890.0
구로구,2020,2,구로1동,dong,132152.0,162310.0,101995.0
구로구,2020,2,구로2동,dong,109804.0,121898.0,97709.0
구로구,2020,2,구로3동,dong,139611.0,172368.0,106854.0
구로구,2020,2,구로4동,dong,103352.0,145626.0,61079.0
구로구,2020,2,구로5동,dong,101139.0,101415.0,100862.0
구로구,2020,2,가리봉동,dong,94404.0,128673.0,60136.0
구로구,2020,2,고척1동,dong,103939.0,151326.0,56552.0
구로구,2020,2,고척2동,dong,82973.0,91993.0,73952.0
구로구,2020,2,개봉1동,dong,69503.0,91468.0,47537.0
구로구,2020,2,개봉2동,dong,103270.0,118448.0,88091.0
구로구,2020,2,개봉3동,dong,66288.0,93711.0,38865.0
구로구,2020,2,오류1동,dong,119775.0,149505.0,90045.0
구로구,2020,2,오류2동,dong,89468.0,107969.0,70967.0
구로구,2020,2,수궁동,dong,79386.0,95966.0,62805.0
구로구,2020,2,항동,dong,,,
구로구,2020,3,구로구,gu,108939.0,125230.0,92648.0
구로구,2020,3,신도림동,dong,118304.0,116124.0,120485.0
구로구,2020,3,구로1동,dong,136183.0,176522.0,95844.0
구로구,2020,3,구로2동,dong,110571.0,120660.0,100483.0
구로구,2020,3,구로3동,dong,141566.0,175219.0,107912.0
구로구,2020,3,구로4동,dong,109101.0,147970.0,70233.0
구로구,2020,3,구로5동,dong,102835.0,108376.0,97294.0
구로구,2020,3,가리봉동,dong,96719.0,131388.0,62049.0
구로구,2020,3,고척1동,dong,99009.0,143169.0,54850.0
구로구,2020,3,고척2동,dong,83769.0,92672.0,74867.0
구로구,2020,3,개봉1동,dong,72002.0,93600.0,50405.0
구로구,2020,3,개봉2동,dong,93375.0,112976.0,73774.0
구로구,2020,3,개봉3동,dong,71661.0,96731.0,46592.0
구로구,2020,3,오류1동,dong,125152.0,150940.0,99364.0
구로구,2020,3,오류2동,dong,91892.0,111028.0,72756.0
구로구,2020,3,수궁동,dong,85216.0,105280.0,65152.0
구로구,2020,3,항동,dong,,,
구로구,2020,4,구로구,gu,107811.0,125144.0,90477.0
구로구,2020,4,신도림동,dong,125684.0,128991.0,122377.0
구로구,2020,4,구로1동,dong,140075.0,191057.0,89094.0
구로구,2020,4,구로2동,dong,109655.0,121259.0,98051.0
구로구,2020,4,구로3동,dong,145791.0,179826.0,111757.0
구로구,2020,4,구로4동,dong,102230.0,141184.0,63277.0
구로구,2020,4,구로5동,dong,98586.0,100119.0,97053.0
구로구,2020,4,가리봉동,dong,102184.0,129548.0,74820.0
구로구,2020,4,고척1동,dong,89011.0,128916.0,49105.0
구로구,2020,4,고척2동,dong,84027.0,95341.0,72713.0
구로구,2020,4,개봉1동,dong,75459.0,96469.0,54448.0
구로구,2020,4,개봉2동,dong,90999.0,115186.0,66811.0
구로구,2020,4,개봉3동,dong,72458.0,96340.0,48576.0
구로구,2020,4,오류1동,dong,108331.0,150279.0,66383.0
구로구,2020,4,오류2동,dong,91676.0,112875.0,70478.0
구로구,2020,4,수궁동,dong,83229.0,98105.0,68354.0
구로구,2020,4,항동,dong,,,
구로구,2021,1,구로구,gu,105966.0,122404.0,89527.0
구로구,2021,1,신도림동,dong,119613.0,126766.0,112461.0
구로구,2021,1,구로1동,dong,111657.0,144089.0,79225.0
구로구,2021,1,구로2동,dong,110343.0,123462.0,97223.0
구로구,2021,1,구로3동,dong,145389.0,178702.0,112075.0
구로구,2021,1,구로4동,dong,104585.0,138105.0,71065.0
구로구,2021,1,구로5동,dong,99802.0,101219.0,98385.0
구로구,2021,1,가리봉동,dong,94525.0,115295.0,73755.0
구로구,2021,1,고척1동,dong,84222.0,117078.0,51366.0
구로구,2021,1,고척2동,dong,82389.0,94820.0,69958.0
구로구,2021,1,개봉1동,dong,70434.0,87555.0,53312.0
구로구,2021,1,개봉2동,dong,88345.0,113418.0,63271.0
구로구,2021,1,개봉3동,dong,71989.0,93625.0,50352.0
구로구,2021,1,오류1동,dong,104520.0,142188.0,66852.0
구로구,2021,1,오류2동,dong,94409.0,123225.0,65594.0
구로구,2021,1,수궁동,dong,79348.0,95191.0,63505.0
구로구,2021,1,항동,dong,,,
구로구,2021,2,구로구,gu,97783.0,114141.0,81425.0
구로구,2021,2,신도림동,dong,99153.0,112574.0,85731.0
구로구,2021,2,구로1동,dong,89951.0,124770.0,55131.0
구로구,2021,2,구로2동,dong,99826.0,114774.0,84878.0
구로구,2021,2,구로3동,dong,134911.0,163341.0,106480.0
구로구,2021,2,구로4동,dong,102680.0,136339.0,69021.0
구로구,2021,2,구로5동,dong,91671.0,95574.0,87769.0
구로구,2021,2,가리봉동,dong,82305.0,88049.0,76562.0
구로구,2021,2,고척1동,dong,71279.0,95868.0,46689.0
구로구,2021,2,고척2동,dong,70139.0,85808.0,54469.0
구로구,2021,2,개봉1동,dong,69738.0,83293.0,56182.0
구로구,2021,2,개봉2동,dong,91831.0,115151.0,68512.0
구로구,2021,2,개봉3동,dong,75557.0,95734.0,55380.0
구로구,2021,2,오류1동,dong,100023.0,133962.0,66083.0
구로구,2021,2,오류2동,dong,99348.0,140224.0,58473.0
구로구,2021,2,수궁동,dong,76538.0,90015.0,63061.0
구로구,2021,2,항동,dong,,,
구로구,2021,3,구로구,gu,101003.0,116411.0,85594.0
구로구,2021,3,신도림동,dong,103129.0,121854.0,84403.0
구로구,2021,3,구로1동,dong,115067.0,154947.0,75187.0
구로구,2021,3,구로2동,dong,99934.0,113607.0,86261.0
구로구,2021,3,구로3동,dong,144410.0,177044.0,111776.0
구로구,2021,3,구로4동,dong,100724.0,129052.0,72395.0
구로구,2021,3,구로5동,dong,97596.0,93459.0,101733.0
구로구,2021,3,가리봉동,dong,87769.0,101832.0,73706.0
구로구,2021,3,고척1동,dong,71440.0,96840.0,46040.0
구로구,2021,3,고척2동,dong,69014.0,85266.0,52762.0
구로구,2021,3,개봉1동,dong,74470.0,84544.0,64395.0
구로구,2021,3,개봉2동,dong,94215.0,125374.0,63056.0
구로구,2021,3,개봉3동,dong,76045.0,96129.0,55961.0
구로구,2021,3,오류1동,dong,95051.0,125815.0,64286.0
구로구,2021,3,오류2동,dong,96482.0,132235.0,60730.0
구로구,2021,3,수궁동,dong,81833.0,96763.0,66903.0
구로구,2021,3,항동,dong,,,
구로구,2021,4,구로구,gu,101315.0,117464.0,85165.0
구로구,2021,4,신도림동,dong,101531.0,123505.0,79558.0
구로구,2021,4,구로1동,dong,130383.0,166999.0,93767.0
구로구,2021,4,구로2동,dong,102100.0,118667.0,85534.0
구로구,2021,4,구로3동,dong,144974.0,181419.0,108529.0
구로구,2021,4,구로4동,dong,97622.0,121856.0,73388.0
구로구,2021,4,구로5동,dong,99054.0,95273.0,102836.0
구로구,2021,4,가리봉동,dong,87527.0,107689.0,67365.0
구로구,2021,4,고척1동,dong,69533.0,94027.0,45039.0
구로구,2021,4,고척2동,dong,66829.0,78485.0,55174.0
구로구,2021,4,개봉1동,dong,72655.0,85184.0,60125.0
구로구,2021,4,개봉2동,dong,97890.0,132425.0,63355.0
구로구,2021,4,개봉3동,dong,74159.0,99321.0,48998.0
구로구,2021,4,오류1동,dong,86597.0,110859.0,62336.0
구로구,2021,4,오류2동,dong,99237.0,136889.0,61586.0
구로구,2021,4,수궁동,dong,85448.0,98586.0,72310.0
구로구,2021,4,항동,dong,,,
구로구,2022,1,구로구,gu,106097.0,122234.0,89959.0
구로구,2022,1,신도림동,dong,107381.0,129201.0,85561.0
구로구,2022,1,구로1동,dong,141899.0,175981.0,107817.0
구로구,2022,1,구로2동,dong,105030.0,124674.0,85385.0
구로구,2022,1,구로3동,dong,154857.0,187676.0,122037.0
구로구,2022,1,구로4동,dong,101047.0,136765.0,65329.0
구로구,2022,1,구로5동,dong,104862.0,100827.0,108896.0
구로구,2022,1,가리봉동,dong,91283.0,108932.0,73633.0
구로구,2022,1,고척1동,dong,71585.0,96953.0,46218.0
구로구,2022,1,고척2동,dong,62290.0,80271.0,44310.0
구로구,2022,1,개봉1동,dong,81349.0,93350.0,69348.0
구로구,2022,1,개봉2동,dong,97633.0,133339.0,61926.0
구로구,2022,1,개봉3동,dong,82354.0,98868.0,65840.0
구로구,2022,1,오류1동,dong,91408.0,109482.0,73334.0
구로구,2022,1,오류2동,dong,96307.0,128574.0,64041.0
구로구,2022,1,수궁동,dong,84690.0,111983.0,57398.0
구로구,2022,1,항동,dong,,,
구로구,2022,2,구로구,gu,118674.0,135775.0,101574.0
구로구,2022,2,신도림동,dong,124753.0,162231.0,87275.0
구로구,2022,2,구로1동,dong,119622.0,154719.0,84525.0
구로구,2022,2,구로2동,dong,115848.0,146889.0,84806.0
구로구,2022,2,구로3동,dong,178610.0,199316.0,157904.0
구로구,2022,2,구로4동,dong,111960.0,152106.0,71814.0
구로구,2022,2,구로5동,dong,113081.0,122956.0,103205.0
구로구,2022,2,가리봉동,dong,118873.0,108715.0,129030.0
구로구,2022,2,고척1동,dong,85068.0,111397.0,58739.0
구로구,2022,2,고척2동,dong,60889.0,83064.0,38713.0
구로구,2022,2,개봉1동,dong,84761.0,107296.0,62226.0
구로구,2022,2,개봉2동,dong,113123.0,125830.0,100416.0
구로구,2022,2,개봉3동,dong,92190.0,98221.0,86158.0
구로구,2022,2,오류1동,dong,106458.0,139076.0,73841.0
구로구,2022,2,오류2동,dong,94613.0,118376.0,70849.0
구로구,2022,2,수궁동,dong,89412.0,114965.0,63859.0
구로구,2022,2,항동,dong,,,
구로구,2022,3,구로구,gu,134608.0,156071.0,113145.0
구로구,2022,3,신도림동,dong,138962.0,174266.0,103658.0
구로구,2022,3,구로1동,dong,115374.0,144089.0,86659.0
구로구,2022,3,구로2동,dong,125348.0,149579.0,101117.0
구로구,2022,3,구로3동,dong,207405.0,246906.0,167904.0
구로구,2022,3,구로4동,dong,113008.0,151429.0,74588.0
구로구,2022,3,구로5동,dong,127289.0,154149.0,100429.0
구로구,2022,3,가리봉동,dong,144893.0,156536.0,133250.0
구로구,2022,3,고척1동,dong,101653.0,142359.0,60948.0
구로구,2022,3,고척2동,dong,90797.0,112131.0,69464.0
구로구,2022,3,개봉1동,dong,103078.0,114975.0,91180.0
구로구,2022,3,개봉2동,dong,126246.0,127120.0,125373.0
구로구,2022,3,개봉3동,dong,109290.0,135504.0,83075.0
구로구,2022,3,오류1동,dong,129259.0,166982.0,91536.0
구로구,2022,3,오류2동,dong,124227.0,156834.0,91620.0
구로구,2022,3,수궁동,dong,99969.0,129638.0,70300.0
구로구,2022,3,항동,dong,,,
구로구,2022,4,구로구,gu,138304.0,159286.0,117322.0
구로구,2022,4,신도림동,dong,156946.0,199091.0,114801.0
구로구,2022,4,구로1동,dong,106191.0,130035.0,82348.0
구로구,2022,4,구로2동,dong,125049.0,144790.0,105309.0
구로구,2022,4,구로3동,dong,208882.0,254029.0,163736.0
구로구,2022,4,구로4동,dong,109015.0,138245.0,79784.0
구로구,2022,4,구로5동,dong,128718.0,155850.0,101586.0
구로구,2022,4,가리봉동,dong,132281.0,141444.0,123118.0
구로구,2022,4,고척1동,dong,127029.0,187142.0,66915.0
구로구,2022,4,고척2동,dong,99312.0,127763.0,70861.0
구로구,2022,4,개봉1동,dong,100698.0,103722.0,97674.0
구로구,2022,4,개봉2동,dong,164228.0,138581.0,189875.0
구로구,2022,4,개봉3동,dong,104400.0,140550.0,68250.0
구로구,2022,4,오류1동,dong,134807.0,170402.0,99211.0
구로구,2022,4,오류2동,dong,136914.0,163053.0,110774.0
구로구,2022,4,수궁동,dong,89885.0,110702.0,69067.0
구로구,2022,4,항동,dong,,,
구로구,2023,1,구로구,gu,135428.0,154434.0,116422.0
구로구,2023,1,신도림동,dong,159821.0,204681.0,114961.0
구로구,2023,1,구로1동,dong,113772.0,157605.0,69940.0
구로구,2023,1,구로2동,dong,123620.0,125658.0,121581.0
구로구,2023,1,구로3동,dong,190076.0,234226.0,145926.0
구로구,2023,1,구로4동,dong,122336.0,141671.0,103001.0
구로구,2023,1,구로5동,dong,135322.0,169355.0,101289.0
구로구,2023,1,가리봉동,dong,146408.0,146102.0,146715.0
구로구,2023,1,고척1동,dong,119678.0,170519.0,68837.0
구로구,2023,1,고척2동,dong,95423.0,118730.0,72117.0
구로구,2023,1,개봉1동,dong,98507.0,93931.0,103083.0
구로구,2023,1,개봉2동,dong,169669.0,172260.0,167079.0
구로구,2023,1,개봉3동,dong,91362.0,134795.0,47928.0
구로구,2023,1,오류1동,dong,132769.0,163653.0,101885.0
구로구,2023,1,오류2동,dong,141586.0,177334.0,105838.0
구로구,2023,1,수궁동,dong,80810.0,97625.0,63996.0
구로구,2023,1,항동,dong,177474.0,228470.0,126479.0
구로구,2023,2,구로구,gu,129738.0,138274.0,121202.0
구로구,2023,2,신도림동,dong,150157.0,186711.0,113603.0
구로구,2023,2,구로1동,dong,69558.0,,69558.0
구로구,2023,2,구로2동,dong,120736.0,125433.0,116040.0
구로구,2023,2,구로3동,dong,160496.0,172546.0,148446.0
구로구,2023,2,구로4동,dong,133306.0,140471.0,126140.0
구로구,2023,2,구로5동,dong,121476.0,147342.0,95609.0
구로구,2023,2,가리봉동,dong,117465.0,122723.0,112208.0
구로구,2023,2,고척1동,dong,112686.0,147709.0,77663.0
구로구,2023,2,고척2동,dong,95201.0,95343.0,95059.0
구로구,2023,2,개봉1동,dong,103457.0,95244.0,111671.0
구로구,2023,2,개봉2동,dong,184934.0,174351.0,195517.0
구로구,2023,2,개봉3동,dong,150259.0,132061.0,168457.0
구로구,2023,2,오류1동,dong,121660.0,93081.0,150238.0
구로구,2023,2,오류2동,dong,132143.0,154502.0,109784.0
구로구,2023,2,수궁동,dong,101930.0,106365.0,97496.0
구로구,2023,2,항동,dong,168173.0,212545.0,123802.0
구로구,2023,3,구로구,gu,133486.0,146069.0,120902.0
구로구,2023,3,신도림동,dong,166735.0,187906.0,145564.0
구로구,2023,3,구로1동,dong,138878.0,198232.0,79524.0
구로구,2023,3,구로2동,dong,123630.0,137774.0,109486.0
구로구,2023,3,구로3동,dong,164706.0,185139.0,144273.0
구로구,2023,3,구로4동,dong,137171.0,136642.0,137701.0
구로구,2023,3,구로5동,dong,122119.0,141177.0,103061.0
구로구,2023,3,가리봉동,dong,120224.0,142261.0,98187.0
구로구,2023,3,고척1동,dong,111102.0,137579.0,84625.0
구로구,2023,3,고척2동,dong,95344.0,95264.0,95425.0
구로구,2023,3,개봉1동,dong,109899.0,116178.0,103619.0
구로구,2023,3,개봉2동,dong,158155.0,142062.0,174248.0
구로구,2023,3,개봉3동,dong,93613.0,93613.0,
구로구,2023,3,오류1동,dong,130832.0,155435.0,106229.0
구로구,2023,3,오류2동,dong,148501.0,169034.0,127968.0
구로구,2023,3,수궁동,dong,122660.0,107199.0,138121.0
구로구,2023,3,항동,dong,168934.0,224866.0,113002.0
구로구,2023,4,구로구,gu,133081.0,146797.0,119365.0
구로구,2023,4,신도림동,dong,170291.0,172867.0,167714.0
구로구,2023,4,구로1동,dong,143470.0,203309.0,83631.0
구로구,2023,4,구로2동,dong,122743.0,136738.0,108748.0
구로구,2023,4,구로3동,dong,172837.0,206170.0,139504.0
구로구,2023,4,구로4동,dong,129206.0,133104.0,125308.0
구로구,2023,4,구로5동,dong,123791.0,138920.0,108663.0
구로구,2023,4,가리봉동,dong,117840.0,135133.0,100547.0
구로구,2023,4,고척1동,dong,100041.0,123536.0,76547.0
구로구,2023,4,고척2동,dong,95762.0,97814.0,93710.0
구로구,2023,4,개봉1동,dong,115030.0,129637.0,100423.0
구로구,2023,4,개봉2동,dong,141988.0,134114.0,149861.0
구로구,2023,4,개봉3동,dong,125491.0,94362.0,156619.0
구로구,2023,4,오류1동,dong,134859.0,164295.0,105424.0
구로구,2023,4,오류2동,dong,146606.0,162869.0,130343.0
구로구,2023,4,수궁동,dong,134504.0,107910.0,161098.0
구로구,2023,4,항동,dong,163123.0,216036.0,110209.0
구로구,2024,1,구로구,gu,135123.0,149570.0,120675.0
구로구,2024,1,신도림동,dong,168110.0,171083.0,165136.0
구로구,2024,1,구로1동,dong,153324.0,193181.0,113467.0
구로구,2024,1,구로2동,dong,118408.0,140693.0,96123.0
구로구,2024,1,구로3동,dong,188241.0,238362.0,138120.0
구로구,2024,1,구로4동,dong,131594.0,136177.0,127010.0
구로구,2024,1,구로5동,dong,120425.0,125776.0,115074.0
구로구,2024,1,가리봉동,dong,107489.0,112538.0,102440.0
구로구,2024,1,고척1동,dong,113095.0,119590.0,106600.0
구로구,2024,1,고척2동,dong,100550.0,102981.0,98118.0
구로구,2024,1,개봉1동,dong,123046.0,128685.0,117407.0
구로구,2024,1,개봉2동,dong,122932.0,98651.0,147214.0
구로구,2024,1,개봉3동,dong,140437.0,95247.0,185626.0
구로구,2024,1,오류1동,dong,152288.0,181860.0,122715.0
구로구,2024,1,오류2동,dong,145229.0,157605.0,132853.0
구로구,2024,1,수궁동,dong,140220.0,126950.0,153490.0
구로구,2024,1,항동,dong,170132.0,218281.0,121983.0
구로구,2024,2,구로구,gu,130869.0,149241.0,112497.0
구로구,2024,2,신도림동,dong,156431.0,161574.0,151288.0
구로구,2024,2,구로1동,dong,142798.0,156147.0,129448.0
구로구,2024,2,구로2동,dong,112400.0,128389.0,96411.0
구로구,2024,2,구로3동,dong,178435.0,229851.0,127019.0
구로구,2024,2,구로4동,dong,124059.0,126447.0,121671.0
구로구,2024,2,구로5동,dong,129466.0,151576.0,107357.0
구로구,2024,2,가리봉동,dong,127507.0,124848.0,130166.0
구로구,2024,2,고척1동,dong,101922.0,112649.0,91195.0
구로구,2024,2,고척2동,dong,90238.0,99077.0,81398.0
구로구,2024,2,개봉1동,dong,120777.0,137023.0,104532.0
구로구,2024,2,개봉2동,dong,128014.0,114019.0,142010.0
구로구,2024,2,개봉3동,dong,89793.0,98960.0,80626.0
구로구,2024,2,오류1동,dong,144476.0,185321.0,103632.0
구로구,2024,2,오류2동,dong,153903.0,178187.0,129619.0
구로구,2024,2,수궁동,dong,133891.0,124701.0,143080.0
구로구,2024,2,항동,dong,171705.0,223020.0,120390.0
구로구,2024,3,구로구,gu,134996.0,158658.0,111335.0
구로구,2024,3,신도림동,dong,134295.0,144970.0,123620.0
구로구,2024,3,구로1동,dong,190251.0,227864.0,152638.0
구로구,2024,3,구로2동,dong,121684.0,142182.0,101187.0
구로구,2024,3,구로3동,dong,171432.0,215347.0,127516.0
구로구,2024,3,구로4동,dong,133808.0,145346.0,122270.0
구로구,2024,3,구로5동,dong,134174.0,167970.0,100377.0
구로구,2024,3,가리봉동,dong,146273.0,158456.0,134090.0
구로구,2024,3,고척1동,dong,124334.0,155878.0,92791.0
구로구,2024,3,고척2동,dong,105327.0,94625.0,116030.0
구로구,2024,3,개봉1동,dong,140079.0,141456.0,138702.0
구로구,2024,3,개봉2동,dong,125328.0,134181.0,116474.0
구로구,2024,3,개봉3동,dong,109319.0,137091.0,81547.0
구로구,2024,3,오류1동,dong,131282.0,156904.0,105660.0
구로구,2024,3,오류2동,dong,147322.0,192309.0,102335.0
구로구,2024,3,수궁동,dong,129669.0,118025.0,141312.0
구로구,2024,3,항동,dong,189295.0,271031.0,107560.0
구로구,2024,4,구로구,gu,143653.0,171356.0,115949.0
구로구,2024,4,신도림동,dong,124069.0,150071.0,98066.0
구로구,2024,4,구로1동,dong,224843.0,234849.0,214836.0
구로구,2024,4,구로2동,dong,122390.0,146466.0,98314.0
구로구,2024,4,구로3동,dong,191932.0,246084.0,137779.0
구로구,2024,4,구로4동,dong,155764.0,175140.0,136388.0
구로구,2024,4,구로5동,dong,143286.0,185766.0,100806.0
구로구,2024,4,가리봉동,dong,174531.0,176286.0,172776.0
구로구,2024,4,고척1동,dong,139723.0,175298.0,104148.0
구로구,2024,4,고척2동,dong,115881.0,95250.0,136511.0
구로구,2024,4,개봉1동,dong,137144.0,144194.0,130095.0
구로구,2024,4,개봉2동,dong,138278.0,144617.0,131939.0
구로구,2024,4,개봉3동,dong,119227.0,156475.0,81978.0
구로구,2024,4,오류1동,dong,127152.0,145828.0,108477.0
구로구,2024,4,오류2동,dong,160436.0,205705.0,115166.0
구로구,2024,4,수궁동,dong,120464.0,117743.0,123185.0
구로구,2024,4,항동,dong,209215.0,281292.0,137138.0
구로구,2025,1,구로구,gu,151222.0,180909.0,121535.0
구로구,2025,1,신도림동,dong,144052.0,163216.0,124888.0
구로구,2025,1,구로1동,dong,242707.0,242707.0,
구로구,2025,1,구로2동,dong,127247.0,142385.0,112109.0
구로구,2025,1,구로3동,dong,197785.0,244498.0,151071.0
구로구,2025,1,구로4동,dong,165135.0,196450.0,133820.0
구로구,2025,1,구로5동,dong,152548.0,205963.0,99134.0
구로구,2025,1,가리봉동,dong,188547.0,189639.0,187455.0
구로구,2025,1,고척1동,dong,140012.0,195261.0,84762.0
구로구,2025,1,고척2동,dong,119380.0,99755.0,139005.0
구로구,2025,1,개봉1동,dong,142976.0,164953.0,121000.0
구로구,2025,1,개봉2동,dong,142774.0,152476.0,133072.0
구로구,2025,1,개봉3동,dong,127692.0,171037.0,84346.0
구로구,2025,1,오류1동,dong,130634.0,155909.0,105358.0
구로구,2025,1,오류2동,dong,174370.0,225107.0,123634.0
구로구,2025,1,수궁동,dong,104804.0,108774.0,100833.0
구로구,2025,1,항동,dong,215817.0,275037.0,156597.0
구로구,2025,2,구로구,gu,160936.0,186967.0,134904.0
구로구,2025,2,신도림동,dong,177485.0,192469.0,162501.0
구로구,2025,2,구로1동,dong,186291.0,195548.0,177035.0
구로구,2025,2,구로2동,dong,130395.0,150152.0,110638.0
구로구,2025,2,구로3동,dong,229342.0,279196.0,179488.0
구로구,2025,2,구로4동,dong,159479.0,211559.0,107399.0
구로구,2025,2,구로5동,dong,170220.0,220540.0,119900.0
구로구,2025,2,가리봉동,dong,178224.0,175690.0,180757.0
구로구,2025,2,고척1동,dong,155345.0,196031.0,114659.0
구로구,2025,2,고척2동,dong,134589.0,134094.0,135083.0
구로구,2025,2,개봉1동,dong,150532.0,165416.0,135648.0
구로구,2025,2,개봉2동,dong,126029.0,144570.0,107489.0
구로구,2025,2,개봉3동,dong,143613.0,154092.0,133134.0
구로구,2025,2,오류1동,dong,137391.0,159234.0,115547.0
구로구,2025,2,오류2동,dong,163347.0,190385.0,136308.0
구로구,2025,2,수궁동,dong,103426.0,111481.0,95371.0
구로구,2025,2,항동,dong,214789.0,235309.0,194269.0
구로구,2025,3,구로구,gu,159150.0,183423.0,134877.0
구로구,2025,3,신도림동,dong,182927.0,198210.0,167644.0
구로구,2025,3,구로1동,dong,196555.0,214481.0,178630.0
구로구,2025,3,구로2동,dong,125206.0,142192.0,108219.0
구로구,2025,3,구로3동,dong,233709.0,285887.0,181530.0
구로구,2025,3,구로4동,dong,165425.0,213842.0,117008.0
구로구,2025,3,구로5동,dong,168135.0,219547.0,116722.0
구로구,2025,3,가리봉동,dong,176892.0,169889.0,183895.0
구로구,2025,3,고척1동,dong,160265.0,197826.0,122704.0
구로구,2025,3,고척2동,dong,117099.0,144057.0,90140.0
구로구,2025,3,개봉1동,dong,134721.0,151926.0,117515.0
구로구,2025,3,개봉2동,dong,135051.0,146297.0,123804.0
구로구,2025,3,개봉3동,dong,134565.0,136257.0,132874.0
구로구,2025,3,오류1동,dong,139331.0,148668.0,129994.0
구로구,2025,3,오류2동,dong,162154.0,187374.0,136934.0
구로구,2025,3,수궁동,dong,108828.0,129805.0,87851.0
구로구,2025,3,항동,dong,225313.0,237490.0,213136.0
구로구,2025,4,구로구,gu,,,
구로구,2025,4,신도림동,dong,,,
구로구,2025,4,구로1동,dong,,,
구로구,2025,4,구로2동,dong,,,
구로구,2025,4,구로3동,dong,,,
구로구,2025,4,구로4동,dong,,,
구로구,2025,4,구로5동,dong,,,
구로구,2025,4,가리봉동,dong,,,
