지역코드,지역명,1층_임대시세_최근1분기,1층_임대시세_최근2분기,1층_임대시세_최근3분기,기타층_임대시세_최근1분기,기타층_임대시세_최근2분기,기타층_임대시세_최근3분기,연도,분기
11305660,인수동,83950,78648,65424,42656,42226,44966,2023,3
11320,도봉구,125520,146034,153211,79669,103477,111296,2023,3
11320511,창1동,93776,112290,157332,127946,81028,85360,2023,3
11320512,창2동,97784,156461,161872,103908,154124,139520,2023,3
11320513,창3동,87621,123449,112826,61113,59058,69570,2023,3
11320514,창4동,224296,268395,293066,68206,100560,124407,2023,3
11320515,창5동,168232,228878,218705,96044,126199,117011,2023,3
11320521,도봉1동,85541,115258,121605,44410,75054,75292,2023,3
11320522,도봉2동,128560,122548,130810,69561,88723,85536,2023,3
11320660,쌍문1동,97986,117534,109701,78817,120165,142884,2023,3
11320670,쌍문2동,145192,157938,135278,41090,84115,95695,2023,3
11320680,쌍문3동,193213,140229,168854,72858,112983,153246,2023,3
11320681,쌍문4동,114392,117379,103524,84765,113758,129179,2023,3
11320690,방학1동,157609,166835,175053,89149,127559,138674,2023,3
11320700,방학2동,95742,109445,112885,73750,63614,76904,2023,3
11320710,방학3동,90580,115860,156831,84130,86982,99436,2023,3
11350,노원구,142046,139243,140204,105622,93897,88914,2023,3
11350560,월계1동,139603,153597,173891,143800,111059,67734,2023,3
11350570,월계2동,124773,125487,125242,132563,130253,49558,2023,3
11350580,월계3동, ,111334,141769,63948,63739,58096,2023,3
11350595,공릉1동,110768,111263,114579,73478,72380,61306,2023,3
11350600,공릉2동,146238,129641,132475,87504,91848,102125,2023,3
11350611,하계1동,120284,119141,97307,56822,63547,88617,2023,3
11350612,하계2동,241719, ,179540,100806,105405,117575,2023,3
11350619,중계본동,132119,103769,116771,74428,65683,64831,2023,3
11350621,중계1동,173803,191151,195894,84238,88556,77888,2023,3
11350624,중계4동,150424,141146,139852,51306,67969,79570,2023,3
11350625,중계2·3동,153567,143391,183863,162462,145953,99949,2023,3
11350630,상계1동,119087,113071,115685,56162,61363,58608,2023,3
11350640,상계2동,175881,181849,159404,125904,128642,118026,2023,3
11350665,상계3·4동,98494,99959,95417,260801,237734,195332,2023,3
11350670,상계5동,86002,95967,118185,93106,50752,60154,2023,3
11350695,상계6·7동,181522,190576,184246,147139,101755,105577,2023,3
11350700,상계8동,249198,270668,231781,66921,86534,93497,2023,3
11350710,상계9동,109341,114861,147981,73547,65187,120472,2023,3
11350720,상계10동,252988, ,201889, ,74110,69117,2023,3
11380,은평구,113705,110072,110542,84394,77186,74816,2023,3
11380510,녹번동,115558,103313,100830,77719,96449,90568,2023,3
11380520,불광1동,109290,108122,113248,62599,60677,61402,2023,3
11380530,불광2동,98403,89502,91659,66389,74807,88450,2023,3
11380551,갈현1동,123215,128086,115148,54201,52978,54050,2023,3
11380552,갈현2동,104803,100912,107842,103656,60776,63092,2023,3
11380560,구산동,99579,100544,101171,130648,92097,58926,2023,3
11380570,대조동,136871,122475,129586,77192,89702,91122,2023,3
11380580,응암1동,121208,123748,128763,78311,72076,64987,2023,3
11380590,응암2동,106715,103093,103192,93237,91512,82012,2023,3
11380600,응암3동,113357,114537,108623,75281,52516,57577,2023,3
11380625,역촌동,103539,93979,96617,68929,81501,69747,2023,3
11380631,신사1동,107835,95564,110645,81134,84752,86045,2023,3
11380632,신사2동,108214,119514,117571,85099,45053,48904,2023,3
11380640,증산동,66403,69177,69212,94467,57768,55814,2023,3
11380650,수색동,105587,105287,62705,81789,66036, ,2023,3
11380690,진관동,140834,144184,144930,122584,94453,94356,2023,3
11410,서대문구,135200,141344,144159,116271,112674,116430,2023,3
11410520,천연동,186416,189736,197650,66942,63412,43520,2023,3
11410555,북아현동,115189,124652,117491,68972,49971,60863,2023,3
11410565,충현동,144404,132841,146324,113189,118840,116044,2023,3
11410585,신촌동,157560,198757,204172,173018,134499,123211,2023,3
11410615,연희동,137420,125524,118796,102147,121142,137306,2023,3
11410620,홍제1동,101052,90816,184105,74265,54485,66151,2023,3
11410640,홍제3동,129398,139594,126904,72104,57486,63917,2023,3
11410655,홍제2동,114536,114536,84567,128484,64020, ,2023,3
11410660,홍은1동,103390,107793,81448,108323,107755,139206,2023,3
11410685,홍은2동,122937,113000,102842,57472,76609,93189,2023,3
11410690,남가좌1동,183901,182615,149476,64071,158198,96861,2023,3
11410700,남가좌2동,124850,119689,151020,118688,146562,174521,2023,3
11410710,북가좌1동,154971,138773,94392,141706,207504,113332,2023,3
11410720,북가좌2동,113951,111412,109098,60480,56186,83254,2023,3
11440,마포구,189359,163088,152946,145627,120465,117735,2023,3
11440555,아현동,201565,170285,133678,126008,115408,125951,2023,3
11440565,공덕동,144168,103533,133552,131756,99988,114919,2023,3
11440585,도화동,151441,168769,162558,106887,79055,72960,2023,3
11440590,용강동,206086,202438,171903,121868,128647,93187,2023,3
11440600,대흥동,196887,163294,184127,138220,93662,71426,2023,3
11440610,염리동,195899,178628,172571, , , ,2023,3
11440630,신수동,161147,152286,127500,165192,135749,168914,2023,3
11440655,서강동,214717,176631,158502,165986,145689,127895,2023,3
11440660,서교동,220182,198869,173971,160924,141557,140780,2023,3
11440680,합정동,207122,174775,149137,151915,121964,95209,2023,3
11440690,망원1동,172755,164421,159672,123396,94341,108115,2023,3
11440700,망원2동,166882,144989,125839,108939,90763,75540,2023,3
11440710,연남동,189189,157695,148581,155226,104336,118520,2023,3
11440720,성산1동,156772,114496,107347,126755,101511,115451,2023,3
11440730,성산2동,196503,110678,103761,170327,132646,126150,2023,3
11440740,상암동,154413,162964,178254,113938,87847,90069,2023,3
11470,양천구,132384,135836,132226,86582,102798,99455,2023,3
11470510,목1동,185154,196996,178978,99984,108115,109793,2023,3
11470520,목2동,131679,97958,103157,98025,122229,104120,2023,3
11470530,목3동,103221,114182,128732,79074,129104,154177,2023,3
11470540,목4동,120320,132228,105983,75366,111373,99487,2023,3
11470550,목5동,232819,201035,229422,100980,116546,116852,2023,3
11470560,신월1동,86258,101085,100294,128502,91587,58426,2023,3
11470570,신월2동,142197,161502,92067,56346,102099,106816,2023,3
11470580,신월3동,112143,122678,98502,64791,173402,196956,2023,3
11470590,신월4동,123614,144369,150468,71941,110374,98249,2023,3
11470600,신월5동,76650,104758,104835,73287,43263,48203,2023,3
11470610,신월6동,132659,125115,149855, ,96371,82357,2023,3
11470611,신월7동,89235,105708,102962,65586,112700,108376,2023,3
11470620,신정1동,146566,149267,141425,68207,80203,61109,2023,3
11470630,신정2동,121563,119682,117274,48402,58603,54763,2023,3
11470640,신정3동,174331,154454,158950,65072,60329,55776,2023,3
11470650,신정4동,125154,125913,130438,122390,131525,126854,2023,3
11470670,신정6동, ,180920,165442,84144,85505,87022,2023,3
11470680,신정7동,214281,186624,198381,49154,41718,57714,2023,3
11500,강서구,158109,156572,145160,102630,109451,100912,2023,3
11500510,염창동,127651,131277,140910,79365,83351,77540,2023,3
11500520,등촌1동,175962,150221,128183,73987,67608,100397,2023,3
11500530,등촌2동,174396,175919,127756,84655,106837,111979,2023,3
11500535,등촌3동,146764,155553,147229,121059,110912,78396,2023,3
11500540,화곡1동,93766,98596,133484,97956,94722,118831,2023,3
11500550,화곡2동,160411,173573,125098,54649,125499,156273,2023,3
11500560,화곡3동,114734,109741,120091,167147,127301,106981,2023,3
11500570,화곡4동,129130,136471,109491,61817,55603,49655,2023,3
11500590,화곡본동,124773,131677,107590,95324,103614,92731,2023,3
11500591,화곡6동,172549,152126,161329,116834,139631,72903,2023,3
11500593,화곡8동,146081,128620,128205,117173,69761,64326,2023,3
11500603,가양1동,253424,255945,224104,120667,129660,118455,2023,3
11500604,가양2동, , , , , ,98146,2023,3
11500605,가양3동, , , ,69446,79032,124658,2023,3
11500611,발산1동,156767,157748,156698,97891,114828,101124,2023,3
11500615,우장산동,136574,138511,113669,112006,100205,59976,2023,3
11500620,공항동,126973,134420,138186,81067,80106,85092,2023,3
11500630,방화1동,153552,152945,128045,82279,79991,92169,2023,3
11500640,방화2동,108863,102502,79333,85885,124818,120979,2023,3
11500641,방화3동,304852,227101,155689,48747,67409,72237,2023,3
11530,구로구,154434,138274,146069,116422,121202,120902,2023,3
11530510,신도림동,204681,186711,187906,114961,113603,145564,2023,3
11530520,구로1동,157605, ,198232,69940,69558,79524,2023,3
11530530,구로2동,125658,125433,137774,121581,116040,109486,2023,3
11530540,구로3동,234226,172546,185139,145926,148446,144273,2023,3
11530550,구로4동,141671,140471,136642,103001,126140,137701,2023,3
11530560,구로5동,169355,147342,141177,101289,95609,103061,2023,3
11530595,가리봉동,146102,122723,142261,146715,112208,98187,2023,3
11530720,고척1동,170519,147709,137579,68837,77663,84625,2023,3
11530730,고척2동,118730,95343,95264,72117,95059,95425,2023,3
11530740,개봉1동,93931,95244,116178,103083,111671,103619,2023,3
11530750,개봉2동,172260,174351,142062,167079,195517,174248,2023,3
11530760,개봉3동,134795,132061,93613,47928,168457, ,2023,3
11530770,오류1동,163653,93081,155435,101885,150238,106229,2023,3
11530780,오류2동,177334,154502,169034,105838,109784,127968,2023,3
11530790,수궁동,97625,106365,107199,63996,97496,138121,2023,3
11530800,항동,228470,212545,224866,126479,123802,113002,2023,3
11545,금천구,116398,124577,129916,82381,86268,85298,2023,3
11545510,가산동,151903,156971,165944,90902,96646,96227,2023,3
11545610,독산1동,92565,109722,110677,83853,91239,92706,2023,3
11545620,독산2동,72255,83172,84796,61504,70078, ,2023,3
11545630,독산3동,103025,100062,104347,73873,73245,69254,2023,3
11545640,독산4동,78547,119133,123716,51667,57258,56354,2023,3
11545670,시흥1동,141221,151387,153705,76820,81575,74876,2023,3
11545680,시흥2동, , , ,66203,54286,60905,2023,3
11545690,시흥3동,115397,118545,116815,47008,46635,51794,2023,3
11545700,시흥4동,102829,116815,104745, , , ,2023,3
11545710,시흥5동,107801,91030,104613,79963,77305,65003,2023,3
11560,영등포구,131344,137411,135159,103790,107453,100843,2023,3
11560515,영등포본동,139094,128671,132178,80274,83614,70184,2023,3
11560535,영등포동,123098,126169,140177,116052,110337,110431,2023,3
11560540,여의동,243490,242636,221717,121682,122094,109610,2023,3
11560550,당산1동,108239,136424,127571,79229,93048,92853,2023,3
11560560,당산2동,126572,148631,153457,102596,118626,99267,2023,3
11560585,도림동,108525,128132,119790,75042,70663,79974,2023,3
11560605,문래동,102941,103986,113275,113580,106784,90138,2023,3
11560610,양평1동,177936,179975,166926,81241,85036,129964,2023,3
11560620,양평2동,132293,114686,110451,103499,115065,110764,2023,3
11560630,신길1동,116157,140336,126002,43472,66352,77086,2023,3
11560650,신길3동,104633,89362,92305,90797, ,71954,2023,3
11560660,신길4동,57895,77009,107221,150473,130423,119718,2023,3
11560670,신길5동,93822,117308,111743, , ,69680,2023,3
11560680,신길6동,130469,119365,119549,83336,77956,70024,2023,3
11560690,신길7동,130668,133458,117171,76266,118671,182157,2023,3
11560700,대림1동,96637,105867,111481,70882,78930,74983,2023,3
11560710,대림2동,157694,159838,152273,127984,146364,70321,2023,3
11560720,대림3동,154542,143671,122459,84212,86840,78515,2023,3
11590,동작구,157325,158092,182069,108114,105347,107524,2023,3
11590510,노량진1동,158830,172043,176587,131145,125907,103888,2023,3
11590520,노량진2동,205201,203533,309185,174922,173484,146323,2023,3
11590530,상도1동,141755,140005,155889,160287,161843,127299,2023,3
11590540,상도2동,154059,165497,183063,76018,88218,98628,2023,3
11590550,상도3동,184204,178377,142701,85133,76706,86644,2023,3
11590560,상도4동,109616,118152,114733,61219,63817,68610,2023,3
11590605,흑석동,144505,147722,179753,82430,87164,93209,2023,3
11590620,사당1동,132460,134327,156315,175318,148117,89565,2023,3
11590630,사당2동,221469,225561,172880,93293,92442,109272,2023,3
11590640,사당3동,166402,152559,98090,109648,140500,105409,2023,3
11590650,사당4동,175519,182536,256651,68398,68572,140558,2023,3
11590651,사당5동,95550,97955,127465,93704,96552,82291,2023,3
11590660,대방동,114964,103421,112138,82669,73842,107910,2023,3
11590670,신대방1동,131724,131399,123635,60707,62827,71468,2023,3
11590680,신대방2동,166231,158070,189096,64181,66684,80299,2023,3
11620,관악구,136363,137826,141276,89203,91732,90289,2023,3
11620525,보라매동,94202,98061,117976,98687,109116,108264,2023,3
11620545,청림동, ,155868,148914,137783, , ,2023,3
11620565,성현동,104402,109439,131303,228176,175825,207276,2023,3
11620575,행운동,121392,122309,145475,123155,160226,143175,2023,3
11620585,낙성대동,196761,196415,196058,66397,64478,71779,2023,3
11620595,청룡동,141481,129055,138866,119705,94329,108008,2023,3
11620605,은천동,133838,137858,148861,69336,60736,47591,2023,3
11620615,중앙동,164566,166662,155109,62987,66166,60211,2023,3
11620625,인헌동,154531,160215,147142,77943,68036,70864,2023,3
11620630,남현동,144836,172268,159173,172266,99535,139782,2023,3
11620645,서원동,188093,219483,225503,71265,101862,111922,2023,3
11620655,신원동,119888,125142,146213,58041,61418,38954,2023,3
11620665,서림동,96296,99781,93174,65127,64504,80106,2023,3
11620685,신사동,129128,129803,120651,69043,71335,83240,2023,3
11620695,신림동,163114,159671,165126,106133,105820,99127,2023,3
11620715,난향동, , ,87537,40762,39688, ,2023,3
11620725,조원동,147362,157243,114780,63584,51658,60245,2023,3
11620735,대학동,123363,123396,122623,58128,66336,54135,2023,3
11620745,삼성동,111315,110685,69850,40591,46086, ,2023,3
11620765,미성동,125658,94240,97620,76622,81382,101218,2023,3
11620775,난곡동,134712,130448,101036,182584,202328,63459,2023,3
11650,서초구,162338,164270,156381,121765,114121,113575,2023,3
11650510,서초1동,163993,166243,145167,118585,132997,124165,2023,3
11650520,서초2동,286103,307884,261325,162484,158757,148189,2023,3
11650530,서초3동,158908,156111,158718,107686,98405,118610,2023,3
11650531,서초4동,207905,250704,328045,114371,126263,151171,2023,3
11650540,잠원동,119994,132627,141466,114429,114363,106136,2023,3
11650550,반포본동,126976,114601, ,208643, , ,2023,3
11650560,반포1동,176457,196016,216237,121673,129251,122118,2023,3
11650570,반포2동, , , , , ,190214,2023,3
11650580,반포3동, , , ,139919,159850,116398,2023,3
11650581,반포4동,229622,166106,192795,160509,125487,115847,2023,3
11650590,방배본동,145349,143527,128092,59863,74055,80743,2023,3
11650600,방배1동,127938,128021,149621,91865,94484,96631,2023,3
11650610,방배2동,145789,141748,128529,131551,113926,112998,2023,3
11650620,방배3동,98341,129162,158632,125562,92997,94608,2023,3
11650621,방배4동,120115,131550,142520,75161,69306,73077,2023,3
11650651,양재1동,138807,130121,133323,88954,89143,97396,2023,3
11650652,양재2동,119263,137542,124547,107953,85150,78918,2023,3
11650660,내곡동,118959,52458, ,255060,108004,104667,2023,3
11680,강남구,192435,185405,182170,155613,160734,159198,2023,3
11680510,신사동,204484,214497,177870,149535,149623,140188,2023,3
11680521,논현1동,219004,206568,217008,129453,112056,111355,2023,3
11680531,논현2동,186179,168654,160138,137191,121501,122173,2023,3
11680545,압구정동,218287,248747,246566,152752,148691,136288,2023,3
11680565,청담동,184430,167342,168898,159398,183443,185322,2023,3
11680580,삼성1동,146181,124763,99286,296405,314772,336801,2023,3
11680590,삼성2동,185418,165487,158317,161457,191637,190667,2023,3
11680600,대치1동,291267,305359,305810,219176,177229,189335,2023,3
11680610,대치2동,258565,198809,162389,141778,147774,138046,2023,3
11680630,대치4동,212791,207705,195400,125014,118087,125031,2023,3
11680640,역삼1동,179321,177129,194122,155143,171563,158036,2023,3
11680650,역삼2동,197435,176840,164704,149808,165793,203769,2023,3
11680655,도곡1동,172589,176079,177849,176951,148492,110374,2023,3
11680656,도곡2동,162043,174258,200019,130425,161017,201149,2023,3
11680660,개포1동, , , , , , ,2023,3
11680670,개포2동,168969,176496,157316,148816,142964,217866,2023,3
11680690,개포4동,95471,90350,118846,91894,85640,69099,2023,3
11680700,세곡동,191378,162746,155669,146175,120514,83776,2023,3
11680720,일원본동, , , ,183414, , ,2023,3
11680730,일원1동,100933,130493,114004,96027,125707,84735,2023,3
11680740,일원2동, , , ,191506,217933,251526,2023,3
11680750,수서동, , ,146166,104973,93337,106362,2023,3
11710,송파구,192159,172457,160080,148077,121279,113137,2023,3
11710510,풍납1동,114916,117901,132708,66489, , ,2023,3
11710520,풍납2동,126251,94435,133245,65856,63568,61248,2023,3
11710531,거여1동,230860,220415,160600,94447,89963,44454,2023,3
11710532,거여2동,311359,347569,296450,94761,66846,89712,2023,3
11710540,마천1동,72610,78847,76527,56852,51260,66994,2023,3
11710550,마천2동,134766,135208,181615,189549, ,198823,2023,3
11710561,방이1동,119819,94004,96695,225212,152229,89396,2023,3
11710562,방이2동,218854,191965,159047,158934,137874,122030,2023,3
11710566,오륜동,277291,317278, , , , ,2023,3
11710570,오금동,169639,151100,127439,110820,97554,91588,2023,3
11710580,송파1동,193093,165396,139303,189386,154155,121416,2023,3
11710590,송파2동,176754,162868,153607,148209,89080,49971,2023,3
11710600,석촌동,194899,170231,160317,164010,117403,96397,2023,3
11710610,삼전동,164503,169529,150173,152657,128880,122891,2023,3
11710620,가락본동,174944,157068,170644,125284,119227,108048,2023,3
11710631,가락1동,121592,82274,92931,209198,164101,163815,2023,3
11710632,가락2동,200440,172418,140921,128170,85988,73046,2023,3
11710641,문정1동,179492,151594,122956,147382,89529,60238,2023,3
11710642,문정2동,211218,221302,207530,119392,113498,106244,2023,3
11710646,장지동,195574,157257,134997,211137,140901,126838,2023,3
11710647,위례동,258411,192786,199199,136491,96240,82507,2023,3
11710650,잠실본동,234085,216123,191971,136428,110046,94618,2023,3
11710670,잠실2동,489544,509170,479212,317206,313759,291843,2023,3
11710680,잠실3동,256842,105223,200401,249637,197754,218173,2023,3
11710690,잠실4동, , , ,191431, , ,2023,3
11710710,잠실6동,207118,225867,188342,141013,152783,190887,2023,3
11710720,잠실7동, , , , , , ,2023,3
11740,강동구,138038,138627,141353,95437,98927,98545,2023,3
11740515,강일동,165634,177619,213132,98940,109447,95354,2023,3
11740520,상일동,193998,165837,158488,66410,106004,97176,2023,3
11740530,명일1동,137111,155023,149998,79418,85552,88266,2023,3
11740540,명일2동,191437,207504,226648,59320,70166,67056,2023,3
11740550,고덕1동,235856,214480,186527,83159,78089,91805,2023,3
11740560,고덕2동,270410,153722,165536,148667,165405,149946,2023,3
11740570,암사1동,130297,129480,135220,79514,83306,77716,2023,3
11740580,암사2동,126679,130170,113411,78641,73883,92225,2023,3
11740590,암사3동,134056,182239,161429,225740,257291,231208,2023,3
11740600,천호1동,114331,115894,108546,101655,120914,105816,2023,3
11740610,천호2동,100954,109864,137214,86325,78505,81955,2023,3
11740620,천호3동,117124,136484,141857,83314,108003,109077,2023,3
11740640,성내1동,100369,96367,102320,70673,68786,70725,2023,3
11740650,성내2동,109963,116279,125690,97274,96293,120171,2023,3
11740660,성내3동,142528,166768,159116,94379,76003,90425,2023,3
11740685,길동,123728,123346,131131,84206,91665,85943,2023,3
11740690,둔촌1동, , , , , , ,2023,3
11740700,둔촌2동,113948,107628,110138,103641,58177,62085,2023,3
11,서울시 전체,155598,153703,152707,127239,123967,122434,2023,4
11110,종로구,229859,236297,237218,164512,165481,166608,2023,4
11110515,청운효자동,206441,183894,176449,60228,75911,73193,2023,4
11110530,사직동,188607,196249,197574,93778,106339,108951,2023,4
11110540,삼청동,169873,165382,171215, , , ,2023,4
11110550,부암동,109504,113768,120284, , , ,2023,4
11110560,평창동,147356,144412,134264,106248,129776,108450,2023,4
11110570,무악동, , , , , , ,2023,4
11110580,교남동, , , , , , ,2023,4
11110600,가회동,219095,203272,243372,103642,110717,122973,2023,4
11110615,종로1·2·3·4가동,256505,281186,278121,122939,120594,126141,2023,4
11110630,종로5·6가동,297898,289720,295874,289006,296916,299112,2023,4
11110640,이화동,181404,203378,199466,72696,92887,96199,2023,4
11110650,혜화동,204479,149740,149060,102810,92378,89960,2023,4
11110670,창신1동,219762,241473,250732,184020,158052,152773,2023,4
11110680,창신2동,163443,166912,173746,61815,59078,67073,2023,4
11110690,창신3동, , , , , , ,2023,4
11110700,숭인1동,165835,132531,131166,83515,85197,80902,2023,4
11110710,숭인2동,161002,180860,180462,106245,106699,106370,2023,4
11140,중구,307381,286479,290303,277204,269198,262369,2023,4
11140520,소공동,244457,271072,274513,262197,207997,210753,2023,4
11140540,회현동,402204,382475,391372,265317,264293,268290,2023,4
11140550,명동,355871,365478,351642,206979,200250,191324,2023,4
11140570,필동,165328,138892,156715,169141,185516,179032,2023,4
11140580,장충동,211625,176659,182386,152460,118951,213773,2023,4
11140590,광희동,277501,238794,268359,244039,219976,223519,2023,4
11140605,을지로동,329426,299221,278323,165702,144745,135763,2023,4
11140615,신당동,345447,332611,339903,443077,447210,431934,2023,4
11140625,다산동,235252,207753,194097,114762,184505,173238,2023,4
11140635,약수동,254421,297961,315340,290842,328296,274295,2023,4
11140645,청구동,139527,185162,171752,180766,145517,165914,2023,4
11140650,신당5동,257270,241473,243789,191533,154258,154759,2023,4
11140665,동화동,208720,144011,167413,140446,191978,209931,2023,4
11140670,황학동,219031,196996,200867,194925,128854,161378,2023,4
11140680,중림동,354776,394460,363833,240210,185493,170362,2023,4
11170,용산구,167407,164646,158849,116709,115547,115487,2023,4
11170510,후암동,128452,125785,124580,47231,67791,64839,2023,4
11170520,용산2가동,119771,116110,109334,82914,84331,82798,2023,4
11170530,남영동,151047,136675,150524,138564,115756,148820,2023,4
11170555,청파동,137214,127191,130201,74373,78417,122442,2023,4
11170560,원효로1동,111653,117256,120893,103171,105547,99469,2023,4
11170570,원효로2동,90764,92383,90052,97322,59837,73596,2023,4
11170580,효창동,177888,158882,153829,93691,141729,167909,2023,4
11170590,용문동,152993,117519,123036,101766,93022,90989,2023,4
11170625,한강로동,153052,161711,161761,108351,114336,117502,2023,4
11170630,이촌1동,359302,328583,315909,145801,170327,179193,2023,4
11170640,이촌2동,59597,87768,86410,87004,117927,118115,2023,4
11170650,이태원1동,213394,212792,216180,150966,148580,137851,2023,4
11170660,이태원2동,192326,191267,187808,108434,108338,99444,2023,4
11170685,한남동,159078,152708,162586,120663,114271,120640,2023,4
11170690,서빙고동,72545,85540,85777,84601,64685,68459,2023,4
11170700,보광동,105448,119076,114297,83994,72745,72162,2023,4
11200,성동구,234169,206851,193899,216267,183501,172452,2023,4
11200520,왕십리2동,200353,156446,143504,218844,179391,164116,2023,4
11200535,왕십리도선동,247577,198089,199696,231771,199382,197508,2023,4
11200540,마장동,167208,175136,168247,163748,136703,125524,2023,4
11200550,사근동,336174,251492,240843,379966,317021,290161,2023,4
11200560,행당1동,219364,178877,139920,232771,244529,211592,2023,4
11200570,행당2동,221867,231167,222371,163776,131907,126095,2023,4
11200580,응봉동, , ,111613,296341,263989,186775,2023,4
11200590,금호1가동, ,184275,175537,165635,184704,184341,2023,4
11200615,금호2·3가동,213920,171679,162760,152697,187331,166494,2023,4
11200620,금호4가동,285547,247301,196790,191631,194783,174024,2023,4
11200645,옥수동,433922,288330,275739,214466,184614,169048,2023,4
11200650,성수1가1동,231957,250319,229515,216913,173513,139274,2023,4
11200660,성수1가2동,325673,270695,248789,246295,215817,218777,2023,4
11200670,성수2가1동,219428,188548,168200,230346,186773,158652,2023,4
11200690,성수2가3동,248828,245450,230625,218234,175442,170900,2023,4
11200720,송정동,180994,180832,161057,377739,183318,178433,2023,4
11200790,용답동,169497,146528,148145,82730,92397,86004,2023,4
11215,광진구,123408,123147,124084,89002,84485,87579,2023,4
11215710,화양동,157048,159032,162972,100703,125103,122781,2023,4
11215730,군자동,124371,127231,123106,138062,122382,114938,2023,4
11215740,중곡1동,108788,96320,97162,77172,71207,96485,2023,4
11215750,중곡2동,101834,87866,88131,55892,70197,65909,2023,4
11215760,중곡3동,96366,94937,95536,57521,49364,58313,2023,4
11215770,중곡4동,143352,143580,143222,64610,68626,74039,2023,4
11215780,능동,125668,129943,119607,97435,107064,97916,2023,4
11215810,광장동,168735,162266,170939,98933,73417,79465,2023,4
11215820,자양1동,121967,117549,117582,62742,60190,57930,2023,4
11215830,자양2동,91432,92927,92830,80135,64221,65025,2023,4
11215840,자양3동,110579,122753,132974,90712,80449,73353,2023,4
11215847,자양4동,140345,139426,141375,89247,68335,65908,2023,4
11215850,구의1동,123256,128461,135485,83286,81585,86229,2023,4
11215860,구의2동,122635,132595,138423,85270,69286,69587,2023,4
11215870,구의3동,124042,119593,118063,101662,86773,102318,2023,4
11230,동대문구,119163,121813,120764,69180,63070,61882,2023,4
11230536,용신동,109733,114647,123535,78332,74429,69689,2023,4
11230545,제기동,117586,132429,131380,56907,58752,61515,2023,4
11230560,전농1동,124003,128558,120735,71688,65603,63639,2023,4
11230570,전농2동,127606,120502,114250,56679,36382,45303,2023,4
11230600,답십리1동,136503,135938,133683,87719,73588,71951,2023,4
11230610,답십리2동,108519,111781,107920,55119,54479,49745,2023,4
11230650,장안1동,104852,110376,113970,69633,64946,61538,2023,4
11230660,장안2동,119039,113782,114767,59688,62168,56994,2023,4
11230705,청량리동,109695,108808,105521,60681,47644,51708,2023,4
11230710,회기동,143524,134320,116760,70071,63106,67453,2023,4
11230720,휘경1동,114584,133989,125008,47987,49023,55554,2023,4
11230730,휘경2동,82740,85264,83258,63189,65139,67563,2023,4
11230740,이문1동,162180,130270,142868,91963,45586,55433,2023,4
11230750,이문2동,137725,158033,147373,51241, ,61113,2023,4
11260,중랑구,104666,104812,107328,59700,69963,71406,2023,4
11260520,면목2동,86284,88762,94046,41667,38863,40826,2023,4
11260540,면목4동,82811,71686,72418,58883,62213,63661,2023,4
11260550,면목5동,84445,78060,67789,36411,47938,43631,2023,4
11260565,면목본동,118336,119903,120111,50543,64749,69330,2023,4
11260570,면목7동,108324,108558,103607,62676,64403,64031,2023,4
11260575,면목3·8동,100242,106840,108895,57765,45140,42038,2023,4
11260580,상봉1동,104799,105488,106207,68187,76931,68923,2023,4
11260590,상봉2동,142082,146834,148592,67160,76672,73118,2023,4
11260600,중화1동,76505,82527,78189,57687,58456,56899,2023,4
11260610,중화2동,117226,103344,118966,56179,59604,61823,2023,4
11260620,묵1동,102289,99776,106068,86921,71398,101313,2023,4
11260630,묵2동,88889,91561,95007,93834,123177,142132,2023,4
11260655,망우본동,98381,103347,109946,65444,70730,70135,2023,4
11260660,망우3동,90898,66696,70528,28671,38724,45230,2023,4
11260680,신내1동,118992,116608,114133,66375,75265,72486,2023,4
11260690,신내2동,130046,125244,114842,40631,122251,115726,2023,4
11290,성북구,121200,126727,127310,78792,86159,94771,2023,4
11290525,성북동,127660,123206,125667,66197,51307,66441,2023,4
11290555,삼선동,131978,142988,139788,54542,55391,79487,2023,4
11290575,동선동,148466,146293,150819,98197,145717,148259,2023,4
11290580,돈암1동, , , , , , ,2023,4
11290590,돈암2동, , , ,113866,83309,124780,2023,4
11290600,안암동,143134,124280,124517,78596,69139,54071,2023,4
11290610,보문동,123769,103291,104757,58498,50062,51279,2023,4
11290620,정릉1동,107236,98179,99101,75337,90071,90071,2023,4
11290630,정릉2동,111081,98710,96801,109487,169804,169804,2023,4
11290640,정릉3동,80292,88495,82480, , , ,2023,4
11290650,정릉4동,116846,122691,117434,49279,59361,56552,2023,4
11290660,길음1동,149284,153324,161481,143697,142041,150592,2023,4
11290685,길음2동,201764,209664,185462,120782,110359,134635,2023,4
11290705,종암동,104793,103903,119587,48376,50227,55260,2023,4
11290715,월곡1동,124724,124428,117165,69905,61014,50709,2023,4
11290725,월곡2동,105528,103208,102365,55296,58975,57934,2023,4
11290760,장위1동,57382,115108,101633,86125,98955,96408,2023,4
11290770,장위2동,129361,198158,187414,86044,116073,121993,2023,4
11290780,장위3동,129168,117338,123206,50414,43380,66655,2023,4
11290810,석관동,99621,114426,112939,44785,40836,52255,2023,4
11305,강북구,101756,99741,99655,67876,65745,66289,2023,4
11305534,삼양동,99580,99415,91372,82246,77594,73997,2023,4
11305535,미아동,122070,109688,113919,83790,81139,78383,2023,4
