행정구역,2023_3Q_전체,2023_3Q_1층,2023_3Q_1층외,2023_4Q_전체,2023_4Q_1층,2023_4Q_1층외,2024_1Q_전체,2024_1Q_1층,2024_1Q_1층외
월계1동,120812.0,173891.0,67734.0,127480.0,177608.0,77352.0,132680.0,151369.0,113990.0
월계2동,87400.0,125242.0,49558.0,83147.0,119060.0,47235.0,92817.0,135415.0,50220.0
월계3동,99933.0,141769.0,58096.0,104754.0,141769.0,67740.0,123323.0,176532.0,70113.0
공릉1동,87943.0,114579.0,61306.0,86025.0,110967.0,61083.0,92519.0,111803.0,73236.0
공릉2동,117300.0,132475.0,102125.0,111107.0,132493.0,89720.0,103136.0,128536.0,77736.0
하계1동,92962.0,97307.0,88617.0,89475.0,105010.0,73940.0,96223.0,112058.0,80389.0
하계2동,148558.0,179540.0,117575.0,142567.0,179540.0,105594.0,81322.0,,81322.0
중계본동,90801.0,116771.0,64831.0,89605.0,116771.0,62439.0,95597.0,124056.0,67138.0
중계1동,136891.0,195894.0,77888.0,137501.0,195133.0,79869.0,124876.0,172546.0,77205.0
중계4동,109711.0,139852.0,79570.0,112542.0,148826.0,76259.0,111504.0,148058.0,74949.0
중계2·3동,141906.0,183863.0,99949.0,142141.0,184560.0,99723.0,148630.0,211959.0,85301.0
상계1동,87147.0,115685.0,58608.0,89175.0,120891.0,57459.0,89588.0,122302.0,56874.0
상계2동,138715.0,159404.0,118026.0,136183.0,156360.0,116006.0,133765.0,144581.0,122949.0
상계3·4동,145374.0,95417.0,195332.0,148606.0,88320.0,208892.0,127474.0,103892.0,151056.0
상계5동,89170.0,118185.0,60154.0,87874.0,115862.0,59886.0,86374.0,114199.0,58549.0
상계6·7동,144911.0,184246.0,105577.0,140176.0,185633.0,94720.0,129245.0,173351.0,85139.0
상계8동,162639.0,231781.0,93497.0,149963.0,208671.0,91255.0,136730.0,188415.0,85044.0
상계9동,134226.0,147981.0,120472.0,127408.0,149214.0,105602.0,138343.0,172826.0,103860.0
상계10동,135503.0,201889.0,69117.0,140782.0,212947.0,68616.0,157073.0,254998.0,59148.0
은평구,92679.0,110542.0,74816.0,94233.0,111113.0,77353.0,100502.0,113205.0,87799.0
녹번동,95699.0,100830.0,90568.0,98185.0,102371.0,93999.0,101857.0,99735.0,103978.0
불광1동,87325.0,113248.0,61402.0,87202.0,111332.0,63071.0,98868.0,129474.0,68262.0
불광2동,90054.0,91659.0,88450.0,85615.0,88550.0,82681.0,94324.0,96301.0,92347.0
갈현1동,84599.0,115148.0,54050.0,85684.0,114822.0,56546.0,94261.0,118320.0,70203.0
갈현2동,85467.0,107842.0,63092.0,91011.0,115074.0,66949.0,106504.0,125219.0,87790.0
구산동,80048.0,101171.0,58926.0,73172.0,97006.0,49338.0,78629.0,101599.0,55659.0
대조동,110354.0,129586.0,91122.0,119303.0,129673.0,108933.0,113883.0,113545.0,114221.0
응암1동,96875.0,128763.0,64987.0,97343.0,130640.0,64046.0,98112.0,127689.0,68536.0
응암2동,92602.0,103192.0,82012.0,92551.0,106557.0,78546.0,105773.0,88835.0,122710.0
응암3동,83100.0,108623.0,57577.0,82734.0,105140.0,60328.0,77598.0,108710.0,46487.0
역촌동,83182.0,96617.0,69747.0,79588.0,92323.0,66853.0,88044.0,95875.0,80214.0
신사1동,98345.0,110645.0,86045.0,91756.0,120897.0,62616.0,111723.0,141408.0,82038.0
신사2동,83238.0,117571.0,48904.0,78527.0,113999.0,43055.0,96464.0,106548.0,86381.0
증산동,62513.0,69212.0,55814.0,77624.0,89543.0,65705.0,76503.0,95379.0,57628.0
수색동,62705.0,62705.0,,62705.0,62705.0,,97712.0,,97712.0
진관동,119643.0,144930.0,94356.0,121616.0,144494.0,98738.0,124942.0,139020.0,110864.0
서대문구,130294.0,144159.0,116430.0,140149.0,147396.0,132903.0,144423.0,153042.0,135804.0
천연동,120585.0,197650.0,43520.0,125252.0,206984.0,43520.0,115431.0,168294.0,62568.0
북아현동,89177.0,117491.0,60863.0,123209.0,115500.0,130919.0,131404.0,132701.0,130108.0
충현동,131184.0,146324.0,116044.0,138780.0,137751.0,139808.0,158144.0,158836.0,157453.0
신촌동,163692.0,204172.0,123211.0,173821.0,212643.0,134998.0,178865.0,233692.0,124037.0
연희동,128051.0,118796.0,137306.0,130967.0,119517.0,142418.0,131220.0,125954.0,136485.0
홍제1동,125128.0,184105.0,66151.0,117299.0,174936.0,59662.0,131127.0,165018.0,97236.0
홍제3동,95411.0,126904.0,63917.0,100744.0,127268.0,74220.0,96014.0,138360.0,53668.0
홍제2동,84567.0,84567.0,,109225.0,78561.0,139889.0,100387.0,65068.0,135707.0
홍은1동,110327.0,81448.0,139206.0,138796.0,86417.0,191176.0,154574.0,81809.0,227339.0
홍은2동,98015.0,102842.0,93189.0,131799.0,111542.0,152055.0,141853.0,107727.0,175979.0
남가좌1동,123169.0,149476.0,96861.0,116376.0,147355.0,85396.0,130742.0,164788.0,96696.0
남가좌2동,162771.0,151020.0,174521.0,174485.0,167802.0,181169.0,158743.0,179045.0,138442.0
북가좌1동,103862.0,94392.0,113332.0,118529.0,132743.0,104314.0,146203.0,138273.0,154134.0
북가좌2동,96176.0,109098.0,83254.0,108723.0,103945.0,113501.0,130446.0,106818.0,154074.0
마포구,135340.0,152946.0,117735.0,138163.0,157639.0,118686.0,140886.0,161326.0,120445.0
아현동,129815.0,133678.0,125951.0,125448.0,129945.0,120950.0,147696.0,159478.0,135914.0
공덕동,124235.0,133552.0,114919.0,137826.0,138769.0,136883.0,133397.0,148904.0,117891.0
도화동,117759.0,162558.0,72960.0,119908.0,166739.0,73077.0,139356.0,198403.0,80309.0
용강동,132545.0,171903.0,93187.0,144468.0,172513.0,116423.0,157242.0,179571.0,134914.0
대흥동,127776.0,184127.0,71426.0,122379.0,169696.0,75061.0,129828.0,181952.0,77703.0
염리동,172571.0,172571.0,,177947.0,177947.0,,172305.0,172305.0,
신수동,148207.0,127500.0,168914.0,151650.0,120252.0,183049.0,146039.0,114569.0,177509.0
서강동,143198.0,158502.0,127895.0,138320.0,163022.0,113617.0,150697.0,162940.0,138454.0
서교동,157376.0,173971.0,140780.0,160213.0,179698.0,140727.0,158493.0,180636.0,136350.0
합정동,122173.0,149137.0,95209.0,127740.0,164523.0,90958.0,125727.0,169923.0,81532.0
망원1동,133894.0,159672.0,108115.0,140222.0,171658.0,108786.0,143783.0,177236.0,110330.0
망원2동,100690.0,125839.0,75540.0,105261.0,135475.0,75048.0,101898.0,136413.0,67384.0
연남동,133551.0,148581.0,118520.0,134870.0,147452.0,122289.0,134568.0,143273.0,125864.0
성산1동,111399.0,107347.0,115451.0,108521.0,103080.0,113962.0,106292.0,94094.0,118490.0
성산2동,114956.0,103761.0,126150.0,127076.0,140371.0,113781.0,104248.0,142795.0,65700.0
상암동,134162.0,178254.0,90069.0,132843.0,174134.0,91552.0,158719.0,185113.0,132324.0
양천구,115840.0,132226.0,99455.0,114166.0,131464.0,96868.0,112408.0,128388.0,96427.0
목1동,144385.0,178978.0,109793.0,141157.0,188167.0,94148.0,130721.0,176665.0,84777.0
목2동,103638.0,103157.0,104120.0,109529.0,105654.0,113404.0,109471.0,112534.0,106408.0
목3동,141454.0,128732.0,154177.0,127048.0,131541.0,122555.0,135755.0,129943.0,141567.0
목4동,102735.0,105983.0,99487.0,98053.0,105367.0,90740.0,104981.0,110898.0,99065.0
