연도,분기,NM,행정동_코드,임대시세_전체,영역_면적
2023,4,대치1동,11680600,200146,809823
2023,4,대치2동,11680610,187487,1837367
2023,4,대치4동,11680630,160349,701081
2023,4,역삼1동,11680640,177055,2362133
2023,4,역삼2동,11680650,172774,1135029
2023,4,도곡1동,11680655,131320,1050609
2023,4,도곡2동,11680656,219231,990763
2023,4,개포1동,11680660,,1449952
2023,4,개포2동,11680670,166407,2243338
2023,4,개포4동,11680690,100549,1665461
2023,4,세곡동,11680700,121509,6367772
2023,4,일원본동,11680720,,2354625
2023,4,일원1동,11680730,94398,953471
2023,4,일원2동,11680740,175003,1300290
2023,4,수서동,11680750,173129,1629403
2024,1,신사동,11680510,148582,2059234
2024,1,신사동,11620685,148582,641031
2024,1,논현1동,11680521,167231,1258744
2024,1,논현2동,11680531,140670,1458524
2024,1,압구정동,11680545,223042,2345057
2024,1,청담동,11680565,174568,2329217
2024,1,삼성1동,11680580,216705,1944629
2024,1,삼성2동,11680590,201912,1242271
2024,1,대치1동,11680600,121826,809823
2024,1,대치2동,11680610,179832,1837367
2024,1,대치4동,11680630,159427,701081
2024,1,역삼1동,11680640,186220,2362133
2024,1,역삼2동,11680650,196996,1135029
2024,1,도곡1동,11680655,176177,1050609
2024,1,도곡2동,11680656,193577,990763
2024,1,개포1동,11680660,,1449952
2024,1,개포2동,11680670,193753,2243338
2024,1,개포4동,11680690,94733,1665461
2024,1,세곡동,11680700,132965,6367772
2024,1,일원본동,11680720,,2354625
2024,1,일원1동,11680730,95941,953471
2024,1,일원2동,11680740,175467,1300290
2024,1,수서동,11680750,185138,1629403
2024,2,신사동,11680510,157018,2059234
2024,2,신사동,11620685,157018,641031
2024,2,논현1동,11680521,183480,1258744
2024,2,논현2동,11680531,166481,1458524
2024,2,압구정동,11680545,188933,2345057
2024,2,청담동,11680565,213499,2329217
2024,2,삼성1동,11680580,212407,1944629
2024,2,삼성2동,11680590,198288,1242271
2024,2,대치1동,11680600,180757,809823
2024,2,대치2동,11680610,204678,1837367
2024,2,대치4동,11680630,178699,701081
2024,2,역삼1동,11680640,187929,2362133
2024,2,역삼2동,11680650,196439,1135029
2024,2,도곡1동,11680655,198249,1050609
2024,2,도곡2동,11680656,166247,990763
2024,2,개포1동,11680660,,1449952
2024,2,개포2동,11680670,207416,2243338
2024,2,개포4동,11680690,107445,1665461
2024,2,세곡동,11680700,155307,6367772
2024,2,일원본동,11680720,,2354625
2024,2,일원1동,11680730,53745,953471
2024,2,일원2동,11680740,149906,1300290
2024,2,수서동,11680750,213139,1629403
2024,3,신사동,11680510,175201,2059234
2024,3,신사동,11620685,175201,641031
2024,3,논현1동,11680521,174862,1258744
2024,3,논현2동,11680531,181140,1458524
2024,3,압구정동,11680545,175351,2345057
2024,3,청담동,11680565,244252,2329217
2024,3,삼성1동,11680580,215780,1944629
2024,3,삼성2동,11680590,207072,1242271
2024,3,대치1동,11680600,201615,809823
2024,3,대치2동,11680610,215699,1837367
2024,3,대치4동,11680630,192477,701081
2024,3,역삼1동,11680640,207376,2362133
2024,3,역삼2동,11680650,224887,1135029
2024,3,도곡1동,11680655,202242,1050609
2024,3,도곡2동,11680656,139582,990763
2024,3,개포1동,11680660,,1449952
2024,3,개포2동,11680670,205179,2243338
2024,3,개포4동,11680690,114566,1665461
2024,3,세곡동,11680700,173935,6367772
2024,3,일원본동,11680720,,2354625
2024,3,일원1동,11680730,64003,953471
2024,3,일원2동,11680740,101788,1300290
2024,3,수서동,11680750,193704,1629403
2024,4,신사동,11680510,194399,2059234
2024,4,신사동,11620685,194399,641031
2024,4,논현1동,11680521,198149,1258744
2024,4,논현2동,11680531,186698,1458524
2024,4,압구정동,11680545,184213,2345057
2024,4,청담동,11680565,240003,2329217
2024,4,삼성1동,11680580,259058,1944629
2024,4,삼성2동,11680590,201274,1242271
2024,4,대치1동,11680600,197821,809823
2024,4,대치2동,11680610,197375,1837367
2024,4,대치4동,11680630,186366,701081
2024,4,역삼1동,11680640,198929,2362133
2024,4,역삼2동,11680650,230806,1135029
2024,4,도곡1동,11680655,264773,1050609
2024,4,도곡2동,11680656,135967,990763
2024,4,개포1동,11680660,,1449952
2024,4,개포2동,11680670,245653,2243338
2024,4,개포4동,11680690,119470,1665461
2024,4,세곡동,11680700,193591,6367772
2024,4,일원본동,11680720,,2354625
2024,4,일원1동,11680730,63599,953471
2024,4,일원2동,11680740,87900,1300290
2024,4,수서동,11680750,153604,1629403
2025,1,신사동,11680510,178955,2059234
2025,1,신사동,11620685,178955,641031
2025,1,논현1동,11680521,196314,1258744
2025,1,논현2동,11680531,180071,1458524
2025,1,압구정동,11680545,172887,2345057
2025,1,청담동,11680565,213127,2329217
2025,1,삼성1동,11680580,257805,1944629
2025,1,삼성2동,11680590,187413,1242271
2025,1,대치1동,11680600,266099,809823
2025,1,대치2동,11680610,226073,1837367
2025,1,대치4동,11680630,193470,701081
2025,1,역삼1동,11680640,202428,2362133
2025,1,역삼2동,11680650,208826,1135029
2025,1,도곡1동,11680655,176666,1050609
2025,1,도곡2동,11680656,133267,990763
2025,1,개포1동,11680660,,1449952
2025,1,개포2동,11680670,257227,2243338
2025,1,개포4동,11680690,123617,1665461
2025,1,세곡동,11680700,173901,6367772
2025,1,일원본동,11680720,,2354625
2025,1,일원1동,11680730,81564,953471
2025,1,일원2동,11680740,181043,1300290
2025,1,수서동,11680750,161392,1629403
2025,2,신사동,11680510,171890,2059234
2025,2,신사동,11620685,171890,641031
2025,2,논현1동,11680521,181492,1258744
2025,2,논현2동,11680531,160100,1458524
2025,2,압구정동,11680545,221105,2345057
2025,2,청담동,11680565,165407,2329217
2025,2,삼성1동,11680580,229994,1944629
2025,2,삼성2동,11680590,161480,1242271
2025,2,대치1동,11680600,239418,809823
2025,2,대치2동,11680610,214390,1837367
2025,2,대치4동,11680630,170763,701081
2025,2,역삼1동,11680640,178860,2362133
2025,2,역삼2동,11680650,200678,1135029
2025,2,도곡1동,11680655,180738,1050609
2025,2,도곡2동,11680656,146873,990763
2025,2,개포1동,11680660,,1449952
2025,2,개포2동,11680670,211812,2243338
2025,2,개포4동,11680690,106600,1665461
2025,2,세곡동,11680700,207877,6367772
2025,2,일원본동,11680720,,2354625
2025,2,일원1동,11680730,107672,953471
2025,2,일원2동,11680740,164013,1300290
2025,2,수서동,11680750,213106,1629403
2025,3,신사동,11680510,176205,2059234
2025,3,신사동,11620685,176205,641031
2025,3,논현1동,11680521,181035,1258744
2025,3,논현2동,11680531,160191,1458524
2025,3,압구정동,11680545,222450,2345057
2025,3,청담동,11680565,161539,2329217
2025,3,삼성1동,11680580,246069,1944629
2025,3,삼성2동,11680590,153563,1242271
2025,3,대치1동,11680600,246843,809823
2025,3,대치2동,11680610,214911,1837367
2025,3,대치4동,11680630,172364,701081
2025,3,역삼1동,11680640,176040,2362133
2025,3,역삼2동,11680650,187681,1135029
2025,3,도곡1동,11680655,181619,1050609
2025,3,도곡2동,11680656,158661,990763
2025,3,개포1동,11680660,,1449952
2025,3,개포2동,11680670,219402,2243338
2025,3,개포4동,11680690,114599,1665461
2025,3,세곡동,11680700,197267,6367772
2025,3,일원본동,11680720,98629,2354625
2025,3,일원1동,11680730,103422,953471
2025,3,일원2동,11680740,166460,1300290
2025,3,수서동,11680750,193257,1629403
2025,4,신사동,11680510,,2059234
2025,4,신사동,11620685,,641031
2025,4,논현1동,11680521,,1258744
2025,4,논현2동,11680531,,1458524
2025,4,압구정동,11680545,,2345057
2025,4,청담동,11680565,,2329217
2025,4,삼성1동,11680580,,1944629
2025,4,삼성2동,11680590,,1242271
2025,4,대치1동,11680600,,809823
2025,4,대치2동,11680610,,1837367
2025,4,대치4동,11680630,,701081
2025,4,역삼1동,11680640,,2362133
2025,4,역삼2동,11680650,,1135029
2025,4,도곡1동,11680655,,1050609
2025,4,도곡2동,11680656,,990763
2025,4,개포1동,11680660,,1449952
2025,4,개포2동,11680670,,2243338
2025,4,개포4동,11680690,,1665461
2025,4,세곡동,11680700,,6367772
2025,4,일원본동,11680720,,2354625
2025,4,일원1동,11680730,,953471
2025,4,일원2동,11680740,,1300290
2025,4,수서동,11680750,,1629403
2020,1,풍납1동,11710510,68683,1075294
2020,1,풍납2동,11710520,77444,2564554
2020,1,거여1동,11710531,90263,522308
2020,1,거여2동,11710532,85896,612901
2020,1,마천1동,11710540,58439,575258
2020,1,마천2동,11710550,70177,890688
2020,1,방이1동,11710561,93078,609259
2020,1,방이2동,11710562,108088,769841
2020,1,오륜동,11710566,255359,3085088
2020,1,오금동,11710570,71805,1648868
2020,1,송파1동,11710580,112881,686925
2020,1,송파2동,11710590,79183,631023
2020,1,석촌동,11710600,100187,946914
2020,1,삼전동,11710610,101106,953338
2020,1,가락본동,11710620,92995,1014738
2020,1,가락1동,11710631,148214,1393228
2020,1,가락2동,11710632,76446,932311
2020,1,문정1동,11710641,81995,612546
2020,1,문정2동,11710642,149340,2242033
2020,1,장지동,11710646,81422,1278355
2020,1,위례동,11710647,138903,2537372
2020,1,잠실본동,11710650,122017,1028997
2020,1,잠실2동,11710670,342843,2686850
2020,1,잠실3동,11710680,247613,1542643
2020,1,잠실4동,11710690,249427,780204
2020,1,잠실6동,11710710,199901,1508001
2020,1,잠실7동,11710720,159333,723486
2020,2,풍납1동,11710510,67225,1075294
2020,2,풍납2동,11710520,83856,2564554
2020,2,거여1동,11710531,83654,522308
2020,2,거여2동,11710532,78568,612901
2020,2,마천1동,11710540,69721,575258
2020,2,마천2동,11710550,78312,890688
2020,2,방이1동,11710561,91533,609259
2020,2,방이2동,11710562,110049,769841
2020,2,오륜동,11710566,279883,3085088
2020,2,오금동,11710570,75891,1648868
2020,2,송파1동,11710580,109072,686925
2020,2,송파2동,11710590,80708,631023
2020,2,석촌동,11710600,110582,946914
2020,2,삼전동,11710610,101940,953338
2020,2,가락본동,11710620,109341,1014738
2020,2,가락1동,11710631,177860,1393228
2020,2,가락2동,11710632,89747,932311
2020,2,문정1동,11710641,88632,612546
2020,2,문정2동,11710642,159848,2242033
2020,2,장지동,11710646,92684,1278355
2020,2,위례동,11710647,147312,2537372
2020,2,잠실본동,11710650,121672,1028997
2020,2,잠실2동,11710670,323771,2686850
2020,2,잠실3동,11710680,253604,1542643
2020,2,잠실4동,11710690,267465,780204
2020,2,잠실6동,11710710,172555,1508001
2020,2,잠실7동,11710720,108105,723486
2020,3,풍납1동,11710510,66629,1075294
2020,3,풍납2동,11710520,81106,2564554
2020,3,거여1동,11710531,86116,522308
2020,3,거여2동,11710532,75295,612901
2020,3,마천1동,11710540,69534,575258
2020,3,마천2동,11710550,78815,890688
2020,3,방이1동,11710561,90448,609259
2020,3,방이2동,11710562,110755,769841
2020,3,오륜동,11710566,278237,3085088
2020,3,오금동,11710570,76263,1648868
2020,3,송파1동,11710580,110848,686925
2020,3,송파2동,11710590,84186,631023
2020,3,석촌동,11710600,112513,946914
2020,3,삼전동,11710610,101307,953338
2020,3,가락본동,11710620,112114,1014738
2020,3,가락1동,11710631,183196,1393228
2020,3,가락2동,11710632,94196,932311
2020,3,문정1동,11710641,91142,612546
2020,3,문정2동,11710642,159361,2242033
2020,3,장지동,11710646,93404,1278355
2020,3,위례동,11710647,151374,2537372
2020,3,잠실본동,11710650,120969,1028997
2020,3,잠실2동,11710670,336968,2686850
2020,3,잠실3동,11710680,247237,1542643
2020,3,잠실4동,11710690,275584,780204
2020,3,잠실6동,11710710,175770,1508001
2020,3,잠실7동,11710720,122850,723486
2020,4,풍납1동,11710510,80239,1075294
2020,4,풍납2동,11710520,97570,2564554
2020,4,거여1동,11710531,82327,522308
2020,4,거여2동,11710532,97613,612901
2020,4,마천1동,11710540,75470,575258
2020,4,마천2동,11710550,85614,890688
2020,4,방이1동,11710561,89165,609259
2020,4,방이2동,11710562,116180,769841
2020,4,오륜동,11710566,278756,3085088
2020,4,오금동,11710570,79130,1648868
2020,4,송파1동,11710580,111312,686925
2020,4,송파2동,11710590,91180,631023
2020,4,석촌동,11710600,115978,946914
2020,4,삼전동,11710610,106594,953338
2020,4,가락본동,11710620,121576,1014738
2020,4,가락1동,11710631,192420,1393228
2020,4,가락2동,11710632,98224,932311
2020,4,문정1동,11710641,96190,612546
2020,4,문정2동,11710642,164099,2242033
2020,4,장지동,11710646,100013,1278355
2020,4,위례동,11710647,146336,2537372
2020,4,잠실본동,11710650,125340,1028997
2020,4,잠실2동,11710670,333330,2686850
2020,4,잠실3동,11710680,222474,1542643
2020,4,잠실4동,11710690,270088,780204
2020,4,잠실6동,11710710,170699,1508001
2020,4,잠실7동,11710720,128915,723486
2021,1,풍납1동,11710510,139010,1075294
2021,1,풍납2동,11710520,116758,2564554
2021,1,거여1동,11710531,75007,522308
2021,1,거여2동,11710532,109476,612901
2021,1,마천1동,11710540,118509,575258
2021,1,마천2동,11710550,96659,890688
2021,1,방이1동,11710561,101763,609259
2021,1,방이2동,11710562,137087,769841
2021,1,오륜동,11710566,282915,3085088
2021,1,오금동,11710570,95502,1648868
2021,1,송파1동,11710580,118709,686925
2021,1,송파2동,11710590,103033,631023
2021,1,석촌동,11710600,125577,946914
2021,1,삼전동,11710610,126083,953338
2021,1,가락본동,11710620,151825,1014738
2021,1,가락1동,11710631,205158,1393228
2021,1,가락2동,11710632,134406,932311
2021,1,문정1동,11710641,107061,612546
2021,1,문정2동,11710642,173034,2242033
2021,1,장지동,11710646,133078,1278355
2021,1,위례동,11710647,156911,2537372
2021,1,잠실본동,11710650,142150,1028997
2021,1,잠실2동,11710670,328025,2686850
2021,1,잠실3동,11710680,247418,1542643
2021,1,잠실4동,11710690,274269,780204
2021,1,잠실6동,11710710,172013,1508001
2021,1,잠실7동,11710720,231553,723486
2021,2,풍납1동,11710510,140306,1075294
2021,2,풍납2동,11710520,125288,2564554
2021,2,거여1동,11710531,74942,522308
2021,2,거여2동,11710532,120101,612901
2021,2,마천1동,11710540,105960,575258
2021,2,마천2동,11710550,101255,890688
2021,2,방이1동,11710561,116054,609259
2021,2,방이2동,11710562,160698,769841
2021,2,오륜동,11710566,236619,3085088
2021,2,오금동,11710570,116066,1648868
2021,2,송파1동,11710580,137710,686925
2021,2,송파2동,11710590,114576,631023
2021,2,석촌동,11710600,143143,946914
2021,2,삼전동,11710610,141959,953338
2021,2,가락본동,11710620,166264,1014738
2021,2,가락1동,11710631,231107,1393228
2021,2,가락2동,11710632,149743,932311
2021,2,문정1동,11710641,145193,612546
2021,2,문정2동,11710642,176270,2242033
2021,2,장지동,11710646,148340,1278355
2021,2,위례동,11710647,159349,2537372
2021,2,잠실본동,11710650,161156,1028997
2021,2,잠실2동,11710670,329704,2686850
2021,2,잠실3동,11710680,242569,1542643
2021,2,잠실4동,11710690,203698,780204
2021,2,잠실6동,11710710,171573,1508001
2021,2,잠실7동,11710720,,723486
2021,3,풍납1동,11710510,117518,1075294
2021,3,풍납2동,11710520,124398,2564554
2021,3,거여1동,11710531,79314,522308
2021,3,거여2동,11710532,118706,612901
2021,3,마천1동,11710540,98970,575258
2021,3,마천2동,11710550,109449,890688
2021,3,방이1동,11710561,117962,609259
2021,3,방이2동,11710562,156277,769841
2021,3,오륜동,11710566,236690,3085088
2021,3,오금동,11710570,116537,1648868
2021,3,송파1동,11710580,138393,686925
2021,3,송파2동,11710590,111993,631023
2021,3,석촌동,11710600,148019,946914
2021,3,삼전동,11710610,144817,953338
2021,3,가락본동,11710620,149993,1014738
2021,3,가락1동,11710631,232549,1393228
2021,3,가락2동,11710632,137618,932311
2021,3,문정1동,11710641,136063,612546
2021,3,문정2동,11710642,168966,2242033
2021,3,장지동,11710646,133770,1278355
2021,3,위례동,11710647,159009,2537372
2021,3,잠실본동,11710650,150975,1028997
2021,3,잠실2동,11710670,347408,2686850
2021,3,잠실3동,11710680,240746,1542643
2021,3,잠실4동,11710690,294916,780204
2021,3,잠실6동,11710710,179362,1508001
2021,3,잠실7동,11710720,258276,723486
2021,4,풍납1동,11710510,90487,1075294
2021,4,풍납2동,11710520,133747,2564554
2021,4,거여1동,11710531,83605,522308
2021,4,거여2동,11710532,147872,612901
2021,4,마천1동,11710540,89326,575258
2021,4,마천2동,11710550,105476,890688
2021,4,방이1동,11710561,125909,609259
2021,4,방이2동,11710562,157923,769841
2021,4,오륜동,11710566,209981,3085088
2021,4,오금동,11710570,124084,1648868
2021,4,송파1동,11710580,147420,686925
2021,4,송파2동,11710590,108750,631023
2021,4,석촌동,11710600,154749,946914
2021,4,삼전동,11710610,144453,953338
2021,4,가락본동,11710620,137990,1014738
2021,4,가락1동,11710631,231698,1393228
2021,4,가락2동,11710632,137101,932311
2021,4,문정1동,11710641,140494,612546
2021,4,문정2동,11710642,174622,2242033
2021,4,장지동,11710646,127332,1278355
2021,4,위례동,11710647,169926,2537372
2021,4,잠실본동,11710650,147740,1028997
2021,4,잠실2동,11710670,321476,2686850
2021,4,잠실3동,11710680,238366,1542643
2021,4,잠실4동,11710690,301083,780204
2021,4,잠실6동,11710710,173668,1508001
2021,4,잠실7동,11710720,246098,723486
2022,1,풍납1동,11710510,113131,1075294
2022,1,풍납2동,11710520,119451,2564554
2022,1,거여1동,11710531,92766,522308
2022,1,거여2동,11710532,163458,612901
2022,1,마천1동,11710540,87353,575258
2022,1,마천2동,11710550,110089,890688
2022,1,방이1동,11710561,120537,609259
2022,1,방이2동,11710562,158535,769841
2022,1,오륜동,11710566,228624,3085088
2022,1,오금동,11710570,126474,1648868
2022,1,송파1동,11710580,147363,686925
2022,1,송파2동,11710590,110419,631023
2022,1,석촌동,11710600,158476,946914
2022,1,삼전동,11710610,144424,953338
2022,1,가락본동,11710620,131976,1014738
2022,1,가락1동,11710631,212836,1393228
2022,1,가락2동,11710632,128762,932311
2022,1,문정1동,11710641,139773,612546
2022,1,문정2동,11710642,174936,2242033
2022,1,장지동,11710646,114723,1278355
2022,1,위례동,11710647,173933,2537372
2022,1,잠실본동,11710650,137223,1028997
2022,1,잠실2동,11710670,314467,2686850
2022,1,잠실3동,11710680,232742,1542643
2022,1,잠실4동,11710690,295681,780204
2022,1,잠실6동,11710710,177729,1508001
2022,1,잠실7동,11710720,234877,723486
2022,2,풍납1동,11710510,163693,1075294
2022,2,풍납2동,11710520,132170,2564554
2022,2,거여1동,11710531,112107,522308
2022,2,거여2동,11710532,201260,612901
2022,2,마천1동,11710540,90598,575258
2022,2,마천2동,11710550,107729,890688
2022,2,방이1동,11710561,130918,609259
2022,2,방이2동,11710562,179249,769841
2022,2,오륜동,11710566,271684,3085088
2022,2,오금동,11710570,128448,1648868
2022,2,송파1동,11710580,172612,686925
2022,2,송파2동,11710590,132918,631023
2022,2,석촌동,11710600,185771,946914
2022,2,삼전동,11710610,131637,953338
2022,2,가락본동,11710620,148616,1014738
2022,2,가락1동,11710631,156185,1393228
2022,2,가락2동,11710632,184975,932311
2022,2,문정1동,11710641,133115,612546
2022,2,문정2동,11710642,175525,2242033
2022,2,장지동,11710646,135224,1278355
2022,2,위례동,11710647,214923,2537372
2022,2,잠실본동,11710650,152024,1028997
2022,2,잠실2동,11710670,251051,2686850
2022,2,잠실3동,11710680,208915,1542643
2022,2,잠실4동,11710690,151571,780204
2022,2,잠실6동,11710710,180916,1508001
2022,2,잠실7동,11710720,229044,723486
2022,3,풍납1동,11710510,166454,1075294
2022,3,풍납2동,11710520,119038,2564554
2022,3,거여1동,11710531,111591,522308
2022,3,거여2동,11710532,135223,612901
2022,3,마천1동,11710540,61986,575258
2022,3,마천2동,11710550,141998,890688
2022,3,방이1동,11710561,153237,609259
2022,3,방이2동,11710562,198809,769841
2022,3,오륜동,11710566,357446,3085088
2022,3,오금동,11710570,127545,1648868
2022,3,송파1동,11710580,176269,686925
2022,3,송파2동,11710590,153528,631023
2022,3,석촌동,11710600,202675,946914
2022,3,삼전동,11710610,153146,953338
2022,3,가락본동,11710620,155378,1014738
2022,3,가락1동,11710631,168222,1393228
2022,3,가락2동,11710632,191125,932311
2022,3,문정1동,11710641,150999,612546
2022,3,문정2동,11710642,168670,2242033
2022,3,장지동,11710646,151908,1278355
2022,3,위례동,11710647,238054,2537372
2022,3,잠실본동,11710650,174744,1028997
2022,3,잠실2동,11710670,319452,2686850
2022,3,잠실3동,11710680,236447,1542643
2022,3,잠실4동,11710690,353204,780204
2022,3,잠실6동,11710710,139327,1508001
2022,3,잠실7동,11710720,97285,723486
2022,4,풍납1동,11710510,154587,1075294
2022,4,풍납2동,11710520,92966,2564554
2022,4,거여1동,11710531,170787,522308
2022,4,거여2동,11710532,168938,612901
2022,4,마천1동,11710540,56017,575258
2022,4,마천2동,11710550,143431,890688
2022,4,방이1동,11710561,158487,609259
2022,4,방이2동,11710562,194105,769841
2022,4,오륜동,11710566,252163,3085088
2022,4,오금동,11710570,139790,1648868
2022,4,송파1동,11710580,203039,686925
2022,4,송파2동,11710590,161456,631023
2022,4,석촌동,11710600,210293,946914
2022,4,삼전동,11710610,153705,953338
2022,4,가락본동,11710620,146546,1014738
2022,4,가락1동,11710631,154367,1393228
2022,4,가락2동,11710632,185015,932311
2022,4,문정1동,11710641,148778,612546
2022,4,문정2동,11710642,169556,2242033
2022,4,장지동,11710646,195629,1278355
2022,4,위례동,11710647,211689,2537372
2022,4,잠실본동,11710650,187448,1028997
2022,4,잠실2동,11710670,371154,2686850
2022,4,잠실3동,11710680,241835,1542643
2022,4,잠실4동,11710690,,780204
2022,4,잠실6동,11710710,164717,1508001
2022,4,잠실7동,11710720,,723486
2023,1,풍납1동,11710510,90702,1075294
2023,1,풍납2동,11710520,96054,2564554
2023,1,거여1동,11710531,162653,522308
2023,1,거여2동,11710532,203060,612901
2023,1,마천1동,11710540,64731,575258
2023,1,마천2동,11710550,162157,890688
2023,1,방이1동,11710561,172516,609259
2023,1,방이2동,11710562,188894,769841
2023,1,오륜동,11710566,277291,3085088
2023,1,오금동,11710570,140229,1648868
2023,1,송파1동,11710580,191240,686925
2023,1,송파2동,11710590,162481,631023
2023,1,석촌동,11710600,179454,946914
2023,1,삼전동,11710610,158580,953338
2023,1,가락본동,11710620,150114,1014738
2023,1,가락1동,11710631,165395,1393228
2023,1,가락2동,11710632,164305,932311
2023,1,문정1동,11710641,163437,612546
2023,1,문정2동,11710642,165305,2242033
2023,1,장지동,11710646,203356,1278355
2023,1,위례동,11710647,197451,2537372
2023,1,잠실본동,11710650,185256,1028997
2023,1,잠실2동,11710670,403375,2686850
2023,1,잠실3동,11710680,253240,1542643
2023,1,잠실4동,11710690,191431,780204
2023,1,잠실6동,11710710,174066,1508001
2023,1,잠실7동,11710720,,723486
2023,2,풍납1동,11710510,117901,1075294
2023,2,풍납2동,11710520,79001,2564554
2023,2,거여1동,11710531,155189,522308
2023,2,거여2동,11710532,207207,612901
2023,2,마천1동,11710540,65053,575258
2023,2,마천2동,11710550,135208,890688
2023,2,방이1동,11710561,123117,609259
2023,2,방이2동,11710562,164920,769841
2023,2,오륜동,11710566,317278,3085088
2023,2,오금동,11710570,124327,1648868
2023,2,송파1동,11710580,159775,686925
2023,2,송파2동,11710590,125974,631023
2023,2,석촌동,11710600,143817,946914
2023,2,삼전동,11710610,149205,953338
2023,2,가락본동,11710620,138147,1014738
2023,2,가락1동,11710631,123187,1393228
2023,2,가락2동,11710632,129203,932311
2023,2,문정1동,11710641,120561,612546
2023,2,문정2동,11710642,167400,2242033
2023,2,장지동,11710646,149079,1278355
2023,2,위례동,11710647,144513,2537372
2023,2,잠실본동,11710650,163085,1028997
2023,2,잠실2동,11710670,411464,2686850
2023,2,잠실3동,11710680,151488,1542643
2023,2,잠실4동,11710690,,780204
2023,2,잠실6동,11710710,189325,1508001
2023,2,잠실7동,11710720,,723486
2023,3,풍납1동,11710510,132708,1075294
2023,3,풍납2동,11710520,97247,2564554
2023,3,거여1동,11710531,102527,522308
2023,3,거여2동,11710532,193081,612901
2023,3,마천1동,11710540,71761,575258
2023,3,마천2동,11710550,190219,890688
2023,3,방이1동,11710561,93046,609259
2023,3,방이2동,11710562,140538,769841
2023,3,오륜동,11710566,,3085088
2023,3,오금동,11710570,109514,1648868
2023,3,송파1동,11710580,130360,686925
2023,3,송파2동,11710590,101789,631023
2023,3,석촌동,11710600,128357,946914
2023,3,삼전동,11710610,136532,953338
2023,3,가락본동,11710620,139346,1014738
2023,3,가락1동,11710631,128373,1393228
2023,3,가락2동,11710632,106984,932311
2023,3,문정1동,11710641,91597,612546
2023,3,문정2동,11710642,156887,2242033
2023,3,장지동,11710646,130917,1278355
2023,3,위례동,11710647,140853,2537372
2023,3,잠실본동,11710650,143295,1028997
2023,3,잠실2동,11710670,385528,2686850
2023,3,잠실3동,11710680,209287,1542643
2023,3,잠실4동,11710690,,780204
2023,3,잠실6동,11710710,189614,1508001
2023,3,잠실7동,11710720,,723486
2023,4,풍납1동,11710510,134567,1075294
2023,4,풍납2동,11710520,87395,2564554
2023,4,거여1동,11710531,82678,522308
2023,4,거여2동,11710532,153342,612901
2023,4,마천1동,11710540,80056,575258
2023,4,마천2동,11710550,160176,890688
2023,4,방이1동,11710561,100192,609259
2023,4,방이2동,11710562,136490,769841
2023,4,오륜동,11710566,,3085088
2023,4,오금동,11710570,92909,1648868
2023,4,송파1동,11710580,108891,686925
2023,4,송파2동,11710590,100560,631023
2023,4,석촌동,11710600,125860,946914
2023,4,삼전동,11710610,128273,953338
2023,4,가락본동,11710620,131218,1014738
2023,4,가락1동,11710631,128960,1393228
2023,4,가락2동,11710632,94031,932311
2023,4,문정1동,11710641,87394,612546
2023,4,문정2동,11710642,150114,2242033
2023,4,장지동,11710646,107081,1278355
2023,4,위례동,11710647,137234,2537372
2023,4,잠실본동,11710650,127996,1028997
2023,4,잠실2동,11710670,352604,2686850
2023,4,잠실3동,11710680,192299,1542643
2023,4,잠실4동,11710690,,780204
2023,4,잠실6동,11710710,180656,1508001
2023,4,잠실7동,11710720,,723486
2024,1,풍납1동,11710510,81339,1075294
2024,1,풍납2동,11710520,89815,2564554
2024,1,거여1동,11710531,128624,522308
2024,1,거여2동,11710532,147407,612901
2024,1,마천1동,11710540,67950,575258
2024,1,마천2동,11710550,155970,890688
2024,1,방이1동,11710561,98743,609259
2024,1,방이2동,11710562,131190,769841
2024,1,오륜동,11710566,335204,3085088
2024,1,오금동,11710570,77787,1648868
2024,1,송파1동,11710580,100794,686925
2024,1,송파2동,11710590,102377,631023
2024,1,석촌동,11710600,117211,946914
2024,1,삼전동,11710610,111306,953338
2024,1,가락본동,11710620,116764,1014738
2024,1,가락1동,11710631,128601,1393228
2024,1,가락2동,11710632,89964,932311
2024,1,문정1동,11710641,88658,612546
2024,1,문정2동,11710642,146549,2242033
2024,1,장지동,11710646,107897,1278355
2024,1,위례동,11710647,137891,2537372
2024,1,잠실본동,11710650,136916,1028997
2024,1,잠실2동,11710670,329205,2686850
2024,1,잠실3동,11710680,197928,1542643
2024,1,잠실4동,11710690,,780204
2024,1,잠실6동,11710710,176392,1508001
2024,1,잠실7동,11710720,,723486
2024,2,풍납1동,11710510,93763,1075294
2024,2,풍납2동,11710520,82763,2564554
2024,2,거여1동,11710531,131580,522308
2024,2,거여2동,11710532,142293,612901
2024,2,마천1동,11710540,76775,575258
2024,2,마천2동,11710550,134876,890688
2024,2,방이1동,11710561,119454,609259
2024,2,방이2동,11710562,133549,769841
2024,2,오륜동,11710566,335333,3085088
2024,2,오금동,11710570,78773,1648868
2024,2,송파1동,11710580,104603,686925
2024,2,송파2동,11710590,110654,631023
2024,2,석촌동,11710600,126992,946914
2024,2,삼전동,11710610,109574,953338
2024,2,가락본동,11710620,115140,1014738
2024,2,가락1동,11710631,143516,1393228
2024,2,가락2동,11710632,85138,932311
2024,2,문정1동,11710641,93194,612546
2024,2,문정2동,11710642,151471,2242033
2024,2,장지동,11710646,113977,1278355
2024,2,위례동,11710647,139634,2537372
